Date,price,ret_1w,ret_2w,ret_4w,ret_8w,ret_12w,ret_13w,ret_26w,ret_52w,negative_1w_return_flag,loss_magnitude_1w,ret_1w_z_52,negative_2w_return_flag,loss_magnitude_2w,ret_2w_z_52,negative_4w_return_flag,loss_magnitude_4w,ret_4w_z_52,short_term_oversold_score,recent_loss_magnitude,drawdown_13w_high,drawdown_depth_13w,drawdown_26w_high,drawdown_depth_26w,drawdown_52w_high,drawdown_depth_52w,distance_from_4w_low,recovery_from_4w_low,weeks_since_4w_low,down_weeks_4w,distance_from_8w_low,recovery_from_8w_low,weeks_since_8w_low,down_weeks_8w,distance_from_12w_low,recovery_from_12w_low,weeks_since_12w_low,down_weeks_12w,selloff_speed_4w,selloff_speed_8w,bounce_strength_1w,bounce_strength_2w,bounce_strength_4w,above_4w_ma,reclaim_4w_ma,above_8w_ma,reclaim_8w_ma,above_12w_ma,reclaim_12w_ma,drawdown_depth_x_recovery_confirmation,bounce_from_low_after_drawdown,medium_momentum_8w,medium_momentum_12w,medium_momentum_26w,medium_uptrend_flag,medium_downtrend_flag,uptrend_short_pullback,downtrend_short_bounce,trend_negative_recovery_acceleration,trend_positive_short_oversold,momentum_reversal_interaction_raw,momentum_reversal_state,baseline_weight,baseline_weight_change_4w,realized_vol_13w,realized_vol_pct_52w,realized_vol_change_4w,market_state,market_state_stable,risk_state,signal_environment,risk_regime_score,market_drawdown,market_trend_positive,recent_stress_26w,transition_good_state_prob,transition_non_stress_prob,risk_basket_ret_1w,risk_basket_ret_4w,risk_basket_pct_positive_4w,credit_hyg_lqd_ret_4w,credit_hyg_lqd_trend_8w,credit_hyg_lqd_ma_slope_4w,vix,vix3m,vix_percentile_52w,vix_change_1w,vix_change_2w,vix_change_4w,vix_ratio,vix_fading_from_13w_high,ticker,feature_lag_weeks,filter_non_panic,filter_risk_regime_not_panic,filter_vix_not_extreme,filter_vol_stabilizing,filter_realized_vol_not_exploding,filter_credit_not_deteriorating,filter_market_improving_or_neutral,filter_panic_fading,filter_reversal_entry_ok,recent_loss_x_non_panic,reversal_pressure_score,score_short_horizon_reversal,score_drawdown_reversal,score_momentum_reversal_interaction,score_short_reversal_only,score_drawdown_recovery_only,score_pullback_in_uptrend,score_oversold_rebound_after_stress,score_focused_reversal_composite,active_short_reversal_only,active_drawdown_recovery_only,active_pullback_in_uptrend,active_oversold_rebound_after_stress,active_momentum_reversal_interaction_score,active_focused_reversal_composite
2011-07-01,97.64707946777344,-0.0018890244350375784,-0.0012641437790312793,-0.045474153039779086,-0.06590423670458012,-0.04289396819252922,-0.02940813133583975,0.019047305115174273,0.19916844848914472,1.0,0.0018890244350375784,-0.2855918159579808,1.0,0.0012641437790312793,-0.3051611257401959,1.0,0.045474153039779086,-1.8368997908970701,0.34175209403520573,0.045474153039779086,-0.06590423670458012,0.06590423670458012,-0.06590423670458012,0.06590423670458012,-0.06590423670458012,0.06590423670458012,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,0.011368538259944772,0.008238029588072515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06590423670458012,-0.04289396819252922,0.019047305115174273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,0.193588013477785,0.173878158124259,0.09403307683696958,0.057692307692307696,-0.06750250335510521,neutral_mixed,neutral_mixed,calm,trend_friendly,-0.600042698725683,-0.120669552103264,1.0,0.0,0.1153846153846153,0.9487179487179488,0.003696948089439585,-0.04568785678789016,0.0,-0.025950632687150588,-0.019258216249944282,-0.019341780369221184,21.100000381469727,21.920000076293945,0.6538461538461539,-0.0343249421924976,0.11876986737151607,0.3204005623217232,0.9625912549283687,-0.0343249421924976,SPY,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.045474153039779086,0.3665515482327302,0.5125139340757854,0.11420904656191443,0.13063551421508837,0.5125139340757854,0.11420904656191443,0.1227355614909826,0.09581037256103922,0.2524528316175961,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-01,47.812313079833984,0.010968299113490954,-0.0025267676211799817,-0.05098488143322,-0.0774891640750659,-0.05148028942096883,-0.041134107303499645,-0.00294406366540656,0.21084887254850337,0.0,0.0,0.2992348976811308,1.0,0.0025267676211799817,-0.2906748654303495,1.0,0.05098488143322,-1.5463728584094791,0.3136049356598471,0.05098488143322,-0.0774891640750659,0.0774891640750659,-0.0774891640750659,0.0774891640750659,-0.0774891640750659,0.0774891640750659,0.010968299113490954,0.010968299113490954,1.0,3.0,0.010968299113490954,0.010968299113490954,1.0,7.0,0.010968299113490954,0.010968299113490954,1.0,9.0,0.012746220358305,0.009686145509383237,0.010968299113490954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047218018312761125,0.0008499243296297003,-0.0774891640750659,-0.05148028942096883,-0.00294406366540656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,continuation_bearish,0.0275705967870993,0.004382791499187001,0.11376924816994392,0.15384615384615385,-0.24988129049404162,neutral_mixed,neutral_mixed,calm,trend_friendly,-0.600042698725683,-0.120669552103264,1.0,0.0,0.1153846153846153,0.9487179487179488,0.003696948089439585,-0.04568785678789016,0.0,-0.025950632687150588,-0.019258216249944282,-0.019341780369221184,21.100000381469727,21.920000076293945,0.6538461538461539,-0.0343249421924976,0.11876986737151607,0.3204005623217232,0.9625912549283687,-0.0343249421924976,QQQ,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.05098488143322,0.4365323159089088,0.5159355468071507,0.18933112403176067,0.15019358342902472,0.5159355468071507,0.18933112403176067,0.10453497855328236,0.11942973852194338,0.28515341808931205,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-08,103.12197875976562,0.056068233907590415,0.05407329520867199,0.03192725359350512,0.002860991713511396,0.012975759681007837,0.010769276673217698,0.07489972620936913,0.33666242915015787,0.0,0.0,2.6207359289378593,0.0,0.0,1.9012387439587493,0.0,0.0,0.5058011369649428,0.0,0.0,-0.013531136956043355,0.013531136956043355,-0.013531136956043355,0.013531136956043355,-0.013531136956043355,0.013531136956043355,0.056068233907590415,0.056068233907590415,1.0,2.0,0.056068233907590415,0.056068233907590415,1.0,6.0,0.056068233907590415,0.056068233907590415,1.0,8.0,0.0,0.0,0.056068233907590415,0.05407329520867199,0.03192725359350512,1.0,1.0,1.0,1.0,1.0,1.0,0.013235574370068235,0.0007586669518870798,0.002860991713511396,0.012975759681007837,0.07489972620936913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,0.1855058952917763,0.16442142117135872,0.14542575594670465,0.7307692307692307,0.29783533993850075,calm_trend,calm_trend,calm,trend_friendly,-0.7259965090021051,-0.0713670468685235,1.0,0.0,0.821917808219178,1.0,0.06001346370438117,0.03333236477727774,1.0,0.016158322009384163,0.01697730530552466,-0.014912856399394214,15.869999885559082,17.93000030517578,0.11538461538461539,-0.24786731759984681,-0.27368422844432017,-0.11587748127982556,0.885108734826845,-0.27368422844432017,SPY,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3310462958770546,0.2068928134415094,0.3333333333333333,0.3310462958770546,0.37882226557184406,0.4,0.2904241475506324,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-08,50.91598129272461,0.06491357587549285,0.07659386650571243,0.029988724181060133,-0.007356999274816034,0.01913705351590078,0.010091516781103538,0.06723747221326914,0.3744609692071259,0.0,0.0,2.5393058886568314,0.0,0.0,2.1396749725646633,0.0,0.0,0.3029179233390211,0.0,0.0,-0.017605686931288278,0.017605686931288278,-0.017605686931288278,0.017605686931288278,-0.017605686931288278,0.017605686931288278,0.07659386650571243,0.07659386650571243,2.0,2.0,0.07659386650571243,0.07659386650571243,2.0,6.0,0.07659386650571243,0.07659386650571243,2.0,8.0,0.0,0.0009196249093520042,0.06491357587549285,0.07659386650571243,0.029988724181060133,1.0,1.0,1.0,1.0,1.0,1.0,0.017605686931288278,0.0013484876345564603,-0.007356999274816034,0.01913705351590078,0.06723747221326914,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,0.0120261900589225,-0.005753321873693202,0.17357685395318131,0.6538461538461539,0.11596786720513053,calm_trend,calm_trend,calm,trend_friendly,-0.7259965090021051,-0.0713670468685235,1.0,0.0,0.821917808219178,1.0,0.06001346370438117,0.03333236477727774,1.0,0.016158322009384163,0.01697730530552466,-0.014912856399394214,15.869999885559082,17.93000030517578,0.11538461538461539,-0.24786731759984681,-0.27368422844432017,-0.11587748127982556,0.885108734826845,-0.27368422844432017,QQQ,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3692398177176131,0.21876023258293667,0.3333333333333333,0.3692398177176131,0.38040933728791226,0.4,0.307111127877961,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-15,103.49153137207033,0.0035836454725681754,0.05985280805275628,0.05851300171876761,0.007656271182663765,0.02291962382361934,0.016605905676009947,0.06695799849090345,0.2698821724721352,0.0,0.0,-0.06602085952882841,0.0,0.0,2.0145524439054006,0.0,0.0,1.2864060033340385,0.007335651058758713,0.0,-0.009995982281166493,0.009995982281166493,-0.009995982281166493,0.009995982281166493,-0.009995982281166493,0.009995982281166493,0.05985280805275628,0.05985280805275628,2.0,1.0,0.05985280805275628,0.05985280805275628,2.0,5.0,0.05985280805275628,0.05985280805275628,2.0,7.0,0.0,0.0,0.0035836454725681754,0.05985280805275628,0.05851300171876761,1.0,0.0,1.0,0.0,1.0,0.0,0.0099878082361855,0.000598287608773411,0.007656271182663765,0.02291962382361934,0.06695799849090345,1.0,0.0,0.0,0.0,0.0,0.007335651058758713,0.0018339127646896782,neutral,0.1842666447472602,0.13831078820167442,0.14536619031961526,0.7307692307692307,0.23470885965778043,calm_trend,calm_trend,calm,trend_friendly,-1.0139687559025634,-0.0680391555903563,1.0,0.0,0.8243243243243243,1.0,0.0031632634250114773,0.0657617328358533,1.0,0.019160082374348075,0.008305794745334882,-0.011355141524026724,15.949999809265137,17.959999084472656,0.15384615384615385,0.005040953010897686,-0.24407585208990712,-0.15429484129969906,0.8880846671676466,-0.27002290476883417,SPY,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.24059475245322257,0.313816513642685,0.23005612392448185,0.18944468860033342,0.313816513642685,0.23005612392448185,0.38648861450291716,0.34435685147193357,0.2444391087225001,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-15,51.900726318359375,0.01934058817355,0.08550963078692342,0.08276680019937199,0.012881130522907958,0.0443489675344817,0.03884776356035702,0.06042319925744066,0.3335351128746782,0.0,0.0,0.6085647936503997,0.0,0.0,2.2562335089982333,0.0,0.0,1.4903931600900053,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.09741582510796931,0.09741582510796931,3.0,1.0,0.09741582510796931,0.09741582510796931,3.0,5.0,0.09741582510796931,0.09741582510796931,3.0,7.0,0.0,0.0,0.01934058817355,0.08550963078692342,0.08276680019937199,1.0,0.0,1.0,0.0,1.0,0.0,-0.0,-0.0,0.012881130522907958,0.0443489675344817,0.06042319925744066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,0.0189070311776426,-0.0079390715872793,0.17585233256280286,0.6730769230769231,0.10531114607893444,calm_trend,calm_trend,calm,trend_friendly,-1.0139687559025634,-0.0680391555903563,1.0,0.0,0.8243243243243243,1.0,0.0031632634250114773,0.0657617328358533,1.0,0.019160082374348075,0.008305794745334882,-0.011355141524026724,15.949999809265137,17.959999084472656,0.15384615384615385,0.005040953010897686,-0.24407585208990712,-0.15429484129969906,0.8880846671676466,-0.27002290476883417,QQQ,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.30818039188244445,0.3270450979706111,0.16666666666666666,0.18770105871065212,0.3270450979706111,0.16666666666666666,0.398264509638661,0.38490823512946665,0.22713760778264327,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-22,50.86323165893555,-0.019989983436066616,-0.0010360132997495608,0.0754785009415837,0.0036303389146814524,-0.006175231098794476,0.023472448971994186,0.018623787797912295,0.3151307255717275,1.0,0.019989983436066616,-1.1346711604725979,1.0,0.0010360132997495608,-0.38494581950922563,0.0,0.0,1.2790720246413354,0.2833551723086268,0.019989983436066616,-0.019989983436066616,0.019989983436066616,-0.019989983436066616,0.019989983436066616,-0.019989983436066616,0.019989983436066616,0.06381031124780212,0.06381031124780212,3.0,1.0,0.0754785009415837,0.0754785009415837,4.0,5.0,0.0754785009415837,0.0754785009415837,4.0,8.0,0.0,0.0,0.0,0.0,0.0754785009415837,1.0,0.0,1.0,0.0,1.0,0.0,0.019989983436066616,0.0015088139836013966,0.0036303389146814524,-0.006175231098794476,0.018623787797912295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,0.0109324282936561,-0.0183893613540434,0.1813140169721368,0.75,0.2518047210575012,calm_trend,calm_trend,calm,trend_friendly,-1.0611794345516958,-0.0868304944437928,1.0,0.0,0.8266666666666667,1.0,-0.025753981488713832,0.039948058089840525,0.9090909090909091,0.021517007357208406,0.001759979707653514,-0.007469133501565861,19.530000686645508,20.940000534057617,0.6153846153846154,0.22445146835053853,0.23062387066661838,-0.10617847388193802,0.9326647654512314,-0.10617847388193802,QQQ,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.019989983436066616,0.31661829874769015,0.4708321608412359,0.30149744715350246,0.20963919598725664,0.4708321608412359,0.30149744715350246,0.10307384808339054,0.20828048023394247,0.32732293466066503,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-22,101.4048080444336,-0.020163227850350296,-0.016651840237980498,0.03652103509773563,-0.009483783318515626,-0.010742233727260131,0.0022942623758692715,0.027979909297785266,0.25944283810758706,1.0,0.020163227850350296,-1.3763932317205139,1.0,0.016651840237980498,-1.0697025206101585,0.0,0.0,0.5735645894197712,0.439312483554178,0.020163227850350296,-0.02995765886319357,0.02995765886319357,-0.02995765886319357,0.02995765886319357,-0.02995765886319357,0.02995765886319357,0.038482754396155006,0.038482754396155006,3.0,2.0,0.038482754396155006,0.038482754396155006,3.0,5.0,0.038482754396155006,0.038482754396155006,3.0,8.0,0.0,0.0011854729148144533,0.0,0.0,0.03652103509773563,0.0,0.0,1.0,0.0,1.0,0.0,0.016390626445042716,0.0011528532283160743,-0.009483783318515626,-0.010742233727260131,0.027979909297785266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,0.176011552249729,0.1312246289974227,0.1511681723735465,0.7884615384615384,0.3596969233538623,calm_trend,calm_trend,calm,trend_friendly,-1.0611794345516958,-0.0868304944437928,1.0,0.0,0.8266666666666667,1.0,-0.025753981488713832,0.039948058089840525,0.9090909090909091,0.021517007357208406,0.001759979707653514,-0.007469133501565861,19.530000686645508,20.940000534057617,0.6153846153846154,0.22445146835053853,0.23062387066661838,-0.10617847388193802,0.9326647654512314,-0.10617847388193802,SPY,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.020163227850350296,0.25845542702000546,0.5342700985320904,0.2404343036067996,0.19478203945173642,0.5342700985320904,0.2404343036067996,0.15939115622999697,0.172805275816386,0.32316214719687547,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-29,52.40187454223633,0.030250592286746203,0.00965590001193628,0.09599120324379595,0.04011222169455886,0.01106376107080842,0.023888556789705584,0.07431624047263274,0.3043177350766979,0.0,0.0,1.1174125042399996,0.0,0.0,-0.039700983466614194,0.0,0.0,1.6813156659040729,0.004411220385179355,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.030250592286746203,0.030250592286746203,1.0,1.0,0.10801236258672864,0.10801236258672864,5.0,4.0,0.10801236258672864,0.10801236258672864,5.0,8.0,0.0,0.0,0.030250592286746203,0.00965590001193628,0.09599120324379595,1.0,0.0,1.0,0.0,1.0,0.0,-0.0,-0.0,0.04011222169455886,0.01106376107080842,0.07431624047263274,1.0,0.0,0.0,0.0,0.0,0.004411220385179355,0.0011028050962948387,neutral,0.0065868301180346,-0.0209837666690647,0.18158387180228475,0.7692307692307693,0.5960716513749134,calm_trend,calm_trend,calm,trend_friendly,-0.8847855497293231,-0.0667905264956498,1.0,0.0,0.8289473684210527,1.0,0.023286668025732205,0.060158316616722836,1.0,0.0276933890601343,0.010252661496966242,-0.002326956465036001,17.520000457763672,19.200000762939453,0.3269230769230769,-0.10291859489059119,0.09843264371617999,-0.169668239762216,0.9124999875823662,-0.19816932943297272,QQQ,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.2505145734948828,0.3148342535663104,0.1565110336320273,0.17088546014487657,0.3148342535663104,0.1565110336320273,0.3787968096049765,0.3088442076433079,0.21407691578107144,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-29,103.63018798828124,0.02194550718810606,0.001339787076030552,0.061272785147480135,0.013012304098730887,-0.008669587693008518,0.010967529693368006,0.058150204801642014,0.24336676557689652,0.0,0.0,0.9973209898568246,0.0,0.0,-0.3135570108588348,0.0,0.0,1.3248819348736505,0.03483966787320387,0.0,-0.008669587693008518,0.008669587693008518,-0.008669587693008518,0.008669587693008518,-0.008669587693008518,0.008669587693008518,0.02194550718810606,0.02194550718810606,1.0,1.0,0.061272785147480135,0.061272785147480135,4.0,4.0,0.061272785147480135,0.061272785147480135,4.0,8.0,0.0,0.0,0.02194550718810606,0.001339787076030552,0.061272785147480135,1.0,1.0,1.0,0.0,1.0,0.0,0.008669587693008518,0.0005312097840309489,0.013012304098730887,-0.008669587693008518,0.058150204801642014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,0.1849739693332161,-0.0086140441445689,0.15528436345052635,0.8076923076923077,0.6513802235754931,calm_trend,calm_trend,calm,trend_friendly,-0.8847855497293231,-0.0667905264956498,1.0,0.0,0.8289473684210527,1.0,0.023286668025732205,0.060158316616722836,1.0,0.0276933890601343,0.010252661496966242,-0.002326956465036001,17.520000457763672,19.200000762939453,0.3269230769230769,-0.10291859489059119,0.09843264371617999,-0.169668239762216,0.9124999875823662,-0.19816932943297272,SPY,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.22398155200495753,0.32341522193784134,0.24492327752885173,0.1798205345604614,0.32341522193784134,0.24492327752885173,0.038534613736272594,0.29292439474935267,0.24938634467571819,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-05,99.58753204345705,-0.039010408292237675,-0.017921004299719767,-0.03427442683719706,-0.0034414615610952604,-0.0315114939748522,-0.04734179182961651,0.022046629047164146,0.19637973590650515,1.0,0.039010408292237675,-2.2886754473254753,1.0,0.017921004299719767,-1.0653346178497147,1.0,0.03427442683719706,-1.6484381647516995,0.7495122500043058,0.039010408292237675,-0.039010408292237675,0.039010408292237675,-0.04734179182961651,0.04734179182961651,-0.04734179182961651,0.04734179182961651,0.0,0.0,0.0,2.0,0.01987210048943666,0.01987210048943666,5.0,4.0,0.01987210048943666,0.01987210048943666,5.0,8.0,0.008568606709299265,0.00043018269513690754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005226560247711838,0.0007752187537173003,-0.0034414615610952604,-0.0315114939748522,0.022046629047164146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,0.1173763760538965,-0.0681295192378798,0.1690055409607517,0.8269230769230769,0.16214311461230113,calm_trend,calm_trend,calm,trend_friendly,-0.9414656557157088,-0.1031954090792386,1.0,0.0,0.8311688311688312,1.0,-0.03577486989412306,-0.03561050638213159,0.09090909090909091,-0.025383786689982424,-0.004988813778823986,-0.003867912195737344,25.25,22.90999984741211,0.9615384615384616,0.4412100080060739,0.2928826990398312,0.5910523114103017,1.1021388113563089,0.0,SPY,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.039010408292237675,0.46656190718053353,0.7413966017972863,0.12461189312797744,0.1958858463504622,0.7413966017972863,0.12461189312797744,0.26004418937512236,0.14990245000086116,0.353964780425242,1.0,0.0,0.0,0.0,0.0,0.0
2011-08-05,50.995121002197266,-0.026845481241424052,0.0025930193375462984,0.0015543196352765243,0.03158965587916818,-0.005814114767969003,-0.0160787321609015,0.044537982890382244,0.2762292573179954,1.0,0.026845481241424052,-1.4026338366235465,0.0,0.0,-0.2425837242032224,0.0,0.0,-0.47188427743808714,0.3843751000373398,0.026845481241424052,-0.026845481241424052,0.026845481241424052,-0.026845481241424052,0.026845481241424052,-0.026845481241424052,0.026845481241424052,0.0025930193375462984,0.0025930193375462984,2.0,2.0,0.07826723749164066,0.07826723749164066,6.0,4.0,0.07826723749164066,0.07826723749164066,6.0,8.0,0.0,0.0,0.0,0.0025930193375462984,0.0015543196352765243,0.0,0.0,1.0,0.0,1.0,0.0,0.0178969874942827,0.002101121655899921,0.03158965587916818,-0.005814114767969003,0.044537982890382244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,0.0,-0.0120261900589225,0.18865662322248758,0.8076923076923077,0.08687661359142806,calm_trend,calm_trend,calm,trend_friendly,-0.9414656557157088,-0.1031954090792386,1.0,0.0,0.8311688311688312,1.0,-0.03577486989412306,-0.03561050638213159,0.09090909090909091,-0.025383786689982424,-0.004988813778823986,-0.003867912195737344,25.25,22.90999984741211,0.9615384615384616,0.4412100080060739,0.2928826990398312,0.5910523114103017,1.1021388113563089,0.0,QQQ,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.026845481241424052,0.28446942729131997,0.5133049068414999,0.24101252120264938,0.21323514752282496,0.5133049068414999,0.24101252120264938,0.14874446986910506,0.08119671890337846,0.3225175251889914,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-12,47.3287353515625,-0.07189679284174633,-0.09681217007961873,-0.0880910787019098,-0.01261529521280591,-0.0763446608616648,-0.07729289140468454,-0.05843790143400851,0.1604086280469983,1.0,0.07189679284174633,-3.010902483412562,1.0,0.09681217007961873,-2.981485044833989,1.0,0.0880910787019098,-2.3740478865043824,1.0,0.09681217007961873,-0.09681217007961873,0.09681217007961873,-0.09681217007961873,0.09681217007961873,-0.09681217007961873,0.09681217007961873,0.0,0.0,0.0,3.0,0.0007432812896619456,0.0007432812896619456,7.0,4.0,0.0007432812896619456,0.0007432812896619456,7.0,8.0,0.02202276967547745,0.0015769119016007388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003997704146208369,7.195867463175064e-05,-0.01261529521280591,-0.0763446608616648,-0.05843790143400851,0.0,1.0,0.0,0.0,0.0,0.0,0.0,continuation_bearish,0.0170231737091481,-0.0018838574684944993,0.23912085855874848,0.8653846153846154,0.35978212557032907,neutral_mixed,neutral_mixed,neutral,mixed,-0.1833132564916126,-0.1673370473418951,0.0,0.0,0.1217948717948717,0.9487179487179488,-0.08152356002411847,-0.11694262405947634,0.0,-0.061149163022388375,-0.04532480570246833,-0.0084075243804822,32.0,29.59000015258789,1.0,0.26732673267326734,0.826483970542351,1.0062696164680602,1.0814464290295496,0.0,QQQ,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.09681217007961873,0.8711787226645485,0.9677946806661372,0.17133550716854296,0.22844543864165434,0.9677946806661372,0.17133550716854296,0.3333333333333333,0.2,0.45585854215877814,1.0,0.0,0.0,0.0,0.0,0.0
2011-08-12,92.46479034423828,-0.0715224240732325,-0.10774271340032271,-0.1065472786192424,-0.0542686779974525,-0.09970676229546238,-0.10078013961283427,-0.07587038244771016,0.08985871771329701,1.0,0.0715224240732325,-3.460707503831924,1.0,0.10774271340032271,-3.898214843981789,1.0,0.1065472786192424,-3.409046246497167,1.0,0.10774271340032271,-0.10774271340032271,0.10774271340032271,-0.11547821619122445,0.11547821619122445,-0.11547821619122445,0.11547821619122445,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0266368196548106,0.006783584749681562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0542686779974525,-0.09970676229546238,-0.07587038244771016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,continuation_bearish,0.1319029890850269,-0.052363655662233305,0.21970918299277817,0.8846153846153846,0.5114187316163799,neutral_mixed,neutral_mixed,neutral,mixed,-0.1833132564916126,-0.1673370473418951,0.0,0.0,0.1217948717948717,0.9487179487179488,-0.08152356002411847,-0.11694262405947634,0.0,-0.061149163022388375,-0.04532480570246833,-0.0084075243804822,32.0,29.59000015258789,1.0,0.26732673267326734,0.826483970542351,1.0062696164680602,1.0814464290295496,0.0,SPY,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10774271340032271,0.9319039633351262,0.9829759908337815,0.18721998615687804,0.23403919539813192,0.9829759908337815,0.18721998615687804,0.3333333333333333,0.2,0.46807839079626384,1.0,0.0,0.0,0.0,0.0,0.0
2011-08-19,47.10014343261719,-0.004829875914649118,-0.07637941616830857,-0.07398445013387722,-0.004090184581385881,-0.07062269984759806,-0.08080580153760608,-0.0799813597237996,0.2074829200169772,1.0,0.004829875914649118,-0.3633834186346694,1.0,0.07637941616830857,-2.2662369220606675,1.0,0.07398445013387722,-1.948985638581971,0.7213428504863693,0.07637941616830857,-0.10117445522575541,0.10117445522575541,-0.10117445522575541,0.10117445522575541,-0.10117445522575541,0.10117445522575541,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.018496112533469306,0.0005112730726732351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004090184581385881,-0.07062269984759806,-0.0799813597237996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,continuation_bearish,0.0202484461389104,0.0093160178452543,0.23888569617580901,0.8653846153846154,0.3175247019788847,stressed_panic,stressed_panic,neutral,mixed,0.2262869427486162,-0.1809282383165341,0.0,0.0,0.0125,0.1125,-0.017712927390014458,-0.10966550197662263,0.0,-0.06826862330666594,-0.05496817485437089,-0.012338865026618295,36.36000061035156,32.75,1.0,0.13625001907348633,0.4400000241723392,0.861751117869356,1.1102290262702768,0.0,QQQ,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.07637941616830857,0.6647777066527263,0.7768658519063663,0.17435201937923073,0.1902435742571194,0.7768658519063663,0.17435201937923073,0.24044761682878976,0.14426857009727384,0.38048714851423876,1.0,0.0,0.0,0.0,0.0,0.0
