family,feature,target,window,ic,rank_ic,n,strong_bounce_base_rate,strong_bounce_precision_top_quintile,failed_bounce_rate_top_quintile,crash_continuation_rate_top_quintile,avg_forward_return_top_quintile,median_forward_return_top_quintile,worst_forward_return_top_quintile
other,ret_2w,fwd_8w_return,full,-0.04893761470243465,-0.031154829129550213,2198,0.5286624203821656,0.5613636363636364,0.06136363636363636,0.006818181818181818,0.021131775452937183,0.03293453029265103,-0.3492291220438597
other,ret_2w,fwd_8w_return,train,-0.04607067839473654,-0.03160211652693572,2006,0.5274177467597209,0.5572139303482587,0.06218905472636816,0.007462686567164179,0.019778608355295157,0.03168386437894677,-0.3492291220438597
other,ret_2w,fwd_8w_return,holdout,-0.09192456262869632,-0.04388716328025392,192,0.5416666666666666,0.5897435897435898,0.05128205128205128,0.0,0.03743016688380531,0.0391166089194146,-0.10080725158723725
other,ret_2w,fwd_12w_return,full,-0.05779246356736989,-0.0443666878974009,2190,0.5305936073059361,0.5639269406392694,0.06164383561643835,0.00684931506849315,0.034604093989897576,0.04286239321943597,-0.38935524506383634
other,ret_2w,fwd_12w_return,train,-0.052968876548259346,-0.042440591046619625,2006,0.5274177467597209,0.5572139303482587,0.06218905472636816,0.007462686567164179,0.03279204310571688,0.03921543509702152,-0.38935524506383634
other,ret_2w,fwd_12w_return,holdout,-0.13150841133170313,-0.08011789408795822,184,0.5652173913043478,0.5945945945945946,0.05405405405405406,0.0,0.04783610043541364,0.0503519439015343,-0.09386594399795745
other,ret_4w,fwd_4w_return,full,-0.043237859780780916,-0.06647797509731185,2202,0.528156221616712,0.5419501133786848,0.07709750566893424,0.006802721088435374,0.009248431975062315,0.015666139571191673,-0.25869631316119923
other,ret_4w,fwd_4w_return,train,-0.04892727578128924,-0.08092396456540124,2002,0.527972027972028,0.5261845386533666,0.08229426433915212,0.007481296758104738,0.0078669745095839,0.015162417752915713,-0.25869631316119923
other,ret_4w,fwd_4w_return,holdout,0.027258517554891174,0.10462611565289134,200,0.53,0.725,0.025,0.0,0.023997526783785333,0.031945712961107264,-0.09555378532359327
other,ret_4w,fwd_8w_return,full,-0.06962193847540499,-0.07110546478314818,2194,0.5291704649042844,0.5421412300683371,0.0774487471526196,0.00683371298405467,0.017899786091806105,0.025895385653466274,-0.35971631649708335
other,ret_4w,fwd_8w_return,train,-0.0655205948294226,-0.07155278434996086,2002,0.527972027972028,0.5261845386533666,0.08229426433915212,0.007481296758104738,0.015787770675135027,0.0226718231107641,-0.35971631649708335
other,ret_4w,fwd_8w_return,holdout,-0.13273719645666543,-0.052991821067194765,192,0.5416666666666666,0.717948717948718,0.02564102564102564,0.0,0.03933202538668775,0.04463988625810744,-0.09322589053262409
other,ret_4w,fwd_12w_return,full,-0.05003588332037995,-0.06728550764278243,2186,0.5311070448307411,0.541095890410959,0.0776255707762557,0.00684931506849315,0.03235195577915748,0.038682645547714944,-0.42133612525385644
other,ret_4w,fwd_12w_return,train,-0.042594476316445876,-0.0658627593247391,2002,0.527972027972028,0.5261845386533666,0.08229426433915212,0.007481296758104738,0.0306644864261803,0.03504938194443552,-0.42133612525385644
other,ret_4w,fwd_12w_return,holdout,-0.1647382489258392,-0.06535031110939878,184,0.5652173913043478,0.7297297297297297,0.02702702702702703,0.0,0.05455721946341697,0.06127036267306396,-0.0737025990424175
other,ret_8w,fwd_4w_return,full,-0.07045670836977995,-0.06686319517367081,2194,0.5300820419325433,0.5148063781321185,0.07517084282460136,0.01366742596810934,0.008287433728310891,0.01591767231211927,-0.25869631316119923
other,ret_8w,fwd_4w_return,train,-0.06762758646201049,-0.07301434390545654,1994,0.5300902708124373,0.506265664160401,0.08270676691729323,0.015037593984962405,0.007240555810310021,0.015162417752915713,-0.25869631316119923
other,ret_8w,fwd_4w_return,holdout,-0.11574025733156937,0.011856296407410186,200,0.53,0.6,0.0,0.0,0.01873004096036956,0.02490775761987396,-0.09555378532359327
other,ret_8w,fwd_8w_return,full,-0.07326003306169102,-0.07217868391832383,2186,0.5311070448307411,0.5136986301369864,0.07534246575342465,0.0136986301369863,0.019350406957212997,0.02705237657681081,-0.2999804372011302
other,ret_8w,fwd_8w_return,train,-0.062043742240136965,-0.06597151538215519,1994,0.5300902708124373,0.506265664160401,0.08270676691729323,0.015037593984962405,0.01784985334023293,0.026066884602486295,-0.2999804372011302
other,ret_8w,fwd_8w_return,holdout,-0.23461462697665347,-0.12790942137102243,192,0.5416666666666666,0.6153846153846154,0.0,0.0,0.036262729039464744,0.039444217774078805,-0.09322589053262409
other,ret_8w,fwd_12w_return,full,-0.03505423631752753,-0.06827422394837379,2178,0.5330578512396694,0.5160550458715596,0.07568807339449542,0.013761467889908258,0.03278607276498401,0.0393790817375006,-0.20088024479872013
other,ret_8w,fwd_12w_return,train,-0.018786041468417152,-0.061906906524022975,1994,0.5300902708124373,0.506265664160401,0.08270676691729323,0.015037593984962405,0.031195282147391243,0.03544774528804684,-0.20088024479872013
other,ret_8w,fwd_12w_return,holdout,-0.27716147687685655,-0.12807304810155842,184,0.5652173913043478,0.6486486486486487,0.0,0.0,0.058436774149138525,0.06127036267306396,-0.01758700827714854
other,ret_12w,fwd_4w_return,full,-0.05101450815689091,-0.0728622192708353,2186,0.5315645013723697,0.5273972602739726,0.07077625570776255,0.0182648401826484,0.007880658496079301,0.015954598226931127,-0.3098674458971735
other,ret_12w,fwd_4w_return,train,-0.045906034753600326,-0.07515246174688292,1986,0.5317220543806647,0.5226130653266332,0.07788944723618091,0.020100502512562814,0.00736109697506705,0.015954598226931127,-0.3098674458971735
other,ret_12w,fwd_4w_return,holdout,-0.13292498460955968,-0.037734943373584344,200,0.53,0.575,0.0,0.0,0.011852207404641013,0.015965620111660028,-0.09555378532359327
other,ret_12w,fwd_8w_return,full,-0.03399160691571211,-0.08282183055694767,2178,0.5325987144168962,0.5298165137614679,0.07110091743119266,0.01834862385321101,0.01998535439946255,0.028699958327654485,-0.2999804372011302
other,ret_12w,fwd_8w_return,train,-0.018821135711210947,-0.07221781198204287,1986,0.5317220543806647,0.5226130653266332,0.07788944723618091,0.020100502512562814,0.01862569333229948,0.027137272702847604,-0.2999804372011302
other,ret_12w,fwd_8w_return,holdout,-0.26095317965047043,-0.18304261725849771,192,0.5416666666666666,0.5897435897435898,0.0,0.0,0.032320529246003996,0.039444217774078805,-0.09322589053262409
other,ret_12w,fwd_12w_return,full,0.0001721709295215539,-0.07206603265952911,2170,0.5345622119815668,0.5276497695852534,0.07142857142857142,0.018433179723502304,0.03442220129491523,0.04182331665647154,-0.2871667362070581
other,ret_12w,fwd_12w_return,train,0.021530236219853296,-0.055876165465229256,1986,0.5317220543806647,0.5226130653266332,0.07788944723618091,0.020100502512562814,0.033356786882191757,0.04010006072365746,-0.2871667362070581
other,ret_12w,fwd_12w_return,holdout,-0.3328231209953125,-0.23027489356783723,184,0.5652173913043478,0.5945945945945946,0.0,0.0,0.046205256045021154,0.057343769647007825,-0.0737025990424175
other,ret_13w,fwd_4w_return,full,-0.03217123319808736,-0.061517144069863486,2184,0.532051282051282,0.5240274599542334,0.07780320366132723,0.013729977116704805,0.009303201156432666,0.016260421166803152,-0.25869631316119923
other,ret_13w,fwd_4w_return,train,-0.027153643609187674,-0.06273759435039243,1984,0.532258064516129,0.5214105793450882,0.08564231738035265,0.015113350125944584,0.008669875541949134,0.01591767231211927,-0.25869631316119923
other,ret_13w,fwd_4w_return,holdout,-0.1137945897884256,-0.032067801695042385,200,0.53,0.575,0.0,0.0,0.01773183002933369,0.02262644954044446,-0.08974989879303019
other,ret_13w,fwd_8w_return,full,-0.01738806396542185,-0.08031651434273679,2176,0.5330882352941176,0.5252293577981652,0.0779816513761468,0.013761467889908258,0.02038300366934226,0.02735516990707576,-0.2999804372011302
other,ret_13w,fwd_8w_return,train,-0.000887956947448355,-0.0686953014452373,1984,0.532258064516129,0.5214105793450882,0.08564231738035265,0.015113350125944584,0.01952751150646491,0.02710064489181141,-0.2999804372011302
other,ret_13w,fwd_8w_return,holdout,-0.2652567986321474,-0.19400042047581587,192,0.5416666666666666,0.5641025641025641,0.0,0.0,0.030540300468344245,0.03787551125435695,-0.09322589053262409
other,ret_13w,fwd_12w_return,full,0.010999860017224453,-0.06567616157064285,2168,0.5350553505535055,0.5253456221198156,0.07834101382488479,0.013824884792626729,0.035995923506983864,0.04217035772508804,-0.23352249792819813
other,ret_13w,fwd_12w_return,train,0.032092222525891084,-0.04980820510128733,1984,0.532258064516129,0.5214105793450882,0.08564231738035265,0.015113350125944584,0.03507907834160168,0.04137314326639441,-0.23352249792819813
other,ret_13w,fwd_12w_return,holdout,-0.32177014131159953,-0.22101866656392669,184,0.5652173913043478,0.5675675675675675,0.0,0.0,0.04476792695173725,0.05153299100108977,-0.0737025990424175
other,ret_26w,fwd_4w_return,full,-0.049551081623171456,-0.050743305074960346,2158,0.530583873957368,0.5092592592592593,0.06481481481481481,0.016203703703703703,0.007530990960552534,0.014338983601107302,-0.3098674458971735
other,ret_26w,fwd_4w_return,train,-0.04084530053334003,-0.03845348328200285,1958,0.5306435137895812,0.5102040816326531,0.06887755102040816,0.017857142857142856,0.007410555066227807,0.014377605262153259,-0.3098674458971735
other,ret_26w,fwd_4w_return,holdout,-0.22734769357926776,-0.16300757518937975,200,0.53,0.475,0.05,0.0,0.015607380205967327,0.02224440285918794,-0.08974989879303019
other,ret_26w,fwd_8w_return,full,-0.04071712956705604,-0.06425785907197074,2150,0.5316279069767442,0.5069767441860465,0.06279069767441861,0.01627906976744186,0.019970520883332003,0.02127407770436418,-0.2334980524842779
other,ret_26w,fwd_8w_return,train,-0.024653047954183435,-0.03697539144711069,1958,0.5306435137895812,0.5102040816326531,0.06887755102040816,0.017857142857142856,0.0202761717307907,0.020971392865548055,-0.2334980524842779
other,ret_26w,fwd_8w_return,holdout,-0.351453901985227,-0.3677111873694491,192,0.5416666666666666,0.46153846153846156,0.05128205128205128,0.0,0.026604800776590245,0.021191333107857036,-0.09322589053262409
other,ret_26w,fwd_12w_return,full,-0.01457426189376723,-0.049740199477904964,2142,0.5336134453781513,0.5058275058275058,0.06293706293706294,0.016317016317016316,0.0337430495125118,0.034577693065474424,-0.2057160184543464
other,ret_26w,fwd_12w_return,train,0.0060087285541726,-0.013982557354657801,1958,0.5306435137895812,0.5102040816326531,0.06887755102040816,0.017857142857142856,0.03470991050497299,0.03619111254642571,-0.2057160184543464
other,ret_26w,fwd_12w_return,holdout,-0.4210359806126563,-0.47250486409431525,184,0.5652173913043478,0.4864864864864865,0.05405405405405406,0.0,0.03415919124054318,0.03434538192583969,-0.06216080276475122
other,ret_52w,fwd_4w_return,full,-0.025887176784082883,-0.05193885908143145,2106,0.5351377018043685,0.5379146919431279,0.0924170616113744,0.018957345971563982,0.00934802696400109,0.016042727326355366,-0.25869631316119923
other,ret_52w,fwd_4w_return,train,-0.026145038399610524,-0.05329138571023721,1906,0.5356768100734522,0.5209424083769634,0.09424083769633508,0.02617801047120419,0.007717370508770171,0.013249821319831878,-0.25869631316119923
other,ret_52w,fwd_4w_return,holdout,-0.0853644221809102,-0.04489612240306008,200,0.53,0.575,0.075,0.0,0.014476123154565793,0.01937222179712228,-0.09555378532359327
other,ret_52w,fwd_8w_return,full,-0.04867595110742703,-0.10504861877334419,2098,0.5362249761677789,0.5357142857142857,0.09285714285714286,0.01904761904761905,0.0193401210284096,0.025149600436002006,-0.2334980524842779
other,ret_52w,fwd_8w_return,train,-0.04516759032586703,-0.1002063138560578,1906,0.5356768100734522,0.5209424083769634,0.09424083769633508,0.02617801047120419,0.01788836041492721,0.023246049824960036,-0.2334980524842779
other,ret_52w,fwd_8w_return,holdout,-0.2346405751881292,-0.23446104495022113,192,0.5416666666666666,0.5897435897435898,0.07692307692307693,0.0,0.031502716263537144,0.03356178811138166,-0.09322589053262409
other,ret_52w,fwd_12w_return,full,-0.06493495769075108,-0.11862916036161532,2090,0.5382775119617225,0.5334928229665071,0.09330143540669857,0.019138755980861243,0.025921948808982142,0.03489850139311779,-0.2871667362070581
other,ret_52w,fwd_12w_return,train,-0.057120615367454816,-0.10649852144083338,1906,0.5356768100734522,0.5209424083769634,0.09424083769633508,0.02617801047120419,0.0266883359634731,0.03489850139311779,-0.2871667362070581
other,ret_52w,fwd_12w_return,holdout,-0.3881312932537383,-0.37626707248945307,184,0.5652173913043478,0.5945945945945946,0.08108108108108109,0.0,0.02307690537387959,0.029094380000280085,-0.1654008512910906
other,negative_1w_return_flag,fwd_4w_return,full,,,2210,0.5271493212669683,0.5543822597676874,0.06230200633579725,0.0897571277719113,0.011626709671994407,0.017660800777710373,-0.2940575587635743
other,negative_1w_return_flag,fwd_4w_return,train,,,2010,0.5268656716417911,0.5552968568102444,0.06169965075669383,0.09080325960419092,0.0114870412728523,0.017660800777710373,-0.2940575587635743
other,negative_1w_return_flag,fwd_4w_return,holdout,,,200,0.53,0.5454545454545454,0.06818181818181818,0.07954545454545454,0.012990063704529322,0.017733462097276664,-0.13926609396953216
other,negative_1w_return_flag,fwd_8w_return,full,,,2202,0.528156221616712,0.5557917109458024,0.06269925611052073,0.09032943676939426,0.022529297966294926,0.03038499878811196,-0.35971631649708335
other,negative_1w_return_flag,fwd_8w_return,train,,,2010,0.5268656716417911,0.5552968568102444,0.06169965075669383,0.09080325960419092,0.021936511223258078,0.029583457321452844,-0.35971631649708335
other,negative_1w_return_flag,fwd_8w_return,holdout,,,192,0.5416666666666666,0.5609756097560976,0.07317073170731707,0.08536585365853659,0.028739100554937044,0.03228877537581176,-0.19050645594072713
other,negative_1w_return_flag,fwd_12w_return,full,,,2194,0.5300820419325433,0.5593582887700534,0.06310160427807486,0.08983957219251337,0.03557178504757309,0.0443489675344817,-0.42133612525385644
other,negative_1w_return_flag,fwd_12w_return,train,,,2010,0.5268656716417911,0.5552968568102444,0.06169965075669383,0.09080325960419092,0.034357713594969704,0.043865561147077514,-0.42133612525385644
other,negative_1w_return_flag,fwd_12w_return,holdout,,,184,0.5652173913043478,0.6052631578947368,0.07894736842105263,0.07894736842105263,0.04929398738686669,0.058664051283340846,-0.1654008512910906
short_horizon_reversal,loss_magnitude_1w,fwd_4w_return,full,0.022448998361038423,0.04213016599656897,2208,0.5276268115942029,0.5656108597285068,0.06108597285067873,0.16063348416289594,0.012119897092531284,0.016573470720398387,-0.2940575587635743
short_horizon_reversal,loss_magnitude_1w,fwd_4w_return,train,0.018381947773025285,0.04063795686105704,2008,0.5273904382470119,0.5572139303482587,0.05970149253731343,0.16169154228855723,0.010884345093297169,0.01549405637818324,-0.2940575587635743
short_horizon_reversal,loss_magnitude_1w,fwd_4w_return,holdout,0.07849365501733842,0.06290431295091473,200,0.53,0.55,0.075,0.15,0.011385070602088118,0.014228447215152928,-0.13926609396953216
short_horizon_reversal,loss_magnitude_1w,fwd_8w_return,full,0.048735547049018856,0.03397281059637291,2200,0.5286363636363637,0.5636363636363636,0.06136363636363636,0.16136363636363638,0.025103472364255995,0.030064015192226345,-0.2813486785952686
short_horizon_reversal,loss_magnitude_1w,fwd_8w_return,train,0.036626161111115045,0.02930627651136147,2008,0.5273904382470119,0.5572139303482587,0.05970149253731343,0.16169154228855723,0.022001264350902234,0.027838071259792985,-0.35971631649708335
short_horizon_reversal,loss_magnitude_1w,fwd_8w_return,holdout,0.21008094197900254,0.09086982662072249,192,0.5416666666666666,0.5384615384615384,0.07692307692307693,0.15384615384615385,0.04110121552888144,0.036002047033537155,-0.08065314763013454
short_horizon_reversal,loss_magnitude_1w,fwd_12w_return,full,0.08677129686320106,0.07529647400197333,2192,0.530565693430657,0.5649202733485194,0.06150341685649203,0.15945330296127563,0.04234091172057273,0.04845067215353738,-0.3331914540397767
short_horizon_reversal,loss_magnitude_1w,fwd_12w_return,train,0.07464003951444573,0.06749443632484017,2008,0.5273904382470119,0.5572139303482587,0.05970149253731343,0.16169154228855723,0.038787876831054946,0.04612692041406363,-0.42133612525385644
short_horizon_reversal,loss_magnitude_1w,fwd_12w_return,holdout,0.2572874961946703,0.17916145401042363,184,0.5652173913043478,0.5675675675675675,0.08108108108108109,0.13513513513513514,0.05913743839507982,0.06953980038925711,-0.1277692695008903
other,ret_1w_z_52,fwd_4w_return,full,-0.02649476627838235,-0.04246064637854849,2184,0.532051282051282,0.5125858123569794,0.06864988558352403,0.018306636155606407,0.007096746862445129,0.014326245932415604,-0.3098674458971735
other,ret_1w_z_52,fwd_4w_return,train,-0.03170710836233493,-0.044820817862294894,1984,0.532258064516129,0.5088161209068011,0.07052896725440806,0.020151133501259445,0.005811449885682005,0.012951415316104553,-0.3098674458971735
other,ret_1w_z_52,fwd_4w_return,holdout,0.036004806728351255,-0.02588314707867697,200,0.53,0.5,0.025,0.0,0.016110965174050376,0.018927144672338247,-0.08974989879303019
other,ret_1w_z_52,fwd_8w_return,full,-0.024283175788169752,-0.02424304875514903,2176,0.5330882352941176,0.5137614678899083,0.06880733944954129,0.01834862385321101,0.016530085751084136,0.025126656407493786,-0.3492291220438597
other,ret_1w_z_52,fwd_8w_return,train,-0.02023392906006057,-0.020411450834162372,1984,0.532258064516129,0.5088161209068011,0.07052896725440806,0.020151133501259445,0.015052192013067945,0.024045386667701507,-0.3492291220438597
other,ret_1w_z_52,fwd_8w_return,holdout,-0.0685696403883319,-0.0712553915850582,192,0.5416666666666666,0.48717948717948717,0.02564102564102564,0.0,0.02229445350873905,0.023033645188300866,-0.15457283659394783
other,ret_1w_z_52,fwd_12w_return,full,-0.04877913602584851,-0.04907546928017978,2168,0.5350553505535055,0.5138248847926268,0.06682027649769585,0.018433179723502304,0.029893747182512385,0.0357236532151225,-0.3519302617025323
other,ret_1w_z_52,fwd_12w_return,train,-0.045822523383533154,-0.04527835498708224,1984,0.532258064516129,0.5088161209068011,0.07052896725440806,0.020151133501259445,0.028045754551563558,0.03360752336281658,-0.3519302617025323
other,ret_1w_z_52,fwd_12w_return,holdout,-0.08325637357448695,-0.10342894569551732,184,0.5652173913043478,0.5135135135135135,0.02702702702702703,0.0,0.041032580539533715,0.04521487943408342,-0.16023957652724785
other,negative_2w_return_flag,fwd_4w_return,full,,,2210,0.5271493212669683,0.5503030303030303,0.06060606060606061,0.1103030303030303,0.012527695259187963,0.017208526411193414,-0.2940575587635743
other,negative_2w_return_flag,fwd_4w_return,train,,,2010,0.5268656716417911,0.5482573726541555,0.06032171581769437,0.10991957104557641,0.012336518509720746,0.017270823029877147,-0.2940575587635743
other,negative_2w_return_flag,fwd_4w_return,holdout,,,200,0.53,0.569620253164557,0.06329113924050633,0.11392405063291139,0.014332984564283455,0.016265217392477327,-0.13926609396953216
other,negative_2w_return_flag,fwd_8w_return,full,,,2202,0.528156221616712,0.5518925518925519,0.06105006105006105,0.1111111111111111,0.02510082888406846,0.03251021977491586,-0.3507790544904512
other,negative_2w_return_flag,fwd_8w_return,train,,,2010,0.5268656716417911,0.5482573726541555,0.06032171581769437,0.10991957104557641,0.024012928397280475,0.03234425725435186,-0.3507790544904512
other,negative_2w_return_flag,fwd_8w_return,holdout,,,192,0.5416666666666666,0.589041095890411,0.0684931506849315,0.1232876712328767,0.03621827769425804,0.040695238843522885,-0.15436662073852103
other,negative_2w_return_flag,fwd_12w_return,full,,,2194,0.5300820419325433,0.553921568627451,0.061274509803921566,0.11029411764705882,0.03798421733390194,0.04271087098138593,-0.3331914540397767
other,negative_2w_return_flag,fwd_12w_return,train,,,2010,0.5268656716417911,0.5482573726541555,0.06032171581769437,0.10991957104557641,0.03656096188773163,0.0417019090124886,-0.3331914540397767
other,negative_2w_return_flag,fwd_12w_return,holdout,,,184,0.5652173913043478,0.6142857142857143,0.07142857142857142,0.11428571428571428,0.0531520539459455,0.0662844609248383,-0.1277692695008903
short_horizon_reversal,loss_magnitude_2w,fwd_4w_return,full,0.042062834226695336,0.05760646765481803,2206,0.527651858567543,0.5882352941176471,0.058823529411764705,0.17873303167420815,0.014789077926482284,0.019949906631238634,-0.2940575587635743
short_horizon_reversal,loss_magnitude_2w,fwd_4w_return,train,0.04169170555157465,0.05805651143854693,2006,0.5274177467597209,0.582089552238806,0.05721393034825871,0.17164179104477612,0.01502479827442735,0.019949906631238634,-0.2940575587635743
short_horizon_reversal,loss_magnitude_2w,fwd_4w_return,holdout,0.05311789527744083,0.05756618290382819,200,0.53,0.7,0.075,0.225,0.019653458423196754,0.024292099614756868,-0.13926609396953216
short_horizon_reversal,loss_magnitude_2w,fwd_8w_return,full,0.09130533228459131,0.06848980047532523,2198,0.5286624203821656,0.5886363636363636,0.05909090909090909,0.17954545454545454,0.031164164484604188,0.03727388511536278,-0.3244757340497033
short_horizon_reversal,loss_magnitude_2w,fwd_8w_return,train,0.07907721828719934,0.05972765381529221,2006,0.5274177467597209,0.582089552238806,0.05721393034825871,0.17164179104477612,0.029448339694705127,0.03524643678931516,-0.3244757340497033
short_horizon_reversal,loss_magnitude_2w,fwd_8w_return,holdout,0.2797126915117039,0.16557614055060627,192,0.5416666666666666,0.6666666666666666,0.07692307692307693,0.23076923076923078,0.05492605139152566,0.052613279199807295,-0.08065314763013454
short_horizon_reversal,loss_magnitude_2w,fwd_12w_return,full,0.10801370928828756,0.0786066456536563,2190,0.5305936073059361,0.589041095890411,0.0593607305936073,0.1780821917808219,0.045622631846106015,0.04886307582305516,-0.3331914540397767
short_horizon_reversal,loss_magnitude_2w,fwd_12w_return,train,0.09572343225001557,0.06767408245602083,2006,0.5274177467597209,0.582089552238806,0.05721393034825871,0.17164179104477612,0.04376719581094452,0.045822976972727525,-0.3331914540397767
short_horizon_reversal,loss_magnitude_2w,fwd_12w_return,holdout,0.30722293880990503,0.20445191346602978,184,0.5652173913043478,0.7027027027027027,0.08108108108108109,0.21621621621621623,0.07220866792462768,0.07467584476093525,-0.1277692695008903
other,ret_2w_z_52,fwd_4w_return,full,-0.03895329542066815,-0.044995604365741425,2182,0.5316223648029331,0.5125858123569794,0.05491990846681922,0.006864988558352402,0.0077930722318550905,0.01378357726967816,-0.3098674458971735
other,ret_2w_z_52,fwd_4w_return,train,-0.04582431740381887,-0.05357135124106372,1982,0.5317860746720484,0.5088161209068011,0.055415617128463476,0.007556675062972292,0.0063282677857353,0.01240929170706262,-0.3098674458971735
other,ret_2w_z_52,fwd_4w_return,holdout,0.04753651052767144,0.03176929423235581,200,0.53,0.55,0.05,0.0,0.022331256359594015,0.022995467640320233,-0.042452089019075157
other,ret_2w_z_52,fwd_8w_return,full,-0.04996278626976405,-0.030915874849208713,2174,0.5326586936522539,0.5149425287356322,0.05517241379310345,0.006896551724137931,0.017735459670001126,0.0259654506143705,-0.3492291220438597
other,ret_2w_z_52,fwd_8w_return,train,-0.04721519313775338,-0.031598927620596864,1982,0.5317860746720484,0.5088161209068011,0.055415617128463476,0.007556675062972292,0.015484475734257834,0.025197108509250388,-0.3492291220438597
other,ret_2w_z_52,fwd_8w_return,holdout,-0.08014282180124575,-0.03457396305238315,192,0.5416666666666666,0.5641025641025641,0.05128205128205128,0.0,0.04027080934334552,0.0391166089194146,-0.10080725158723725
other,ret_2w_z_52,fwd_12w_return,full,-0.06541179680874327,-0.046303610697964445,2166,0.5346260387811634,0.5161290322580645,0.055299539170506916,0.0069124423963133645,0.029194089899482505,0.03604745646270635,-0.38935524506383634
other,ret_2w_z_52,fwd_12w_return,train,-0.06208915880121051,-0.045522991909093966,1982,0.5317860746720484,0.5088161209068011,0.055415617128463476,0.007556675062972292,0.02696297572895282,0.03472597855728532,-0.38935524506383634
other,ret_2w_z_52,fwd_12w_return,holdout,-0.1051119284684331,-0.06451041205139565,184,0.5652173913043478,0.5675675675675675,0.05405405405405406,0.0,0.048816637198464,0.04521487943408342,-0.09386594399795745
other,negative_4w_return_flag,fwd_4w_return,full,,,2210,0.5271493212669683,0.589095744680851,0.07180851063829788,0.12898936170212766,0.014546512020769476,0.018833165027096532,-0.2940575587635743
other,negative_4w_return_flag,fwd_4w_return,train,,,2010,0.5268656716417911,0.5916305916305916,0.06926406926406926,0.12698412698412698,0.014931094256738968,0.01939292569776674,-0.2940575587635743
other,negative_4w_return_flag,fwd_4w_return,holdout,,,200,0.53,0.559322033898305,0.1016949152542373,0.15254237288135594,0.010029300333873564,0.013827474370765813,-0.13926609396953216
other,negative_4w_return_flag,fwd_8w_return,full,,,2202,0.528156221616712,0.5919463087248322,0.07248322147651007,0.13020134228187918,0.02968233593265456,0.036477207884124674,-0.3507790544904512
other,negative_4w_return_flag,fwd_8w_return,train,,,2010,0.5268656716417911,0.5916305916305916,0.06926406926406926,0.12698412698412698,0.02872313788875807,0.036141408426867416,-0.3507790544904512
other,negative_4w_return_flag,fwd_8w_return,holdout,,,192,0.5416666666666666,0.5961538461538461,0.11538461538461539,0.17307692307692307,0.04246549447919815,0.04212819014058933,-0.09420073159224351
other,negative_4w_return_flag,fwd_12w_return,full,,,2194,0.5300820419325433,0.5951417004048583,0.0728744939271255,0.12955465587044535,0.04168046677093727,0.049680805031653064,-0.34202576942979723
other,negative_4w_return_flag,fwd_12w_return,train,,,2010,0.5268656716417911,0.5916305916305916,0.06926406926406926,0.12698412698412698,0.04043798973569412,0.048994446073488795,-0.34202576942979723
