Date,Ticker,weekly_vol_13w_observed,weekly_vol_13w_tradable,weekly_vol_26w_observed,weekly_vol_26w_tradable,weekly_vol_52w_observed,weekly_vol_52w_tradable,daily_vol_21d_observed,daily_vol_21d_tradable,daily_vol_63d_observed,daily_vol_63d_tradable,downside_semivol_26w_observed,downside_semivol_26w_tradable,drawdown_frequency_52w_observed,drawdown_frequency_52w_tradable,drawdown_severity_52w_observed,drawdown_severity_52w_tradable,max_drawdown_52w_observed,max_drawdown_52w_tradable,beta_to_market_observed,beta_to_market_tradable,asset_class
2005-01-28,TIP,,,,,,,0.045961489033170363,0.04140483675925899,,,,,,,,,,,,,Bonds
2005-01-28,SPY,,,,,,,0.10056125952058444,0.11443579578207076,,,,,,,,,,,,,Equities
2005-01-28,XLV,,,,,,,0.11647756055702127,0.1207044446232049,,,,,,,,,,,,,Equities
2005-01-28,XLU,,,,,,,0.11560773563582558,0.11042946189332702,,,,,,,,,,,,,Equities
2005-01-28,XLP,,,,,,,0.08304020162655108,0.09232845928850934,,,,,,,,,,,,,Equities
2005-01-28,XLK,,,,,,,0.1367528778889282,0.1448299429257331,,,,,,,,,,,,,Equities
2005-01-28,XLI,,,,,,,0.09898640338296456,0.09913344707322422,,,,,,,,,,,,,Equities
2005-01-28,XLF,,,,,,,0.10205635363991261,0.11561143726758627,,,,,,,,,,,,,Equities
2005-01-28,XLE,,,,,,,0.14020050866370226,0.1440797979734761,,,,,,,,,,,,,Equities
2005-01-28,XLB,,,,,,,0.13043789268826853,0.13602395089681119,,,,,,,,,,,,,Equities
2005-01-28,VUG,,,,,,,0.09642777880017103,0.10041982836496076,,,,,,,,,,,,,Equities
2005-01-28,VTV,,,,,,,0.08645290229915134,0.0955582635664455,,,,,,,,,,,,,Equities
2005-01-28,VNQ,,,,,,,0.17019695136117063,0.1871300589067258,,,,,,,,,,,,,REITs
2005-01-28,TLT,,,,,,,0.08291220232025978,0.07250019369495167,,,,,,,,,,,,,Bonds
2005-01-28,XLY,,,,,,,0.1186866471626853,0.1296176518677413,,,,,,,,,,,,,Equities
2005-01-28,IEF,,,,,,,0.04111473137292888,0.03839195634659342,,,,,,,,,,,,,Bonds
2005-01-28,EEM,,,,,,,0.18959265305222103,0.20773226335829534,,,,,,,,,,,,,Equities
2005-01-28,QQQ,,,,,,,0.1592971167373341,0.16266812598114994,,,,,,,,,,,,,Equities
2005-01-28,EFA,,,,,,,0.1144279017994282,0.11894262898782161,,,,,,,,,,,,,Equities
2005-01-28,EWJ,,,,,,,0.16759640380505242,0.17853049314398697,,,,,,,,,,,,,Equities
2005-01-28,GLD,,,,,,,0.11079387488019267,0.1079687382994463,,,,,,,,,,,,,Commodities
2005-01-28,LQD,,,,,,,0.04077850955543588,0.035637152754759226,,,,,,,,,,,,,Bonds
2005-01-28,SHY,,,,,,,0.012302369344188177,0.013918165700899592,,,,,,,,,,,,,Bonds
2005-01-28,IWM,,,,,,,0.16927052203612986,0.18211370665170162,,,,,,,,,,,,,Equities
2005-01-28,IAU,,,,,,,,,,,,,,,,,,,,,Commodities
2005-01-28,VWO,,,,,,,,,,,,,,,,,,,,,Equities
2005-01-28,USO,,,,,,,,,,,,,,,,,,,,,Commodities
2005-01-28,SLV,,,,,,,,,,,,,,,,,,,,,Commodities
2005-01-28,DBA,,,,,,,,,,,,,,,,,,,,,Commodities
2005-01-28,UUP,,,,,,,,,,,,,,,,,,,,,FX
2005-01-28,MBB,,,,,,,,,,,,,,,,,,,,,Bonds
2005-01-28,HYG,,,,,,,,,,,,,,,,,,,,,Bonds
2005-01-28,BIL,,,,,,,,,,,,,,,,,,,,,Bonds
2005-01-28,VEA,,,,,,,,,,,,,,,,,,,,,Equities
2005-01-28,PDBC,,,,,,,,,,,,,,,,,,,,,Commodities
2005-02-04,TIP,,,,,,,0.041967556962184176,0.045961489033170363,,,,,,,,,,,,,Bonds
2005-02-04,SPY,,,,,,,0.09447222651169601,0.10056125952058444,,,,,,,,,,,,,Equities
2005-02-04,XLV,,,,,,,0.11620260022089579,0.11647756055702127,,,,,,,,,,,,,Equities
2005-02-04,XLU,,,,,,,0.0890103376461611,0.11560773563582558,,,,,,,,,,,,,Equities
2005-02-04,XLP,,,,,,,0.07821206177324269,0.08304020162655108,,,,,,,,,,,,,Equities
2005-02-04,XLK,,,,,,,0.13708044370667674,0.1367528778889282,,,,,,,,,,,,,Equities
2005-02-04,XLI,,,,,,,0.09870600143524884,0.09898640338296456,,,,,,,,,,,,,Equities
2005-02-04,XLF,,,,,,,0.11622048213087431,0.10205635363991261,,,,,,,,,,,,,Equities
2005-02-04,XLE,,,,,,,0.13507725901778164,0.14020050866370226,,,,,,,,,,,,,Equities
2005-02-04,XLB,,,,,,,0.11870459910076861,0.13043789268826853,,,,,,,,,,,,,Equities
2005-02-04,VUG,,,,,,,0.10017619132163093,0.09642777880017103,,,,,,,,,,,,,Equities
2005-02-04,VTV,,,,,,,0.09600778476076174,0.08645290229915134,,,,,,,,,,,,,Equities
2005-02-04,VNQ,,,,,,,0.12853949175488696,0.17019695136117063,,,,,,,,,,,,,REITs
2005-02-04,TLT,,,,,,,0.07572799770645006,0.08291220232025978,,,,,,,,,,,,,Bonds
2005-02-04,XLY,,,,,,,0.11947545928947752,0.1186866471626853,,,,,,,,,,,,,Equities
2005-02-04,IEF,,,,,,,0.034610842730354245,0.04111473137292888,,,,,,,,,,,,,Bonds
2005-02-04,EEM,,,,,,,0.14010788818401654,0.18959265305222103,,,,,,,,,,,,,Equities
2005-02-04,QQQ,,,,,,,0.1643124317177953,0.1592971167373341,,,,,,,,,,,,,Equities
2005-02-04,EFA,,,,,,,0.08968209866615634,0.1144279017994282,,,,,,,,,,,,,Equities
2005-02-04,EWJ,,,,,,,0.15434445883653136,0.16759640380505242,,,,,,,,,,,,,Equities
2005-02-04,GLD,,,,,,,0.11419850712775857,0.11079387488019267,,,,,,,,,,,,,Commodities
2005-02-04,LQD,,,,,,,0.03276793013264169,0.04077850955543588,,,,,,,,,,,,,Bonds
2005-02-04,SHY,,,,,,,0.009186959277056966,0.012302369344188177,,,,,,,,,,,,,Bonds
2005-02-04,IWM,,,,,,,0.13831694558947383,0.16927052203612986,,,,,,,,,,,,,Equities
2005-02-04,IAU,,,,,,,,,,,,,,,,,,,,,Commodities
2005-02-04,VWO,,,,,,,,,,,,,,,,,,,,,Equities
2005-02-04,USO,,,,,,,,,,,,,,,,,,,,,Commodities
2005-02-04,SLV,,,,,,,,,,,,,,,,,,,,,Commodities
2005-02-04,DBA,,,,,,,,,,,,,,,,,,,,,Commodities
2005-02-04,UUP,,,,,,,,,,,,,,,,,,,,,FX
2005-02-04,MBB,,,,,,,,,,,,,,,,,,,,,Bonds
2005-02-04,HYG,,,,,,,,,,,,,,,,,,,,,Bonds
2005-02-04,BIL,,,,,,,,,,,,,,,,,,,,,Bonds
2005-02-04,VEA,,,,,,,,,,,,,,,,,,,,,Equities
2005-02-04,PDBC,,,,,,,,,,,,,,,,,,,,,Commodities
2005-02-11,TIP,,,,,,,0.05146891881586604,0.041967556962184176,,,,,,,,,,,,,Bonds
2005-02-11,SPY,,,,,,,0.0969696938784761,0.09447222651169601,,,,,,,,,,,,,Equities
2005-02-11,XLV,,,,,,,0.11641825956727526,0.11620260022089579,,,,,,,,,,,,,Equities
2005-02-11,XLU,,,,,,,0.09432947666964965,0.0890103376461611,,,,,,,,,,,,,Equities
2005-02-11,XLP,,,,,,,0.08233360835356122,0.07821206177324269,,,,,,,,,,,,,Equities
2005-02-11,XLK,,,,,,,0.1497594419197315,0.13708044370667674,,,,,,,,,,,,,Equities
2005-02-11,XLI,,,,,,,0.10665430674640207,0.09870600143524884,,,,,,,,,,,,,Equities
2005-02-11,XLF,,,,,,,0.1164623710977945,0.11622048213087431,,,,,,,,,,,,,Equities
2005-02-11,XLE,,,,,,,0.14451793274092292,0.13507725901778164,,,,,,,,,,,,,Equities
2005-02-11,XLB,,,,,,,0.13130264508747186,0.11870459910076861,,,,,,,,,,,,,Equities
2005-02-11,VUG,,,,,,,0.11105706460165779,0.10017619132163093,,,,,,,,,,,,,Equities
2005-02-11,VTV,,,,,,,0.09518920478906319,0.09600778476076174,,,,,,,,,,,,,Equities
2005-02-11,VNQ,,,,,,,0.12187147724940091,0.12853949175488696,,,,,,,,,,,,,REITs
2005-02-11,TLT,,,,,,,0.09614229993466036,0.07572799770645006,,,,,,,,,,,,,Bonds
2005-02-11,XLY,,,,,,,0.12272790725028357,0.11947545928947752,,,,,,,,,,,,,Equities
2005-02-11,IEF,,,,,,,0.044968069617988195,0.034610842730354245,,,,,,,,,,,,,Bonds
2005-02-11,EEM,,,,,,,0.1381272067115615,0.14010788818401654,,,,,,,,,,,,,Equities
2005-02-11,QQQ,,,,,,,0.17657547378220806,0.1643124317177953,,,,,,,,,,,,,Equities
2005-02-11,EFA,,,,,,,0.09579052667727053,0.08968209866615634,,,,,,,,,,,,,Equities
2005-02-11,EWJ,,,,,,,0.14873559943526762,0.15434445883653136,,,,,,,,,,,,,Equities
2005-02-11,GLD,,,,,,,0.10842985231679195,0.11419850712775857,,,,,,,,,,,,,Commodities
2005-02-11,LQD,,,,,,,0.03935040756905445,0.03276793013264169,,,,,,,,,,,,,Bonds
2005-02-11,SHY,,,,,,,0.011470425329104023,0.009186959277056966,,,,,,,,,,,,,Bonds
2005-02-11,IWM,,,,,,,0.15136297839364204,0.13831694558947383,,,,,,,,,,,,,Equities
2005-02-11,IAU,,,,,,,0.11512096693232042,,,,,,,,,,,,,,Commodities
2005-02-11,VWO,,,,,,,,,,,,,,,,,,,,,Equities
2005-02-11,USO,,,,,,,,,,,,,,,,,,,,,Commodities
2005-02-11,SLV,,,,,,,,,,,,,,,,,,,,,Commodities
2005-02-11,DBA,,,,,,,,,,,,,,,,,,,,,Commodities
2005-02-11,UUP,,,,,,,,,,,,,,,,,,,,,FX
2005-02-11,MBB,,,,,,,,,,,,,,,,,,,,,Bonds
2005-02-11,HYG,,,,,,,,,,,,,,,,,,,,,Bonds
2005-02-11,BIL,,,,,,,,,,,,,,,,,,,,,Bonds
2005-02-11,VEA,,,,,,,,,,,,,,,,,,,,,Equities
2005-02-11,PDBC,,,,,,,,,,,,,,,,,,,,,Commodities
2005-02-18,TIP,0.03930823158301422,,,,,,0.057385912281824346,0.05146891881586604,0.05189355812618583,,,,,,,,,,,,Bonds
2005-02-18,SPY,0.08762639555470711,,,,,,0.07692622291001222,0.0969696938784761,0.0951897093393005,,,,,,,,,,,,Equities
2005-02-18,XLV,0.08659085982199338,,,,,,0.10661234600698359,0.11641825956727526,0.11195464672760783,,,,,,,,,,,,Equities
2005-02-18,XLU,0.11591919389773657,,,,,,0.10101456755373495,0.09432947666964965,0.10549947408691382,,,,,,,,,,,,Equities
2005-02-18,XLP,0.05123800504039376,,,,,,0.07222328251647529,0.08233360835356122,0.0763394466180854,,,,,,,,,,,,Equities
2005-02-18,XLK,0.12150998497640496,,,,,,0.13174960989283954,0.1497594419197315,0.14067723322763367,,,,,,,,,,,,Equities
2005-02-18,XLI,0.10032698870459857,,,,,,0.09287461029945494,0.10665430674640207,0.10049574826473945,,,,,,,,,,,,Equities
2005-02-18,XLF,0.13459236477788883,,,,,,0.10272447051074998,0.1164623710977945,0.10873968199579141,,,,,,,,,,,,Equities
2005-02-18,XLE,0.1401321672589238,,,,,,0.17482463247583888,0.14451793274092292,0.16668760662682908,,,,,,,,,,,,Equities
2005-02-18,XLB,0.1331244238713761,,,,,,0.1308855884110623,0.13130264508747186,0.13882427239329428,,,,,,,,,,,,Equities
2005-02-18,VUG,0.092603724833102,,,,,,0.09175961397840204,0.11105706460165779,0.09668390439719476,,,,,,,,,,,,Equities
2005-02-18,VTV,0.11002439987593442,,,,,,0.07832845346558508,0.09518920478906319,0.08727714495871358,,,,,,,,,,,,Equities
2005-02-18,VNQ,0.1680010055479478,,,,,,0.11755456693664405,0.12187147724940091,0.15063119960519056,,,,,,,,,,,,REITs
2005-02-18,TLT,0.10294528846016576,,,,,,0.10477271313539384,0.09614229993466036,0.09503625857651629,,,,,,,,,,,,Bonds
2005-02-18,XLY,0.10752610682193867,,,,,,0.09114399261995335,0.12272790725028357,0.11003625287834086,,,,,,,,,,,,Equities
2005-02-18,IEF,0.04499894698307077,,,,,,0.04923055330102443,0.044968069617988195,0.045520074259236286,,,,,,,,,,,,Bonds
2005-02-18,EEM,0.1305398770710995,,,,,,0.09832913661849674,0.1381272067115615,0.1577245217661128,,,,,,,,,,,,Equities
2005-02-18,QQQ,0.134835309268743,,,,,,0.15073782495859203,0.17657547378220806,0.15917070766791236,,,,,,,,,,,,Equities
2005-02-18,EFA,0.07015288336673887,,,,,,0.08580023718876437,0.09579052667727053,0.10588391373557465,,,,,,,,,,,,Equities
2005-02-18,EWJ,0.12260711865921753,,,,,,0.13167282516489417,0.14873559943526762,0.14896000321203565,,,,,,,,,,,,Equities
2005-02-18,GLD,0.12217767649898463,,,,,,0.11442469981479896,0.10842985231679195,0.10755591739777538,,,,,,,,,,,,Commodities
2005-02-18,LQD,0.03529540592028714,,,,,,0.04385559164148786,0.03935040756905445,0.040567981197844875,,,,,,,,,,,,Bonds
2005-02-18,SHY,0.008494390883723101,,,,,,0.011403446178548132,0.011470425329104023,0.012117516828568228,,,,,,,,,,,,Bonds
2005-02-18,IWM,0.11440788289441561,,,,,,0.1352523344972277,0.15136297839364204,0.1599802106468648,,,,,,,,,,,,Equities
2005-02-18,IAU,,,,,,,0.10858346075807401,0.11512096693232042,,,,,,,,,,,,,Commodities
2005-02-18,VWO,,,,,,,,,,,,,,,,,,,,,Equities
2005-02-18,USO,,,,,,,,,,,,,,,,,,,,,Commodities
2005-02-18,SLV,,,,,,,,,,,,,,,,,,,,,Commodities
2005-02-18,DBA,,,,,,,,,,,,,,,,,,,,,Commodities
2005-02-18,UUP,,,,,,,,,,,,,,,,,,,,,FX
2005-02-18,MBB,,,,,,,,,,,,,,,,,,,,,Bonds
2005-02-18,HYG,,,,,,,,,,,,,,,,,,,,,Bonds
2005-02-18,BIL,,,,,,,,,,,,,,,,,,,,,Bonds
2005-02-18,VEA,,,,,,,,,,,,,,,,,,,,,Equities
2005-02-18,PDBC,,,,,,,,,,,,,,,,,,,,,Commodities
2005-02-25,TIP,0.038807585730554255,0.03930823158301422,,,,,0.05406225537878167,0.057385912281824346,0.050205074672944404,0.05189355812618583,,,,,,,,,,,Bonds
2005-02-25,SPY,0.0815663700847379,0.08762639555470711,,,,,0.09999851167542448,0.07692622291001222,0.10456643334437758,0.0951897093393005,,,,,,,,,,,Equities
2005-02-25,XLV,0.08035016401519926,0.08659085982199338,,,,,0.10971254829200407,0.10661234600698359,0.11445594050817834,0.11195464672760783,,,,,,,,,,,Equities
2005-02-25,XLU,0.10626322913037411,0.11591919389773657,,,,,0.13883960256120967,0.10101456755373495,0.1304191600388108,0.10549947408691382,,,,,,,,,,,Equities
2005-02-25,XLP,0.05044702093150282,0.05123800504039376,,,,,0.08471614675565667,0.07222328251647529,0.08399226772720905,0.0763394466180854,,,,,,,,,,,Equities
2005-02-25,XLK,0.11499031825656574,0.12150998497640496,,,,,0.12831845570658718,0.13174960989283954,0.13734884072460402,0.14067723322763367,,,,,,,,,,,Equities
2005-02-25,XLI,0.09286932330109202,0.10032698870459857,,,,,0.1153212437250302,0.09287461029945494,0.11277460000510268,0.10049574826473945,,,,,,,,,,,Equities
2005-02-25,XLF,0.12438851854720466,0.13459236477788883,,,,,0.12259012141731174,0.10272447051074998,0.1157869798589457,0.10873968199579141,,,,,,,,,,,Equities
2005-02-25,XLE,0.13806580097414684,0.1401321672589238,,,,,0.19609802710752355,0.17482463247583888,0.1730004391124933,0.16668760662682908,,,,,,,,,,,Equities
2005-02-25,XLB,0.12906766634189837,0.1331244238713761,,,,,0.14330342283802952,0.1308855884110623,0.1495177284918818,0.13882427239329428,,,,,,,,,,,Equities
2005-02-25,VUG,0.08544447493361379,0.092603724833102,,,,,0.09427201194848626,0.09175961397840204,0.09847058060334858,0.09668390439719476,,,,,,,,,,,Equities
2005-02-25,VTV,0.1029055071479436,0.11002439987593442,,,,,0.10320176958033195,0.07832845346558508,0.09911597769330326,0.08727714495871358,,,,,,,,,,,Equities
2005-02-25,VNQ,0.16349806876423356,0.1680010055479478,,,,,0.14581402061257026,0.11755456693664405,0.1651298134571816,0.15063119960519056,,,,,,,,,,,REITs
2005-02-25,TLT,0.09445753172597961,0.10294528846016576,,,,,0.10142864754753625,0.10477271313539384,0.09187532620506808,0.09503625857651629,,,,,,,,,,,Bonds
2005-02-25,XLY,0.09973001142963443,0.10752610682193867,,,,,0.11038245023006057,0.09114399261995335,0.11765835132822015,0.11003625287834086,,,,,,,,,,,Equities
2005-02-25,IEF,0.04108063970954279,0.04499894698307077,,,,,0.04772558935449338,0.04923055330102443,0.04336002969682043,0.045520074259236286,,,,,,,,,,,Bonds
2005-02-25,EEM,0.12792686759392619,0.1305398770710995,,,,,0.10693071459958291,0.09832913661849674,0.1594113689787968,0.1577245217661128,,,,,,,,,,,Equities
2005-02-25,QQQ,0.12759924200982978,0.134835309268743,,,,,0.14688236042232583,0.15073782495859203,0.15861156496010836,0.15917070766791236,,,,,,,,,,,Equities
2005-02-25,EFA,0.06518932239549079,0.07015288336673887,,,,,0.0864595048101291,0.08580023718876437,0.10430467832192823,0.10588391373557465,,,,,,,,,,,Equities
2005-02-25,EWJ,0.11219234659819106,0.12260711865921753,,,,,0.12074287582486297,0.13167282516489417,0.14533329094291725,0.14896000321203565,,,,,,,,,,,Equities
2005-02-25,GLD,0.1177303904524119,0.12217767649898463,,,,,0.11369761696413383,0.11442469981479896,0.11427308238486622,0.10755591739777538,,,,,,,,,,,Commodities
2005-02-25,LQD,0.032274596359831716,0.03529540592028714,,,,,0.042444653268045314,0.04385559164148786,0.03914000369150361,0.040567981197844875,,,,,,,,,,,Bonds
2005-02-25,SHY,0.007828346522083288,0.008494390883723101,,,,,0.010732743669824983,0.011403446178548132,0.011549481618212893,0.012117516828568228,,,,,,,,,,,Bonds
2005-02-25,IWM,0.10617723955464363,0.11440788289441561,,,,,0.15730416173379153,0.1352523344972277,0.16813089907832096,0.1599802106468648,,,,,,,,,,,Equities
2005-02-25,IAU,,,,,,,0.11620538761856442,0.10858346075807401,,,,,,,,,,,,,Commodities
2005-02-25,VWO,,,,,,,,,,,,,,,,,,,,,Equities
2005-02-25,USO,,,,,,,,,,,,,,,,,,,,,Commodities
2005-02-25,SLV,,,,,,,,,,,,,,,,,,,,,Commodities
2005-02-25,DBA,,,,,,,,,,,,,,,,,,,,,Commodities
2005-02-25,UUP,,,,,,,,,,,,,,,,,,,,,FX
2005-02-25,MBB,,,,,,,,,,,,,,,,,,,,,Bonds
2005-02-25,HYG,,,,,,,,,,,,,,,,,,,,,Bonds
2005-02-25,BIL,,,,,,,,,,,,,,,,,,,,,Bonds
2005-02-25,VEA,,,,,,,,,,,,,,,,,,,,,Equities
2005-02-25,PDBC,,,,,,,,,,,,,,,,,,,,,Commodities
2005-03-04,TIP,0.035955961009120754,0.038807585730554255,,,,,0.05695459035021097,0.05406225537878167,0.050030738660791475,0.050205074672944404,,,,,,,,,,,Bonds
2005-03-04,SPY,0.07764493050471856,0.0815663700847379,,,,,0.10920585168030314,0.09999851167542448,0.10454206134530453,0.10456643334437758,,,,,,,,,,,Equities
