Date,Ticker,weekly_vol_13w_observed,weekly_vol_13w_tradable,weekly_vol_26w_observed,weekly_vol_26w_tradable,weekly_vol_52w_observed,weekly_vol_52w_tradable,daily_vol_21d_observed,daily_vol_21d_tradable,daily_vol_63d_observed,daily_vol_63d_tradable,downside_semivol_26w_observed,downside_semivol_26w_tradable,drawdown_frequency_52w_observed,drawdown_frequency_52w_tradable,drawdown_severity_52w_observed,drawdown_severity_52w_tradable,max_drawdown_52w_observed,max_drawdown_52w_tradable,beta_to_market_observed,beta_to_market_tradable,asset_class
2006-09-01,XLP,0.06984328923295713,0.06884284386848079,0.08330529503120879,0.08206784439460518,0.08602942257006488,0.08488333690871026,0.06298975927190356,0.07848756166569856,0.08874516240949618,0.09788266876873059,0.03803136490873826,0.03791169378052652,0.0,0.0,0.010304805194425266,0.010663312361325505,-0.03179104857300563,-0.03179104857300563,0.54534004870591,0.5352764521387904,Equities
2006-09-01,XLK,0.206744753690266,0.2004233468336299,0.1633215662317348,0.15999068799660077,0.1546282239576275,0.15261679760894684,0.1180616605763582,0.14110167893104544,0.16331096181191826,0.17201606192666985,0.09574741422081551,0.09574741422081551,0.3269230769230769,0.3269230769230769,0.0409153937922572,0.04045046494266758,-0.14645149182044626,-0.14645149182044626,1.2570495808086135,1.2393555230082431,Equities
2006-09-01,XLI,0.17629602866671742,0.17200463942220942,0.15633840948885622,0.15444302445184863,0.12728195787167496,0.12642190695460417,0.13855403079323242,0.1479408400576599,0.15582672301863257,0.16426641674588738,0.09293493935553243,0.09293493935553243,0.25,0.23076923076923078,0.0327744440996394,0.03189553372068067,-0.1224834041854278,-0.1224834041854278,0.9704396900386706,0.9591958971920931,Equities
2006-09-01,XLF,0.13581569747061492,0.13598609141882564,0.1217684206813342,0.1226558277973753,0.12253673912887247,0.1227354033564248,0.09415932509479569,0.10972381946692651,0.13698632891686743,0.14608048314839095,0.06449061573966454,0.06420501160354614,0.057692307692307696,0.057692307692307696,0.020397904270991845,0.02070504047494876,-0.06895025387767872,-0.06895025387767872,0.9674873520884392,0.9703753556897796,Equities
2006-09-01,XLE,0.27164491129866264,0.2673347795349928,0.26812294446895285,0.26404304884685204,0.2512968142271133,0.2558339393902916,0.1819880048881759,0.16573914778191093,0.2578657040964254,0.2672939376407512,0.1592885615253833,0.1584724449486028,0.4230769230769231,0.40384615384615385,0.049313642002179255,0.04833796008047121,-0.14253806507106392,-0.14253806507106392,1.2880643289952332,1.3713715361634808,Equities
2006-09-01,XLB,0.20940962551311712,0.2057455161589308,0.19507714657202102,0.19321224638850815,0.17381662765580383,0.17313537115630967,0.12841553816169624,0.150160710579543,0.21568351454193466,0.23048484852545328,0.12395381420566311,0.12395381420566311,0.5384615384615384,0.5384615384615384,0.062266410168611265,0.06358235993029125,-0.1655477421293633,-0.1655477421293633,1.3124782453456616,1.3020766708046692,Equities
2006-09-01,VUG,0.1518693659583138,0.147297556684831,0.12300972065663451,0.1198997899120166,0.11352415213573336,0.11244630946639224,0.0928793048683041,0.10278357768220883,0.13790356175758248,0.14914713653168446,0.07345064211258075,0.07345064211258075,0.19230769230769232,0.19230769230769232,0.02552735723449108,0.02518825536328536,-0.0933001181078098,-0.0933001181078098,1.0044956156655995,0.9961387303479239,Equities
2006-09-01,VTV,0.1220567626659264,0.1223645984978592,0.11136974333925524,0.11129278412354222,0.10895587257294423,0.10957506275808193,0.059619363146209144,0.06588559002098837,0.10713435212105915,0.11708496836557249,0.05679470323532123,0.056437107040693865,0.057692307692307696,0.057692307692307696,0.015018210650144515,0.015072605113777678,-0.06014849417345103,-0.06014849417345103,0.969376403623163,0.9758553546168061,Equities
2006-09-01,VNQ,0.15993763025064994,0.16297719078682948,0.1733777355566562,0.17327552810290683,0.16376660003316015,0.1651278577372614,0.12417558021318613,0.1307174997727487,0.14844969106038228,0.15263577862282093,0.09013103994026092,0.08949585340678558,0.28846153846153844,0.28846153846153844,0.030577992419523345,0.031241543907070797,-0.08929477396716101,-0.08929477396716101,1.1372278124488466,1.1500100168325835,REITs
2006-09-01,TLT,0.07173027888896594,0.07280563347593495,0.08287389421216668,0.08501045326547867,0.08107532314052243,0.08146332154868438,0.05044498893950799,0.05341994040390619,0.06430350195289015,0.07048515669991447,0.050186164801653985,0.05188068589099176,0.4807692307692308,0.4807692307692308,0.0532417992346096,0.05288021418878554,-0.10553373239523856,-0.10553373239523856,0.002089123939696725,0.00506243885625706,Bonds
2006-09-01,XLY,0.1728865824644029,0.16152105133586264,0.13170438147495922,0.12436435161895742,0.12044304227501884,0.11733195112060542,0.12574737278057987,0.13212350308610804,0.15068789945579195,0.15847198479345334,0.07946696341721435,0.07946696341721435,0.2692307692307692,0.2692307692307692,0.041543364315204286,0.04167646053073411,-0.09538857259380751,-0.09538857259380751,0.9550931316854295,0.9171035482261016,Equities
2006-09-01,IEF,0.039767357946634746,0.039964166201027614,0.041254378092543204,0.04211880090861611,0.04096545956665546,0.04279903783712344,0.032567315413161456,0.03315198798847453,0.03644285114920537,0.04024654130788594,0.022076357186753857,0.022677687150766384,0.0,0.0,0.026043534689838665,0.02607119330904561,-0.048160058633108016,-0.048160058633108016,0.04930734323919443,0.0570792857988095,Bonds
2006-09-01,EEM,0.33892884450130717,0.33464632832203794,0.29424969286799757,0.2917796489142518,0.2565102117617317,0.25857561144721003,0.14749119520470352,0.1762294677008206,0.3473769088165137,0.3715310882955421,0.17306061563193387,0.17218709006558272,0.40384615384615385,0.38461538461538464,0.0593602453808529,0.05735514982550937,-0.21007256392671492,-0.21007256392671492,1.9795578915388514,1.9948808177288258,Equities
2006-09-01,QQQ,0.21613354614688268,0.21189216011795997,0.17511632487886822,0.1724849156330212,0.16478204296324622,0.1637898419880224,0.14237357508454634,0.17255194339868588,0.18424797184321381,0.19906991553957265,0.10542931946431053,0.10542931946431053,0.34615384615384615,0.3269230769230769,0.051199521447008595,0.04987213978877826,-0.16823876384953484,-0.16823876384953484,1.3266763160361368,1.3157803164488229,Equities
2006-09-01,EFA,0.23790212964463842,0.23534175112507164,0.19555825891352704,0.19420242227222334,0.16644854541357687,0.16777888892240064,0.10528787743618306,0.12950732770153447,0.19866370990594473,0.20656618399508464,0.11766641719606306,0.11746311061940284,0.2692307692307692,0.2692307692307692,0.02853308602094312,0.02795249727511875,-0.11848451941832228,-0.11848451941832228,1.3146570184124087,1.3241727077913983,Equities
2006-09-01,EWJ,0.3045765240565099,0.3032924461322431,0.23887923076912004,0.24040869702772835,0.2258510051140572,0.2264705240986182,0.1534687343461183,0.20120486806875845,0.25308176061718946,0.2635216744284889,0.15483244541631883,0.15451732621036818,0.34615384615384615,0.3269230769230769,0.047240303802881994,0.04526855325746144,-0.17131738419726383,-0.17131738419726383,1.584148805721937,1.593935180540692,Equities
2006-09-01,GLD,0.2714632050469116,0.2749115356313271,0.27671534444741624,0.27688556065255715,0.22374503622608966,0.22387253362796727,0.17229965895729996,0.17567937412686133,0.26267435171120496,0.26759476116607883,0.16614010346459995,0.16614010346459995,0.3076923076923077,0.28846153846153844,0.04496062240487501,0.04263618007890386,-0.18897640498266388,-0.18897640498266388,0.27838298079407703,0.28630388731030637,Commodities
2006-09-01,LQD,0.040246460738098094,0.040258457684585025,0.03882735301990949,0.04138663776952491,0.04002532064816888,0.04032170276568193,0.03064358614616333,0.03054057832242997,0.04000081187474022,0.04241831219428262,0.021884768628908962,0.02444255359604711,0.0,0.0,0.023273773656577696,0.023273773656577696,-0.042439311206154184,-0.042439311206154184,0.08345366093565483,0.08563100087421321,Bonds
2006-09-01,SHY,0.01158678561784667,0.010654036401687586,0.010191698364284888,0.00972934684949413,0.01051608770617853,0.011952596538019345,0.009727450824247552,0.009932488352806966,0.010392003049342978,0.011212035676226329,0.00337426933908924,0.0033635271437546656,0.0,0.0,0.0016094553757421393,0.0016094553757421393,-0.006591493850257257,-0.006591493850257257,0.023967153359188306,0.02723025241723365,Bonds
2006-09-01,IWM,0.24094156362130256,0.2314152133341843,0.19986154344650892,0.19419738104457177,0.171084234263627,0.17011900501950245,0.15446229367482767,0.17961184473792852,0.22534631105831857,0.24215648997605646,0.11442441259819229,0.11408976111651936,0.40384615384615385,0.38461538461538464,0.04087009315251604,0.039970603375534056,-0.13761170019634228,-0.13761170019634228,1.4165837181663012,1.4110630441581182,Equities
2006-09-01,IAU,0.2746580275927305,0.27717857542734603,0.277917452560271,0.2780445027430546,0.22413295136096623,0.2242349482582377,0.16443693008354554,0.16785742542155074,0.26614340688541993,0.27103957750963414,0.16735679951227556,0.16735679951227556,0.3076923076923077,0.28846153846153844,0.04521413563198177,0.0429081535899836,-0.18997474343222454,-0.18997474343222454,0.2754059244792014,0.28031995934690934,Commodities
2006-09-01,VWO,0.3306142802213083,0.32732611561754754,0.2863157886232458,0.2844139735570571,0.24068094446950303,0.24216006892375375,0.13629750400170712,0.17321849151707588,0.31215269716398514,0.3449485610732936,0.178582630637989,0.17785540581443032,0.36538461538461536,0.34615384615384615,0.056459497191359106,0.054363444547834275,-0.21388861889653354,-0.21388861889653354,1.857026629701842,1.8693902425727174,Equities
2006-09-01,USO,0.2306270845800402,0.22002468188568397,0.24847985280656332,0.24614983056599113,,,0.22176793785510374,0.22486866859708496,0.21053478794126446,0.21306449704502028,0.1486220884198158,0.14567041141931528,0.0,0.0,,,,,,,Commodities
2006-09-01,SLV,0.3981309009281778,0.3988989593557946,0.41565282097025924,0.4200867615884524,,,0.31056581445977083,0.29554170288232373,0.45267702146409106,0.4621173063125462,0.28124113295294567,0.2865810216499366,0.0,0.0,,,,,,,Commodities
2006-09-01,DBA,,,,,,,,,,,,,0.0,0.0,,,,,,,Commodities
2006-09-01,UUP,,,,,,,,,,,,,0.0,0.0,,,,,,,FX
2006-09-01,MBB,,,,,,,,,,,,,0.0,0.0,,,,,,,Bonds
2006-09-01,HYG,,,,,,,,,,,,,0.0,0.0,,,,,,,Bonds
2006-09-01,BIL,,,,,,,,,,,,,0.0,0.0,,,,,,,Bonds
2006-09-01,VEA,,,,,,,,,,,,,0.0,0.0,,,,,,,Equities
2006-09-01,PDBC,,,,,,,,,,,,,0.0,0.0,,,,,,,Commodities
2006-09-08,TIP,0.0414620179950144,0.0383140821235566,0.041705306050284774,0.045221905422610044,0.04053640094029698,0.040001127849503056,0.035220601225640184,0.03866173567040432,0.04125776964088276,0.04142252144217913,0.02200317987511251,0.02666136299519867,0.0,0.0,0.014665092460762898,0.014581194318873034,-0.03694425972370419,-0.03694425972370419,0.08847866578481617,0.07648001444913712,Bonds
2006-09-08,SPY,0.11898646814525707,0.13325503720502094,0.11260739259066446,0.11177834444506687,0.10778674683496889,0.10873015387202387,0.07356331641207825,0.06731012927826996,0.11645003023841101,0.1159178057050756,0.06145375822873581,0.061529663284348356,0.09615384615384616,0.09615384615384616,0.01863070592546862,0.018389207315974185,-0.06379467916495496,-0.06379467916495496,0.9999999999999994,0.9999999999999996,Equities
2006-09-08,XLV,0.1166624925539142,0.12117795793103285,0.10645879264800467,0.10576912473117854,0.09907480573183762,0.10175238217213042,0.07626662652048344,0.061846552335926404,0.10502948373434737,0.10316648704925198,0.04941057541930083,0.0499105000198614,0.3269230769230769,0.3269230769230769,0.03382355249885142,0.03367773063050171,-0.08069648867150059,-0.08069648867150059,0.6839712025051198,0.7015741317869664,Equities
2006-09-08,XLU,0.08810977474805305,0.08092010243190444,0.12189825050891791,0.12364487738502151,0.13287613935897952,0.1325752014060407,0.0981294479295228,0.10322252558643558,0.10780310134929753,0.10616218765398756,0.058730339973189806,0.06065741311424197,0.3076923076923077,0.3076923076923077,0.03690215402397818,0.036653475191718424,-0.09672584205965862,-0.09672584205965862,0.7447843239002069,0.7363954627989028,Equities
2006-09-08,XLP,0.06770847179220317,0.06984328923295713,0.07769349220299088,0.08330529503120879,0.08575352031383732,0.08602942257006488,0.06229721151377442,0.06298975927190356,0.09028036152839769,0.08874516240949618,0.03782902640747192,0.03803136490873826,0.0,0.0,0.010265171319014313,0.010304805194425266,-0.03179104857300563,-0.03179104857300563,0.5462345327394414,0.54534004870591,Equities
2006-09-08,XLK,0.19033835079535003,0.206744753690266,0.16284347698528187,0.1633215662317348,0.1542518165860568,0.1546282239576275,0.13558461185524356,0.1180616605763582,0.1650535943558628,0.16331096181191826,0.09553804224881471,0.09574741422081551,0.34615384615384615,0.3269230769230769,0.04182620351312065,0.0409153937922572,-0.14645149182044626,-0.14645149182044626,1.265770273879888,1.2570495808086135,Equities
2006-09-08,XLI,0.15459706871341047,0.17629602866671742,0.15678080955616341,0.15633840948885622,0.12698043938009007,0.12728195787167496,0.1259737810145662,0.13855403079323242,0.15483010542400513,0.15582672301863257,0.0921403267218617,0.09293493935553243,0.2692307692307692,0.25,0.03410110628975071,0.0327744440996394,-0.1224834041854278,-0.1224834041854278,0.9759637523673308,0.9704396900386706,Equities
2006-09-08,XLF,0.13036193029926293,0.13581569747061492,0.12183178566157196,0.1217684206813342,0.12221529710325192,0.12253673912887247,0.08598611062664983,0.09415932509479569,0.13824829133546487,0.13698632891686743,0.06418202893553718,0.06449061573966454,0.057692307692307696,0.057692307692307696,0.020365366973039364,0.020397904270991845,-0.06895025387767872,-0.06895025387767872,0.9734473394611406,0.9674873520884392,Equities
2006-09-08,XLE,0.2518810683727811,0.27164491129866264,0.2659629506664561,0.26812294446895285,0.25341960027462457,0.2512968142271133,0.22557943703751177,0.1819880048881759,0.2594188010910438,0.2578657040964254,0.15677947347686483,0.1592885615253833,0.4423076923076923,0.4230769230769231,0.051113230376187375,0.049313642002179255,-0.14253806507106392,-0.14253806507106392,1.3005924521409673,1.2880643289952332,Equities
2006-09-08,XLB,0.15466951751933078,0.20940962551311712,0.19509647234282446,0.19507714657202102,0.17404768270479207,0.17381662765580383,0.1366678717569116,0.12841553816169624,0.212466294686296,0.21568351454193466,0.12396082127480954,0.12395381420566311,0.5384615384615384,0.5384615384615384,0.06149956469124536,0.062266410168611265,-0.1655477421293633,-0.1655477421293633,1.3284681314882747,1.3124782453456616,Equities
2006-09-08,VUG,0.13444735206340636,0.1518693659583138,0.12322578253943647,0.12300972065663451,0.11259152616693588,0.11352415213573336,0.10417668938321611,0.0928793048683041,0.14036206352540212,0.13790356175758248,0.07357484592124496,0.07345064211258075,0.19230769230769232,0.19230769230769232,0.026391314140671106,0.02552735723449108,-0.0933001181078098,-0.0933001181078098,1.0042612424464068,1.0044956156655995,Equities
2006-09-08,VTV,0.11039581042283635,0.1220567626659264,0.11196124457092528,0.11136974333925524,0.10815591220842648,0.10895587257294423,0.06477436582012071,0.059619363146209144,0.10775563938507161,0.10713435212105915,0.05698279957952264,0.05679470323532123,0.057692307692307696,0.057692307692307696,0.015173735820594104,0.015018210650144515,-0.06014849417345103,-0.06014849417345103,0.9701682382628221,0.969376403623163,Equities
2006-09-08,VNQ,0.1598432291454473,0.15993763025064994,0.169693792723474,0.1733777355566562,0.16320755271930612,0.16376660003316015,0.1018805582229358,0.12417558021318613,0.14874867696888064,0.14844969106038228,0.09013103994026092,0.09013103994026092,0.28846153846153844,0.28846153846153844,0.03024468851061059,0.030577992419523345,-0.08929477396716101,-0.08929477396716101,1.134129097297079,1.1372278124488466,REITs
2006-09-08,TLT,0.07169964883807674,0.07173027888896594,0.08135541345258313,0.08287389421216668,0.08033540300326716,0.08107532314052243,0.05129344424234702,0.05044498893950799,0.06471002368231225,0.06430350195289015,0.049115872598359867,0.050186164801653985,0.4807692307692308,0.4807692307692308,0.05345181958887388,0.0532417992346096,-0.10553373239523856,-0.10553373239523856,0.02398766612428295,0.002089123939696725,Bonds
2006-09-08,XLY,0.16557001701259816,0.1728865824644029,0.13167008915053316,0.13170438147495922,0.11819736366222125,0.12044304227501884,0.11815747640733833,0.12574737278057987,0.1536164687798108,0.15068789945579195,0.079950825284393,0.07946696341721435,0.2692307692307692,0.2692307692307692,0.04178206603969657,0.041543364315204286,-0.09538857259380751,-0.09538857259380751,0.9339262720387944,0.9550931316854295,Equities
2006-09-08,IEF,0.04077204042832753,0.039767357946634746,0.041091626388157276,0.041254378092543204,0.04064381508764417,0.04096545956665546,0.031435575578035856,0.032567315413161456,0.03684240372681904,0.03644285114920537,0.02201737782672426,0.022076357186753857,0.0,0.0,0.02595316417355584,0.026043534689838665,-0.048160058633108016,-0.048160058633108016,0.06079328647735778,0.04930734323919443,Bonds
2006-09-08,EEM,0.26865186423324683,0.33892884450130717,0.2925583979196071,0.29424969286799757,0.2574039673679869,0.2565102117617317,0.186723678955197,0.14749119520470352,0.34692498162201885,0.3473769088165137,0.17164409078460802,0.17306061563193387,0.4230769230769231,0.40384615384615385,0.061824291531757586,0.0593602453808529,-0.21007256392671492,-0.21007256392671492,2.0075577560131688,1.9795578915388514,Equities
2006-09-08,QQQ,0.2021037519793225,0.21613354614688268,0.17311708763867975,0.17511632487886822,0.16358813565994668,0.16478204296324622,0.15953780900321446,0.14237357508454634,0.18911982982820238,0.18424797184321381,0.10402604151038743,0.10542931946431053,0.36538461538461536,0.34615384615384615,0.05308176548954124,0.051199521447008595,-0.16823876384953484,-0.16823876384953484,1.3251042398778747,1.3266763160361368,Equities
2006-09-08,EFA,0.19168798763401634,0.23790212964463842,0.19918058416574258,0.19555825891352704,0.16827084357410294,0.16644854541357687,0.12789976152297372,0.10528787743618306,0.1943062027305035,0.19866370990594473,0.11896067036758258,0.11766641719606306,0.28846153846153844,0.2692307692307692,0.0295463854633962,0.02853308602094312,-0.11848451941832228,-0.11848451941832228,1.3447660027253299,1.3146570184124087,Equities
2006-09-08,EWJ,0.22668625845167295,0.3045765240565099,0.23890457009911187,0.23887923076912004,0.22553610959748038,0.2258510051140572,0.15078217469577918,0.1534687343461183,0.2415795574971199,0.25308176061718946,0.15398584157746856,0.15483244541631883,0.36538461538461536,0.34615384615384615,0.049374284178169914,0.047240303802881994,-0.17131738419726383,-0.17131738419726383,1.596629216260128,1.584148805721937,Equities
2006-09-08,GLD,0.2573679130656574,0.2714632050469116,0.27100926775864553,0.27671534444741624,0.225796658101716,0.22374503622608966,0.2016545868916723,0.17229965895729996,0.2665596136554853,0.26267435171120496,0.16113101517445133,0.16614010346459995,0.3269230769230769,0.3076923076923077,0.04779440359598389,0.04496062240487501,-0.18897640498266388,-0.18897640498266388,0.3007712791109434,0.27838298079407703,Commodities
2006-09-08,LQD,0.04062701729633117,0.040246460738098094,0.038537805949957406,0.03882735301990949,0.03972074076837529,0.04002532064816888,0.030789408192132578,0.03064358614616333,0.03957157934463373,0.04000081187474022,0.02185594287461586,0.021884768628908962,0.0,0.0,0.0231968542668934,0.023273773656577696,-0.042439311206154184,-0.042439311206154184,0.09343600924701059,0.08345366093565483,Bonds
2006-09-08,SHY,0.011659824997154431,0.01158678561784667,0.0103659693689864,0.010191698364284888,0.010086627305914213,0.01051608770617853,0.01098065075771381,0.009727450824247552,0.010482625580494306,0.010392003049342978,0.003388638174296646,0.00337426933908924,0.0,0.0,0.0015692348076466723,0.0016094553757421393,-0.006591493850257257,-0.006591493850257257,0.030100370765603224,0.023967153359188306,Bonds
2006-09-08,IWM,0.21977869761713914,0.24094156362130256,0.20063288939486076,0.19986154344650892,0.17133999761693042,0.171084234263627,0.1604684219530101,0.15446229367482767,0.2292129884239787,0.22534631105831857,0.11475165939030235,0.11442441259819229,0.4230769230769231,0.40384615384615385,0.04242573805632477,0.04087009315251604,-0.13761170019634228,-0.13761170019634228,1.4330432914681799,1.4165837181663012,Equities
2006-09-08,IAU,0.25781785891752884,0.2746580275927305,0.27229427360377756,0.277917452560271,0.22638335938822038,0.22413295136096623,0.1978382819946655,0.16443693008354554,0.26986955900638526,0.26614340688541993,0.16233707299101457,0.16735679951227556,0.3269230769230769,0.3076923076923077,0.04806013920022087,0.04521413563198177,-0.18997474343222454,-0.18997474343222454,0.2981447770682673,0.2754059244792014,Commodities
2006-09-08,VWO,0.24614044800770202,0.3306142802213083,0.2842366068397318,0.2863157886232458,0.240762079122254,0.24068094446950303,0.18452988470065534,0.13629750400170712,0.3106193158260516,0.31215269716398514,0.17725331985814993,0.178582630637989,0.38461538461538464,0.36538461538461536,0.05886334334520526,0.056459497191359106,-0.21388861889653354,-0.21388861889653354,1.876680436390722,1.857026629701842,Equities
2006-09-08,USO,0.24354225700202395,0.2306270845800402,0.2508184291899145,0.24847985280656332,,,0.18395079339232367,0.22176793785510374,0.2092384724770606,0.21053478794126446,0.15182242655714925,0.1486220884198158,0.0,0.0,,,,,,,Commodities
2006-09-08,SLV,0.38345552056246357,0.3981309009281778,0.4168108573573373,0.41565282097025924,,,0.33718209678930383,0.31056581445977083,0.44767818126585834,0.45267702146409106,0.28139988681212963,0.28124113295294567,0.0,0.0,,,,,,,Commodities
2006-09-08,DBA,,,,,,,,,,,,,0.0,0.0,,,,,,,Commodities
2006-09-08,UUP,,,,,,,,,,,,,0.0,0.0,,,,,,,FX
2006-09-08,MBB,,,,,,,,,,,,,0.0,0.0,,,,,,,Bonds
2006-09-08,HYG,,,,,,,,,,,,,0.0,0.0,,,,,,,Bonds
2006-09-08,BIL,,,,,,,,,,,,,0.0,0.0,,,,,,,Bonds
2006-09-08,VEA,,,,,,,,,,,,,0.0,0.0,,,,,,,Equities
2006-09-08,PDBC,,,,,,,,,,,,,0.0,0.0,,,,,,,Commodities
2006-09-15,TIP,0.03944502978484825,0.0414620179950144,0.04058670905709819,0.041705306050284774,0.040304260030051615,0.04053640094029698,0.03438366295575329,0.035220601225640184,0.04139934979718128,0.04125776964088276,0.02183533508508229,0.02200317987511251,0.0,0.0,0.014692081491370836,0.014665092460762898,-0.03694425972370419,-0.03694425972370419,0.08221179434110772,0.08847866578481617,Bonds
2006-09-15,SPY,0.12161123238953966,0.11898646814525707,0.1117953308034163,0.11260739259066446,0.1087889830914656,0.10778674683496889,0.06423893595644671,0.07356331641207825,0.10297260374960393,0.11645003023841101,0.06145375822873581,0.06145375822873581,0.09615384615384616,0.09615384615384616,0.018542070386165267,0.01863070592546862,-0.06379467916495496,-0.06379467916495496,0.9999999999999997,0.9999999999999994,Equities
2006-09-15,XLV,0.11749792948936355,0.1166624925539142,0.10751906928696317,0.10645879264800467,0.09974988494632371,0.09907480573183762,0.07605236953478273,0.07626662652048344,0.10251476161893958,0.10502948373434737,0.04941057541930083,0.04941057541930083,0.3269230769230769,0.3269230769230769,0.03363767602740267,0.03382355249885142,-0.08069648867150059,-0.08069648867150059,0.6870646502161564,0.6839712025051198,Equities
2006-09-15,XLU,0.09226830412396882,0.08810977474805305,0.12062790416750829,0.12189825050891791,0.13289681560025982,0.13287613935897952,0.09037820740377195,0.0981294479295228,0.10071319393950728,0.10780310134929753,0.05868574684437345,0.058730339973189806,0.3076923076923077,0.3076923076923077,0.037348601209337313,0.03690215402397818,-0.09672584205965862,-0.09672584205965862,0.7213874489514035,0.7447843239002069,Equities
2006-09-15,XLP,0.06759278964122581,0.06770847179220317,0.07748765886373873,0.07769349220299088,0.08533965872681043,0.08575352031383732,0.06315743213379828,0.06229721151377442,0.09030093666038715,0.09028036152839769,0.03809644299631811,0.03782902640747192,0.0,0.0,0.01000096497653075,0.010265171319014313,-0.03179104857300563,-0.03179104857300563,0.5370903798678686,0.5462345327394414,Equities
2006-09-15,XLK,0.19712652537694586,0.19033835079535003,0.16698118485037086,0.16284347698528187,0.1572023837783768,0.1542518165860568,0.11379403782948141,0.13558461185524356,0.15637876382619623,0.1650535943558628,0.09553804224881471,0.09553804224881471,0.34615384615384615,0.34615384615384615,0.04210831534586431,0.04182620351312065,-0.14645149182044626,-0.14645149182044626,1.2817224454403071,1.265770273879888,Equities
2006-09-15,XLI,0.15762926606324607,0.15459706871341047,0.1525960070068029,0.15678080955616341,0.12843857576562062,0.12698043938009007,0.08812043224529077,0.1259737810145662,0.14791160213575158,0.15483010542400513,0.0921403267218617,0.0921403267218617,0.28846153846153844,0.2692307692307692,0.03506029544299557,0.03410110628975071,-0.1224834041854278,-0.1224834041854278,0.9832422627238314,0.9759637523673308,Equities
2006-09-15,XLF,0.12804302532972203,0.13036193029926293,0.12432104086428147,0.12183178566157196,0.12436801447768922,0.12221529710325192,0.07701868206416548,0.08598611062664983,0.12402661409180435,0.13824829133546487,0.06418202893553718,0.06418202893553718,0.057692307692307696,0.057692307692307696,0.020209888974259852,0.020365366973039364,-0.06895025387767872,-0.06895025387767872,0.9905596823016618,0.9734473394611406,Equities
2006-09-15,XLE,0.26242030095553154,0.2518810683727811,0.2630191146686772,0.2659629506664561,0.25597489424324027,0.25341960027462457,0.2602521411378655,0.22557943703751177,0.24772950716788714,0.2594188010910438,0.15871188923323942,0.15677947347686483,0.46153846153846156,0.4423076923076923,0.05339899618089854,0.051113230376187375,-0.14253806507106392,-0.14253806507106392,1.2225898806774045,1.3005924521409673,Equities
2006-09-15,XLB,0.15770689885309985,0.15466951751933078,0.19023758503696742,0.19509647234282446,0.17471796078231563,0.17404768270479207,0.1380672706265002,0.1366678717569116,0.2035067513452941,0.212466294686296,0.12308608492183559,0.12396082127480954,0.5384615384615384,0.5384615384615384,0.06094441110938765,0.06149956469124536,-0.1655477421293633,-0.1655477421293633,1.2809134413162604,1.3284681314882747,Equities
2006-09-15,VUG,0.14050460781894425,0.13444735206340636,0.12445697280792951,0.12322578253943647,0.11424542142405908,0.11259152616693588,0.0824902156785676,0.10417668938321611,0.1278593328975847,0.14036206352540212,0.07357484592124496,0.07357484592124496,0.19230769230769232,0.19230769230769232,0.026672639838709482,0.026391314140671106,-0.0933001181078098,-0.0933001181078098,1.0100330462318736,1.0042612424464068,Equities
2006-09-15,VTV,0.10903173076869838,0.11039581042283635,0.10864037982300907,0.11196124457092528,0.10841605718912344,0.10815591220842648,0.05885772107580206,0.06477436582012071,0.09597137275029571,0.10775563938507161,0.05698279957952264,0.05698279957952264,0.057692307692307696,0.057692307692307696,0.015173735820594104,0.015173735820594104,-0.06014849417345103,-0.06014849417345103,0.9619313879306048,0.9701682382628221,Equities
2006-09-15,VNQ,0.15763850967275628,0.1598432291454473,0.1643407332491705,0.169693792723474,0.16392190980496477,0.16320755271930612,0.10193652246548668,0.1018805582229358,0.14049124641139232,0.14874867696888064,0.09013103994026092,0.09013103994026092,0.28846153846153844,0.28846153846153844,0.02974320448210243,0.03024468851061059,-0.08929477396716101,-0.08929477396716101,1.1337742800875936,1.134129097297079,REITs
2006-09-15,TLT,0.05915054023884753,0.07169964883807674,0.08090735985356973,0.08135541345258313,0.0777804181785863,0.08033540300326716,0.03731467860543123,0.05129344424234702,0.060476935484150826,0.06471002368231225,0.049115872598359867,0.049115872598359867,0.4807692307692308,0.4807692307692308,0.05325081791230654,0.05345181958887388,-0.10553373239523856,-0.10553373239523856,0.01534033779226637,0.02398766612428295,Bonds
2006-09-15,XLY,0.18092925425081502,0.16557001701259816,0.13906289879919698,0.13167008915053316,0.12236061441312851,0.11819736366222125,0.1267879497849248,0.11815747640733833,0.15193062339809102,0.1536164687798108,0.079950825284393,0.079950825284393,0.2692307692307692,0.2692307692307692,0.04098762909317478,0.04178206603969657,-0.09538857259380751,-0.09538857259380751,0.9567152362491982,0.9339262720387944,Equities
2006-09-15,IEF,0.03441836538639828,0.04077204042832753,0.04007476242533636,0.041091626388157276,0.039569133074690996,0.04064381508764417,0.02393375071255482,0.031435575578035856,0.03439237636503772,0.03684240372681904,0.021919116483763677,0.02201737782672426,0.0,0.0,0.0257004060845082,0.02595316417355584,-0.048160058633108016,-0.048160058633108016,0.05382966670876693,0.06079328647735778,Bonds
