date,intercept,market_drawdown,market_trend_positive,breadth_sma_43,breadth_26w_mom,breadth_13w_mom,breadth_change_4w,canary_breadth_default,recent_stress_26w,transition_persistence_prob,transition_good_state_prob,transition_non_stress_prob,avg_corr_risk_off_z,p_regime_confidence,p_transition_quality,p_tail_risk
2025-12-12,-1.6362419962010213,-0.35034867502430544,-0.21050217337040775,-0.5334284477736163,0.06842519663282821,-0.8842003214012062,0.05946649158936454,0.6603129993894401,0.8692350879949292,0.7358793915495142,-0.550007741174751,-1.4094628152025714,-0.06989733499459547,0.4717566637362455,0.3751939573030021,-1.0519220982799176
