feature,source,feature_group,is_causal,lag_or_fill_rule,allowed_in_live_scoring,leakage_risk_notes,used_in_final_model
market_drawdown,market_state_history.csv,A_existing_regime,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
market_trend_positive,market_state_history.csv,A_existing_regime,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
breadth_sma_43,market_state_history.csv,A_existing_regime,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
breadth_26w_mom,market_state_history.csv,A_existing_regime,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
breadth_13w_mom,market_state_history.csv,A_existing_regime,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
breadth_change_4w,market_state_history.csv,A_existing_regime,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
canary_breadth_default,market_state_history.csv,A_existing_regime,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
recent_stress_26w,market_state_history.csv,A_existing_regime,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
transition_persistence_prob,market_state_history.csv,A_existing_regime,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
transition_good_state_prob,market_state_history.csv,A_existing_regime,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
transition_non_stress_prob,market_state_history.csv,A_existing_regime,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
avg_corr_risk_off_z,market_state_history.csv,A_existing_regime,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
p_regime_confidence,phase2b_meta_predictions.csv,A_existing_phase2b_pred,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
p_transition_quality,phase2b_meta_predictions.csv,A_existing_phase2b_pred,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
p_tail_risk,phase2b_meta_predictions.csv,A_existing_phase2b_pred,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
refined_state_is_calm_trend,market_state_history_refined.csv,B_phase_cc_refined_state_one_hot,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
refined_state_is_neutral_healthy,market_state_history_refined.csv,B_phase_cc_refined_state_one_hot,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
refined_state_is_neutral_mixed,market_state_history_refined.csv,B_phase_cc_refined_state_one_hot,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
refined_state_is_neutral_deteriorating,market_state_history_refined.csv,B_phase_cc_refined_state_one_hot,True,shift(+1) week + ffill via X.fillna,True,all source columns are computed walk-forward in their respective files; 1-week lag added here to guarantee feature at t uses only info up to t-1,True
