name,ann_return,delta_ann_return_vs_track_a,spy_beta,delta_spy_beta_vs_track_a,ief_beta,avg_BIL,delta_avg_BIL_vs_track_a,cash_drag_reduction_est_ann,beta_explained_return_est_ann,residual_return_vs_track_a_est_ann,return_source_label,offense_gross_contribution_ann,defense_gross_contribution_ann,equity_gross_contribution_ann,bil_gross_contribution_ann,cost_drag_ann
track_b_aggressive_cash_cap_20,0.073690692309617,0.0023489979902813207,0.27148789564389875,0.031257155154366195,0.20881126563362953,0.2000953763753547,-0.07596494280237917,0.0071053257218041625,0.0029236152929978366,-0.0005746173027165158,mostly_higher_beta_or_cash_drag,0.04570749744287347,0.026874148622034362,0.039031891792451374,0.00231904550729749,0.003739666043453715
track_b_aggressive_cash_cap_15_good_20_neutral,0.07409003782666268,0.002748343507327,0.2728141525436838,0.032583412054151245,0.20898779715850674,0.19613777897921694,-0.07992254019851694,0.007475496718292323,0.0030476657683372035,-0.00029932226101020334,mostly_higher_beta_or_cash_drag,0.04617024045504415,0.026874148622034362,0.03941855256424034,0.0022872266493020434,0.0037666284104263844
track_b_aggressive_cash_cap_10_good_18_neutral,0.07452793345330355,0.003186239133967872,0.2765881704245017,0.03635742993496913,0.2078723802642732,0.18710521638387873,-0.08895510279385516,0.008320350896744396,0.0034006657882659263,-0.0002144266542980543,mostly_higher_beta_or_cash_drag,0.04677447064283904,0.026874148622034362,0.039957249456559166,0.002211999032102436,0.003811226293245957
track_b_aggressive_offense_boost_10,0.0726482113867104,0.001306517067374724,0.25050690906844436,0.01027616857891181,0.2196153800776743,0.2544018004176925,-0.02165851876004138,0.002025813813119599,0.0009611739604054702,0.0003453431069692538,mostly_higher_beta_or_cash_drag,0.04441055522340338,0.026788029945897917,0.036805758755656254,0.002280619747629589,0.003563365521179894
track_b_aggressive_offense_boost_20,0.07363331165205822,0.0022916173327225398,0.25836382694610466,0.018133086456572106,0.21389665100363328,0.24127216412739422,-0.034788155050339664,0.003253884802313683,0.0016960650645227004,0.0005955522681998394,mostly_higher_beta_or_cash_drag,0.045899994654080546,0.026543231953171514,0.03802790670706913,0.0021435773619352593,0.003606813259995479
track_b_aggressive_cash10_offense10,0.07594667886971451,0.004604984550378832,0.28908575159286015,0.0488550111033276,0.20012209771224712,0.15996947134129894,-0.11609084783643495,0.010858473089937483,0.004569617960939604,3.5366589439228546e-05,mostly_higher_beta_or_cash_drag,0.04882186239695518,0.026788029945897917,0.04165432527809429,0.0019475969916123966,0.0039510006564840005
track_b_aggressive_cash10_offense20,0.07669464185324948,0.005352947533913799,0.2979568851712453,0.05772614468171275,0.19367298420447923,0.1453834937302084,-0.13067682544752549,0.012222761906258362,0.0053993729936003595,-4.642545968656063e-05,mostly_higher_beta_or_cash_drag,0.05021044183827404,0.02651404960991876,0.04282165500361299,0.0018023815493698383,0.004022716022177449
track_b_aggressive_rerisk_4w,0.06490017463101694,-0.006441519688318742,0.25664786821292296,0.016417127723390407,0.21227913683185876,0.25404749849681096,-0.022012820680922918,0.002058953185820415,0.0015355641113902964,-0.007977083799709038,no_return_improvement,0.03772688443781832,0.026838344558155106,0.03148063717939135,0.002240408545927996,0.004119997013237989
track_b_aggressive_vol_throttled,0.0769120604382354,0.005570366118899717,0.29675693894869004,0.05652619845915749,0.19522768861265383,0.1464311446311019,-0.12962917454663198,0.012124770640564197,0.005287136895666556,0.00028322922323316055,mostly_higher_beta_or_cash_drag,0.05035152144841386,0.026521647011465817,0.042860655733588396,0.0018178097109717798,0.0040010075608733296
track_b_aggressive_turnover_banded,0.07648655446458585,0.005144860145250174,0.28956379171510793,0.04933305122557538,0.2000369679922459,0.15988609740913692,-0.11617422176859696,0.010866271410094977,0.004614331096385487,0.0005305290488646867,mostly_higher_beta_or_cash_drag,0.049456802427163125,0.02662186533517922,0.042325108469861,0.0019500752910661802,0.003728893696030823
track_b_aggressive_blend_static_growth_30,0.08335237019223252,0.012010675872896837,0.44429513425466866,0.2040643937651361,0.004979154689007472,0.20824222342441392,-0.06781809575331996,0.006343316303329726,0.019087014778590514,-0.007076338905693678,mostly_higher_beta_or_cash_drag,0.061832994976886886,0.020684362916061197,0.05676295238675141,0.0019438728376716084,0.002450706182448321
track_b_aggressive_blend_static_growth_50,0.09046267167468192,0.019120977355346236,0.5803380634314262,0.3401073229418937,-0.14266892903265524,0.16303015958886705,-0.11303015958886684,0.0105721938388829,0.03181169129765088,-0.012690713942304643,mostly_higher_beta_or_cash_drag,0.07463357194907085,0.016557839112079083,0.07101211295611692,0.0015561215904112214,0.001750504416034515
