name,kind,research_status,ann_return,cagr,arithmetic_ann_return,ann_vol,sharpe,sortino,max_drawdown,calmar,var_5,cvar_5,hit_rate,avg_weekly_turnover,annualized_turnover,annualized_cost,avg_BIL,avg_cash,avg_SPY,avg_offense,avg_defense,avg_equity,max_single_etf_weight,spy_beta,ief_beta,holdout_ann_return,holdout_ann_vol,holdout_sharpe,holdout_max_drawdown,holdout_cvar_5,psr_zero_benchmark,dsr_proxy_trial_adjusted,multiple_testing_adjusted_support,delta_ann_return_vs_track_a,delta_sharpe_vs_track_a,delta_max_drawdown_vs_track_a,delta_cvar_5_vs_track_a,delta_avg_BIL_vs_track_a,delta_avg_offense_vs_track_a,delta_avg_equity_vs_track_a,delta_spy_beta_vs_track_a
track_b_aggressive_cash_cap_20,candidate,research_only,0.073690692309617,0.073690692309617,0.0744205457464026,0.08081497497002206,0.911844523084394,1.1747025780193583,-0.11609349725187357,0.6347529711310144,-0.017659854627751857,-0.026752929055139422,0.5954954954954955,0.07198150288259735,3.743038149895062,0.003739666043453715,0.2000953763753547,0.2000953763753547,0.08985046016670481,0.48312385491240084,0.47787639686370587,0.3638658713979858,1.0,0.27148789564389875,0.20881126563362953,0.1822784251908578,0.0823022952573168,2.21474291355991,-0.07285258948618956,-0.023000798283863352,0.9999787294232892,0.6813147290286163,0.917704138706099,0.0023489979902813207,-0.0364111207564356,-5.891839426397372e-05,-0.0018050001977394613,-0.07596494280237917,0.07596494280237953,0.06895609498356198,0.031257155154366195
track_b_aggressive_cash_cap_15_good_20_neutral,candidate,research_only,0.07409003782666268,0.07409003782666268,0.07482450753360517,0.08120537048436205,0.912378545713678,1.176794137945344,-0.11609349725187357,0.6381928323333974,-0.018023752481593058,-0.02690448655234343,0.5954954954954955,0.07250047748445042,3.7700248291914216,0.0037666284104263844,0.19613777897921694,0.19613777897921694,0.09070612201738541,0.48708145230853855,0.47391879946756815,0.3672367822692207,1.0,0.2728141525436838,0.20898779715850674,0.1822784251908578,0.0823022952573168,2.21474291355991,-0.07285258948618956,-0.023000798283863352,0.9999790914515543,0.6827331670615986,0.9191048260635115,0.002748343507327,-0.03587709812715156,-5.891839426397372e-05,-0.0019565576949434685,-0.07992254019851694,0.07992254019851724,0.07232700585479684,0.032583412054151245
track_b_aggressive_cash_cap_10_good_18_neutral,candidate,research_only,0.07452793345330355,0.07452793345330355,0.07530891222138085,0.08213737344168286,0.9073571546114514,1.1706757426502548,-0.11611247212959219,0.6418598457719815,-0.018210485418645526,-0.02724743021425937,0.5963963963963964,0.07335890243294396,3.814662926513086,0.003811226293245957,0.18710521638387873,0.18710521638387873,0.09268987986374612,0.4961140149038767,0.4648862368722299,0.3744195972962856,1.0,0.2765881704245017,0.2078723802642732,0.18243621318816672,0.08232559592394349,2.216032706968929,-0.07285258948618956,-0.023000798283863352,0.9999774515444155,0.6764648706822081,0.9127600253436849,0.003186239133967872,-0.04089848922937822,-7.789327198259866e-05,-0.002299501356859409,-0.08895510279385516,0.08895510279385538,0.07950982088186176,0.03635742993496913
track_b_aggressive_offense_boost_10,candidate,research_only,0.0726482113867104,0.0726482113867104,0.07320084328253763,0.0777112868121463,0.9348476182401275,1.1564467086835521,-0.11801563064438025,0.6155812665664878,-0.016085813114069383,-0.025939935622900954,0.554954954954955,0.068588051059681,3.5665786551034118,0.003563365521179894,0.2544018004176925,0.2544018004176925,0.06251126837752487,0.4306166625481667,0.5305360233947382,0.31231478832158643,1.0,0.25050690906844436,0.2196153800776743,0.17989034126954628,0.08449577935509163,2.1289861179167437,-0.07463399700349937,-0.023894772495315342,0.9999854014908071,0.7115069007586995,0.943518367932506,0.001306517067374724,-0.01340802560070209,-0.00198105178677066,-0.0009920067655009926,-0.02165851876004138,0.02345775043814541,0.017405011907162593,0.01027616857891181
track_b_aggressive_offense_boost_20,candidate,research_only,0.07363331165205822,0.07363331165205822,0.07425643055560797,0.07943943131415185,0.9269113642174414,1.1445430685974542,-0.12016053356672007,0.6127911508579708,-0.016421595097387057,-0.02658664690207358,0.5558558558558558,0.06942433791001912,3.610065571320994,0.003606813259995479,0.24127216412739422,0.24127216412739422,0.06509917563402075,0.44781725956868834,0.5137882847983195,0.3253853403580532,1.0,0.25836382694610466,0.21389665100363328,0.1807083406154777,0.0862561303946589,2.095020258718532,-0.07587228459271778,-0.024531930620730665,0.999983240121368,0.7006548325626458,0.9351560295726631,0.0022916173327225398,-0.02134427962338825,-0.00412595470911048,-0.0016387180446736198,-0.034788155050339664,0.04065834745866703,0.03047556394362938,0.018133086456572106
track_b_aggressive_cash10_offense10,candidate,research_only,0.07594667886971451,0.07594667886971451,0.07689149256476813,0.08524697778382723,0.8909017169183782,1.146214192104361,-0.11835663769864624,0.6416765493379945,-0.018856866753105272,-0.028457924058900463,0.5945945945945946,0.07604929473359993,3.9545633261471966,0.0039510006564840005,0.15996947134129894,0.15996947134129894,0.09805818778703623,0.5250489916245602,0.4361036943183446,0.3967139010187612,1.0,0.28908575159286015,0.20012209771224712,0.1833843752982094,0.0846318156209828,2.1668491211329135,-0.07463399700349926,-0.023894772495315342,0.9999704366553634,0.6533648968211127,0.8856194196011813,0.004604984550378832,-0.05735392692245145,-0.002322058841036645,-0.003509995201500502,-0.11609084783643495,0.11789007951453889,0.10180412460433735,0.0488550111033276
track_b_aggressive_cash10_offense20,candidate,research_only,0.07669464185324948,0.07669464185324948,0.07775949160033338,0.08723117138402801,0.8792114176205162,1.1273539301382405,-0.12053167272080367,0.6363028083987757,-0.019386994138350797,-0.029231116264444277,0.5945945945945946,0.0774296799718556,4.026343358536491,0.004022716022177449,0.1453834937302084,0.1453834937302084,0.10183984033976266,0.5441378578983215,0.41764691131090387,0.4116846616254772,1.0,0.2979568851712453,0.19367298420447923,0.1841489974632149,0.08638408009265912,2.1317469291296396,-0.07587228459271755,-0.024531930620730665,0.9999639113511055,0.635758345956423,0.8603730174272438,0.005352947533913799,-0.06904422622031336,-0.004497093863194079,-0.004283187407044316,-0.13067682544752549,0.13697894578830017,0.11677488521105334,0.05772614468171275
track_b_aggressive_rerisk_4w,candidate,research_only,0.06490017463101694,0.06490017463101694,0.06596305159709112,0.07793901625273825,0.8327045650738091,1.0047567509748618,-0.11634181135983024,0.5578405035339278,-0.0160961852869715,-0.026582310179606754,0.5540540540540541,0.07930215517607977,4.123712069156149,0.004119997013237989,0.25404749849681096,0.25404749849681096,0.06284069199694976,0.429564037889352,0.5315041465914059,0.3083964116913189,1.0,0.25664786821292296,0.21227913683185876,0.18556437777133272,0.08297286640036348,2.236446513441409,-0.07293164248367168,-0.023000798283863352,0.9999106350885046,0.5499272831456623,0.6542471574244527,-0.006441519688318742,-0.11555107876702053,-0.0003072325022206446,-0.0016343813222067932,-0.022012820680922918,0.02240512577933068,0.013486635276895031,0.016417127723390407
track_b_aggressive_vol_throttled,candidate,research_only,0.0769120604382354,0.0769120604382354,0.07794457730422893,0.08704082483539169,0.8836320265081193,1.13664610448794,-0.12036045805549489,0.6390143547208283,-0.019386994138350797,-0.029100004944666857,0.5954954954954955,0.07701183312355891,4.004615322425064,0.0040010075608733296,0.1464311446311019,0.1464311446311019,0.10176437463837089,0.543079697941275,0.41870296091475656,0.41123049775312476,1.0,0.29675693894869004,0.19522768861265383,0.18382607334935197,0.08635809807141011,2.1286489333906466,-0.07587228459271778,-0.024531930620730665,0.9999669533985746,0.6435933198078841,0.8721426990849493,0.005570366118899717,-0.06462361733271027,-0.004325879197885296,-0.004152076087266896,-0.12962917454663198,0.13592078583125367,0.11632072133870092,0.05652619845915749
track_b_aggressive_turnover_banded,candidate,research_only,0.07648655446458585,0.07648655446458585,0.07739116897906886,0.08521638834376513,0.8975568661281103,1.1559069954815995,-0.11733052401034594,0.6518896519872479,-0.01900794711156818,-0.028418369619576982,0.5954954954954955,0.07177415555584055,3.7322560889037084,0.003728893696030823,0.15988609740913692,0.15988609740913692,0.09807987512382635,0.5252927653352734,0.43580921135995154,0.39678067926960614,1.0,0.28956379171510793,0.2000369679922459,0.18421835911501216,0.08466208574365204,2.175925120399303,-0.07459561180674756,-0.02389471474371145,0.9999736185381958,0.6631919665087592,0.8979301242794506,0.005144860145250174,-0.050698777712719356,-0.0012959451527363441,-0.003470440762177021,-0.11617422176859696,0.11813385322525205,0.1018709028551823,0.04933305122557538
