name,Date,gross_return,net_return,turnover,cost,wealth,drawdown
track_b_aggressive_cash_cap_20,2005-01-07,0.00012381854029493383,0.00012381854029493383,,0.0,1.000123818540295,0.0
track_b_aggressive_cash_cap_20,2005-01-14,-0.01337690162744215,-0.01337690162744215,0.0,0.0,0.9867452606044197,-0.013376901627442095
track_b_aggressive_cash_cap_20,2005-01-21,0.003701015663582603,0.003701015663582603,0.0,0.0,0.9903972202698825,-0.0097253940863129
track_b_aggressive_cash_cap_20,2005-01-28,0.017494500393927966,0.017494500393927966,0.0,0.0,1.0077237248300392,0.0
track_b_aggressive_cash_cap_20,2005-02-04,0.0021816124852080563,0.0021816124852080563,0.0,0.0,1.0099221874897688,0.0
track_b_aggressive_cash_cap_20,2005-02-11,-0.002521812625427448,-0.002521812625427448,0.0,0.0,1.0073753529666578,-0.0025218126254273887
track_b_aggressive_cash_cap_20,2005-02-18,0.006822897417813077,0.006822897417813077,0.0,0.0,1.0142485716611824,0.0
track_b_aggressive_cash_cap_20,2005-02-25,0.006149431463026723,0.006149431463026723,0.0,0.0,1.0204856237390858,0.0
track_b_aggressive_cash_cap_20,2005-03-04,-0.01204635529584725,-0.01204635529584725,0.0,0.0,1.0081924913412204,-0.01204635529584741
track_b_aggressive_cash_cap_20,2005-03-11,-0.010866049596651491,-0.010866049596651491,0.0,0.0,0.997237421727335,-0.02278150859839534
track_b_aggressive_cash_cap_20,2005-03-18,-0.010719523298655786,-0.010719523298655786,0.0,0.0,0.9865475119508375,-0.03325682498485205
track_b_aggressive_cash_cap_20,2005-03-25,0.00029328322144555545,0.00029328322144555545,0.0,0.0,0.9868368497832515,-0.03297329543217309
track_b_aggressive_cash_cap_20,2005-04-01,0.005351990352043235,0.005351990352043235,0.0,0.0,0.9921183910823321,-0.027797777839157933
track_b_aggressive_cash_cap_20,2005-04-08,-0.0310236812594938,-0.0310236812594938,0.0,0.0,0.961339226345712,-0.05795906969924758
track_b_aggressive_cash_cap_20,2005-04-15,0.009826135502024158,0.009826135502024158,0.0,0.0,0.970785475847196,-0.04870244786965949
track_b_aggressive_cash_cap_20,2005-04-22,-0.0023975783751132274,-0.0023975783751132274,0.0,0.0,0.9684579415834308,-0.050983258308945345
track_b_aggressive_cash_cap_20,2005-04-29,0.014419982369320584,0.014419982369320584,0.0,0.0,0.9824230880264923,-0.03729845362557038
track_b_aggressive_cash_cap_20,2005-05-06,-0.008330782562693524,-0.008330782562693524,0.0,0.0,0.9742387348955737,-0.04531851088118455
