name,kind,market_state,n_weeks,ann_return,ann_vol,sharpe,max_drawdown,cvar_5,calmar
track_a_production,benchmark,calm_trend,295,0.04047669238584217,0.07670199134548726,0.5277137095896742,-0.14151674403915193,-0.02590709097514266,0.2860205176473246
track_a_production,benchmark,neutral_mixed,493,0.1122941191662723,0.07618822888591259,1.4739037881353847,-0.08626100182449736,-0.024459648080026045,1.3017947483932624
track_a_production,benchmark,recovery_confirmed,44,0.025296620061159958,0.0746864583553565,0.33870423927185306,-0.05397174559702467,-0.02209750085814312,0.46870116542153306
track_a_production,benchmark,recovery_fragile,49,0.06722924137164665,0.05810884711039341,1.1569536260791167,-0.031297262286556715,-0.017121151411275945,2.1480869718283313
track_a_production,benchmark,stressed_panic,229,0.03569658384174068,0.07447914150912471,0.47928296592096675,-0.12163728042218092,-0.023123864128247785,0.2934674609449037
spy_buy_hold,benchmark,calm_trend,295,0.0862755637333501,0.12231540871437127,0.7053531900859624,-0.180898846395682,-0.04153813693249049,0.47692710844954
spy_buy_hold,benchmark,neutral_mixed,493,0.1185543891410279,0.1414371249375408,0.8382126630004816,-0.24082743130214745,-0.04363865739168082,0.4922794239012038
spy_buy_hold,benchmark,recovery_confirmed,44,0.06597451292275691,0.12125443278988828,0.5440998024136459,-0.0915860534626235,-0.03487489010428879,0.7203554518230364
spy_buy_hold,benchmark,recovery_fragile,49,0.2692228303013373,0.11479914249789305,2.345164122687401,-0.07837996684013182,-0.029469670301238964,3.4348423602992755
spy_buy_hold,benchmark,stressed_panic,229,0.07715812320327364,0.2863262478314016,0.26947624881637433,-0.45099174726200175,-0.09188485161127959,0.17108544373972537
static_60_spy_40_ief,benchmark,calm_trend,295,0.06885360506523153,0.07124859800071753,0.9663854026227732,-0.08427156078088982,-0.023011967545314302,0.8170443792331588
static_60_spy_40_ief,benchmark,neutral_mixed,493,0.08794134787274999,0.08137276609909688,1.0807221148861252,-0.12486058196401362,-0.02403811938679744,0.7043163381866647
static_60_spy_40_ief,benchmark,recovery_confirmed,44,0.03863931734683601,0.0695689938715844,0.5554100353694826,-0.05481118746340985,-0.021315077140723063,0.7049531151396847
static_60_spy_40_ief,benchmark,recovery_fragile,49,0.15110165776378115,0.06739627461218058,2.2419882795194206,-0.037267127341290895,-0.019113603110863412,4.054556080483427
static_60_spy_40_ief,benchmark,stressed_panic,229,0.07500313928435887,0.17014457424159615,0.44082004741366854,-0.2647892114236825,-0.052644096222101276,0.2832560242205195
static_80_spy_20_bil,benchmark,calm_trend,295,0.07219292659063625,0.0978297489316045,0.7379445146190484,-0.1465625622315846,-0.03318686879105111,0.49257413006033335
static_80_spy_20_bil,benchmark,neutral_mixed,493,0.09784947685438228,0.11311814642724126,0.8650201576395177,-0.19577693997630008,-0.034862181000717134,0.49980082877088344
static_80_spy_20_bil,benchmark,recovery_confirmed,44,0.05615484714920416,0.09700928581351402,0.5788605356517471,-0.0726709076807096,-0.027856951243482614,0.7727280275062587
static_80_spy_20_bil,benchmark,recovery_fragile,49,0.2156170413352918,0.09182057542884513,2.348243194167093,-0.06285060399203046,-0.02349568845853855,3.430627991461026
