annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_exposure,average_ml_exposure,average_number_of_etfs_held,top_quintile_hit_rate,active_weeks,strategy_name,market_state,weeks
-0.05673307033524877,0.13347293110480415,-0.42505300412337127,-0.17942720001965728,-0.3161899106101713,-0.044857341900214544,0.34920792079207924,0.01815881188118812,0.09999999999999996,0.9000000000000005,11.0,0.30198019801980197,101,cross_asset_attention_ranker_seed1__top10__equal_weight__defensive_first,calm_trend,101
0.1476451928212854,0.08982189882384697,1.64375497239084,-0.05880748323248919,2.510653146600165,-0.023908281397819954,0.3592561983471074,0.01868132231404959,0.4500000000000001,0.5499999999999998,11.0,0.368595041322314,121,cross_asset_attention_ranker_seed1__top10__equal_weight__defensive_first,neutral_mixed,121
0.09622122099991093,0.1584789600443861,0.6071545457703768,-0.046659534949298864,2.062198457495702,-0.038089372081729966,0.5842857142857143,0.030382857142857142,0.1,0.8999999999999998,11.0,0.42380952380952375,21,cross_asset_attention_ranker_seed1__top10__equal_weight__defensive_first,recovery_confirmed,21
0.03165351751203693,0.07173730977696699,0.441242048390837,-0.03397032840194247,0.9317989846170265,-0.023373209605080957,0.3235714285714287,0.016825714285714288,0.5,0.5,11.0,0.25714285714285706,14,cross_asset_attention_ranker_seed1__top10__equal_weight__defensive_first,recovery_fragile,14
-0.017631320394452588,0.05313038613072899,-0.33185003306902694,-0.032731417633554805,-0.5386665677559207,-0.021403778344332124,0.12971830985915497,0.006745352112676059,0.85,0.15000000000000002,11.0,0.31971830985915495,71,cross_asset_attention_ranker_seed1__top10__equal_weight__defensive_first,stressed_panic,71
0.11579493526347706,0.01937110185125624,5.977715472905204,-0.0012000000000000899,96.49577938622366,-0.0012,0.66,0.03432,0.55,0.6,8.5,,4,cross_asset_attention_ranker_seed1__top10__equal_weight__defensive_first,unknown,4
-0.06544970157161711,0.14327058105443338,-0.4568258262786729,-0.21848193966199647,-0.29956572919881336,-0.0500145459292084,0.4449770887196161,0.023138808613420034,0.0,1.0,10.0,0.30198019801980197,101,cross_asset_attention_ranker_seed1__top10__inverse_vol__bil_fallback_original,calm_trend,101
0.2095232850360209,0.118667607592762,1.7656316604532318,-0.08256791435014432,2.5375872296773676,-0.03171668578645822,0.5051783319195313,0.026269273259815627,0.25,0.75,11.0,0.368595041322314,121,cross_asset_attention_ranker_seed1__top10__inverse_vol__bil_fallback_original,neutral_mixed,121
0.12271033450394042,0.1766204227687771,0.6947686602731489,-0.052554455825480906,2.334917802430077,-0.04335941935161641,0.637452014751404,0.03314750476707301,0.0,1.0,10.0,0.42380952380952375,21,cross_asset_attention_ranker_seed1__top10__inverse_vol__bil_fallback_original,recovery_confirmed,21
0.10983454017199135,0.14129114372491408,0.7773632322336708,-0.07067048269019005,1.5541784347715764,-0.03491302756266226,0.8074813864058603,0.041989032093104735,0.0,1.0,10.0,0.25714285714285706,14,cross_asset_attention_ranker_seed1__top10__inverse_vol__bil_fallback_original,recovery_fragile,14
-0.030130162714017916,0.0855648171280447,-0.3521326139098644,-0.05701549891796409,-0.5284556530386634,-0.03472571493737562,0.22187204214607584,0.011537346191595946,0.75,0.25,11.0,0.31971830985915495,71,cross_asset_attention_ranker_seed1__top10__inverse_vol__bil_fallback_original,stressed_panic,71
0.11402490100068774,0.03774004152310677,3.02132420630419,-0.003134754178473864,36.37443145739742,-0.0031347541784738087,0.9263625441467991,0.04817085229563355,0.25,1.0,7.75,,4,cross_asset_attention_ranker_seed1__top10__inverse_vol__bil_fallback_original,unknown,4
