cik10,company_name,trailing_1y_cagr,trailing_1y_cagr_change,trailing_1y_sharpe,trailing_1y_drawdown,full_cagr
0001327567,PALO ALTO NETWORKS INC,0.9120638605479301,-0.16326313097599732,2.369106228312606,-0.15699849621597817,0.37017695910469284
0001361113,VARONIS SYSTEMS INC,0.9126664231498607,-0.16266056837406673,2.362157124029479,-0.16152279863946484,0.3607849536307963
0001107843,"QUALYS, INC.",0.9690714507548879,-0.10625554076903954,2.5007556580058585,-0.13891105074828358,0.37130459675853045
0000851310,HARMONIC INC.,0.9866279914205431,-0.08869900010338427,2.506796885789906,-0.14195434761437997,0.37474052412891146
0001713683,"ZSCALER, INC.",1.0263923534362966,-0.048934638087630766,2.635630925967854,-0.10989415390164581,0.39476919785266684
0001393052,VEEVA SYSTEMS INC,1.0286083295315671,-0.0467186619923603,2.6405701919766824,-0.10969123898994704,0.3814653651392772
0001104485,"NORTHERN OIL & GAS, INC.",1.0573896634380202,-0.0179373280859072,2.681009348784664,-0.10976903042317088,0.3864003471732067
0001031308,BENTLEY SYSTEMS INC,1.064640390568314,-0.010686600955613468,2.6875631804105358,-0.11054010715652485,0.3897496399806364
0001792849,"HIGHPEAK ENERGY, INC.",1.0707386891624524,-0.004588302361475005,2.700682947494178,-0.10738568326294073,0.3846973490560779
0001070412,CNX RESOURCES CORP,1.0753269915239274,0.0,2.708873039423197,-0.10669251571766492,0.39221344087707877
0001013857,PEGASYSTEMS INC,1.0753269915239274,0.0,2.708873039423196,-0.1066925157176648,0.39174641453717807
0001528129,"VITAL ENERGY, INC.",1.0753269915239274,0.0,2.7088730394231972,-0.10669251571766492,0.3917737974966429
0001819974,"SKYWATER TECHNOLOGY, INC",1.0753269915239279,4.440892098500626e-16,2.708873039423199,-0.10669251571766458,0.3870050554725535
0000033213,EQT CORP,1.0753269915239279,4.440892098500626e-16,2.708873039423199,-0.10669251571766458,0.3896879427885205
0000785786,PLEXUS CORP,1.0753269915239279,4.440892098500626e-16,2.7088730394231986,-0.1066925157176647,0.3917737974966429
0001679268,"MAMMOTH ENERGY SERVICES, INC.",1.0753269915239279,4.440892098500626e-16,2.7088730394231986,-0.10669251571766447,0.3700121801228551
0001520006,MATADOR RESOURCES CO,1.0753269915239279,4.440892098500626e-16,2.7088730394231986,-0.10669251571766492,0.3917737974966429
0001493761,TURTLE BEACH CORP,1.0753269915239279,4.440892098500626e-16,2.7088730394231972,-0.10669251571766458,0.3833806531262347
0001475115,"EVENTBRITE, INC.",1.0753269915239279,4.440892098500626e-16,2.7088730394231986,-0.1066925157176648,0.3850655583480649
0001855747,"BLEND LABS, INC.",1.0753269915239279,4.440892098500626e-16,2.708873039423199,-0.1066925157176647,0.3917737974966429
0001114995,IMPINJ INC,1.0753269915239283,8.881784197001252e-16,2.708873039423199,-0.10669251571766447,0.38450611065945783
0001171486,NATURAL RESOURCE PARTNERS LP,1.0753269915239283,8.881784197001252e-16,2.7088730394231986,-0.10669251571766458,0.382389278125127
0001621434,"BLACK STONE MINERALS, L.P.",1.0753269915239287,1.3322676295501878e-15,2.7088730394232,-0.1066925157176648,0.39699111484685234
0000874499,GULFPORT ENERGY CORP,1.0753269915239287,1.3322676295501878e-15,2.708873039423199,-0.1066925157176648,0.38987638722553464
0001615165,"VERITONE, INC.",1.0753269915239292,1.7763568394002505e-15,2.7088730394232003,-0.10669251571766458,0.37022985719940604
0000917273,RAMBUS INC,1.087049008262634,0.011722016738706653,2.7444213402656263,-0.09872342030197478,0.39468261540717364
