decision_date,feature_asof_date,label_end_date,asset,momentum_4w,momentum_13w,momentum_26w,momentum_52w_skip_4w,moving_average_distance_13w,moving_average_distance_26w,volatility_13w,volatility_26w,downside_volatility_26w,drawdown_26w,positive_week_share_26w,forward_4w_return,forward_4w_relative_return,mlquant_factor_asof_date,mlquant_best_002,mlquant_original_001
2006-01-06,2005-12-30,2006-02-03,EFA,0.028590982137564058,0.041868913801853536,0.15696820447782467,0.10171583104694504,0.04204535042985258,0.06530893413614969,0.11113176057090954,0.10908516332706719,0.06374928120847478,-0.006187336941884891,0.6538461538461539,-0.004323542090648669,0.000125330836470261,2005-12-30,-1.1102720499038696,-0.20841245353221893
2006-01-06,2005-12-30,2006-02-03,EWJ,0.06574308306051413,0.11382839136457545,0.33901058756751246,0.1666667800284769,0.08078022541073393,0.15426924800747965,0.1612996463155476,0.158312334211589,0.07130249827572037,-0.009523690368199889,0.6923076923076923,-0.021141714162356662,-0.016692841235237732,2005-12-30,-1.5067979097366333,1.7678420543670654
2006-01-06,2005-12-30,2006-02-03,GLD,0.025039788232750437,0.10449680917324411,0.20796255057265567,0.1488584605327321,0.059974747741233125,0.1125878801031881,0.19082150168306874,0.14612806652162197,0.09067698018929235,-0.015648848682174976,0.7307692307692307,0.051749789950218616,0.056198662877337546,2005-12-30,-0.7137463092803955,1.8453246355056763
2006-01-06,2005-12-30,2006-02-03,IWM,-0.02676713902450989,0.008854882938099662,0.05005869075913805,0.07335811780067569,0.011843213870722513,0.013252367411213273,0.1366889741010435,0.13337428863765757,0.08676653407292736,-0.02676713902450989,0.5769230769230769,0.031174013745712825,0.035622886672831755,2005-12-30,-0.3172205686569214,0.15989552438259125
2006-01-06,2005-12-30,2006-02-03,LQD,0.010372104431046303,-0.000824297137115626,-0.008348697723676857,0.0012118013626716273,0.008169294009392924,0.0007919282991399879,0.04560500910174147,0.03889818743794513,0.029699522853094858,-0.016904236390633876,0.5384615384615384,-0.008046164306725445,-0.0035972913796065153,2005-12-30,1.6654083728790283,-1.490696668624878
2006-01-06,2005-12-30,2006-02-03,QQQ,-0.0380551625448039,0.026545583262317818,0.1028447104499095,0.05583457679279635,0.0031998000111128633,0.019996133906657665,0.138782038759745,0.12385064093004473,0.06570621565061754,-0.0380551625448039,0.5,-0.04123697959190509,-0.03678810666478616,2005-12-30,0.07930531352758408,-0.2240372896194458
2006-01-06,2005-12-30,2006-02-03,SPY,-0.013243834180074243,0.017311297515764323,0.05164219104451906,0.062352299462859584,0.012480564534377736,0.017830360422354197,0.10107060029571291,0.09065751480018241,0.05997739269473484,-0.01775035641393896,0.5769230769230769,-0.016895258291335757,-0.012446385364216828,2005-12-30,0.07930531352758408,-0.8349337577819824
2006-01-06,2005-12-30,2006-02-03,TLT,0.031083234245733227,0.01368972329524909,-0.01116251000845414,0.05325050067309589,0.024945717438640713,0.014198783113789526,0.0863992240989664,0.08073484539732119,0.05957500495118731,-0.017841690909843,0.5384615384615384,-0.0059663896277798445,-0.0015175167006609147,2005-12-30,1.6654083728790283,-0.47970816493034363
2006-01-06,2005-12-30,2006-02-03,VNQ,-0.009155870406806876,0.011825171047961991,0.04509566191490455,0.12971651924763417,0.02160788442526229,0.02161249079866656,0.16130108489479822,0.164858832670962,0.1138957615839346,-0.01622453131285473,0.5,0.017346706358073227,0.021795579285192157,2005-12-30,0.47583097219467163,-0.4374118745326996
2006-02-03,2006-01-27,2006-03-03,EFA,0.05586433578569894,0.13827588809318558,0.1844733872963218,0.16073986750571634,0.06163281026581324,0.0959022701653498,0.1427941025984354,0.14513407008074214,0.07698089177958392,0.0,0.5769230769230769,0.008041197759309116,-0.001425460020057532,2006-01-27,1.0336227416992188,0.31411826610565186
