variant,decision_date,assets,rank_ic,engine
real,2019-09-06,14,-0.15039186080517036,matched_baseline
real,2019-10-04,14,0.04776120362137394,matched_baseline
real,2019-11-01,14,-0.44525296552140325,matched_baseline
real,2019-12-06,14,0.21953740026775537,matched_baseline
real,2020-01-03,14,-0.2175959020936635,matched_baseline
real,2020-02-07,14,-0.187883142421916,matched_baseline
real,2020-03-06,14,0.17870613961444548,matched_baseline
real,2020-04-03,14,0.2959204928521662,matched_baseline
real,2020-05-01,14,0.036080071501509194,matched_baseline
real,2020-06-05,14,0.19816362945319785,matched_baseline
real,2020-07-03,14,-0.034297824028817675,matched_baseline
real,2020-08-07,14,0.32495751426745284,matched_baseline
real,2020-09-04,14,-0.2509559434591653,matched_baseline
real,2020-10-02,14,0.1968582309775177,matched_baseline
real,2020-11-06,14,0.5459139259902338,matched_baseline
real,2020-12-04,14,-0.08689772806442188,matched_baseline
real,2021-01-01,14,0.2387098569902907,matched_baseline
real,2021-02-05,14,0.14749561103676442,matched_baseline
real,2021-03-05,14,0.5012348481688654,matched_baseline
real,2021-04-02,14,0.4575323631305901,matched_baseline
real,2021-05-07,14,0.5324728525391671,matched_baseline
real,2021-06-04,14,0.016945723218771747,matched_baseline
real,2021-07-02,14,0.3016806989464926,matched_baseline
real,2021-08-06,14,0.3519550422350763,matched_baseline
real,2021-09-03,14,0.05372420313833969,matched_baseline
real,2021-10-01,14,0.11930872668568834,matched_baseline
real,2021-11-05,14,-0.6867146035569047,matched_baseline
real,2021-12-03,14,0.4494663641527724,matched_baseline
real,2022-01-07,14,0.04451264294805484,matched_baseline
real,2022-02-04,14,0.09780438226237315,matched_baseline
real,2022-03-04,14,0.11997536718371972,matched_baseline
real,2022-04-01,14,0.25518480996736415,matched_baseline
real,2022-05-06,14,-0.3158859273831886,matched_baseline
real,2022-06-03,14,0.25134313248727375,matched_baseline
real,2022-07-01,14,0.1650906178361623,matched_baseline
real,2022-08-05,14,-0.1941575860277102,matched_baseline
real,2022-09-02,14,0.07665434645698953,matched_baseline
real,2022-10-07,14,0.259820362210851,matched_baseline
real,2022-11-04,14,-0.4848334732395661,matched_baseline
real,2022-12-02,14,0.4246604523599622,matched_baseline
real,2023-01-06,14,0.5745832973592442,matched_baseline
real,2023-02-03,14,0.1549334597842499,matched_baseline
real,2023-03-03,14,-0.07163393984139964,matched_baseline
real,2023-04-07,14,0.11198004379912357,matched_baseline
real,2023-05-05,14,0.012907155705228966,matched_baseline
real,2023-06-02,14,-0.38527343489903165,matched_baseline
real,2023-07-07,14,-0.22434856263339195,matched_baseline
real,2023-08-04,14,-0.07784088194007231,matched_baseline
real,2023-09-01,14,0.17647167623566867,matched_baseline
real,2023-10-06,14,0.4177422842073327,matched_baseline
real,2023-11-03,14,-0.28978291799424866,matched_baseline
real,2023-12-01,14,0.048834511095526105,matched_baseline
real,2024-01-05,14,-0.10729757184502271,matched_baseline
real,2024-02-02,14,-0.35726935163131657,matched_baseline
real,2024-03-01,14,0.2564408766803702,matched_baseline
real,2024-04-05,14,-0.40174907877030624,matched_baseline
real,2024-05-03,14,0.5433832577193098,matched_baseline
real,2024-06-07,14,0.09909481936493683,matched_baseline
real,2024-07-05,14,-0.30588257118019413,matched_baseline
real,2024-08-02,14,0.15773397778365292,matched_baseline
real,2024-09-06,14,0.13828160102358777,matched_baseline
real,2024-10-04,14,0.23020044278603416,matched_baseline
real,2024-11-01,14,0.0389366253791413,matched_baseline
real,2024-12-06,14,-0.07671184187067615,matched_baseline
real,2025-01-03,14,-0.09063418632049768,matched_baseline
real,2025-02-07,14,-0.8379616586958492,matched_baseline
real,2025-03-07,14,-0.30492029091366935,matched_baseline
real,2025-04-04,14,-0.20348348991667106,matched_baseline
real,2025-05-02,14,0.5809785549735079,matched_baseline
real,2025-06-06,14,0.15444266584271937,matched_baseline
real,2025-07-04,14,0.058375128198876365,matched_baseline
real,2025-08-01,14,-0.014202750492852972,matched_baseline
real,2025-09-05,14,0.7763355654260886,matched_baseline
real,2025-10-03,14,0.6486000323608322,matched_baseline
real,2025-11-07,14,0.16868427261540442,matched_baseline
real,2025-12-05,14,0.3153374223708696,matched_baseline
real,2026-01-02,14,0.6768974701861199,matched_baseline
real,2026-02-06,14,-0.3400984927114562,matched_baseline
real,2026-03-06,14,-0.08766653950641329,matched_baseline
real,2026-04-03,14,0.02903317552059555,matched_baseline
real,2026-05-01,14,0.2565562152041502,matched_baseline
real,2026-06-05,14,-0.0006281505376658497,matched_baseline
real,2026-07-03,14,-0.03304807661951386,matched_baseline
label_shuffle,2012-01-06,13,-0.21988119205359644,matched_baseline
label_shuffle,2012-02-03,13,0.1114904311197428,matched_baseline
label_shuffle,2012-03-02,13,0.11003021397072814,matched_baseline
label_shuffle,2012-04-06,13,-0.06902030826626009,matched_baseline
label_shuffle,2012-05-04,13,0.858112949771708,matched_baseline
label_shuffle,2012-06-01,13,0.14763316750523953,matched_baseline
label_shuffle,2012-07-06,13,0.13332735442223798,matched_baseline
label_shuffle,2012-08-03,13,-0.21181673570836687,matched_baseline
label_shuffle,2012-09-07,13,0.6471761217608926,matched_baseline
label_shuffle,2012-10-05,13,0.538747313256575,matched_baseline
label_shuffle,2012-11-02,13,0.357490535679795,matched_baseline
label_shuffle,2012-12-07,13,0.018168490082057995,matched_baseline
label_shuffle,2013-01-04,13,0.26930433028130923,matched_baseline
label_shuffle,2013-02-01,13,0.07001134359503247,matched_baseline
label_shuffle,2013-03-01,13,-0.13549095983055712,matched_baseline
label_shuffle,2013-04-05,13,0.11126673768294358,matched_baseline
label_shuffle,2013-05-03,13,-0.031175310729811705,matched_baseline
label_shuffle,2013-06-07,13,0.30130659536961846,matched_baseline
label_shuffle,2013-07-05,13,0.25718534171669716,matched_baseline
label_shuffle,2013-08-02,13,0.009382352324425967,matched_baseline
label_shuffle,2013-09-06,13,0.4755060746064711,matched_baseline
label_shuffle,2013-10-04,13,-0.613618382459604,matched_baseline
label_shuffle,2013-11-01,13,-0.222788643912076,matched_baseline
label_shuffle,2013-12-06,13,-0.0934519452843029,matched_baseline
label_shuffle,2014-01-03,13,-0.2690524632574081,matched_baseline
label_shuffle,2014-02-07,13,-0.2704266941044956,matched_baseline
label_shuffle,2014-03-07,13,0.3363825261679658,matched_baseline
label_shuffle,2014-04-04,13,-0.08011796076050427,matched_baseline
label_shuffle,2014-05-02,13,-0.11598511419562928,matched_baseline
label_shuffle,2014-06-06,13,-0.1982094398505236,matched_baseline
label_shuffle,2014-07-04,13,0.16102952889210104,matched_baseline
label_shuffle,2014-08-01,13,0.09975451630526264,matched_baseline
label_shuffle,2014-09-05,13,-0.6263771583551343,matched_baseline
label_shuffle,2014-10-03,13,0.47223441727543947,matched_baseline
label_shuffle,2014-11-07,13,0.13351026023522444,matched_baseline
label_shuffle,2014-12-05,13,0.29479812241242714,matched_baseline
label_shuffle,2015-01-02,13,0.2901755534412251,matched_baseline
label_shuffle,2015-02-06,13,-0.3379215020364476,matched_baseline
label_shuffle,2015-03-06,13,0.304488900810296,matched_baseline
label_shuffle,2015-04-03,13,-0.5301833462580207,matched_baseline
label_shuffle,2015-05-01,13,-0.3318440169911447,matched_baseline
label_shuffle,2015-06-05,13,0.6227726767110323,matched_baseline
label_shuffle,2015-07-03,13,-0.6934299780650213,matched_baseline
label_shuffle,2015-08-07,13,0.5152883023790914,matched_baseline
label_shuffle,2015-09-04,13,-0.4287709768280868,matched_baseline
label_shuffle,2015-10-02,13,0.10859838153559441,matched_baseline
label_shuffle,2015-11-06,13,-0.15491961074019858,matched_baseline
label_shuffle,2015-12-04,14,-0.31858143904199926,matched_baseline
label_shuffle,2016-01-01,14,0.7257121220208287,matched_baseline
label_shuffle,2016-02-05,14,-0.6146547582475872,matched_baseline
label_shuffle,2016-03-04,14,-0.393967396230839,matched_baseline
label_shuffle,2016-04-01,14,0.30781317210572945,matched_baseline
label_shuffle,2016-05-06,14,-0.34957523463418205,matched_baseline
label_shuffle,2016-06-03,14,0.5663614453428326,matched_baseline
label_shuffle,2016-07-01,14,-0.6939802449922821,matched_baseline
label_shuffle,2016-08-05,14,0.24320012543359393,matched_baseline
label_shuffle,2016-09-02,14,0.27541776104292226,matched_baseline
label_shuffle,2016-10-07,14,-0.35255355400116667,matched_baseline
label_shuffle,2016-11-04,14,0.01338287594643239,matched_baseline
label_shuffle,2016-12-02,14,0.4867025907473519,matched_baseline
label_shuffle,2017-01-06,14,-0.05766176097440868,matched_baseline
label_shuffle,2017-02-03,14,-0.029345196042018448,matched_baseline
label_shuffle,2017-03-03,14,-0.25601938573212324,matched_baseline
label_shuffle,2017-04-07,14,0.03225300466418441,matched_baseline
label_shuffle,2017-05-05,14,0.04686453750324262,matched_baseline
label_shuffle,2017-06-02,14,0.08971784533165375,matched_baseline
label_shuffle,2017-07-07,14,-0.3064744439345745,matched_baseline
label_shuffle,2017-08-04,14,0.6458828610997756,matched_baseline
label_shuffle,2017-09-01,14,-0.37026906273373866,matched_baseline
label_shuffle,2017-10-06,14,-0.14847913720778363,matched_baseline
label_shuffle,2017-11-03,14,-0.058738045226026936,matched_baseline
label_shuffle,2017-12-01,14,-0.25188075527042286,matched_baseline
label_shuffle,2018-01-05,14,-0.09946517921208312,matched_baseline
label_shuffle,2018-02-02,14,-0.22972811959602915,matched_baseline
label_shuffle,2018-03-02,14,0.3288369305879861,matched_baseline
label_shuffle,2018-04-06,14,0.40411781855960804,matched_baseline
label_shuffle,2018-05-04,14,-0.07105850792057862,matched_baseline
label_shuffle,2018-06-01,14,-0.3135133529053164,matched_baseline
label_shuffle,2018-07-06,14,0.3396675330773119,matched_baseline
label_shuffle,2018-08-03,14,-0.04871692816809091,matched_baseline
label_shuffle,2018-09-07,14,-0.22740371706079082,matched_baseline
label_shuffle,2018-10-05,14,0.03242802011105569,matched_baseline
label_shuffle,2018-11-02,14,0.269473247153213,matched_baseline
label_shuffle,2018-12-07,14,-0.27559431631383574,matched_baseline
label_shuffle,2019-01-04,14,-0.08857722666545158,matched_baseline
label_shuffle,2019-02-01,14,0.07969576478624292,matched_baseline
label_shuffle,2019-03-01,14,-0.0427417406667265,matched_baseline
label_shuffle,2019-04-05,14,0.13057108052165212,matched_baseline
label_shuffle,2019-05-03,14,-0.12102805205912424,matched_baseline
label_shuffle,2019-06-07,14,0.11691302460398058,matched_baseline
label_shuffle,2019-07-05,14,0.10718236122518411,matched_baseline
label_shuffle,2019-08-02,14,-0.3024869009277519,matched_baseline
label_shuffle,2019-09-06,14,0.19570483969695873,matched_baseline
label_shuffle,2019-10-04,14,0.5378059111555604,matched_baseline
label_shuffle,2019-11-01,14,0.22790196554108133,matched_baseline
label_shuffle,2019-12-06,14,0.07022690545522736,matched_baseline
label_shuffle,2020-01-03,14,-0.4200891386899492,matched_baseline
label_shuffle,2020-02-07,14,0.042667100017106094,matched_baseline
label_shuffle,2020-03-06,14,0.062212338450567346,matched_baseline
label_shuffle,2020-04-03,14,0.38145523044680846,matched_baseline
label_shuffle,2020-05-01,14,0.3185014877102983,matched_baseline
label_shuffle,2020-06-05,14,-0.401030024105458,matched_baseline
label_shuffle,2020-07-03,14,-0.4301956516024585,matched_baseline
label_shuffle,2020-08-07,14,-0.3563601776943166,matched_baseline
label_shuffle,2020-09-04,14,-0.040172593957364534,matched_baseline
label_shuffle,2020-10-02,14,-0.3313769782656993,matched_baseline
label_shuffle,2020-11-06,14,0.05349918037030113,matched_baseline
label_shuffle,2020-12-04,14,-0.13181827853583472,matched_baseline
label_shuffle,2021-01-01,14,-0.13765928551327802,matched_baseline
label_shuffle,2021-02-05,14,0.09493771444893372,matched_baseline
label_shuffle,2021-03-05,14,0.09588873251874121,matched_baseline
label_shuffle,2021-04-02,14,0.4463644048448401,matched_baseline
label_shuffle,2021-05-07,14,-0.2626487946774646,matched_baseline
label_shuffle,2021-06-04,14,0.20792514813791418,matched_baseline
label_shuffle,2021-07-02,14,0.08187556984886232,matched_baseline
label_shuffle,2021-08-06,14,0.03051650352701011,matched_baseline
label_shuffle,2021-09-03,14,0.25570142975648535,matched_baseline
label_shuffle,2021-10-01,14,-0.0416530079307138,matched_baseline
label_shuffle,2021-11-05,14,0.3325901486755218,matched_baseline
label_shuffle,2021-12-03,14,0.037978501191878886,matched_baseline
label_shuffle,2022-01-07,14,-0.2257188828725117,matched_baseline
label_shuffle,2022-02-04,14,0.03537327995555261,matched_baseline
label_shuffle,2022-03-04,14,0.1555774907436467,matched_baseline
label_shuffle,2022-04-01,14,0.04459323540823906,matched_baseline
label_shuffle,2022-05-06,14,0.17728951118965455,matched_baseline
label_shuffle,2022-06-03,14,-0.041261893592432715,matched_baseline
label_shuffle,2022-07-01,14,-0.2889877874584526,matched_baseline
label_shuffle,2022-08-05,14,-0.448476954591252,matched_baseline
label_shuffle,2022-09-02,14,-0.4828990486990025,matched_baseline
label_shuffle,2022-10-07,14,-0.1813955030351887,matched_baseline
label_shuffle,2022-11-04,14,0.34715942657842197,matched_baseline
label_shuffle,2022-12-02,14,0.2544445095329008,matched_baseline
label_shuffle,2023-01-06,14,-0.09405902370463351,matched_baseline
label_shuffle,2023-02-03,14,0.2610321927332101,matched_baseline
label_shuffle,2023-03-03,14,-0.4406944170781517,matched_baseline
label_shuffle,2023-04-07,14,0.48437920489757796,matched_baseline
label_shuffle,2023-05-05,14,0.19059444585271848,matched_baseline
label_shuffle,2023-06-02,14,0.405835195864554,matched_baseline
label_shuffle,2023-07-07,14,-0.4128165589063985,matched_baseline
label_shuffle,2023-08-04,14,-0.2252364449386423,matched_baseline
label_shuffle,2023-09-01,14,-0.13363123652352854,matched_baseline
label_shuffle,2023-10-06,14,-0.6184677144270055,matched_baseline
label_shuffle,2023-11-03,14,-0.22339030412205518,matched_baseline
label_shuffle,2023-12-01,14,0.1144789813485734,matched_baseline
label_shuffle,2024-01-05,14,0.31873322910267093,matched_baseline
label_shuffle,2024-02-02,14,-0.17359986262738142,matched_baseline
label_shuffle,2024-03-01,14,-0.41499962454001854,matched_baseline
label_shuffle,2024-04-05,14,-0.19647209793068734,matched_baseline
label_shuffle,2024-05-03,14,-0.1422515547569827,matched_baseline
label_shuffle,2024-06-07,14,0.1030129290010983,matched_baseline
label_shuffle,2024-07-05,14,0.03105835557030037,matched_baseline
label_shuffle,2024-08-02,14,0.2541459304659855,matched_baseline
label_shuffle,2024-09-06,14,-0.21961750178477296,matched_baseline
label_shuffle,2024-10-04,14,0.241746964316415,matched_baseline
label_shuffle,2024-11-01,14,-0.5108628950622507,matched_baseline
label_shuffle,2024-12-06,14,-0.2859018203947337,matched_baseline
label_shuffle,2025-01-03,14,0.27421952702131885,matched_baseline
label_shuffle,2025-02-07,14,0.09925918070389236,matched_baseline
label_shuffle,2025-03-07,14,-0.4055230657559325,matched_baseline
label_shuffle,2025-04-04,14,0.1648453105650292,matched_baseline
label_shuffle,2025-05-02,14,-0.0894987266721829,matched_baseline
label_shuffle,2025-06-06,14,-0.3781499761172945,matched_baseline
label_shuffle,2025-07-04,14,-0.14597876422005338,matched_baseline
label_shuffle,2025-08-01,14,-0.6176853773737446,matched_baseline
label_shuffle,2025-09-05,14,-0.263338910026905,matched_baseline
label_shuffle,2025-10-03,14,0.19935091331330723,matched_baseline
label_shuffle,2025-11-07,14,-0.04154381293049613,matched_baseline
label_shuffle,2025-12-05,14,0.48949240518159265,matched_baseline
label_shuffle,2026-01-02,14,-0.1503783981549217,matched_baseline
label_shuffle,2026-02-06,14,0.421060095429033,matched_baseline
label_shuffle,2026-03-06,14,-0.23541729895441393,matched_baseline
label_shuffle,2026-04-03,14,0.4667768208738989,matched_baseline
label_shuffle,2026-05-01,14,0.5289739911903267,matched_baseline
label_shuffle,2026-06-05,14,0.40474229033112125,matched_baseline
label_shuffle,2026-07-03,14,0.22190817794348572,matched_baseline
random_features,2012-01-06,13,0.7161901054025744,matched_baseline
random_features,2012-02-03,13,-0.07079594042134543,matched_baseline
random_features,2012-03-02,13,-0.40229964642130045,matched_baseline
random_features,2012-04-06,13,0.21600706045164975,matched_baseline
random_features,2012-05-04,13,0.4806971776059422,matched_baseline
random_features,2012-06-01,13,0.39156712776001207,matched_baseline
random_features,2012-07-06,13,-0.208528303972419,matched_baseline
random_features,2012-08-03,13,0.32608406324661404,matched_baseline
random_features,2012-09-07,13,-0.23113073439876106,matched_baseline
random_features,2012-10-05,13,0.2648513261706003,matched_baseline
random_features,2012-11-02,13,0.21262960290311034,matched_baseline
random_features,2012-12-07,13,-0.1088889800290307,matched_baseline
random_features,2013-01-04,13,-0.3185676614405722,matched_baseline
random_features,2013-02-01,13,-0.5326874378174993,matched_baseline
random_features,2013-03-01,13,-0.23656777517599864,matched_baseline
random_features,2013-04-05,13,0.22361892046380377,matched_baseline
random_features,2013-05-03,13,-0.07436166313439746,matched_baseline
random_features,2013-06-07,13,0.6416082575973011,matched_baseline
random_features,2013-07-05,13,0.6668543024519586,matched_baseline
random_features,2013-08-02,13,-0.07044364994852953,matched_baseline
random_features,2013-09-06,13,0.1806320874240644,matched_baseline
random_features,2013-10-04,13,0.3661435989177618,matched_baseline
random_features,2013-11-01,13,-0.02331773794574809,matched_baseline
random_features,2013-12-06,13,0.598233424475164,matched_baseline
random_features,2014-01-03,13,0.21962989052084256,matched_baseline
random_features,2014-02-07,13,-0.2637923136318474,matched_baseline
random_features,2014-03-07,13,-0.3100888977835696,matched_baseline
random_features,2014-04-04,13,-0.07664035685866227,matched_baseline
random_features,2014-05-02,13,-0.2498075459004332,matched_baseline
random_features,2014-06-06,13,0.5959104561061518,matched_baseline
random_features,2014-07-04,13,0.03145258446605996,matched_baseline
random_features,2014-08-01,13,-0.15002803505092838,matched_baseline
random_features,2014-09-05,13,-0.11722006217158916,matched_baseline
random_features,2014-10-03,13,-0.172065531243903,matched_baseline
random_features,2014-11-07,13,0.2544509019245761,matched_baseline
random_features,2014-12-05,13,0.042160420552751376,matched_baseline
random_features,2015-01-02,13,0.4700065267881828,matched_baseline
random_features,2015-02-06,13,-0.18518388471837396,matched_baseline
random_features,2015-03-06,13,-0.3055091592986766,matched_baseline
random_features,2015-04-03,13,-0.3470236848647835,matched_baseline
random_features,2015-05-01,13,-0.22453811865299486,matched_baseline
random_features,2015-06-05,13,0.4445598508550548,matched_baseline
random_features,2015-07-03,13,0.004565583717373125,matched_baseline
random_features,2015-08-07,13,0.015623689055676654,matched_baseline
random_features,2015-09-04,13,0.23754991987610738,matched_baseline
random_features,2015-10-02,13,0.06177402463907927,matched_baseline
random_features,2015-11-06,13,-0.18881338831707709,matched_baseline
random_features,2015-12-04,14,0.35737568149295995,matched_baseline
random_features,2016-01-01,14,0.19271353862002652,matched_baseline
random_features,2016-02-05,14,0.15682403751313137,matched_baseline
random_features,2016-03-04,14,0.5975312274643718,matched_baseline
random_features,2016-04-01,14,-0.31898488904667655,matched_baseline
random_features,2016-05-06,14,0.04601857533930201,matched_baseline
random_features,2016-06-03,14,-0.19586250402089408,matched_baseline
random_features,2016-07-01,14,-0.5234600753685265,matched_baseline
random_features,2016-08-05,14,0.07455964601141485,matched_baseline
random_features,2016-09-02,14,0.11623872889732277,matched_baseline
random_features,2016-10-07,14,0.38738437106297785,matched_baseline
random_features,2016-11-04,14,-0.47385599874188494,matched_baseline
random_features,2016-12-02,14,0.4941261849311989,matched_baseline
random_features,2017-01-06,14,0.294320193734009,matched_baseline
random_features,2017-02-03,14,0.12447405373082876,matched_baseline
random_features,2017-03-03,14,-0.38455930800370075,matched_baseline
random_features,2017-04-07,14,-0.5388947973099393,matched_baseline
random_features,2017-05-05,14,-0.42161780026853235,matched_baseline
random_features,2017-06-02,14,-0.03008112359883927,matched_baseline
random_features,2017-07-07,14,0.0874610220492919,matched_baseline
random_features,2017-08-04,14,0.09955217166817351,matched_baseline
random_features,2017-09-01,14,0.4132891860398604,matched_baseline
random_features,2017-10-06,14,0.12442387896631579,matched_baseline
random_features,2017-11-03,14,-0.12922512848506318,matched_baseline
random_features,2017-12-01,14,-0.5885302369301468,matched_baseline
random_features,2018-01-05,14,-0.24986213943424768,matched_baseline
random_features,2018-02-02,14,-0.34445545123269944,matched_baseline
random_features,2018-03-02,14,-0.172461503634062,matched_baseline
random_features,2018-04-06,14,-0.6758838388685486,matched_baseline
random_features,2018-05-04,14,0.6016516832706712,matched_baseline
random_features,2018-06-01,14,0.14747545489094052,matched_baseline
random_features,2018-07-06,14,0.29478727850229636,matched_baseline
random_features,2018-08-03,14,-0.08559426982576042,matched_baseline
random_features,2018-09-07,14,-0.02152860827935753,matched_baseline
random_features,2018-10-05,14,0.1689548837314694,matched_baseline
random_features,2018-11-02,14,-0.35118825715470126,matched_baseline
random_features,2018-12-07,14,-0.49997391311747885,matched_baseline
random_features,2019-01-04,14,0.3674524867749737,matched_baseline
random_features,2019-02-01,14,0.26766573805189403,matched_baseline
random_features,2019-03-01,14,-0.007504070456307757,matched_baseline
random_features,2019-04-05,14,-0.1419972512719715,matched_baseline
random_features,2019-05-03,14,-0.35370363148273287,matched_baseline
random_features,2019-06-07,14,-0.35795609389069893,matched_baseline
random_features,2019-07-05,14,0.17733135308344747,matched_baseline
random_features,2019-08-02,14,-0.0725728184007934,matched_baseline
random_features,2019-09-06,14,0.12224845179299364,matched_baseline
random_features,2019-10-04,14,-0.6285745480220253,matched_baseline
random_features,2019-11-01,14,-0.29764191912833865,matched_baseline
random_features,2019-12-06,14,-0.3790105083448018,matched_baseline
random_features,2020-01-03,14,-0.47410654693722765,matched_baseline
random_features,2020-02-07,14,-0.04241542151195419,matched_baseline
random_features,2020-03-06,14,0.4896513626394445,matched_baseline
random_features,2020-04-03,14,-0.03142409569596799,matched_baseline
random_features,2020-05-01,14,-0.35210833844555756,matched_baseline
random_features,2020-06-05,14,-0.049257958751742506,matched_baseline
random_features,2020-07-03,14,0.22654249912760277,matched_baseline
random_features,2020-08-07,14,-0.165936028554117,matched_baseline
random_features,2020-09-04,14,0.1111920111952015,matched_baseline
random_features,2020-10-02,14,0.05158779391024431,matched_baseline
random_features,2020-11-06,14,-0.05894029851378084,matched_baseline
random_features,2020-12-04,14,-0.017990961229454813,matched_baseline
random_features,2021-01-01,14,-0.3398813773800622,matched_baseline
random_features,2021-02-05,14,-0.002465652031504464,matched_baseline
random_features,2021-03-05,14,0.1365934763789921,matched_baseline
random_features,2021-04-02,14,0.015631757935678718,matched_baseline
random_features,2021-05-07,14,-0.1326280543969051,matched_baseline
random_features,2021-06-04,14,-0.543416552953938,matched_baseline
random_features,2021-07-02,14,0.36446552400198295,matched_baseline
random_features,2021-08-06,14,0.07600625767541329,matched_baseline
random_features,2021-09-03,14,-0.16442492889775015,matched_baseline
random_features,2021-10-01,14,-0.19046367508218884,matched_baseline
