decision_date,realization_date,cost_bps,gross_return,turnover,cost,net_return
2012-01-06,2012-01-13,10.0,0.01089671942689417,1.0,0.001,0.009896719426894171
2012-01-13,2012-01-20,10.0,0.017259594727544802,0.0,0.0,0.017259594727544802
2012-01-20,2012-01-27,10.0,0.018539794900235024,0.0,0.0,0.018539794900235024
2012-01-27,2012-02-03,10.0,0.014856430686521406,0.0,0.0,0.014856430686521406
2012-02-03,2012-02-10,10.0,-0.0017594571438115983,0.8705233577724255,0.0008705233577724256,-0.002629980501584024
2012-02-10,2012-02-17,10.0,0.00826732772840761,0.0,0.0,0.00826732772840761
2012-02-17,2012-02-24,10.0,0.01001611879426315,0.0,0.0,0.01001611879426315
2012-02-24,2012-03-02,10.0,-0.008250914685875787,0.0,0.0,-0.008250914685875787
2012-03-02,2012-03-09,10.0,0.0009822318518474202,0.20444686061786538,0.00020444686061786536,0.0007777849912295548
2012-03-09,2012-03-16,10.0,-0.00211466385174714,0.0,0.0,-0.00211466385174714
2012-03-16,2012-03-23,10.0,0.0024344152912734204,0.0,0.0,0.0024344152912734204
2012-03-23,2012-03-30,10.0,0.004131416102154301,0.0,0.0,0.004131416102154301
2012-03-30,2012-04-06,10.0,-0.008450805789190616,0.0,0.0,-0.008450805789190616
2012-04-06,2012-04-13,10.0,-0.011518724354813853,0.6118828187078593,0.0006118828187078593,-0.012130607173521712
2012-04-13,2012-04-20,10.0,-0.003930131142138893,0.0,0.0,-0.003930131142138893
2012-04-20,2012-04-27,10.0,0.009545989581971849,0.0,0.0,0.009545989581971849
2012-04-27,2012-05-04,10.0,-0.020776455112689614,0.0,0.0,-0.020776455112689614
2012-05-04,2012-05-11,10.0,-0.0032729452114012747,0.6847422165678612,0.0006847422165678612,-0.0039576874279691355
2012-05-11,2012-05-18,10.0,-0.014609925502597628,0.0,0.0,-0.014609925502597628
2012-05-18,2012-05-25,10.0,0.005470920187990225,0.0,0.0,0.005470920187990225
2012-05-25,2012-06-01,10.0,0.011066451545247841,0.0,0.0,0.011066451545247841
2012-06-01,2012-06-08,10.0,0.0011348492669697942,0.20680472507015762,0.00020680472507015764,0.0009280445418996365
2012-06-08,2012-06-15,10.0,0.0013012566100288959,0.0,0.0,0.0013012566100288959
2012-06-15,2012-06-22,10.0,-0.002998239915397519,0.0,0.0,-0.002998239915397519
2012-06-22,2012-06-29,10.0,0.023820716587619122,0.0,0.0,0.023820716587619122
2012-06-29,2012-07-06,10.0,0.01301827969969567,0.0,0.0,0.01301827969969567
2012-07-06,2012-07-13,10.0,0.00041034097830677015,0.36950394504102235,0.00036950394504102236,4.08370332657478e-05
2012-07-13,2012-07-20,10.0,-0.00280612433364769,0.0,0.0,-0.00280612433364769
2012-07-20,2012-07-27,10.0,0.009836032607543004,0.0,0.0,0.009836032607543004
2012-07-27,2012-08-03,10.0,0.002178615487291316,0.0,0.0,0.002178615487291316
2012-08-03,2012-08-10,10.0,-0.00566473289812574,0.33264159115550873,0.0003326415911555087,-0.005997374489281249
2012-08-10,2012-08-17,10.0,-0.01001520177301614,0.0,0.0,-0.01001520177301614
2012-08-17,2012-08-24,10.0,0.015283053438686037,0.0,0.0,0.015283053438686037
2012-08-24,2012-08-31,10.0,0.012842106952476586,0.0,0.0,0.012842106952476586
2012-08-31,2012-09-07,10.0,-8.830234520665683e-05,0.0,0.0,-8.830234520665683e-05
2012-09-07,2012-09-14,10.0,0.024797240261207196,1.0,0.001,0.023797240261207196
2012-09-14,2012-09-21,10.0,-0.006485600069315621,0.0,0.0,-0.006485600069315621
2012-09-21,2012-09-28,10.0,-0.021853868602797713,0.0,0.0,-0.021853868602797713
2012-09-28,2012-10-05,10.0,0.014148733900989125,0.0,0.0,0.014148733900989125
2012-10-05,2012-10-12,10.0,-0.01381120872029408,0.7670561511520131,0.000767056151152013,-0.014578264871446093
2012-10-12,2012-10-19,10.0,0.0021309911768255764,0.0,0.0,0.0021309911768255764
2012-10-19,2012-10-26,10.0,-0.013611707529019273,0.0,0.0,-0.013611707529019273
2012-10-26,2012-11-02,10.0,0.0011655459532577976,0.0,0.0,0.0011655459532577976
2012-11-02,2012-11-09,10.0,0.0001550028943618463,0.5991013750205701,0.0005991013750205701,-0.00044409848065872384
2012-11-09,2012-11-16,10.0,-0.012301041427984497,0.0,0.0,-0.012301041427984497
2012-11-16,2012-11-23,10.0,0.02458191112604048,0.0,0.0,0.02458191112604048
2012-11-23,2012-11-30,10.0,0.001097063333564183,0.0,0.0,0.001097063333564183
2012-11-30,2012-12-07,10.0,9.436791253028456e-05,0.0,0.0,9.436791253028456e-05
2012-12-07,2012-12-14,10.0,0.006742586691799062,0.607173244524457,0.000607173244524457,0.006135413447274605
2012-12-14,2012-12-21,10.0,0.020539975892895107,0.0,0.0,0.020539975892895107
2012-12-21,2012-12-28,10.0,-0.007473596630569172,0.0,0.0,-0.007473596630569172
2012-12-28,2013-01-04,10.0,0.030027795908397846,0.0,0.0,0.030027795908397846
2013-01-04,2013-01-11,10.0,0.005920987284870314,0.4452428471034513,0.0004452428471034513,0.005475744437766863
2013-01-11,2013-01-18,10.0,0.004214868699604229,0.0,0.0,0.004214868699604229
2013-01-18,2013-01-25,10.0,0.005888134619234025,0.0,0.0,0.005888134619234025
2013-01-25,2013-02-01,10.0,0.004479963200736038,0.0,0.0,0.004479963200736038
2013-02-01,2013-02-08,10.0,0.0003998611648818428,0.6046678667065772,0.0006046678667065772,-0.00020480670182473437
2013-02-08,2013-02-15,10.0,0.0020332565744535583,0.0,0.0,0.0020332565744535583
2013-02-15,2013-02-22,10.0,-0.0020922586760705538,0.0,0.0,-0.0020922586760705538
2013-02-22,2013-03-01,10.0,-0.0011805286917693886,0.0,0.0,-0.0011805286917693886
2013-03-01,2013-03-08,10.0,0.01157784266240081,0.4156393461710573,0.00041563934617105735,0.011162203316229751
2013-03-08,2013-03-15,10.0,0.008213062065693156,0.0,0.0,0.008213062065693156
2013-03-15,2013-03-22,10.0,0.0037923437841100023,0.0,0.0,0.0037923437841100023
2013-03-22,2013-03-29,10.0,0.004957942223820686,0.0,0.0,0.004957942223820686
2013-03-29,2013-04-05,10.0,0.0007652180839479452,0.0,0.0,0.0007652180839479452
2013-04-05,2013-04-12,10.0,0.0074353869056462815,0.43265502092024505,0.000432655020920245,0.007002731884726036
2013-04-12,2013-04-19,10.0,-0.032391577721160046,0.0,0.0,-0.032391577721160046
2013-04-19,2013-04-26,10.0,0.028051510194756258,0.0,0.0,0.028051510194756258
2013-04-26,2013-05-03,10.0,0.02135453125532031,0.0,0.0,0.02135453125532031
2013-05-03,2013-05-10,10.0,0.001494995721793414,0.8045495511128385,0.0008045495511128385,0.0006904461706805754
2013-05-10,2013-05-17,10.0,0.013901132354120348,0.0,0.0,0.013901132354120348
2013-05-17,2013-05-24,10.0,-0.028174724360409027,0.0,0.0,-0.028174724360409027
2013-05-24,2013-05-31,10.0,-0.03250119416321022,0.0,0.0,-0.03250119416321022
2013-05-31,2013-06-07,10.0,0.0038437096358320782,0.0,0.0,0.0038437096358320782
2013-06-07,2013-06-14,10.0,-0.007688346437630407,0.7205567589285974,0.0007205567589285974,-0.008408903196559004
2013-06-14,2013-06-21,10.0,-0.017037759753724464,0.0,0.0,-0.017037759753724464
2013-06-21,2013-06-28,10.0,0.004792612675013921,0.0,0.0,0.004792612675013921
2013-06-28,2013-07-05,10.0,0.0043990875657667775,0.0,0.0,0.0043990875657667775
2013-07-05,2013-07-12,10.0,0.02559662428176727,0.6475997198482715,0.0006475997198482714,0.024949024561919
2013-07-12,2013-07-19,10.0,0.007334439745573273,0.0,0.0,0.007334439745573273
2013-07-19,2013-07-26,10.0,-0.008893297545197805,0.0,0.0,-0.008893297545197805
2013-07-26,2013-08-02,10.0,0.010058507628395254,0.0,0.0,0.010058507628395254
2013-08-02,2013-08-09,10.0,-0.0033219937930345127,0.63247940757322,0.00063247940757322,-0.003954473200607733
2013-08-09,2013-08-16,10.0,-0.004216437756354253,0.0,0.0,-0.004216437756354253
2013-08-16,2013-08-23,10.0,0.004738191459616912,0.0,0.0,0.004738191459616912
2013-08-23,2013-08-30,10.0,-0.018103369071549035,0.0,0.0,-0.018103369071549035
2013-08-30,2013-09-06,10.0,0.014525927712077115,0.0,0.0,0.014525927712077115
2013-09-06,2013-09-13,10.0,0.005666981458025221,0.6845901290586474,0.0006845901290586473,0.004982391328966574
2013-09-13,2013-09-20,10.0,0.005545209867882945,0.0,0.0,0.005545209867882945
2013-09-20,2013-09-27,10.0,0.005660599922716652,0.0,0.0,0.005660599922716652
2013-09-27,2013-10-04,10.0,-0.004450862900822369,0.0,0.0,-0.004450862900822369
2013-10-04,2013-10-11,10.0,0.003887590912235518,0.563238463862385,0.000563238463862385,0.003324352448373133
2013-10-11,2013-10-18,10.0,0.020486459074279678,0.0,0.0,0.020486459074279678
2013-10-18,2013-10-25,10.0,0.00451628575919795,0.0,0.0,0.00451628575919795
2013-10-25,2013-11-01,10.0,-0.007088607984682917,0.0,0.0,-0.007088607984682917
2013-11-01,2013-11-08,10.0,-0.007477721569164654,0.4559625060733024,0.00045596250607330243,-0.007933684075237956
2013-11-08,2013-11-15,10.0,0.015391369022779775,0.0,0.0,0.015391369022779775
2013-11-15,2013-11-22,10.0,-0.004262304878535654,0.0,0.0,-0.004262304878535654
2013-11-22,2013-11-29,10.0,0.0067960843965067744,0.0,0.0,0.0067960843965067744
2013-11-29,2013-12-06,10.0,-0.004871363385511691,0.0,0.0,-0.004871363385511691
2013-12-06,2013-12-13,10.0,-0.018871151816822515,0.559776798697804,0.000559776798697804,-0.01943092861552032
