outer_year,family,config_id,parameters,inner_months,inner_mean_rank_ic,inner_top5_turnover_proxy,selection_score
2012,hist_gradient_boosting,hist_gradient_boosting-32c7924dc1d4,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.06868131868131869,0.40909090909090906,0.0645904095904096
2012,hist_gradient_boosting,hist_gradient_boosting-0c4d84f610a9,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.08035714285714286,0.3909090909090909,0.07644805194805196
2012,hist_gradient_boosting,hist_gradient_boosting-55f92de2c009,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.031592146096022976,0.43636363636363634,0.02722850973238661
2012,hist_gradient_boosting,hist_gradient_boosting-60bbffbde328,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,-0.000695321544152717,0.47272727272727266,-0.005422594271425444
2012,hist_gradient_boosting,hist_gradient_boosting-87401023cb42,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.04075091575091574,0.45454545454545453,0.03620546120546119
2012,hist_gradient_boosting,hist_gradient_boosting-0eb52da8780b,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.04670329670329671,0.4181818181818182,0.04252147852147853
2012,hist_gradient_boosting,hist_gradient_boosting-b421266de6bd,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.02655677655677657,0.49090909090909085,0.021647685647685662
2012,hist_gradient_boosting,hist_gradient_boosting-5bc6e71478b2,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,-0.00710872919786822,0.45454545454545453,-0.011654183743322766
2012,hist_gradient_boosting,hist_gradient_boosting-bde3027f9824,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.09111721611721611,0.4636363636363636,0.08648085248085248
2012,hist_gradient_boosting,hist_gradient_boosting-ff3cca88d229,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.08012820512820515,0.49999999999999994,0.07512820512820514
2012,hist_gradient_boosting,hist_gradient_boosting-41414b5b58a6,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.05082417582417584,0.4090909090909091,0.04673326673326675
2012,hist_gradient_boosting,hist_gradient_boosting-eaf6eaa896f1,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.040064102564102574,0.40909090909090906,0.035973193473193485
2012,hist_gradient_boosting,hist_gradient_boosting-d2e972e1bf03,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.03571428571428573,0.4818181818181818,0.030896103896103914
2012,hist_gradient_boosting,hist_gradient_boosting-85e95204e560,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.07623626373626373,0.4545454545454546,0.07169080919080918
2012,hist_gradient_boosting,hist_gradient_boosting-bcfc30636e63,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.035485347985348,0.44545454545454544,0.031030802530802544
2012,hist_gradient_boosting,hist_gradient_boosting-b8a932d8c01e,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.03136446886446888,0.41818181818181815,0.027182650682650696
2012,hist_gradient_boosting,hist_gradient_boosting-70a06d145a5c,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.08333333333333333,0.4545454545454546,0.07878787878787878
2012,hist_gradient_boosting,hist_gradient_boosting-ab77e76612c1,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.10531135531135531,0.49090909090909085,0.10040226440226441
2012,hist_gradient_boosting,hist_gradient_boosting-ca7964989460,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.06913919413919416,0.4272727272727273,0.06486646686646688
2012,hist_gradient_boosting,hist_gradient_boosting-3419fe28ba79,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.05860805860805862,0.43636363636363634,0.05424442224442226
2012,hist_gradient_boosting,hist_gradient_boosting-798c686b7fa9,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.0499084249084249,0.509090909090909,0.04481751581751581
2012,hist_gradient_boosting,hist_gradient_boosting-b5965c32b010,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.06043956043956045,0.4636363636363637,0.05580319680319681
2012,hist_gradient_boosting,hist_gradient_boosting-fdfba6e05110,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.04555860805860806,0.5,0.040558608058608066
2012,hist_gradient_boosting,hist_gradient_boosting-fc0787f40448,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.03525641025641025,0.4545454545454545,0.030710955710955702
2012,hist_gradient_boosting,hist_gradient_boosting-1a7aec188f7b,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.06433150183150184,0.5272727272727272,0.05905877455877456
2012,hist_gradient_boosting,hist_gradient_boosting-45604b4d380a,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.11355311355311355,0.509090909090909,0.10846220446220446
2012,hist_gradient_boosting,hist_gradient_boosting-200b6be51136,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.09065934065934067,0.4545454545454546,0.08611388611388612
2012,hist_gradient_boosting,hist_gradient_boosting-4f50e8e41289,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.1057692307692308,0.4636363636363636,0.10113286713286716
2012,hist_gradient_boosting,hist_gradient_boosting-428a5e78c7bb,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.07738095238095238,0.5454545454545454,0.07192640692640694
2012,hist_gradient_boosting,hist_gradient_boosting-d7879ba18957,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.08608058608058611,0.49999999999999994,0.0810805860805861
2012,hist_gradient_boosting,hist_gradient_boosting-d85989ce8fcb,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.05883699633699635,0.5363636363636364,0.05347335997335999
2012,hist_gradient_boosting,hist_gradient_boosting-9b8526324067,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.06043956043956045,0.4272727272727273,0.05616683316683317
2013,ridge,ridge-89a1e12a82c0,"{""alpha"": 0.01}",36,0.06272893772893774,0.4666666666666666,0.058062271062271076
2013,ridge,ridge-d3ccf501b007,"{""alpha"": 0.1}",36,0.06456043956043955,0.46060606060606063,0.05995437895437895
2013,ridge,ridge-48bf3ac658e3,"{""alpha"": 1.0}",36,0.06410256410256411,0.4787878787878788,0.059314685314685325
2013,ridge,ridge-4979b3f4e21b,"{""alpha"": 10.0}",36,0.04487179487179488,0.43636363636363634,0.04050815850815852
2013,ridge,ridge-a63fede2878d,"{""alpha"": 100.0}",36,-0.018772893772893772,0.40606060606060607,-0.022833499833499832
2013,elastic_net,elastic_net-21fb87de1b2f,"{""alpha"": 0.0001, ""l1_ratio"": 0.1}",36,0.06272893772893774,0.4666666666666666,0.058062271062271076
2013,elastic_net,elastic_net-317772f571b5,"{""alpha"": 0.0001, ""l1_ratio"": 0.5}",36,0.06364468864468865,0.4666666666666666,0.05897802197802199
2013,elastic_net,elastic_net-0f02840a632a,"{""alpha"": 0.0001, ""l1_ratio"": 0.9}",36,0.06440781440781441,0.46060606060606063,0.05980175380175381
2013,elastic_net,elastic_net-dd2ae2029359,"{""alpha"": 0.001, ""l1_ratio"": 0.1}",36,0.06593406593406595,0.46060606060606063,0.06132800532800534
2013,elastic_net,elastic_net-ed48097726dd,"{""alpha"": 0.001, ""l1_ratio"": 0.5}",36,0.060744810744810765,0.4787878787878788,0.05595693195693198
2013,elastic_net,elastic_net-3fd68254e0b3,"{""alpha"": 0.001, ""l1_ratio"": 0.9}",36,0.05998168498168499,0.4545454545454546,0.055436230436230444
2013,elastic_net,elastic_net-99d0c7de1040,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",36,0.05509768009768012,0.4484848484848485,0.05061283161283163
2013,elastic_net,elastic_net-6b25c811b04b,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",36,0.02396214896214897,0.4121212121212121,0.01984093684093685
2013,elastic_net,elastic_net-6da92d318c10,"{""alpha"": 0.01, ""l1_ratio"": 0.9}",36,0.011752136752136764,0.41818181818181815,0.007570318570318583
2013,hist_gradient_boosting,hist_gradient_boosting-32c7924dc1d4,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",36,0.03754578754578755,0.44242424242424244,0.03312154512154512
2013,hist_gradient_boosting,hist_gradient_boosting-0c4d84f610a9,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",36,0.051739926739926764,0.4424242424242424,0.047315684315684337
2013,hist_gradient_boosting,hist_gradient_boosting-55f92de2c009,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",36,-0.01022672555747431,0.43636363636363634,-0.014590361921110673
2013,hist_gradient_boosting,hist_gradient_boosting-60bbffbde328,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",36,-0.04197758921014332,0.47272727272727266,-0.04670486193741605
2013,hist_gradient_boosting,hist_gradient_boosting-87401023cb42,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",36,0.004731379731379717,0.503030303030303,-0.0002989232989233136
2013,hist_gradient_boosting,hist_gradient_boosting-0eb52da8780b,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",36,0.01968864468864469,0.4787878787878788,0.014900765900765903
2013,hist_gradient_boosting,hist_gradient_boosting-b421266de6bd,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",36,-0.011446886446886437,0.4848484848484848,-0.016295371295371286
2013,hist_gradient_boosting,hist_gradient_boosting-5bc6e71478b2,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",36,-0.05571595377537978,0.4545454545454546,-0.06026140832083433
2013,hist_gradient_boosting,hist_gradient_boosting-bde3027f9824,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",36,0.039377289377289376,0.48484848484848486,0.034528804528804524
2013,hist_gradient_boosting,hist_gradient_boosting-ff3cca88d229,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",36,0.037698412698412724,0.5272727272727272,0.032425685425685455
2013,hist_gradient_boosting,hist_gradient_boosting-41414b5b58a6,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",36,0.010378510378510376,0.4545454545454546,0.00583305583305583
2013,hist_gradient_boosting,hist_gradient_boosting-eaf6eaa896f1,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",36,-0.013583638583638575,0.4666666666666666,-0.018250305250305243
2013,hist_gradient_boosting,hist_gradient_boosting-d2e972e1bf03,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",36,0.010225885225885233,0.5212121212121211,0.005013764013764022
2013,hist_gradient_boosting,hist_gradient_boosting-85e95204e560,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",36,0.03052503052503054,0.5272727272727272,0.02525230325230327
2013,hist_gradient_boosting,hist_gradient_boosting-bcfc30636e63,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",36,0.0015262515262515377,0.4787878787878787,-0.0032616272616272494
2013,hist_gradient_boosting,hist_gradient_boosting-b8a932d8c01e,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",36,-0.01984126984126982,0.4969696969696969,-0.02481096681096679
2013,hist_gradient_boosting,hist_gradient_boosting-70a06d145a5c,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",36,0.025488400488400488,0.4787878787878788,0.0207005217005217
2013,hist_gradient_boosting,hist_gradient_boosting-ab77e76612c1,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",36,0.05021367521367522,0.5030303030303029,0.04518337218337219
2013,hist_gradient_boosting,hist_gradient_boosting-ca7964989460,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",36,0.025641025641025647,0.46060606060606063,0.02103496503496504
2013,hist_gradient_boosting,hist_gradient_boosting-3419fe28ba79,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",36,0.0036630036630036725,0.4909090909090909,-0.0012460872460872364
2013,hist_gradient_boosting,hist_gradient_boosting-798c686b7fa9,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",36,0.041056166056166056,0.5515151515151515,0.03554101454101454
2013,hist_gradient_boosting,hist_gradient_boosting-b5965c32b010,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",36,0.034645909645909655,0.5393939393939394,0.02925197025197026
2013,hist_gradient_boosting,hist_gradient_boosting-fdfba6e05110,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",36,0.004120879120879118,0.5090909090909091,-0.0009700299700299729
2013,hist_gradient_boosting,hist_gradient_boosting-fc0787f40448,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",36,-0.007478632478632469,0.5090909090909089,-0.01256954156954156
2013,hist_gradient_boosting,hist_gradient_boosting-1a7aec188f7b,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",36,0.0405982905982906,0.5454545454545454,0.035143745143745145
2013,hist_gradient_boosting,hist_gradient_boosting-45604b4d380a,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",36,0.07020757020757024,0.5212121212121211,0.06499544899544903
2013,hist_gradient_boosting,hist_gradient_boosting-200b6be51136,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",36,0.02197802197802198,0.4909090909090909,0.01706893106893107
2013,hist_gradient_boosting,hist_gradient_boosting-4f50e8e41289,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",36,0.04166666666666669,0.509090909090909,0.0365757575757576
2013,hist_gradient_boosting,hist_gradient_boosting-428a5e78c7bb,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",36,0.06028693528693527,0.6060606060606061,0.05422632922632921
2013,hist_gradient_boosting,hist_gradient_boosting-d7879ba18957,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",36,0.06364468864468865,0.5575757575757575,0.05806893106893108
2013,hist_gradient_boosting,hist_gradient_boosting-d85989ce8fcb,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",36,0.020451770451770455,0.5333333333333333,0.015118437118437123
2013,hist_gradient_boosting,hist_gradient_boosting-9b8526324067,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",36,0.020451770451770462,0.503030303030303,0.015421467421467432
2014,ridge,ridge-89a1e12a82c0,"{""alpha"": 0.01}",36,0.050366300366300375,0.5515151515151514,0.04485114885114886
2014,ridge,ridge-d3ccf501b007,"{""alpha"": 0.1}",36,0.051892551892551896,0.5515151515151514,0.04637740037740038
2014,ridge,ridge-48bf3ac658e3,"{""alpha"": 1.0}",36,0.05280830280830281,0.5696969696969697,0.047111333111333115
2014,ridge,ridge-4979b3f4e21b,"{""alpha"": 10.0}",36,0.04212454212454215,0.5393939393939394,0.03673060273060275
2014,ridge,ridge-a63fede2878d,"{""alpha"": 100.0}",36,0.005647130647130652,0.4545454545454546,0.0011016761016761061
2014,elastic_net,elastic_net-21fb87de1b2f,"{""alpha"": 0.0001, ""l1_ratio"": 0.1}",36,0.050366300366300375,0.5515151515151514,0.04485114885114886
2014,elastic_net,elastic_net-317772f571b5,"{""alpha"": 0.0001, ""l1_ratio"": 0.5}",36,0.051129426129426135,0.5575757575757575,0.04555366855366856
2014,elastic_net,elastic_net-0f02840a632a,"{""alpha"": 0.0001, ""l1_ratio"": 0.9}",36,0.051129426129426135,0.5575757575757575,0.04555366855366856
2014,elastic_net,elastic_net-dd2ae2029359,"{""alpha"": 0.001, ""l1_ratio"": 0.1}",36,0.051282051282051294,0.5575757575757575,0.04570629370629372
2014,elastic_net,elastic_net-ed48097726dd,"{""alpha"": 0.001, ""l1_ratio"": 0.5}",36,0.041971916971916975,0.5757575757575757,0.036214341214341216
2014,elastic_net,elastic_net-3fd68254e0b3,"{""alpha"": 0.001, ""l1_ratio"": 0.9}",36,0.03693528693528694,0.5515151515151514,0.03142013542013543
2014,elastic_net,elastic_net-99d0c7de1040,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",36,0.03647741147741149,0.5454545454545454,0.03102286602286603
2014,elastic_net,elastic_net-6b25c811b04b,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",36,0.03708791208791208,0.4909090909090909,0.03217882117882117
2014,elastic_net,elastic_net-6da92d318c10,"{""alpha"": 0.01, ""l1_ratio"": 0.9}",36,0.04441391941391944,0.43030303030303035,0.040110889110889135
2014,hist_gradient_boosting,hist_gradient_boosting-32c7924dc1d4,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",36,0.03052503052503054,0.44242424242424255,0.026100788100788114
2014,hist_gradient_boosting,hist_gradient_boosting-0c4d84f610a9,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",36,0.06394993894993894,0.43636363636363634,0.059586302586302584
2014,hist_gradient_boosting,hist_gradient_boosting-55f92de2c009,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",36,0.006714666383917641,0.42424242424242425,0.002472242141493398
2014,hist_gradient_boosting,hist_gradient_boosting-60bbffbde328,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",36,-0.026257198489752578,0.47878787878787876,-0.031045077277631367
2014,hist_gradient_boosting,hist_gradient_boosting-87401023cb42,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",36,-0.01022588522588524,0.5212121212121212,-0.015438006438006451
2014,hist_gradient_boosting,hist_gradient_boosting-0eb52da8780b,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",36,0.018009768009768022,0.5212121212121211,0.01279764679764681
2014,hist_gradient_boosting,hist_gradient_boosting-b421266de6bd,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",36,-0.0056471306471306245,0.4969696969696969,-0.010616827616827595
2014,hist_gradient_boosting,hist_gradient_boosting-5bc6e71478b2,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",36,-0.045337443396869404,0.46666666666666673,-0.05000411006353607
2014,hist_gradient_boosting,hist_gradient_boosting-bde3027f9824,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",36,0.02335164835164835,0.4545454545454546,0.0188061938061938
2014,hist_gradient_boosting,hist_gradient_boosting-ff3cca88d229,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",36,0.01343101343101346,0.5212121212121212,0.008218892218892247
2014,hist_gradient_boosting,hist_gradient_boosting-41414b5b58a6,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",36,0.022741147741147737,0.4484848484848485,0.018256299256299253
2014,hist_gradient_boosting,hist_gradient_boosting-eaf6eaa896f1,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",36,-0.005647130647130637,0.4909090909090909,-0.010556221556221546
2014,hist_gradient_boosting,hist_gradient_boosting-d2e972e1bf03,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",36,0.0038156288156288238,0.5333333333333333,-0.0015177045177045094
2014,hist_gradient_boosting,hist_gradient_boosting-85e95204e560,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",36,0.010531135531135542,0.5454545454545455,0.005076590076590087
