annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_exposure,average_ml_sleeve_exposure,average_core_exposure,average_number_of_etfs_held,hit_rate,active_weeks,strategy_name,strategy_family,score_name,top_n,weighting,wrapper,core_name,sleeve_size,selection_group,split,cost_bps,comparison_label,category
,,1.276038782680625,-0.14563007572051745,,-0.04166140782620685,,,,,,,,,mlx5c_bil_fallback_mean_summary,,,,,,,,,holdout,,mlx5c_bil_fallback_mean_summary,benchmark_summary_only
0.09549685056513968,0.08810823405283132,1.083858411097855,-0.11773854403501693,0.811092504564501,-0.02657510073117912,0.06409908154980382,0.0033331522405893564,,,,,0.600609756097561,328.0,latest_candidate,,,,,,,,benchmark,holdout,,latest_candidate,benchmark
0.0959045066286146,0.08900031058244041,1.0775749657612586,-0.12454094790095771,0.7700640491742805,-0.026899778913068013,0.028003232601218675,0.0029123361905267426,0.03269817073170732,0.09999999999999999,0.9000000000000001,15.628048780487806,0.6128048780487805,328.0,phase4b_plus_ml_sleeve_10pct__defensive_first__sequence_dominant_70_20_10__top15__inverse_vol__regime_gate,core_ml_sleeve,defensive_first__sequence_dominant_70_20_10__top15__inverse_vol__regime_gate,,inverse_vol,core_blend,phase4b,0.1,ensemble,holdout,10.0,phase4b_plus_ml_sleeve_10pct__defensive_first__sequence_dominant_70_20_10__top15__inverse_vol__regime_gate,ensemble
0.09640932857027051,0.09006811457832387,1.0704046489885417,-0.12438730493510075,0.7750736992056562,-0.027214076194124446,0.0843634101391389,0.004386897327234533,,,,,0.600609756097561,328.0,phase4b,,,,,,,,benchmark,holdout,,phase4b,benchmark
0.09670875771024856,0.09154185500695894,1.0564430631528805,-0.1332734390523771,0.7256416462116023,-0.027616078745515103,0.004169048125168488,0.004384342963381537,0.0031035826757277642,0.049999999999999996,0.9500000000000001,,0.5975609756097561,328.0,phase4b_plus_rl_diagnostic_5pct,rl_diagnostic_blend,mlx8_rl,,inverse_vol,rl_low_weight,phase4b,0.05,ensemble,holdout,10.0,phase4b_plus_rl_diagnostic_5pct,ensemble
0.09698377239497913,0.09322688672717946,1.0402983066332985,-0.14209664783971354,0.6825197769927536,-0.028079333275947093,0.008338096250336977,0.004381788599528541,0.0062071653514555285,0.09999999999999999,0.9000000000000001,,0.5884146341463414,328.0,phase4b_plus_rl_diagnostic_10pct,rl_diagnostic_blend,mlx8_rl,,inverse_vol,rl_low_weight,phase4b,0.1,ensemble,holdout,10.0,phase4b_plus_rl_diagnostic_10pct,ensemble
0.09010507210858765,0.0872610599943195,1.032591995953903,-0.1255922841212731,0.717441144884198,-0.02652107803233461,0.03686541227133197,0.0030571736079258423,0.01891768292682927,0.0701219512195122,0.9298780487804879,15.628048780487806,0.600609756097561,328.0,meta_core_switch_plus_ml_sleeve_10pct_thr0.60,meta_label_gated,defensive_first__sequence_dominant_70_20_10__top15__inverse_vol__regime_gate,,inverse_vol,meta_switch_plus_sleeve,production_phase4b_switch,0.1,ensemble,holdout,10.0,meta_core_switch_plus_ml_sleeve_10pct_thr0.60,ensemble
0.09056486920152618,0.08841833635633868,1.0242770101049703,-0.12530516718539053,0.7227544660431627,-0.026940860410089116,0.05600646520243735,0.005824672381053485,0.06539634146341464,0.19999999999999998,0.7999999999999999,15.628048780487806,0.6067073170731707,328.0,phase4b_plus_ml_sleeve_20pct__defensive_first__sequence_dominant_70_20_10__top15__inverse_vol__regime_gate,core_ml_sleeve,defensive_first__sequence_dominant_70_20_10__top15__inverse_vol__regime_gate,,inverse_vol,core_blend,phase4b,0.2,ensemble,holdout,10.0,phase4b_plus_ml_sleeve_20pct__defensive_first__sequence_dominant_70_20_10__top15__inverse_vol__regime_gate,ensemble
0.09146463927295101,0.08989314207317418,1.0174818363618618,-0.1344292442392634,0.6803924234682002,-0.027095940702772978,0.03651752994598599,0.003116115797309372,0.020304878048780492,0.07560975609756097,0.9243902439024392,15.628048780487806,0.6036585365853658,328.0,meta_core_switch_plus_ml_sleeve_10pct_thr0.50,meta_label_gated,defensive_first__sequence_dominant_70_20_10__top15__inverse_vol__regime_gate,,inverse_vol,meta_switch_plus_sleeve,production_phase4b_switch,0.1,ensemble,holdout,10.0,meta_core_switch_plus_ml_sleeve_10pct_thr0.50,ensemble
0.09573288700028493,0.09468597657863004,1.0110566575905304,-0.13831359201362692,0.6921437409481285,-0.02915191897237595,0.0786404938202689,0.004089305678653472,,,,,0.600609756097561,328.0,phase7,,,,,,,,benchmark,holdout,,phase7,benchmark
0.09568953337118158,0.09474362643889185,1.0099838582060168,-0.1376773422974955,0.6950274589439273,-0.029199686794691666,0.07878569386568358,0.004096856081015059,,,,,0.6036585365853658,328.0,phase6,,,,,,,,benchmark,holdout,,phase6,benchmark
0.08614393815980659,0.08572568671779676,1.004878951199151,-0.13238013204375465,0.6507316228641776,-0.0269076937415463,0.03860716504941007,0.003079779311480111,0.01842987804878049,0.06615853658536586,0.9338414634146344,15.628048780487806,0.5945121951219512,328.0,meta_core_switch_plus_ml_sleeve_10pct_thr0.70,meta_label_gated,defensive_first__sequence_dominant_70_20_10__top15__inverse_vol__regime_gate,,inverse_vol,meta_switch_plus_sleeve,production_phase4b_switch,0.1,ensemble,holdout,10.0,meta_core_switch_plus_ml_sleeve_10pct_thr0.70,ensemble
