annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_exposure,average_ml_sleeve_exposure,average_core_exposure,average_number_of_etfs_held,hit_rate,active_weeks,strategy_name,category,window
0.04807597050849388,0.06344574171539702,0.7577493651843745,-0.08373115482231974,0.5741706370885803,-0.021708287023875714,0.032596509459352135,0.002440036983772622,0.019086538461538467,0.050961538461538454,0.9490384615384617,15.64423076923077,0.625,104,meta_core_switch_plus_ml_sleeve_10pct_thr0.70,ensemble,2017_2018
0.0809860395772708,0.09474142398938763,0.8548112976045449,-0.13238013204375476,0.6117688381705421,-0.03464498631088715,0.0396326615117325,0.0031717967972201802,0.013221153846153851,0.057692307692307696,0.9423076923076923,15.60576923076923,0.7307692307692307,104,meta_core_switch_plus_ml_sleeve_10pct_thr0.70,ensemble,2019_2020
0.050064861499803825,0.07558245052619096,0.6623873816112281,-0.045102075524207086,1.1100345365022752,-0.022747669050632472,0.033694138629165746,0.0025137142269570476,0.01480952380952381,0.05238095238095238,0.9476190476190478,15.647619047619047,0.5238095238095238,105,meta_core_switch_plus_ml_sleeve_10pct_thr0.70,ensemble,2021_2022
0.1264005221001272,0.0759378312904314,1.664526362580681,-0.0638604360382069,1.9793244447078837,-0.02034232485143043,0.03993721940758529,0.0033020088300847756,0.022426900584795326,0.07953216374269005,0.9204678362573101,15.614035087719298,0.6140350877192983,171,meta_core_switch_plus_ml_sleeve_10pct_thr0.70,ensemble,2023_2026
0.046092537718593896,0.06064311238029553,0.7600622050785526,-0.08972785695964325,0.5136926176596959,-0.020926040046805844,0.026058693946385485,0.0027101041704240903,0.0351923076923077,0.1,0.9000000000000002,15.64423076923077,0.5961538461538461,104,phase4b_plus_ml_sleeve_10pct__defensive_first__sequence_dominant_70_20_10__top15__inverse_vol__regime_gate,ensemble,2017_2018
0.09141160759126499,0.10120840695391753,0.9032017234782359,-0.12454094790095771,0.7339883719526599,-0.03573533858150749,0.030971983936275108,0.003221086329372611,0.03197115384615385,0.1,0.9000000000000002,15.60576923076923,0.6634615384615384,104,phase4b_plus_ml_sleeve_10pct__defensive_first__sequence_dominant_70_20_10__top15__inverse_vol__regime_gate,ensemble,2019_2020
0.04752039446849032,0.07396439841248593,0.6424765899328724,-0.061719384050213155,0.7699427853950886,-0.02168488358188667,0.024292387278109097,0.0025264082769233458,0.038904761904761914,0.1,0.9000000000000002,15.647619047619047,0.5619047619047619,105,phase4b_plus_ml_sleeve_10pct__defensive_first__sequence_dominant_70_20_10__top15__inverse_vol__regime_gate,ensemble,2021_2022
0.1383523020073243,0.07915487321655824,1.7478684051303952,-0.06473874903448729,2.1370864292360974,-0.019878324138785465,0.028711930971972173,0.0029860408210851054,0.02742690058479533,0.09999999999999999,0.9000000000000002,15.614035087719298,0.6374269005847953,171,phase4b_plus_ml_sleeve_10pct__defensive_first__sequence_dominant_70_20_10__top15__inverse_vol__regime_gate,ensemble,2023_2026
0.053837724061912784,0.06564308810374848,0.8201583078605718,-0.08139017231619261,0.6614769637390453,-0.02254364012702782,0.05494299006010771,0.002857035483125263,,,,,0.5961538461538461,104,production,benchmark,2017_2018
0.06847428874841976,0.09690656697381972,0.7066011198902421,-0.13975403946386622,0.4899628591138074,-0.03642751089096443,0.050338607801271903,0.002617607605665633,,,,,0.6826923076923077,104,production,benchmark,2019_2020
0.049076129837967386,0.07647016203552162,0.6417683516241371,-0.045659200478614936,1.0748355057367422,-0.02300646056117533,0.05124417523000562,0.00266469711195981,,,,,0.5333333333333333,105,production,benchmark,2021_2022
0.12362507999284111,0.07555124930833367,1.6363075544695813,-0.06264198894939865,1.9735177963889967,-0.020601300471387075,0.060168460963774345,0.003128759970115767,,,,,0.6140350877192983,171,production,benchmark,2023_2026
0.05438581973353429,0.0666022171821404,0.8165767152286039,-0.08239959372449479,0.6600253384182294,-0.022857282254828516,0.05520889475962038,0.0028708625274999457,,,,,0.5961538461538461,104,official_shadow,benchmark,2017_2018
0.06961812019202451,0.09552712926733473,0.7287785231899591,-0.13674121541523399,0.5091231636388435,-0.035929044314826415,0.050551659927294205,0.0026286863162188357,,,,,0.6826923076923077,104,official_shadow,benchmark,2019_2020
0.04794623425573352,0.07633840516445159,0.6280748746642743,-0.045575584050089546,1.0520157943129929,-0.023195241892641053,0.05164439734094103,0.002685508661728511,,,,,0.5333333333333333,105,official_shadow,benchmark,2021_2022
0.1229277345543589,0.07499589179194667,1.6391262456800244,-0.062395315285674324,1.9701436556821526,-0.020497894580665477,0.06088614663181226,0.003166079624853647,,,,,0.6140350877192983,171,official_shadow,benchmark,2023_2026
0.048382186853452636,0.06258250571938616,0.7730944342560145,-0.091987895356205,0.5259625374197567,-0.021452999299082887,0.06798808867281371,0.0035353806109857354,,,,,0.6153846153846154,104,phase4b,benchmark,2017_2018
0.09635286214879679,0.10416890289647825,0.9249676196028584,-0.12438730493510053,0.7746197427387723,-0.036266492222209686,0.07425321524950773,0.0038611671929738136,,,,,0.6634615384615384,104,phase4b,benchmark,2019_2020
0.04797170560686448,0.07404424158693576,0.6478789515392717,-0.06789353258614517,0.7065725376124253,-0.021361711887558883,0.07485618687993946,0.003892521717756329,,,,,0.5523809523809524,105,phase4b,benchmark,2021_2022
0.1375171050842745,0.07976896656955394,1.7239424176865512,-0.0692544541336454,1.9856788535059084,-0.020278394780434646,0.09380012011268217,0.004877606245858592,,,,,0.6198830409356725,171,phase4b,benchmark,2023_2026
0.051213464614918935,0.067361588172589,0.7602769768982212,-0.09077081141329235,0.5642063105697798,-0.022832617407191964,0.06668797414215853,0.0034677746553917954,,,,,0.625,104,phase6,benchmark,2017_2018
0.08421716849252636,0.10943588313236378,0.7695571697508473,-0.1376773422974955,0.6116995511908452,-0.039530841581860286,0.07899260703092728,0.004107615565607814,,,,,0.6634615384615384,104,phase6,benchmark,2019_2020
0.055332377206638306,0.07620920226936191,0.7260590002118861,-0.06784601331927098,0.8155582693747121,-0.022124316881058332,0.06778241008041849,0.003524685324181403,,,,,0.5619047619047619,105,phase6,benchmark,2021_2022
0.1403025310371302,0.08574668218143779,1.6362444291460003,-0.0742684664467661,1.8891265398309491,-0.02240020546730282,0.08504913872894079,0.0044225552139042805,,,,,0.6257309941520468,171,phase6,benchmark,2023_2026
0.05239725203046608,0.06792345713328735,0.7714161534452828,-0.0916000051668251,0.5720223698136085,-0.02292016039593495,0.06785833125049884,0.00352863322502547,,,,,0.6346153846153846,104,phase7,benchmark,2017_2018
0.0850483269873068,0.10938238871372742,0.7775321785108656,-0.13831359201362692,0.6148949336730961,-0.03958483425716685,0.07718525574603204,0.004013633298793135,,,,,0.6442307692307693,104,phase7,benchmark,2019_2020
0.05332914595808824,0.075681486051887,0.7046524683926785,-0.06822438464907621,0.7816728026554702,-0.02205286845822095,0.06849814506875608,0.0035619035435748635,,,,,0.5619047619047619,105,phase7,benchmark,2021_2022
0.14190896706807177,0.08603434934107054,1.6494454616666478,-0.07607456502001442,1.865393078892229,-0.022331139022591054,0.0848330808716338,0.004411320205324396,,,,,0.6198830409356725,171,phase7,benchmark,2023_2026
0.06304491335996243,0.13530231019351605,0.46595592691501336,-0.17758292537373788,0.3550167519049437,-0.05217496017447182,,0.0,,,,,0.6346153846153846,104,SPY,benchmark,2017_2018
0.20717713327885745,0.2381264745339903,0.8700298179120981,-0.3363227134230693,0.6160069629857078,-0.08538125786609753,,0.0,,,,,0.6057692307692307,104,SPY,benchmark,2019_2020
0.015517572227366605,0.18361330545434748,0.08451224266655774,-0.25521507184019987,0.06080194290830427,-0.05110702774284687,,0.0,,,,,0.5142857142857142,105,SPY,benchmark,2021_2022
0.2178210505840863,0.14323164307230715,1.520760677681568,-0.17365687088635662,1.2543186426906845,-0.03929987214452097,,0.0,,,,,0.5885714285714285,175,SPY,benchmark,2023_2026
0.04640199218786201,0.0792298534284694,0.5856629815648319,-0.0977717942925651,0.4745948719015231,-0.030277900991128464,,0.0,,,,,0.6153846153846154,104,60_40,benchmark,2017_2018
0.16861695398454257,0.13800884085981746,1.2217837127971773,-0.19589318357613572,0.8607596798742515,-0.04890687060911158,,0.0,,,,,0.6346153846153846,104,60_40,benchmark,2019_2020
-0.026411698030873287,0.11907376537619399,-0.22180954761470648,-0.21875971875877065,-0.12073382696198211,-0.034312949411998805,,0.0,,,,,0.5047619047619047,105,60_40,benchmark,2021_2022
0.14216221343036772,0.0922928647195712,1.5403380733962793,-0.09421674943527436,1.5088847182955643,-0.023434156131005628,,0.0,,,,,0.5942857142857143,175,60_40,benchmark,2023_2026
0.02554543791669439,0.16261688286287798,0.15708970352257243,-0.25831584971894683,0.09889225900961313,-0.05229709704154099,0.46913314988776283,0.024394923794162297,0.0,,,3.0,0.5576923076923077,104,simple_momentum,benchmark,2017_2018
0.0030757001801697825,0.20294680631119283,0.015155203652003233,-0.2998498672126899,0.010257467207708058,-0.07295051632644566,0.5795828349793553,0.03013830741892521,0.0,,,3.0,0.5480769230769231,104,simple_momentum,benchmark,2019_2020
