annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_exposure,average_ml_sleeve_exposure,average_core_exposure,average_number_of_etfs_held,hit_rate,active_weeks,strategy_name,market_state,weeks
0.21428444422321258,0.08200636755295296,2.6130220203308645,-0.03466153853425713,6.182196558050308,-0.019122797275416565,0.037679543799611366,0.003145118836151318,0.03173553719008266,0.0793388429752066,0.9206611570247936,16.0,0.6528925619834711,121,meta_core_switch_plus_ml_sleeve_10pct_thr0.70,neutral_mixed,121
0.08370376300088322,0.05007912422884595,1.671430247429711,-0.024950172410354132,3.3548370578051316,-0.011265519985894715,0.01503885311957671,0.0011926121530074062,0.0342857142857143,0.08571428571428573,0.9142857142857145,16.0,0.5714285714285714,14,meta_core_switch_plus_ml_sleeve_10pct_thr0.70,recovery_fragile,14
0.037275648704927056,0.08731920257336942,0.426889476843383,-0.07240058233900404,0.5148528851658934,-0.02676907581669039,0.04657349214778767,0.003556514470498632,0.0,0.06435643564356434,0.9356435643564359,15.0,0.5544554455445545,101,meta_core_switch_plus_ml_sleeve_10pct_thr0.70,calm_trend,101
-0.0046536101770328075,0.07261857721301017,-0.06408291590982973,-0.03471770048331013,-0.13404142878846315,-0.019659510134428924,0.07131402567876892,0.0066738015277348255,0.0,0.10000000000000002,0.8999999999999998,15.0,0.5714285714285714,21,meta_core_switch_plus_ml_sleeve_10pct_thr0.70,recovery_confirmed,21
-0.015549377185332891,0.0943162509140574,-0.16486424168303457,-0.055482765238786036,-0.28025598793448153,-0.0356852755703073,0.02382907248730637,0.0015993502992432424,0.024295774647887326,0.032394366197183104,0.9676056338028172,16.0,0.5633802816901409,71,meta_core_switch_plus_ml_sleeve_10pct_thr0.70,stressed_panic,71
0.23214647317355697,0.09083600019059102,2.555665954978973,-0.044550036906371715,5.210915395231794,-0.022060384126844166,0.028326003354849826,0.002945904348904382,0.04000000000000002,0.1,0.9000000000000002,16.0,0.6528925619834711,121,phase4b_plus_ml_sleeve_10pct__defensive_first__sequence_dominant_70_20_10__top15__inverse_vol__regime_gate,neutral_mixed,121
0.08296572678723146,0.05611379075299663,1.4785265025567869,-0.02798940248979953,2.9641835625990063,-0.012619637924911506,0.014302312273329095,0.0014874404764262262,0.04000000000000002,0.10000000000000002,0.9000000000000001,16.0,0.6428571428571429,14,phase4b_plus_ml_sleeve_10pct__defensive_first__sequence_dominant_70_20_10__top15__inverse_vol__regime_gate,recovery_fragile,14
0.04082756773701224,0.07876548864533356,0.5183433561981852,-0.076444488550923,0.5340812465481435,-0.02381299066683067,0.03232654681641577,0.00336196086890724,0.0,0.09999999999999998,0.9000000000000005,15.0,0.5742574257425742,101,phase4b_plus_ml_sleeve_10pct__defensive_first__sequence_dominant_70_20_10__top15__inverse_vol__regime_gate,calm_trend,101
0.0016881645813702217,0.08927494838384573,0.018909723409884317,-0.03591206103488165,0.04700829004858549,-0.022400871349601774,0.05702831139305463,0.0059309443848776814,0.0,0.10000000000000002,0.8999999999999998,15.0,0.5714285714285714,21,phase4b_plus_ml_sleeve_10pct__defensive_first__sequence_dominant_70_20_10__top15__inverse_vol__regime_gate,recovery_confirmed,21
-0.005818597357767241,0.09986414625606256,-0.05826512893674295,-0.055629199159312526,-0.10459610143054139,-0.03616557579210425,0.015419799263720425,0.0016036591234269248,0.07500000000000002,0.09999999999999996,0.9,16.0,0.6056338028169014,71,phase4b_plus_ml_sleeve_10pct__defensive_first__sequence_dominant_70_20_10__top15__inverse_vol__regime_gate,stressed_panic,71
