path,pre_weeks,post_weeks,pre_return,pre_sharpe,post_return,post_sharpe,pre_excess_over_market
evidence/point_in_time_fundamental_branches_v1/weekly_paths.csv,122,73,0.19946447184450328,1.3676339120050975,0.2573816469825663,1.2936715833184864,0.10062217850939624
evidence/residual_sleeve_tiebreak_audit_v1/declared_path.csv,122,73,0.120111244505894,0.5255766853019168,0.7049746572217149,2.2487546299968235,0.021268951170786962
evidence/residual_sleeve_tiebreak_audit_v1/tie_pool_path.csv,122,73,0.14469442939379754,0.5651000719794282,0.5593519697270306,1.8696013021940232,0.0458521360586905
evidence/sec_breadth_controller_cap_persistence_v1/selected_path__100bps.csv,117,71,0.1189856616800273,0.5967268266859683,0.8085400008371427,3.0772716801747007,-0.00560352486198297
evidence/sec_breadth_controller_cap_persistence_v1/selected_path__200bps.csv,117,71,0.08134750202360366,0.40335020806437777,0.7726722987705831,2.9319341657025344,-0.04324168451840661
evidence/sec_breadth_controller_cap_persistence_v1/selected_path__50bps.csv,117,71,0.13784798323792172,0.6947829565235438,0.826490755156443,3.1490107454842047,0.013258796695911443
evidence/sec_breadth_dispersion_allocation_controller_v1/selected_path__100bps.csv,117,71,0.12047149003910024,0.6059659052421229,0.8085774822093802,3.071199568324156,-0.004117696502910037
evidence/sec_breadth_dispersion_allocation_controller_v1/selected_path__200bps.csv,117,71,0.08369422306441988,0.4168591587264661,0.7733285242750417,2.9285518797879084,-0.04089496347759039
evidence/sec_breadth_dispersion_allocation_controller_v1/selected_path__50bps.csv,117,71,0.13891280556632296,0.7016740799294017,0.8262191797254769,3.141603521015912,0.014323619024312687
evidence/sec_cash_conversion_breadth20_candidate_audit_v1/candidate_path_50bps.csv,117,71,0.13567838727010198,0.6843522009499139,0.7987556805909227,3.058272533421431,0.011089200728091705
evidence/sec_cash_conversion_breadth20_daily_execution_audit_v1/daily_cash_conversion_path_primary.csv,562,339,0.029420386457736022,0.31555935159781806,0.07055094377402094,0.6128913608218918,-0.09516880008427425
evidence/sec_cash_conversion_breadth20_daily_execution_audit_v1/daily_leader_path_primary.csv,562,339,0.02830700200719501,0.3218817570770845,0.1482277939362994,1.0146388019987067,-0.09628218453481527
evidence/sec_cash_conversion_breadth20_daily_execution_audit_v1/daily_path_primary.csv,562,339,0.03022823912241286,0.3576864575694919,0.15119556924028038,1.0646733575895306,-0.09436094741959741
evidence/sec_cash_conversion_breadth_dynamic_v1/best_path__base__100bps.csv,117,71,0.07521511382894529,0.37873983654805954,0.8020366862707272,3.04608889627006,-0.04937407271306499
evidence/sec_cash_conversion_breadth_dynamic_v1/best_path__base__200bps.csv,117,71,0.02970626732772043,0.14749146420805093,0.7646263998564677,2.8971591228898945,-0.09488291921428985
evidence/sec_cash_conversion_breadth_dynamic_v1/best_path__base__50bps.csv,117,71,0.09800773225858816,0.49656771760579577,0.8207508708359084,3.1194944553547437,-0.02658145428342211
evidence/sec_cash_conversion_capped_dynamic_v1/best_path__base__100bps.csv,117,71,0.07521511382894529,0.37873983654805954,0.8020366862707272,3.04608889627006,-0.04937407271306499
evidence/sec_cash_conversion_capped_dynamic_v1/best_path__base__200bps.csv,117,71,0.02970626732772043,0.14749146420805093,0.7646263998564677,2.8971591228898945,-0.09488291921428985
evidence/sec_cash_conversion_capped_dynamic_v1/best_path__base__50bps.csv,117,71,0.09800773225858816,0.49656771760579577,0.8207508708359084,3.1194944553547437,-0.02658145428342211
evidence/sec_cash_conversion_confirmation_blend_v1/path__adverse__cash_conversion_00__100bps.csv,117,71,0.06312177551323586,0.3140554203581516,0.7420277299919793,2.807292128890882,-0.06146741102877441
evidence/sec_cash_conversion_confirmation_blend_v1/path__adverse__cash_conversion_00__200bps.csv,117,71,0.013237449256335397,0.06475990206797667,0.7034227343270805,2.6567380316536466,-0.11135173728567488
evidence/sec_cash_conversion_confirmation_blend_v1/path__adverse__cash_conversion_00__50bps.csv,117,71,0.08806854014435388,0.4414553775311937,0.7613366983231725,2.881508893918677,-0.0365206463976564
evidence/sec_cash_conversion_confirmation_blend_v1/path__adverse__cash_conversion_05__100bps.csv,117,71,0.06146428408239087,0.3079209854338493,0.7324342588869756,2.858563485885635,-0.06312490245961941
evidence/sec_cash_conversion_confirmation_blend_v1/path__adverse__cash_conversion_05__200bps.csv,117,71,0.01297815932623636,0.06398437860166512,0.6948997047639447,2.7071707484151557,-0.11161102721577391
evidence/sec_cash_conversion_confirmation_blend_v1/path__adverse__cash_conversion_05__50bps.csv,117,71,0.08571399722887282,0.4324707996925198,0.7512089453305444,2.9331972298823614,-0.03887518931313745
evidence/sec_cash_conversion_confirmation_blend_v1/path__adverse__cash_conversion_10__100bps.csv,117,71,0.05980079594667932,0.30113910988078585,0.7229544637336432,2.9072976211378627,-0.06478839059533095
evidence/sec_cash_conversion_confirmation_blend_v1/path__adverse__cash_conversion_10__200bps.csv,117,71,0.012717160639809925,0.06308239479399541,0.6864958874712492,2.7552709527577135,-0.11187202590220036
evidence/sec_cash_conversion_confirmation_blend_v1/path__adverse__cash_conversion_10__50bps.csv,117,71,0.0833511704579122,0.42255660793615074,0.7411919526386119,2.9822516416373075,-0.04123801608409808
evidence/sec_cash_conversion_confirmation_blend_v1/path__adverse__cash_conversion_15__100bps.csv,117,71,0.05813072906997366,0.2937273387971474,0.7135920611642157,2.9520977087577376,-0.06645845747203662
evidence/sec_cash_conversion_confirmation_blend_v1/path__adverse__cash_conversion_15__200bps.csv,117,71,0.01245404329441942,0.06205276931334271,0.6782150193295813,2.799702173870468,-0.11213514324759086
evidence/sec_cash_conversion_confirmation_blend_v1/path__adverse__cash_conversion_15__50bps.csv,117,71,0.08097937682108829,0.4117431398945685,0.7312894284856378,3.0272462835619165,-0.04360980972092199
evidence/sec_cash_conversion_confirmation_blend_v1/path__adverse__cash_conversion_20__100bps.csv,117,71,0.056453515500186964,0.28571330412863916,0.7043509089593462,2.9913452972168937,-0.0681356710418233
evidence/sec_cash_conversion_confirmation_blend_v1/path__adverse__cash_conversion_20__200bps.csv,117,71,0.012188413549425643,0.060896227388668046,0.6700609794116054,2.838916062653676,-0.11240077299258464
evidence/sec_cash_conversion_confirmation_blend_v1/path__adverse__cash_conversion_20__50bps.csv,117,71,0.07859794616461671,0.40007553146989794,0.7215052218669046,3.0665287385941244,-0.045991240377393564
evidence/sec_cash_conversion_confirmation_blend_v1/path__base__cash_conversion_00__100bps.csv,117,71,0.08143200625657603,0.4047427506779652,0.7420277299919807,2.807292128890887,-0.04315718028543425
evidence/sec_cash_conversion_confirmation_blend_v1/path__base__cash_conversion_00__200bps.csv,117,71,0.03179918875295418,0.15538329847861745,0.7034227343270808,2.6567380316536453,-0.0927899977890561
evidence/sec_cash_conversion_confirmation_blend_v1/path__base__cash_conversion_00__50bps.csv,117,71,0.10625342424535104,0.5321111837260714,0.761336698323172,2.8815088939186757,-0.01833576229665923
evidence/sec_cash_conversion_confirmation_blend_v1/path__base__cash_conversion_05__100bps.csv,117,71,0.07884881351541835,0.39433623469797946,0.7324342588869767,2.8585634858856426,-0.045740373026591924
evidence/sec_cash_conversion_confirmation_blend_v1/path__base__cash_conversion_05__200bps.csv,117,71,0.03059427347231169,0.15057525526266163,0.6948997047639449,2.707170748415156,-0.09399491306969858
evidence/sec_cash_conversion_confirmation_blend_v1/path__base__cash_conversion_05__50bps.csv,117,71,0.10298310224978212,0.5187134555417199,0.7512089453305427,2.933197229882357,-0.021606084292228156
evidence/sec_cash_conversion_confirmation_blend_v1/path__base__cash_conversion_10__100bps.csv,117,71,0.07626060295736162,0.38313204468055667,0.7229544637336454,2.907297621137871,-0.04832858358464866
evidence/sec_cash_conversion_confirmation_blend_v1/path__base__cash_conversion_10__200bps.csv,117,71,0.0293894839294362,0.14546448606917695,0.6864958874712493,2.7552709527577113,-0.09519970261257407
evidence/sec_cash_conversion_confirmation_blend_v1/path__base__cash_conversion_10__50bps.csv,117,71,0.09970504726145528,0.5042526151153792,0.7411919526386117,2.9822516416373084,-0.024884139280554995
evidence/sec_cash_conversion_confirmation_blend_v1/path__base__cash_conversion_15__100bps.csv,117,71,0.07366680759919579,0.3711668217621957,0.7135920611642159,2.9520977087577394,-0.050922378942814484
evidence/sec_cash_conversion_confirmation_blend_v1/path__base__cash_conversion_15__200bps.csv,117,71,0.02818440964083826,0.14006560983516148,0.6782150193295817,2.7997021738704713,-0.09640477690117201
evidence/sec_cash_conversion_confirmation_blend_v1/path__base__cash_conversion_15__50bps.csv,117,71,0.09641859968537447,0.48878001566586077,0.7312894284856376,3.027246283561916,-0.0281705868566358
evidence/sec_cash_conversion_confirmation_blend_v1/path__base__cash_conversion_20__100bps.csv,117,71,0.07106687436110289,0.35848905575184153,0.7043509089593472,2.991345297216895,-0.05352231218090739
evidence/sec_cash_conversion_confirmation_blend_v1/path__base__cash_conversion_20__200bps.csv,117,71,0.026978656640253108,0.13439778519968723,0.6700609794116056,2.838916062653672,-0.09761052990175717
evidence/sec_cash_conversion_confirmation_blend_v1/path__base__cash_conversion_20__50bps.csv,117,71,0.09312311228838198,0.4723629667570119,0.7215052218669034,3.066528738594122,-0.031466074253628296
evidence/sec_cash_conversion_return_surface_v1/selected_path__adverse__100bps.csv,117,71,0.061437529608761345,0.31030727143294085,0.8020366862707257,3.046088896270055,-0.06315165693324892
evidence/sec_cash_conversion_return_surface_v1/selected_path__adverse__200bps.csv,117,71,0.01576005811799536,0.07848103784875254,0.7646263998564664,2.897159122889892,-0.10882912842401492
evidence/sec_cash_conversion_return_surface_v1/selected_path__adverse__50bps.csv,117,71,0.08431440858230672,0.42850727350936785,0.8207508708359093,3.1194944553547463,-0.04027477795970355
evidence/sec_cash_conversion_return_surface_v1/selected_path__base__100bps.csv,117,71,0.07521511382894529,0.37873983654805954,0.8020366862707272,3.04608889627006,-0.04937407271306499
evidence/sec_cash_conversion_return_surface_v1/selected_path__base__200bps.csv,117,71,0.02970626732772043,0.14749146420805095,0.7646263998564682,2.8971591228898967,-0.09488291921428985
evidence/sec_cash_conversion_return_surface_v1/selected_path__base__50bps.csv,117,71,0.09800773225858865,0.4965677176057982,0.8207508708359084,3.1194944553547437,-0.026581454283421624
evidence/sec_cash_momentum_rank_v1/selected_path__100bps.csv,117,71,0.0980496131055821,0.49065876485784277,0.7713294150235274,2.9395532266814337,-0.026539573436428168
evidence/sec_cash_momentum_rank_v1/selected_path__200bps.csv,117,71,0.055500640405476476,0.2743841671464743,0.7326695615101617,2.7859915374733744,-0.0690885461365338
evidence/sec_cash_momentum_rank_v1/selected_path__50bps.csv,117,71,0.1193658180626204,0.6005629493578964,0.7906693010988233,3.0153197284321203,-0.005223368479389881
evidence/sec_cluster_aware_cash_sleeve_v1/selected_path__100bps.csv,117,71,0.10633223217451686,0.5342910323229279,0.8228782949753747,3.2516148399052596,-0.018256954367493416
evidence/sec_cluster_aware_cash_sleeve_v1/selected_path__200bps.csv,117,71,0.07214507264988224,0.35922471566215664,0.787688447113945,3.097477736400959,-0.05244411389212804
evidence/sec_cluster_aware_cash_sleeve_v1/selected_path__50bps.csv,117,71,0.1234428622807435,0.6227470411807121,0.8404913832835096,3.3278183403315182,-0.0011463242612667762
evidence/sec_cluster_challenger_locked_audit_v1/rebuilt_locked_path__50bps.csv,117,71,0.1234428622807435,0.6227470411807121,0.8404913832835096,3.3278183403315182,-0.0011463242612667762
evidence/sec_cohort_diversified_regime_tranche_v1/selected_path__100bps.csv,117,71,0.12257961806551551,0.6148558440644708,0.8024011450370487,3.1817153016872495,-0.0020095684764947636
evidence/sec_cohort_diversified_regime_tranche_v1/selected_path__200bps.csv,117,71,0.09145512779686862,0.45502773720431605,0.7694877861081535,3.0426618171909134,-0.03313405874514165
evidence/sec_cohort_diversified_regime_tranche_v1/selected_path__50bps.csv,117,71,0.13816483931683296,0.6955527980851866,0.8188828973751522,3.2503373189652986,0.013575652774822686
evidence/sec_cross_component_overlap_budget_v1/selected_path__100bps.csv,117,71,0.10743713016366715,0.5462843370567114,0.8302346317230003,3.309569876804389,-0.01715205637834312
evidence/sec_cross_component_overlap_budget_v1/selected_path__200bps.csv,117,71,0.07069435082753203,0.35602071127309814,0.7972939454527227,3.1680720876277664,-0.05389483571447824
evidence/sec_cross_component_overlap_budget_v1/selected_path__50bps.csv,117,71,0.12584718318508456,0.6425305503204612,0.8467283661139203,3.37938274597714,0.0012579966430742856
evidence/sec_cross_strategy_residual_allocator_v1/selected_path.csv,117,71,0.08998350390202597,0.5465775891064801,0.8161863135654549,3.628416033444968,-0.0346056826399843
evidence/sec_cross_strategy_residual_allocator_v2/selected_path.csv,117,71,0.12248240384032194,0.7428165589812175,0.8390740752617407,3.7297916344195627,-0.002106782701688334
evidence/sec_cross_strategy_residual_allocator_v3/selected_path.csv,117,71,0.12248240384032194,0.7428165589812175,0.8390740752617407,3.7297916344195627,-0.002106782701688334
evidence/sec_earnings_drift_rank_v1/selected_path__100bps.csv,117,71,0.10217873208040157,0.5246956502602352,0.7903431910389588,3.0618360346133926,-0.022410454461608706
evidence/sec_earnings_drift_rank_v1/selected_path__200bps.csv,117,71,0.053639139870373526,0.2725022554597563,0.7523617227830055,2.907869732644835,-0.07095004667163675
evidence/sec_earnings_drift_rank_v1/selected_path__50bps.csv,117,71,0.12647289890625715,0.652430507974983,0.8093506593186633,3.137769165544901,0.0018837123642468784
evidence/sec_earnings_negative_veto_v1/selected_path__100bps.csv,117,71,0.11660946312880024,0.5844898937367953,0.7808805463995595,2.986280258925263,-0.00797972341321003
evidence/sec_earnings_negative_veto_v1/selected_path__200bps.csv,117,71,0.07634723131727567,0.3782028126221693,0.7444164252594042,2.840122587321776,-0.04824195522473461
evidence/sec_earnings_negative_veto_v1/selected_path__50bps.csv,117,71,0.13678950430538322,0.6891868197381991,0.7991283205035986,3.058376205441747,0.01220031776337295
evidence/sec_form4_dynamic_overlay_v1/selected_path__100bps.csv,117,71,0.0835360362690409,0.42159153437080155,0.7586564126286098,2.9148862831963314,-0.04105315027296938
evidence/sec_form4_dynamic_overlay_v1/selected_path__200bps.csv,117,71,-0.03228323641228606,-0.16153226334616844,0.7051364818538414,2.6886919394468096,-0.15687242295429632
evidence/sec_form4_dynamic_overlay_v1/selected_path__50bps.csv,117,71,0.1300001427394118,0.655936076273413,0.7880633122157458,3.037113730027754,0.00541095619740152
evidence/sec_form4_rank_feature_v1/selected_path__100bps.csv,117,71,0.08340476803047034,0.42726099501904485,0.7817467643864195,2.997311248152003,-0.041184418511539936
evidence/sec_form4_rank_feature_v1/selected_path__200bps.csv,117,71,0.04137833155493782,0.20927627762316706,0.7452653797861682,2.8505521636762463,-0.08321085498707245
evidence/sec_form4_rank_feature_v1/selected_path__50bps.csv,117,71,0.10446483313778218,0.538150673796856,0.8000031213120347,3.0697041510752765,-0.020124353404228093
evidence/sec_fragility_exposure_control_v1/candidate_paths.csv,122,71,0.07810798409304809,0.3569094965681567,1.097908194128463,3.4969101679090904,-0.02073430924205895
evidence/sec_fragility_exposure_daily_audit_v1/common_daily_paths.csv,562,337,0.6549909113749178,1.6184538888833417,0.42239188328783245,1.3448264633605256,0.5304017248329076
evidence/sec_fragility_exposure_daily_audit_v1/daily_path__cash_only_1.00x.csv,562,337,0.6549909113749178,1.6184538888833417,0.42239188328783245,1.3448264633605256,0.5304017248329076
evidence/sec_fragility_exposure_daily_audit_v1/daily_path__fixed_1.50x.csv,562,337,0.6549909113749178,1.6184538888833417,0.42239188328783245,1.3448264633605256,0.5304017248329076
evidence/sec_fragility_exposure_daily_audit_v1/daily_path__fixed_2.00x.csv,562,337,0.6549909113749178,1.6184538888833417,0.42239188328783245,1.3448264633605256,0.5304017248329076
evidence/sec_fragility_exposure_daily_audit_v1/daily_path__vol35_cap1.75x.csv,562,337,0.6549909113749178,1.6184538888833417,0.42239188328783245,1.3448264633605256,0.5304017248329076
evidence/sec_fragility_exposure_daily_audit_v1/daily_source_alpha_path.csv,562,337,0.6549909113749178,1.6184538888833417,0.42239188328783245,1.3448264633605256,0.5304017248329076
evidence/sec_fragility_exposure_daily_audit_v2/common_daily_paths.csv,562,337,0.020008503088885753,0.26678123968375345,0.14177857181088574,1.0376513034780213,-0.10458068345312452
evidence/sec_fragility_exposure_daily_audit_v2/daily_path__cash_only_1.00x.csv,562,337,0.020008503088885753,0.26678123968375345,0.14177857181088574,1.0376513034780213,-0.10458068345312452
evidence/sec_fragility_exposure_daily_audit_v2/daily_path__fixed_1.50x.csv,562,337,0.020008503088885753,0.26678123968375345,0.14177857181088574,1.0376513034780213,-0.10458068345312452
evidence/sec_fragility_exposure_daily_audit_v2/daily_path__fixed_2.00x.csv,562,337,0.020008503088885753,0.26678123968375345,0.14177857181088574,1.0376513034780213,-0.10458068345312452
evidence/sec_fragility_exposure_daily_audit_v2/daily_path__vol35_cap1.75x.csv,562,337,0.020008503088885753,0.26678123968375345,0.14177857181088574,1.0376513034780213,-0.10458068345312452
evidence/sec_fragility_exposure_daily_audit_v2/daily_source_alpha_path.csv,562,337,0.020008503088885753,0.26678123968375345,0.14177857181088574,1.0376513034780213,-0.10458068345312452
evidence/sec_fragility_industry_tournament_v1/common_paths.csv,122,71,0.08760317578419215,0.4347144094986715,1.0002328919568195,3.557286861624493,-0.01123911755091489
evidence/sec_growth_confidence_sizing_v1/path__adverse__dual_13_26w_20_40__100bps.csv,117,71,0.054736790896374024,0.2808760503141772,0.7309134404425394,2.6957346550971755,-0.06985239564563625
evidence/sec_growth_confidence_sizing_v1/path__adverse__dual_13_26w_20_40__200bps.csv,117,71,0.011348973558578236,0.05783810581132266,0.698574188241662,2.5749611938529626,-0.11324021298343204
evidence/sec_growth_confidence_sizing_v1/path__adverse__dual_13_26w_20_40__50bps.csv,117,71,0.07900195796625978,0.4064517031854955,0.7526822401508579,2.779921311967378,-0.045587228575750496
evidence/sec_growth_confidence_sizing_v1/path__adverse__dual_13_26w_20_50__100bps.csv,117,71,0.03632226768366544,0.1835636911300989,0.7417885208385642,2.6153577721894474,-0.08826691885834484
evidence/sec_growth_confidence_sizing_v1/path__adverse__dual_13_26w_20_50__200bps.csv,117,71,-0.011570716266806058,-0.05807254634064536,0.7109950439013009,2.5117799101057243,-0.13615990280881635
evidence/sec_growth_confidence_sizing_v1/path__adverse__dual_13_26w_20_50__50bps.csv,117,71,0.06408725854938968,0.32469810587235765,0.7656728998868942,2.7020445692440176,-0.060501927992620594
evidence/sec_growth_confidence_sizing_v1/path__adverse__fixed_20__100bps.csv,117,71,0.09088450219863094,0.4768769356279453,0.7089342621564438,2.823335857163459,-0.03370468434337934
evidence/sec_growth_confidence_sizing_v1/path__adverse__fixed_20__200bps.csv,117,71,0.05563580286659301,0.289695527789894,0.6735990582845776,2.668195039035452,-0.06895338367541726
evidence/sec_growth_confidence_sizing_v1/path__adverse__fixed_20__50bps.csv,117,71,0.10849516380925192,0.5710731480545662,0.7265925230817823,2.900048145865534,-0.016094022732758353
evidence/sec_growth_confidence_sizing_v1/path__adverse__relative_13w_10_30__100bps.csv,117,71,0.10932709809072795,0.5906924748808029,0.6998772767802522,2.6486712313211975,-0.015262088451282324
evidence/sec_growth_confidence_sizing_v1/path__adverse__relative_13w_10_30__200bps.csv,117,71,0.05650114789061192,0.30096149896566676,0.6633011416084215,2.4988167833572197,-0.06808803865139836
evidence/sec_growth_confidence_sizing_v1/path__adverse__relative_13w_10_30__50bps.csv,117,71,0.13119741400072976,0.7119762686773581,0.7238331417477547,2.747580289722245,0.006608227458719487
evidence/sec_growth_confidence_sizing_v1/path__adverse__relative_13w_10_40__100bps.csv,117,71,0.09518451979799455,0.5059179488104768,0.7137592228215071,2.590414628545961,-0.02940466674401572
evidence/sec_growth_confidence_sizing_v1/path__adverse__relative_13w_10_40__200bps.csv,117,71,0.03317241661648574,0.17332281886837453,0.6767123817606672,2.447293101275825,-0.09141676992552453
evidence/sec_growth_confidence_sizing_v1/path__adverse__relative_13w_10_40__50bps.csv,117,71,0.11935056914859506,0.637101029645032,0.7408399003349758,2.6972313787887328,-0.005238617393415218
evidence/sec_growth_confidence_sizing_v1/path__adverse__relative_26w_10_40__100bps.csv,117,71,0.07903127970056509,0.4178635276026843,0.7450648706126954,2.811524014264551,-0.04555790684144519
evidence/sec_growth_confidence_sizing_v1/path__adverse__relative_26w_10_40__200bps.csv,117,71,0.03593997388610532,0.1875923484828137,0.708479193504452,2.665147379195965,-0.08864921265590495
evidence/sec_growth_confidence_sizing_v1/path__adverse__relative_26w_10_40__50bps.csv,117,71,0.10799874850672728,0.5727929674026002,0.763357513260817,2.8838300996982413,-0.016590438035282998
evidence/sec_growth_confidence_sizing_v1/path__base__dual_13_26w_20_40__100bps.csv,117,71,0.09123244327966125,0.4707975155353851,0.7309134404425403,2.6957346550971786,-0.033356743262349026
evidence/sec_growth_confidence_sizing_v1/path__base__dual_13_26w_20_40__200bps.csv,117,71,0.04828635367911097,0.2474830824508017,0.698574188241661,2.5749611938529604,-0.0763028328628993
evidence/sec_growth_confidence_sizing_v1/path__base__dual_13_26w_20_40__50bps.csv,117,71,0.11528707706770744,0.5964966675291514,0.7526822401508576,2.7799213119673767,-0.009302109474302836
evidence/sec_growth_confidence_sizing_v1/path__base__dual_13_26w_20_50__100bps.csv,117,71,0.07281792006695248,0.36989756773652793,0.7417885208385635,2.615357772189444,-0.051771266475057795
evidence/sec_growth_confidence_sizing_v1/path__base__dual_13_26w_20_50__200bps.csv,117,71,0.025366663853726466,0.12796210514822287,0.7109950439012999,2.5117799101057225,-0.09922252268828381
evidence/sec_growth_confidence_sizing_v1/path__base__dual_13_26w_20_50__50bps.csv,117,71,0.10037237765083756,0.5111938952723931,0.7656728998868945,2.702044569244019,-0.02421680889117271
evidence/sec_growth_confidence_sizing_v1/path__base__fixed_20__100bps.csv,117,71,0.12738015458191704,0.6728060452692901,0.7089342621564433,2.8233358571634577,0.0027909680399067632
