cik10,accession,filing_date,report_date,primary_document,form,prior_accession,prior_filing_date,has_year_over_year_pair,archive_url
0001321655,0001321655-23-000011,2023-02-21,2022-12-31,pltr-20221231.htm,10-K,0001193125-22-050913,2022-02-24,True,https://www.sec.gov/Archives/edgar/data/1321655/000132165523000011/pltr-20221231.htm
0001321655,0001321655-24-000022,2024-02-20,2023-12-31,pltr-20231231.htm,10-K,0001321655-23-000011,2023-02-21,True,https://www.sec.gov/Archives/edgar/data/1321655/000132165524000022/pltr-20231231.htm
0001321655,0001321655-25-000022,2025-02-18,2024-12-31,pltr-20241231.htm,10-K,0001321655-24-000022,2024-02-20,True,https://www.sec.gov/Archives/edgar/data/1321655/000132165525000022/pltr-20241231.htm
0001321655,0001321655-26-000011,2026-02-17,2025-12-31,pltr-20251231.htm,10-K,0001321655-25-000022,2025-02-18,True,https://www.sec.gov/Archives/edgar/data/1321655/000132165526000011/pltr-20251231.htm
0001322439,0001628280-18-003092,2018-03-12,2017-12-31,egle1231201710-k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1322439/000162828018003092/egle1231201710-k.htm
0001322439,0001628280-19-002879,2019-03-13,2018-12-31,egle1231201810-k.htm,10-K,0001628280-18-003092,2018-03-12,True,https://www.sec.gov/Archives/edgar/data/1322439/000162828019002879/egle1231201810-k.htm
0001322439,0001628280-20-003466,2020-03-12,2019-12-31,egle-20191231.htm,10-K,0001628280-19-002879,2019-03-13,True,https://www.sec.gov/Archives/edgar/data/1322439/000162828020003466/egle-20191231.htm
0001322439,0001628280-21-004645,2021-03-12,2020-12-31,egle-20201231.htm,10-K,0001628280-20-003466,2020-03-12,True,https://www.sec.gov/Archives/edgar/data/1322439/000162828021004645/egle-20201231.htm
0001322439,0001628280-22-005984,2022-03-14,2021-12-31,egle-20211231.htm,10-K,0001628280-21-004645,2021-03-12,True,https://www.sec.gov/Archives/edgar/data/1322439/000162828022005984/egle-20211231.htm
0001322439,0001628280-23-007526,2023-03-10,2022-12-31,egle-20221231.htm,10-K,0001628280-22-005984,2022-03-14,True,https://www.sec.gov/Archives/edgar/data/1322439/000162828023007526/egle-20221231.htm
0001322439,0001628280-24-008576,2024-03-04,2023-12-31,egle-20231231.htm,10-K,0001628280-23-007526,2023-03-10,True,https://www.sec.gov/Archives/edgar/data/1322439/000162828024008576/egle-20231231.htm
0001324272,0001564590-18-005966,2018-03-16,2017-12-31,ruth-10k_20171231.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1324272/000156459018005966/ruth-10k_20171231.htm
0001324272,0001564590-19-005274,2019-02-28,2018-12-30,ruth-10k_20181230.htm,10-K,0001564590-18-005966,2018-03-16,True,https://www.sec.gov/Archives/edgar/data/1324272/000156459019005274/ruth-10k_20181230.htm
0001324272,0001564590-20-007328,2020-02-27,2019-12-29,ruth-10k_20191229.htm,10-K,0001564590-19-005274,2019-02-28,True,https://www.sec.gov/Archives/edgar/data/1324272/000156459020007328/ruth-10k_20191229.htm
0001324272,0001564590-21-011297,2021-03-05,2020-12-27,ruth-10k_20201227.htm,10-K,0001564590-20-007328,2020-02-27,True,https://www.sec.gov/Archives/edgar/data/1324272/000156459021011297/ruth-10k_20201227.htm
0001324272,0001564590-22-006647,2022-02-24,2021-12-26,ruth-10k_20211226.htm,10-K,0001564590-21-011297,2021-03-05,True,https://www.sec.gov/Archives/edgar/data/1324272/000156459022006647/ruth-10k_20211226.htm
0001324272,0001437749-23-004380,2023-02-23,2022-12-25,ruth20221231_10k.htm,10-K,0001564590-22-006647,2022-02-24,True,https://www.sec.gov/Archives/edgar/data/1324272/000143774923004380/ruth20221231_10k.htm
0001325702,0001193125-18-054078,2018-02-22,2017-12-31,d527108d10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1325702/000119312518054078/d527108d10k.htm
0001325702,0001193125-19-048327,2019-02-22,2018-12-31,d695091d10k.htm,10-K,0001193125-18-054078,2018-02-22,True,https://www.sec.gov/Archives/edgar/data/1325702/000119312519048327/d695091d10k.htm
0001325702,0001193125-20-044746,2020-02-21,2019-12-31,d878295d10k.htm,10-K,0001193125-19-048327,2019-02-22,True,https://www.sec.gov/Archives/edgar/data/1325702/000119312520044746/d878295d10k.htm
0001325702,0001193125-21-073817,2021-03-09,2020-12-31,d846606d10k.htm,10-K,0001193125-20-044746,2020-02-21,True,https://www.sec.gov/Archives/edgar/data/1325702/000119312521073817/d846606d10k.htm
0001325702,0001193125-22-050017,2022-02-23,2021-12-31,d282977d10k.htm,10-K,0001193125-21-073817,2021-03-09,True,https://www.sec.gov/Archives/edgar/data/1325702/000119312522050017/d282977d10k.htm
0001325702,0001193125-23-044850,2023-02-22,2022-12-31,d425515d10k.htm,10-K,0001193125-22-050017,2022-02-23,True,https://www.sec.gov/Archives/edgar/data/1325702/000119312523044850/d425515d10k.htm
0001325702,0001193125-24-063674,2024-03-08,2023-12-31,d183811d10k.htm,10-K,0001193125-23-044850,2023-02-22,True,https://www.sec.gov/Archives/edgar/data/1325702/000119312524063674/d183811d10k.htm
0001325702,0001193125-25-054851,2025-03-14,2024-12-31,d920621d10k.htm,10-K,0001193125-24-063674,2024-03-08,True,https://www.sec.gov/Archives/edgar/data/1325702/000119312525054851/d920621d10k.htm
0001325702,0001193125-26-108435,2026-03-16,2025-12-31,mx-20251231.htm,10-K,0001193125-25-054851,2025-03-14,True,https://www.sec.gov/Archives/edgar/data/1325702/000119312526108435/mx-20251231.htm
0001326160,0001326160-20-000034,2020-02-20,2019-12-31,duk-20191231x10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1326160/000132616020000034/duk-20191231x10k.htm
0001326160,0001326160-21-000063,2021-02-25,2020-12-31,duk-20201231.htm,10-K,0001326160-20-000034,2020-02-20,True,https://www.sec.gov/Archives/edgar/data/1326160/000132616021000063/duk-20201231.htm
0001326160,0001326160-22-000072,2022-02-24,2021-12-31,duk-20211231.htm,10-K,0001326160-21-000063,2021-02-25,True,https://www.sec.gov/Archives/edgar/data/1326160/000132616022000072/duk-20211231.htm
0001326160,0001326160-23-000073,2023-02-27,2022-12-31,duk-20221231.htm,10-K,0001326160-22-000072,2022-02-24,True,https://www.sec.gov/Archives/edgar/data/1326160/000132616023000073/duk-20221231.htm
0001326160,0001326160-24-000037,2024-02-23,2023-12-31,duk-20231231.htm,10-K,0001326160-23-000073,2023-02-27,True,https://www.sec.gov/Archives/edgar/data/1326160/000132616024000037/duk-20231231.htm
0001326160,0001326160-25-000072,2025-02-27,2024-12-31,duk-20241231.htm,10-K,0001326160-24-000037,2024-02-23,True,https://www.sec.gov/Archives/edgar/data/1326160/000132616025000072/duk-20241231.htm
0001326160,0001326160-26-000014,2026-02-26,2025-12-31,duk-20251231.htm,10-K,0001326160-25-000072,2025-02-27,True,https://www.sec.gov/Archives/edgar/data/1326160/000132616026000014/duk-20251231.htm
0001326380,0001326380-18-000033,2018-04-02,2018-02-03,a10k-fy17q4.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1326380/000132638018000033/a10k-fy17q4.htm
0001326380,0001326380-19-000052,2019-04-02,2019-02-02,a10k-fy18q4.htm,10-K,0001326380-18-000033,2018-04-02,True,https://www.sec.gov/Archives/edgar/data/1326380/000132638019000052/a10k-fy18q4.htm
0001326380,0001326380-20-000022,2020-03-27,2020-02-01,a10k-fy19q4.htm,10-K,0001326380-19-000052,2019-04-02,True,https://www.sec.gov/Archives/edgar/data/1326380/000132638020000022/a10k-fy19q4.htm
0001326380,0001326380-21-000032,2021-03-23,2021-01-30,gme-20210130.htm,10-K,0001326380-20-000022,2020-03-27,True,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000032/gme-20210130.htm
0001326380,0001326380-22-000021,2022-03-17,2022-01-29,gme-20220129.htm,10-K,0001326380-21-000032,2021-03-23,True,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000021/gme-20220129.htm
0001326380,0001326380-23-000019,2023-03-28,2023-01-28,gme-20230128.htm,10-K,0001326380-22-000021,2022-03-17,True,https://www.sec.gov/Archives/edgar/data/1326380/000132638023000019/gme-20230128.htm
0001326380,0001326380-24-000012,2024-03-26,2024-02-03,gme-20240203.htm,10-K,0001326380-23-000019,2023-03-28,True,https://www.sec.gov/Archives/edgar/data/1326380/000132638024000012/gme-20240203.htm
0001326380,0001628280-25-014731,2025-03-25,2025-02-01,gme-20250201.htm,10-K,0001326380-24-000012,2024-03-26,True,https://www.sec.gov/Archives/edgar/data/1326380/000162828025014731/gme-20250201.htm
0001326380,0001326380-26-000013,2026-03-24,2026-01-31,gme-20260131.htm,10-K,0001628280-25-014731,2025-03-25,True,https://www.sec.gov/Archives/edgar/data/1326380/000132638026000013/gme-20260131.htm
0001326801,0001326801-25-000017,2025-01-30,2024-12-31,meta-20241231.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1326801/000132680125000017/meta-20241231.htm
0001326801,0001628280-26-003942,2026-01-29,2025-12-31,meta-20251231.htm,10-K,0001326801-25-000017,2025-01-30,True,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm
0001327318,0001327318-18-000019,2018-03-01,2017-12-31,truecar201710k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1327318/000132731818000019/truecar201710k.htm
0001327318,0001327318-19-000009,2019-03-01,2018-12-31,truecar201810-k.htm,10-K,0001327318-18-000019,2018-03-01,True,https://www.sec.gov/Archives/edgar/data/1327318/000132731819000009/truecar201810-k.htm
0001327318,0001327318-20-000009,2020-02-28,2019-12-31,truecar201910-k.htm,10-K,0001327318-19-000009,2019-03-01,True,https://www.sec.gov/Archives/edgar/data/1327318/000132731820000009/truecar201910-k.htm
0001327318,0001327318-21-000019,2021-03-05,2020-12-31,true-20201231.htm,10-K,0001327318-20-000009,2020-02-28,True,https://www.sec.gov/Archives/edgar/data/1327318/000132731821000019/true-20201231.htm
0001327318,0001327318-22-000005,2022-02-24,2021-12-31,true-20211231.htm,10-K,0001327318-21-000019,2021-03-05,True,https://www.sec.gov/Archives/edgar/data/1327318/000132731822000005/true-20211231.htm
0001327318,0001327318-23-000006,2023-02-24,2022-12-31,true-20221231.htm,10-K,0001327318-22-000005,2022-02-24,True,https://www.sec.gov/Archives/edgar/data/1327318/000132731823000006/true-20221231.htm
0001327318,0001327318-24-000006,2024-02-22,2023-12-31,true-20231231.htm,10-K,0001327318-23-000006,2023-02-24,True,https://www.sec.gov/Archives/edgar/data/1327318/000132731824000006/true-20231231.htm
0001327318,0001327318-25-000006,2025-02-20,2024-12-31,true-20241231.htm,10-K,0001327318-24-000006,2024-02-22,True,https://www.sec.gov/Archives/edgar/data/1327318/000132731825000006/true-20241231.htm
0001327567,0001327567-19-000032,2019-09-09,2019-07-31,panw-7312019x10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1327567/000132756719000032/panw-7312019x10k.htm
0001327567,0001327567-20-000032,2020-09-04,2020-07-31,panw-20200731.htm,10-K,0001327567-19-000032,2019-09-09,True,https://www.sec.gov/Archives/edgar/data/1327567/000132756720000032/panw-20200731.htm
0001327567,0001327567-21-000029,2021-09-03,2021-07-31,panw-20210731.htm,10-K,0001327567-20-000032,2020-09-04,True,https://www.sec.gov/Archives/edgar/data/1327567/000132756721000029/panw-20210731.htm
0001327567,0001327567-22-000028,2022-09-06,2022-07-31,panw-20220731.htm,10-K,0001327567-21-000029,2021-09-03,True,https://www.sec.gov/Archives/edgar/data/1327567/000132756722000028/panw-20220731.htm
0001327567,0001327567-23-000024,2023-09-01,2023-07-31,panw-20230731.htm,10-K,0001327567-22-000028,2022-09-06,True,https://www.sec.gov/Archives/edgar/data/1327567/000132756723000024/panw-20230731.htm
0001327567,0001327567-24-000029,2024-09-06,2024-07-31,panw-20240731.htm,10-K,0001327567-23-000024,2023-09-01,True,https://www.sec.gov/Archives/edgar/data/1327567/000132756724000029/panw-20240731.htm
0001327567,0001327567-25-000027,2025-08-29,2025-07-31,panw-20250731.htm,10-K,0001327567-24-000029,2024-09-06,True,https://www.sec.gov/Archives/edgar/data/1327567/000132756725000027/panw-20250731.htm
0001327688,0001564590-18-007302,2018-04-02,2018-01-31,ooma-10k_20180131.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1327688/000156459018007302/ooma-10k_20180131.htm
0001327688,0001564590-19-010638,2019-04-03,2019-01-31,ooma-10k_20190131.htm,10-K,0001564590-18-007302,2018-04-02,True,https://www.sec.gov/Archives/edgar/data/1327688/000156459019010638/ooma-10k_20190131.htm
0001327688,0001564590-20-016484,2020-04-14,2020-01-31,ooma-10k_20200131.htm,10-K,0001564590-19-010638,2019-04-03,True,https://www.sec.gov/Archives/edgar/data/1327688/000156459020016484/ooma-10k_20200131.htm
0001327688,0001564590-21-018013,2021-04-07,2021-01-31,ooma-10k_20210131.htm,10-K,0001564590-20-016484,2020-04-14,True,https://www.sec.gov/Archives/edgar/data/1327688/000156459021018013/ooma-10k_20210131.htm
0001327688,0001564590-22-014016,2022-04-08,2022-01-31,ooma-10k_20220131.htm,10-K,0001564590-21-018013,2021-04-07,True,https://www.sec.gov/Archives/edgar/data/1327688/000156459022014016/ooma-10k_20220131.htm
0001327688,0000950170-23-012210,2023-04-07,2023-01-31,ooma-20230131.htm,10-K,0001564590-22-014016,2022-04-08,True,https://www.sec.gov/Archives/edgar/data/1327688/000095017023012210/ooma-20230131.htm
0001327688,0000950170-24-040394,2024-04-02,2024-01-31,ooma-20240131.htm,10-K,0000950170-23-012210,2023-04-07,True,https://www.sec.gov/Archives/edgar/data/1327688/000095017024040394/ooma-20240131.htm
0001327688,0000950170-25-048692,2025-04-01,2025-01-31,ooma-20250131.htm,10-K,0000950170-24-040394,2024-04-02,True,https://www.sec.gov/Archives/edgar/data/1327688/000095017025048692/ooma-20250131.htm
0001327811,0001327811-19-000038,2019-03-18,2019-01-31,wday-01312019x10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1327811/000132781119000038/wday-01312019x10k.htm
0001327811,0001327811-20-000022,2020-03-03,2020-01-31,wday-20200131.htm,10-K,0001327811-19-000038,2019-03-18,True,https://www.sec.gov/Archives/edgar/data/1327811/000132781120000022/wday-20200131.htm
0001327811,0001327811-21-000020,2021-03-02,2021-01-31,wday-20210131.htm,10-K,0001327811-20-000022,2020-03-03,True,https://www.sec.gov/Archives/edgar/data/1327811/000132781121000020/wday-20210131.htm
0001327811,0001327811-22-000030,2022-02-28,2022-01-31,wday-20220131.htm,10-K,0001327811-21-000020,2021-03-02,True,https://www.sec.gov/Archives/edgar/data/1327811/000132781122000030/wday-20220131.htm
0001327811,0001327811-23-000024,2023-02-27,2023-01-31,wday-20230131.htm,10-K,0001327811-22-000030,2022-02-28,True,https://www.sec.gov/Archives/edgar/data/1327811/000132781123000024/wday-20230131.htm
0001327811,0001327811-24-000044,2024-03-08,2024-01-31,wday-20240131.htm,10-K,0001327811-23-000024,2023-02-27,True,https://www.sec.gov/Archives/edgar/data/1327811/000132781124000044/wday-20240131.htm
0001327811,0001327811-25-000056,2025-03-11,2025-01-31,wday-20250131.htm,10-K,0001327811-24-000044,2024-03-08,True,https://www.sec.gov/Archives/edgar/data/1327811/000132781125000056/wday-20250131.htm
0001327811,0001327811-26-000014,2026-03-06,2026-01-31,wday-20260131.htm,10-K,0001327811-25-000056,2025-03-11,True,https://www.sec.gov/Archives/edgar/data/1327811/000132781126000014/wday-20260131.htm
0001332174,0001437749-18-003509,2018-02-28,2017-12-31,gsg20171231_10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1332174/000143774918003509/gsg20171231_10k.htm
0001332174,0001437749-19-003633,2019-02-28,2018-12-31,gsg20181231_10k.htm,10-K,0001437749-18-003509,2018-02-28,True,https://www.sec.gov/Archives/edgar/data/1332174/000143774919003633/gsg20181231_10k.htm
0001332174,0001437749-20-003770,2020-02-27,2019-12-31,gsg20191231_10k.htm,10-K,0001437749-19-003633,2019-02-28,True,https://www.sec.gov/Archives/edgar/data/1332174/000143774920003770/gsg20191231_10k.htm
0001332174,0001437749-21-004601,2021-03-01,2020-12-31,gsg20201231_10k.htm,10-K,0001437749-20-003770,2020-02-27,True,https://www.sec.gov/Archives/edgar/data/1332174/000143774921004601/gsg20201231_10k.htm
0001332174,0001437749-22-004901,2022-03-01,2021-12-31,gsg20211231_10k.htm,10-K,0001437749-21-004601,2021-03-01,True,https://www.sec.gov/Archives/edgar/data/1332174/000143774922004901/gsg20211231_10k.htm
0001332174,0001437749-23-004334,2023-02-23,2022-12-31,gsg20221231_10k.htm,10-K,0001437749-22-004901,2022-03-01,True,https://www.sec.gov/Archives/edgar/data/1332174/000143774923004334/gsg20221231_10k.htm
0001332174,0001437749-24-004673,2024-02-20,2023-12-31,gsg20231231c_10k.htm,10-K,0001437749-23-004334,2023-02-23,True,https://www.sec.gov/Archives/edgar/data/1332174/000143774924004673/gsg20231231c_10k.htm
0001332174,0001437749-25-004260,2025-02-19,2024-12-31,gsg20241231_10k.htm,10-K,0001437749-24-004673,2024-02-20,True,https://www.sec.gov/Archives/edgar/data/1332174/000143774925004260/gsg20241231_10k.htm
0001332174,0001437749-26-006060,2026-02-27,2025-12-31,gsg20251231_10k.htm,10-K,0001437749-25-004260,2025-02-19,True,https://www.sec.gov/Archives/edgar/data/1332174/000143774926006060/gsg20251231_10k.htm
0001332551,0001332551-18-000009,2018-03-16,2017-12-31,a20171231-rso10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1332551/000133255118000009/a20171231-rso10k.htm
0001332551,0001564590-19-007054,2019-03-11,2018-12-31,xan-10k_20181231.htm,10-K,0001332551-18-000009,2018-03-16,True,https://www.sec.gov/Archives/edgar/data/1332551/000156459019007054/xan-10k_20181231.htm
0001332551,0001564590-20-009476,2020-03-10,2019-12-31,xan-10k_20191231.htm,10-K,0001564590-19-007054,2019-03-11,True,https://www.sec.gov/Archives/edgar/data/1332551/000156459020009476/xan-10k_20191231.htm
0001332551,0001564590-21-012662,2021-03-12,2020-12-31,acr-10k_20201231.htm,10-K,0001564590-20-009476,2020-03-10,True,https://www.sec.gov/Archives/edgar/data/1332551/000156459021012662/acr-10k_20201231.htm
0001332551,0001564590-22-009161,2022-03-09,2021-12-31,acr-10k_20211231.htm,10-K,0001564590-21-012662,2021-03-12,True,https://www.sec.gov/Archives/edgar/data/1332551/000156459022009161/acr-10k_20211231.htm
0001332551,0000950170-23-006479,2023-03-07,2022-12-31,acr-20221231.htm,10-K,0001564590-22-009161,2022-03-09,True,https://www.sec.gov/Archives/edgar/data/1332551/000095017023006479/acr-20221231.htm
0001332551,0000950170-24-027462,2024-03-07,2023-12-31,acr-20231231.htm,10-K,0000950170-23-006479,2023-03-07,True,https://www.sec.gov/Archives/edgar/data/1332551/000095017024027462/acr-20231231.htm
0001332551,0000950170-25-039661,2025-03-17,2024-12-31,acr-20241231.htm,10-K,0000950170-24-027462,2024-03-07,True,https://www.sec.gov/Archives/edgar/data/1332551/000095017025039661/acr-20241231.htm
0001332551,0001193125-26-098916,2026-03-10,2025-12-31,acr-20251231.htm,10-K,0000950170-25-039661,2025-03-17,True,https://www.sec.gov/Archives/edgar/data/1332551/000119312526098916/acr-20251231.htm
0001333835,0001564590-18-004630,2018-03-07,2017-12-31,casa-10k_20171231.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1333835/000156459018004630/casa-10k_20171231.htm
0001333835,0001564590-19-005442,2019-02-28,2018-12-31,casa-10k_20181231.htm,10-K,0001564590-18-004630,2018-03-07,True,https://www.sec.gov/Archives/edgar/data/1333835/000156459019005442/casa-10k_20181231.htm
0001333835,0001564590-20-007381,2020-02-27,2019-12-31,casa-10k_20191231.htm,10-K,0001564590-19-005442,2019-02-28,True,https://www.sec.gov/Archives/edgar/data/1333835/000156459020007381/casa-10k_20191231.htm
0001333835,0001564590-21-008842,2021-02-25,2020-12-31,casa-10k_20201231.htm,10-K,0001564590-20-007381,2020-02-27,True,https://www.sec.gov/Archives/edgar/data/1333835/000156459021008842/casa-10k_20201231.htm
0001333835,0001564590-22-007157,2022-02-25,2021-12-31,casa-10k_20211231.htm,10-K,0001564590-21-008842,2021-02-25,True,https://www.sec.gov/Archives/edgar/data/1333835/000156459022007157/casa-10k_20211231.htm
0001333835,0000950170-23-008129,2023-03-15,2022-12-31,casa-20221231.htm,10-K,0001564590-22-007157,2022-02-25,True,https://www.sec.gov/Archives/edgar/data/1333835/000095017023008129/casa-20221231.htm
0001333986,0001333986-19-000010,2019-03-08,2018-12-31,eqhs-1and10xk.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1333986/000133398619000010/eqhs-1and10xk.htm
0001333986,0001333986-20-000015,2020-02-27,2019-12-31,eqh201910-k.htm,10-K,0001333986-19-000010,2019-03-08,True,https://www.sec.gov/Archives/edgar/data/1333986/000133398620000015/eqh201910-k.htm
0001333986,0001333986-21-000011,2021-02-24,2020-12-31,eqh-20201231.htm,10-K,0001333986-20-000015,2020-02-27,True,https://www.sec.gov/Archives/edgar/data/1333986/000133398621000011/eqh-20201231.htm
0001333986,0001333986-22-000006,2022-02-22,2021-12-31,eqh-20211231.htm,10-K,0001333986-21-000011,2021-02-24,True,https://www.sec.gov/Archives/edgar/data/1333986/000133398622000006/eqh-20211231.htm
0001333986,0001333986-23-000004,2023-02-21,2022-12-31,eqh-20221231.htm,10-K,0001333986-22-000006,2022-02-22,True,https://www.sec.gov/Archives/edgar/data/1333986/000133398623000004/eqh-20221231.htm
0001333986,0001333986-24-000009,2024-02-26,2023-12-31,eqh-20231231.htm,10-K,0001333986-23-000004,2023-02-21,True,https://www.sec.gov/Archives/edgar/data/1333986/000133398624000009/eqh-20231231.htm
0001333986,0001333986-25-000011,2025-02-24,2024-12-31,eqh-20241231.htm,10-K,0001333986-24-000009,2024-02-26,True,https://www.sec.gov/Archives/edgar/data/1333986/000133398625000011/eqh-20241231.htm
0001333986,0001333986-26-000012,2026-02-25,2025-12-31,eqh-20251231.htm,10-K,0001333986-25-000011,2025-02-24,True,https://www.sec.gov/Archives/edgar/data/1333986/000133398626000012/eqh-20251231.htm
0001336917,0001336917-18-000009,2018-02-28,2017-12-31,ua-20171231x10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1336917/000133691718000009/ua-20171231x10k.htm
0001336917,0001336917-19-000011,2019-02-25,2018-12-31,ua-20181231.htm,10-K,0001336917-18-000009,2018-02-28,True,https://www.sec.gov/Archives/edgar/data/1336917/000133691719000011/ua-20181231.htm
0001336917,0001336917-20-000010,2020-02-26,2019-12-31,ua-20191231.htm,10-K,0001336917-19-000011,2019-02-25,True,https://www.sec.gov/Archives/edgar/data/1336917/000133691720000010/ua-20191231.htm
0001336917,0001336917-21-000009,2021-02-24,2020-12-31,ua-20201231.htm,10-K,0001336917-20-000010,2020-02-26,True,https://www.sec.gov/Archives/edgar/data/1336917/000133691721000009/ua-20201231.htm
0001336917,0001336917-22-000010,2022-02-23,2021-12-31,ua-20211231.htm,10-K,0001336917-21-000009,2021-02-24,True,https://www.sec.gov/Archives/edgar/data/1336917/000133691722000010/ua-20211231.htm
0001336917,0001336917-23-000021,2023-05-24,2023-03-31,ua-20230331.htm,10-K,0001336917-22-000010,2022-02-23,True,https://www.sec.gov/Archives/edgar/data/1336917/000133691723000021/ua-20230331.htm
0001336917,0001336917-24-000073,2024-05-29,2024-03-31,ua-20240331.htm,10-K,0001336917-23-000021,2023-05-24,True,https://www.sec.gov/Archives/edgar/data/1336917/000133691724000073/ua-20240331.htm
0001336917,0001336917-25-000078,2025-05-22,2025-03-31,ua-20250331.htm,10-K,0001336917-24-000073,2024-05-29,True,https://www.sec.gov/Archives/edgar/data/1336917/000133691725000078/ua-20250331.htm
0001336920,0001336920-20-000023,2020-02-18,2020-01-03,ldos01032020form10-k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1336920/000133692020000023/ldos01032020form10-k.htm
0001336920,0001336920-21-000010,2021-02-23,2021-01-01,ldos-20210101.htm,10-K,0001336920-20-000023,2020-02-18,True,https://www.sec.gov/Archives/edgar/data/1336920/000133692021000010/ldos-20210101.htm
0001336920,0001336920-22-000007,2022-02-15,2021-12-31,ldos-20211231.htm,10-K,0001336920-21-000010,2021-02-23,True,https://www.sec.gov/Archives/edgar/data/1336920/000133692022000007/ldos-20211231.htm
0001336920,0001336920-23-000015,2023-02-14,2022-12-30,ldos-20221230.htm,10-K,0001336920-22-000007,2022-02-15,True,https://www.sec.gov/Archives/edgar/data/1336920/000133692023000015/ldos-20221230.htm
0001336920,0001336920-24-000008,2024-02-13,2023-12-29,ldos-20231229.htm,10-K,0001336920-23-000015,2023-02-14,True,https://www.sec.gov/Archives/edgar/data/1336920/000133692024000008/ldos-20231229.htm
0001336920,0001336920-25-000006,2025-02-11,2025-01-03,ldos-20250103.htm,10-K,0001336920-24-000008,2024-02-13,True,https://www.sec.gov/Archives/edgar/data/1336920/000133692025000006/ldos-20250103.htm
0001336920,0001336920-26-000030,2026-02-17,2026-01-02,ldos-20260102.htm,10-K,0001336920-25-000006,2025-02-11,True,https://www.sec.gov/Archives/edgar/data/1336920/000133692026000030/ldos-20260102.htm
0001337619,0001558370-18-001307,2018-02-28,2017-12-31,env-20171231x10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1337619/000155837018001307/env-20171231x10k.htm
0001337619,0001628280-19-002344,2019-03-01,2018-12-31,env-2018123110xk.htm,10-K,0001558370-18-001307,2018-02-28,True,https://www.sec.gov/Archives/edgar/data/1337619/000162828019002344/env-2018123110xk.htm
0001337619,0001628280-20-002576,2020-02-28,2019-12-31,env-2019123110xk.htm,10-K,0001628280-19-002344,2019-03-01,True,https://www.sec.gov/Archives/edgar/data/1337619/000162828020002576/env-2019123110xk.htm
0001337619,0001628280-21-003457,2021-02-26,2020-12-31,env-20201231.htm,10-K,0001628280-20-002576,2020-02-28,True,https://www.sec.gov/Archives/edgar/data/1337619/000162828021003457/env-20201231.htm
0001337619,0001628280-22-003985,2022-02-25,2021-12-31,env-20211231.htm,10-K,0001628280-21-003457,2021-02-26,True,https://www.sec.gov/Archives/edgar/data/1337619/000162828022003985/env-20211231.htm
0001337619,0001337619-23-000012,2023-02-28,2022-12-31,env-20221231.htm,10-K,0001628280-22-003985,2022-02-25,True,https://www.sec.gov/Archives/edgar/data/1337619/000133761923000012/env-20221231.htm
0001337619,0001337619-24-000005,2024-02-28,2023-12-31,env-20231231.htm,10-K,0001337619-23-000012,2023-02-28,True,https://www.sec.gov/Archives/edgar/data/1337619/000133761924000005/env-20231231.htm
0001338065,0001338065-18-000006,2018-02-26,2017-12-31,dcp-20171231x10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1338065/000133806518000006/dcp-20171231x10k.htm
0001338065,0001338065-19-000006,2019-02-25,2018-12-31,dcp-20181231x10k.htm,10-K,0001338065-18-000006,2018-02-26,True,https://www.sec.gov/Archives/edgar/data/1338065/000133806519000006/dcp-20181231x10k.htm
0001338065,0001338065-20-000008,2020-02-21,2019-12-31,dpm-20191231.htm,10-K,0001338065-19-000006,2019-02-25,True,https://www.sec.gov/Archives/edgar/data/1338065/000133806520000008/dpm-20191231.htm
0001338065,0001338065-21-000010,2021-02-19,2020-12-31,dpm-20201231.htm,10-K,0001338065-20-000008,2020-02-21,True,https://www.sec.gov/Archives/edgar/data/1338065/000133806521000010/dpm-20201231.htm
0001338065,0001338065-22-000009,2022-02-18,2021-12-31,dpm-20211231.htm,10-K,0001338065-21-000010,2021-02-19,True,https://www.sec.gov/Archives/edgar/data/1338065/000133806522000009/dpm-20211231.htm
