decision_date,realization_date,gross_return,net_return,turnover,cost,invested_weight
2005-01-07,2005-01-14,0.0,0.0,0.0,0.0,0.0
2005-01-14,2005-01-21,0.0,0.0,0.0,0.0,0.0
2005-01-21,2005-01-28,0.0,0.0,0.0,0.0,0.0
2005-01-28,2005-02-04,0.0,0.0,0.0,0.0,0.0
2005-02-04,2005-02-11,0.0,0.0,0.0,0.0,0.0
2005-02-11,2005-02-18,-0.00474843352447924,-0.009748433524479239,0.9999999999999999,0.004999999999999999,0.9999999999999999
2005-02-18,2005-02-25,0.0026377842212583886,0.0015862280267260548,0.21031123890646675,0.0010515561945323337,1.0
2005-02-25,2005-03-04,0.011824479002359108,0.010500862767581892,0.2647232469554434,0.001323616234777217,1.0
2005-03-04,2005-03-11,-0.005402882033609556,-0.00664572424926075,0.24856844313023885,0.0012428422156511942,1.0
2005-03-11,2005-03-18,-0.0091865736095434,-0.010386165797269246,0.23991843754516934,0.0011995921877258468,0.9999999999999999
2005-03-18,2005-03-25,-0.01396482694836117,-0.01745701099288042,0.6984368089038497,0.0034921840445192487,1.0
2005-03-25,2005-04-01,0.0040232077418791805,0.0028100604230218732,0.2426294637714615,0.0012131473188573075,1.0
2005-04-01,2005-04-08,0.0,-0.005,1.0,0.005,0.0
2005-04-08,2005-04-15,0.0,0.0,0.0,0.0,0.0
2005-04-15,2005-04-22,0.010656188320131378,0.005656188320131378,1.0,0.005,1.0
2005-04-22,2005-04-29,-0.0032910137347086804,-0.004570788324251899,0.25595491790864366,0.0012797745895432183,1.0
2005-04-29,2005-05-06,0.014201708719078651,0.01178723698377359,0.4828943470610124,0.002414471735305062,1.0
2005-05-06,2005-05-13,-0.00441297976246052,-0.0071365562134521835,0.5447152901983326,0.002723576450991663,1.0
2005-05-13,2005-05-20,0.02949961378213544,0.025570047677085334,0.7859132210100211,0.003929566105050106,1.0
2005-05-20,2005-05-27,0.0011275512082302127,2.5898800492425928e-05,0.22033048154755736,0.0011016524077377867,1.0
2005-05-27,2005-06-03,0.007737470454518909,0.006218722798441901,0.3037495312154018,0.001518747656077009,0.9999999999999999
2005-06-03,2005-06-10,0.0025739595524372277,0.0008533296382172938,0.34412598284398677,0.001720629914219934,1.0
2005-06-10,2005-06-17,0.015275017072995821,0.012770213780141409,0.5009606585708826,0.002504803292854413,1.0
