candidate,annual_return_50bps,sharpe_50bps,max_drawdown_50bps,annual_turnover,annual_return_100bps,validation_return,test_return,blend_sharpe,core_sharpe,paired_lower_sharpe_difference,historical_gates_passed,promoted
equal_weight_top5,-0.013102796989410415,-0.002108822451005619,-0.644637838201755,23.185865880092425,-0.12135566859491409,-0.035732161303836385,0.027122904600970887,0.5686555039883536,0.7688190479596629,-0.3325186227551281,False,False
inverse_volatility_top5,-0.03595974138399116,-0.1675336679000766,-0.7112617586665337,26.99271763536152,-0.1579862751578156,-0.053900429654900606,0.003407384788878254,0.5251008212924868,0.7688190479596629,-0.3759016460220804,False,False
