split,bucket,asset_or_portfolio,n_weeks,ann_return,ann_vol,sharpe,max_drawdown
ETF breadth risk-on split in neutral_mixed,active,SPY,149,0.31722970912002535,0.12545510932760293,2.5286312436398135,-0.08264667717727459
ETF breadth risk-on split in neutral_mixed,active,QQQ,149,0.35874869556515443,0.16517660735459422,2.1719098201055056,-0.09234420317261482
ETF breadth risk-on split in neutral_mixed,active,ggg1,149,0.13506045995949378,0.08599762244424751,1.5705138830675678,-0.06452090623907025
ETF breadth risk-on split in neutral_mixed,active,phase4b_best,149,0.16056121114430155,0.09249100871839781,1.7359656183786822,-0.07516613176541032
ETF breadth risk-on split in neutral_mixed,inactive,SPY,344,-0.0008332124432478549,0.15206731337117213,-0.005479234325749649,-0.2927906088977349
ETF breadth risk-on split in neutral_mixed,inactive,QQQ,344,-0.0013627460364618038,0.17865800990348815,-0.00762767948214561,-0.3667018231400938
ETF breadth risk-on split in neutral_mixed,inactive,ggg1,344,0.10231715484415749,0.07241231778598997,1.4129799731939168,-0.07007513135417465
ETF breadth risk-on split in neutral_mixed,inactive,phase4b_best,344,0.10391282714966521,0.07690534960801215,1.351178138833132,-0.0682127898290702
