not_built_reason,survivorship_bias_flag,production_usable,research_usable
NOT_BUILT_NO_LOCAL_STOCK_PRICES_OR_POINT_IN_TIME_MEMBERSHIP,NO_STOCK_PANEL_BUILT,False,False
