strategy_id,week_ending,held_book_return,financing,net_return,cumulative
candidate-return-first-60-40-forward-v1,2026-08-14,0.04396299516952543,-0.0,0.04396299516952543,0.04396299516952551
candidate-return-first-60-40-forward-v1,2026-08-21,-0.002215515303859796,-0.0,-0.002215515303859796,0.0416500791770642
candidate-return-first-60-40-forward-v1,2026-08-28,-0.0018794348280337645,-0.0,-0.0018794348280337645,0.03969236573963464
candidate-return-first-60-40-forward-v1,2026-09-04,0.017695483347781777,-0.0,0.017695483347781777,0.058090224684396174
sec-cash-conversion-breadth20-dynamic-v1,2026-08-14,0.039477107541451915,-0.0,0.039477107541451915,0.03947710754145195
sec-cash-conversion-breadth20-dynamic-v1,2026-08-21,-0.014556419054276683,-0.0,-0.014556419054276683,0.02434604316675104
sec-cash-conversion-breadth20-dynamic-v1,2026-08-28,0.006871233233568414,-0.0,0.006871233233568414,0.03138456374123266
sec-cash-conversion-breadth20-dynamic-v1,2026-09-04,0.013149392535079468,-0.0,0.013149392535079468,0.044946644224487686
sec-growth-survivorship-aware-v1,2026-08-14,0.07487897347545927,-0.0,0.07487897347545927,0.07487897347545935
sec-growth-survivorship-aware-v1,2026-08-21,-0.07014414775136131,-0.0,-0.07014414775136131,-0.000517496054834865
sec-growth-survivorship-aware-v1,2026-08-28,-0.012845208285239718,-0.0,-0.012845208285239718,-0.013356056995463494
sec-growth-survivorship-aware-v1,2026-09-04,0.02297701612215685,-0.0,0.02297701612215685,0.009314076789780135
sec-residual-controlled-1.25x-5pct-v1,2026-08-14,0.0482254704187839,-0.0001923076923076921,0.04803316272647621,0.048033162726476286
sec-residual-controlled-1.25x-5pct-v1,2026-08-21,-0.02672550918239498,-0.0001923076923076921,-0.026917816874702672,0.019822397973589645
sec-residual-controlled-1.25x-5pct-v1,2026-08-28,-0.00229442720106832,-0.0001923076923076921,-0.002486734893376012,0.01728637003150224
sec-residual-controlled-1.25x-5pct-v1,2026-09-04,0.015376921729868757,-0.0001923076923076921,0.015184614037561066,0.03273347092610224
sec-sector-aware-signal-ensemble-v1,2026-08-14,0.0349911777135946,-0.0,0.0349911777135946,0.0349911777135945
sec-sector-aware-signal-ensemble-v1,2026-08-21,-0.017217454907743377,-0.0,-0.017217454907743377,0.01717126378139855
sec-sector-aware-signal-ensemble-v1,2026-08-28,0.00894294097844963,-0.0,0.00894294097844963,0.02626776635837058
sec-sector-aware-signal-ensemble-v1,2026-09-04,-0.000493134565802249,-0.0,-0.000493134565802249,0.025761678249010656
sec-sector-ensemble-fragile-1.35x-v1,2026-08-14,0.047238089913352745,-0.00018076923076922987,0.04705732068258352,0.0470573206825835
sec-sector-ensemble-fragile-1.35x-v1,2026-08-21,-0.023243564125453565,-0.00018076923076922987,-0.023424333356222796,0.02253070095984122
sec-sector-ensemble-fragile-1.35x-v1,2026-08-28,0.012072970320907,-0.00018076923076922987,0.01189220109013777,0.034690841676495054
sec-sector-ensemble-fragile-1.35x-v1,2026-09-04,-0.0006657316638330337,-0.00018076923076922987,-0.0008465008946022636,0.03381497495337915
