version,state,n_weeks,avg_composite_regime_offense_component,avg_composite_regime_defense_component,avg_composite_regime_cash_component,avg_dual_momentum_topn,avg_cta_trend_long_only,avg_composite_selective_signals,avg_taa_10m_sma,avg_offensive_total,avg_defensive_total
improved_phase2b_combo_abc,stressed_panic,229,,,,0.06353534858663604,0.06194148757643729,0.11636745672176457,0.07612100785955561,0.24184429288483794,0.07612100785955561
improved_phaseyy_conservative_decomposition,calm_trend,295,0.07870512044233219,0.29392901870348165,,0.1249372688161675,0.1097848299360283,0.20550380617298217,0.1517019814991212,0.5189310253675101,0.4456310002026028
improved_phaseyy_conservative_decomposition,neutral_mixed,493,0.09085229077170395,0.21558374053668897,,0.09404566139270665,0.09994608337096461,0.1566030181236956,0.11607472726074823,0.4414470536590707,0.33165846779743724
improved_phaseyy_conservative_decomposition,recovery_confirmed,44,0.1356173140977424,0.2287883449137622,,0.10831920281211306,0.13475949447715255,0.17664766169620894,0.14300095754871245,0.5553436730832169,0.37178930246247466
improved_phaseyy_conservative_decomposition,recovery_fragile,49,0.10476527885477888,0.25743777263619694,,0.10159180523731741,0.11365426732318538,0.15893855589626305,0.13408417801309813,0.4789499073115448,0.39152195064929507
improved_phaseyy_conservative_decomposition,stressed_panic,229,0.045517174644441785,0.15219519142193222,,0.054554578629102,0.06004825820347909,0.10475057504575928,0.07369778115100784,0.2648705865227822,0.22589297257294008
improved_phasezz_recovery_neutral_offense_rebudget,calm_trend,295,0.08151292092729534,0.2907514817543049,,0.12579887932350894,0.11084620644782903,0.20545937493422844,0.14996574831989884,0.5236173816328618,0.44071723007420366
improved_phasezz_recovery_neutral_offense_rebudget,neutral_mixed,493,0.10284085479122614,0.20197050606676237,,0.0980047544424,0.10442815922196706,0.1566246933538291,0.10839248659577978,0.46189846180942234,0.31036299266254214
improved_phasezz_recovery_neutral_offense_rebudget,recovery_confirmed,44,0.16361945524564667,0.20104487419718764,,0.1144268320211831,0.14316123821906543,0.17345479352198653,0.12551954293959455,0.5946623190078818,0.3265644171367822
improved_phasezz_recovery_neutral_offense_rebudget,recovery_fragile,49,0.12522643281081292,0.23612652764759695,,0.10543619805929583,0.12031540492564606,0.15842917209038404,0.12362748087878407,0.5094072078861388,0.35975400852638095
improved_phasezz_recovery_neutral_offense_rebudget,stressed_panic,229,0.04845549729753472,0.14887796062010442,,0.05556704531961729,0.061181805295774654,0.10480602033204008,0.07187666236464123,0.2700103682449667,0.2207546229847457
improved_phaseaaa_confirmed_offense_mix_tilt,calm_trend,295,0.08200374161771502,0.2907373171688104,,0.12548839555191535,0.11194911730966402,0.20414693682375595,0.14995650035226415,0.5235881913030502,0.44069381752107467
improved_phaseaaa_confirmed_offense_mix_tilt,neutral_mixed,493,0.10470503998148903,0.20191477761293533,,0.09689794571935578,0.10814192406122651,0.15202597219275246,0.10835719342722021,0.46177088195482374,0.3102719710401555
improved_phaseaaa_confirmed_offense_mix_tilt,recovery_confirmed,44,0.17471365321490478,0.20065344970575402,,0.10704957242768627,0.16701676508193236,0.14482029627063778,0.12526633058462805,0.5936002869951612,0.325919780290382
improved_phaseaaa_confirmed_offense_mix_tilt,recovery_fragile,49,0.12600656384773803,0.23612354089013207,,0.10492039550775852,0.12183549576988195,0.15665564229551687,0.12362557973221597,0.5094180974208954,0.359749120622348
improved_phaseaaa_confirmed_offense_mix_tilt,stressed_panic,229,0.0484802436523535,0.14887765114023876,,0.055551622331062055,0.06123110621988545,0.10474804291613375,0.07187643498356813,0.2700110151194347,0.2207540861238069
improved_phasebbb_offense_defense_composition_combo,calm_trend,295,0.08377599521885329,0.2911237855673015,,0.12485556957973361,0.1116519195322042,0.20324179302569617,0.14953802574479688,0.5235252773564874,0.4406618113120983
improved_phasebbb_offense_defense_composition_combo,neutral_mixed,493,0.11074936101111106,0.2030813419960656,,0.09474785203302234,0.10717775305719424,0.1488679670604648,0.1070813639588671,0.46154293316179246,0.3101627059549326
improved_phasebbb_offense_defense_composition_combo,recovery_confirmed,44,0.21295663332269713,0.21178584174669088,,0.09303264249665451,0.16075407523347277,0.1250943310110044,0.11322351983732398,0.5918376820638288,0.32500936158401483
improved_phasebbb_offense_defense_composition_combo,recovery_fragile,49,0.12869997655698992,0.23680984818608886,,0.10395046603462163,0.1213251097900579,0.1554336029602091,0.12293521794115772,0.5094091553418786,0.35974506612724655
improved_phasebbb_offense_defense_composition_combo,stressed_panic,229,0.04856237325128397,0.14890384790451078,,0.05552245833339249,0.061217560207019565,0.10470873617403358,0.07184991264731184,0.2700111279657296,0.22075376055182264
improved_phaseccc_confirmed_cap_dual,calm_trend,295,0.08400473290163382,0.2911138801448097,,0.12447412927128967,0.11177513866063346,0.20323685108139516,0.14953243571941308,0.5234908519149523,0.4406463158642228
improved_phaseccc_confirmed_cap_dual,neutral_mixed,493,0.11156907725900671,0.2030449554069048,,0.09337153077853834,0.10762059750447375,0.14885360534485903,0.10706229289838456,0.4614148108868778,0.3101072483052893
improved_phaseccc_confirmed_cap_dual,recovery_confirmed,44,0.21838003079182847,0.21147533235597968,,0.0837924280274026,0.16365368097535896,0.12497912970081272,0.1130631364935227,0.5908052694954029,0.3245384688495023
improved_phaseccc_confirmed_cap_dual,recovery_fragile,49,0.1291325062438675,0.23681126412782708,,0.10327452121097681,0.12156321576673255,0.15543416579494745,0.12293593110840552,0.5094044090165243,0.3597471952362326
improved_phaseccc_confirmed_cap_dual,stressed_panic,229,0.04857480653074657,0.1489039657509712,,0.05550268504897566,0.06122459717351281,0.10470881563091179,0.0718499845045637,0.27001090438414677,0.2207539502555349
