variant,scenario,cost_bps,annual_borrow_fee,full_observations,full_years,full_total_return,full_annual_return,full_annual_volatility,full_sharpe_zero_rf,full_sortino_zero_target,full_max_drawdown,full_max_drawdown_duration_weeks,full_calmar,full_cvar_5_weekly,full_positive_week_share,full_worst_week,full_best_week,full_annual_turnover,full_mean_invested_weight,oos_2016_2020_observations,oos_2016_2020_years,oos_2016_2020_total_return,oos_2016_2020_annual_return,oos_2016_2020_annual_volatility,oos_2016_2020_sharpe_zero_rf,oos_2016_2020_sortino_zero_target,oos_2016_2020_max_drawdown,oos_2016_2020_max_drawdown_duration_weeks,oos_2016_2020_calmar,oos_2016_2020_cvar_5_weekly,oos_2016_2020_positive_week_share,oos_2016_2020_worst_week,oos_2016_2020_best_week,oos_2016_2020_annual_turnover,oos_2016_2020_mean_invested_weight,oos_2021_present_observations,oos_2021_present_years,oos_2021_present_total_return,oos_2021_present_annual_return,oos_2021_present_annual_volatility,oos_2021_present_sharpe_zero_rf,oos_2021_present_sortino_zero_target,oos_2021_present_max_drawdown,oos_2021_present_max_drawdown_duration_weeks,oos_2021_present_calmar,oos_2021_present_cvar_5_weekly,oos_2021_present_positive_week_share,oos_2021_present_worst_week,oos_2021_present_best_week,oos_2021_present_annual_turnover,oos_2021_present_mean_invested_weight
source_causal_confirmed_inverted,primary_50bps_borrow3,50,0.03,1120,21.5384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
source_causal_confirmed_inverted,stress_100bps_borrow8,100,0.08,1120,21.5384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
source_causal_confirmed_asset_permuted,low_10bps_borrow3,10,0.03,1120,21.5384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
source_causal_confirmed_asset_permuted,primary_50bps_borrow3,50,0.03,1120,21.5384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
source_causal_confirmed_asset_permuted,stress_100bps_borrow8,100,0.08,1120,21.5384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normalized_confirmed,low_10bps_borrow3,10,0.03,1120,21.5384615385,-0.0148035114727,-0.000692204246558,0.00417211721345,-0.16388480293,-0.226926104515,-0.0270116443214,1115,-0.0256261425007,-0.000864737077008,0.0133928571429,-0.0092272394979,0.00959343891644,0.341644505456,0.00391964285714,261,5.01923076923,0.00662492356103,0.00131642093415,0.0039732998058,0.333074956492,0.905314938748,-0.00320469369875,105,0.410779019119,-0.000412459432263,0.0153256704981,-0.00230372877631,0.00753545734844,0.24358429006,0.00295019157088,293,5.63461538462,0.00280852924942,0.000497867309148,0.00481384834848,0.105788537695,0.206926609108,-0.00930508287766,188,0.0535048763879,-0.00065737632538,0.0136518771331,-0.00526189985012,0.00959343891644,0.361590010353,0.00361774744027
normalized_confirmed,primary_50bps_borrow3,50,0.03,1120,21.5384615385,-0.0433946720541,-0.0020576548165,0.00443152270499,-0.462574829181,-0.558796645614,-0.051061906221,1115,-0.0402972581478,-0.00123419623903,0.00892857142857,-0.0100679459156,0.00796687898893,0.341644505456,0.00391964285714,261,5.01923076923,0.00171182197696,0.000340819142055,0.00418676837244,0.0834696661983,0.162806901769,-0.00631794526535,105,0.0539446177105,-0.00069425504874,0.0114942528736,-0.00310372877631,0.0075013965583,0.24358429006,0.00295019157088,293,5.63461538462,-0.00533083409788,-0.000948167515642,0.0045829700473,-0.204705022003,-0.303557747514,-0.0141491460201,190,-0.0670123493174,-0.000948213460399,0.0102389078498,-0.00609811572725,0.00796687898893,0.361590010353,0.00361774744027
normalized_confirmed,stress_100bps_borrow8,100,0.08,1120,21.5384615385,-0.0817986745363,-0.0039543104962,0.00513182080861,-0.769474422141,-0.836211582493,-0.087144424349,1115,-0.0453765174966,-0.00182640416462,0.00625,-0.0111976083608,0.00725924166215,0.341644505456,0.00391964285714,261,5.01923076923,-0.0051120694642,-0.00102058766307,0.00462655478637,-0.218402698708,-0.322424231344,-0.0108545803206,131,-0.0940236870451,-0.00107518653749,0.0114942528736,-0.004143411316,0.00725924166215,0.24358429006,0.00295019157088,293,5.63461538462,-0.0164366377479,-0.00293700050916,0.00478866534977,-0.611818453489,-0.712007205083,-0.0221629240358,191,-0.132518638083,-0.00149095569277,0.00341296928328,-0.00730111476245,0.00585607401141,0.361590010353,0.00361774744027
normalized_confirmed_stale_1d,low_10bps_borrow3,10,0.03,1120,21.5384615385,-0.0266632663161,-0.00125395359049,0.00379746472848,-0.328513472545,-0.414538595576,-0.0288202673574,953,-0.0435094364301,-0.00100446763557,0.0116071428571,-0.00657307302979,0.00733737030703,0.341780098708,0.00389285714286,261,5.01923076923,0.007123515971,0.00141521390576,0.0038513425617,0.369116829674,0.960647889618,-0.00456018954324,23,0.310341026911,-0.000326079521496,0.0114942528736,-0.00297464606739,0.00733737030703,0.243787139477,0.00302681992337,293,5.63461538462,-0.00926560941782,-0.00165071018535,0.00320619945683,-0.51366913582,-0.65051107111,-0.0138237136089,190,-0.119411486092,-0.000975745347,0.00682593856655,-0.00322549427117,0.00462199735891,0.362399137525,0.00358361774744
normalized_confirmed_stale_1d,primary_50bps_borrow3,50,0.03,1120,21.5384615385,-0.0549158384624,-0.00261891052296,0.00417969996497,-0.625292885136,-0.6980132639,-0.0551241684949,1114,-0.0475092975452,-0.00136502793915,0.00982142857143,-0.00742257064999,0.00651098262104,0.341780098708,0.00389285714286,261,5.01923076923,0.00220856379838,0.000439631791085,0.00364593620425,0.122367451819,0.22147357921,-0.00698271284812,24,0.0629600272341,-0.000499785705072,0.0114942528736,-0.00378714890364,0.00651098262104,0.243787139477,0.00302681992337,293,5.63461538462,-0.017330650687,-0.00309790278674,0.0037969529977,-0.815238929172,-0.893676614062,-0.0210448632131,190,-0.147204700519,-0.00141570540419,0.00341296928328,-0.00486170408495,0.00379405795677,0.362399137525,0.00358361774744
normalized_confirmed_stale_1d,stress_100bps_borrow8,100,0.08,1120,21.5384615385,-0.0928644238669,-0.0045148619169,0.00503749340874,-0.895717325701,-0.924874219387,-0.0928644238669,1115,-0.0486177777119,-0.00194610104156,0.00625,-0.00864198180417,0.00527878088833,0.341780098708,0.00389285714286,261,5.01923076923,-0.00461795123773,-0.000921757447563,0.00367337785003,-0.249212669098,-0.326045793535,-0.0103197446216,129,-0.0893197924334,-0.000739537381666,0.0114942528736,-0.00488185017705,0.00527878088833,0.243787139477,0.00302681992337,293,5.63461538462,-0.0283322671274,-0.00508787046965,0.00493574029544,-1.03093586624,-1.04878322715,-0.0308906441259,190,-0.164705871749,-0.00208741876915,0.00341296928328,-0.00698404935566,0.00263992601348,0.362399137525,0.00358361774744
normalized_confirmed_stale_5d,low_10bps_borrow3,10,0.03,1120,21.5384615385,-0.00553054101379,-0.000257454652912,0.00387442103463,-0.0645225917471,-0.089776628229,-0.0165552070521,853,-0.0155512795522,-0.000801472409019,0.0160714285714,-0.00725588546918,0.00715362239834,0.340894053873,0.00385714285714,261,5.01923076923,0.00275532888019,0.000548349813085,0.00406988283805,0.136724536677,0.200366249801,-0.00534824234155,108,0.10252897645,-0.000662741141061,0.0153256704981,-0.00467316723903,0.00408339449396,0.244407306,0.00310344827586,293,5.63461538462,0.00393244741991,0.000696782739702,0.00357476507673,0.196625663217,0.49877236538,-0.00403118255568,160,0.172848222594,-0.000449648829945,0.0136518771331,-0.00241518700122,0.00715362239834,0.358712421373,0.00368600682594
normalized_confirmed_stale_5d,primary_50bps_borrow3,50,0.03,1120,21.5384615385,-0.0343388263275,-0.00162100388188,0.00396982774625,-0.406669498091,-0.47990377923,-0.0400057859187,853,-0.040519236022,-0.00110891533383,0.0116071428571,-0.00809211693332,0.0055479304041,0.340894053873,0.00385714285714,261,5.01923076923,-0.00215552923372,-0.000429825215504,0.00389996033544,-0.108290816151,-0.135298130109,-0.00860857081979,108,-0.0499299157203,-0.000791203618709,0.0114942528736,-0.00548401124212,0.00326215163842,0.244407306,0.00310344827586,293,5.63461538462,-0.00415707869649,-0.000739039592068,0.00332171959025,-0.220914622732,-0.340657753856,-0.00965146345305,190,-0.0765728011781,-0.000795951868413,0.00682593856655,-0.00323351791697,0.0055479304041,0.358712421373,0.00368600682594
normalized_confirmed_stale_5d,stress_100bps_borrow8,100,0.08,1120,21.5384615385,-0.0730434637628,-0.00351534883136,0.00454249804973,-0.77294080433,-0.808151830875,-0.0762426456569,1114,-0.0461073825688,-0.00166386976638,0.00714285714286,-0.00925563602657,0.00346322752297,0.340894053873,0.00385714285714,261,5.01923076923,-0.00897385699052,-0.00179435357356,0.00402607906308,-0.444063877419,-0.477366344326,-0.0131429148322,108,-0.136526303067,-0.00104375627542,0.0114942528736,-0.00665548305723,0.00224121170372,0.244407306,0.00310344827586,293,5.63461538462,-0.0152029643283,-0.00271516438269,0.0036674727978,-0.739493951272,-0.811498547662,-0.0186017696905,190,-0.145962692145,-0.00132844597577,0.00682593856655,-0.00441460529979,0.00346322752297,0.358712421373,0.00368600682594
normalized_confirmed_inverted,low_10bps_borrow3,10,0.03,1120,21.5384615385,-0.0026506431286,-0.0001232213717,0.00413929293234,-0.0276998937934,-0.0364574217723,-0.0193070358237,640,-0.00638220039705,-0.000729305007605,0.0178571428571,-0.01040443181,0.00880021180267,0.33918967512,0.00391964285714,261,5.01923076923,-0.00947953984217,-0.00189585326412,0.00397846076596,-0.474983444896,-0.495486702519,-0.0113381442989,130,-0.167210190146,-0.00098459813404,0.0114942528736,-0.00762996403998,0.0018799192525,0.242084950299,0.00295019157088,293,5.63461538462,-0.00759299202718,-0.00135178929192,0.00502327027913,-0.266768745815,-0.295137483791,-0.0117464524741,56,-0.115080641997,-0.00100180007501,0.0170648464164,-0.01040443181,0.00476314974339,0.359383794773,0.00361774744027
normalized_confirmed_inverted,primary_50bps_borrow3,50,0.03,1120,21.5384615385,-0.0313923971045,-0.00147977582123,0.00428893029219,-0.343123658452,-0.399760718696,-0.0396146160757,841,-0.0373542890937,-0.00102809018299,0.0125,-0.0120043333254,0.00796090313196,0.33918967512,0.00391964285714,261,5.01923076923,-0.0142855748294,-0.00286258840879,0.00404599043462,-0.706483851059,-0.710973051911,-0.0153489184893,130,-0.186500984469,-0.0011594367273,0.0114942528736,-0.0076524690815,0.0010799192525,0.242084950299,0.00295019157088,293,5.63461538462,-0.01560862918,-0.00278808480457,0.00561979061774,-0.493980176411,-0.517154263042,-0.0162051544322,126,-0.172049258538,-0.00135822417524,0.0102389078498,-0.0120043333254,0.00393222182946,0.359383794773,0.00361774744027
normalized_confirmed_inverted,stress_100bps_borrow8,100,0.08,1120,21.5384615385,-0.0661880381921,-0.00317438818197,0.00480820665672,-0.658818940265,-0.703403628897,-0.06747790078,841,-0.0470433748721,-0.00149659951893,0.00714285714286,-0.0140023418686,0.00691180723807,0.33918967512,0.00391964285714,261,5.01923076923,-0.0202656386596,-0.00407076393082,0.00437815105354,-0.929462234683,-0.923608638375,-0.0203439320403,130,-0.20009720455,-0.00146462898807,0.00383141762452,-0.00768059986062,7.99192525032e-05,0.242084950299,0.00295019157088,293,5.63461538462,-0.0255460048438,-0.00458214702125,0.00658160144715,-0.694469427183,-0.704561495388,-0.0255460048438,191,-0.179368439381,-0.00190985710612,0.00341296928328,-0.0140023418686,0.00289360179992,0.359383794773,0.00361774744027
normalized_confirmed_asset_permuted,low_10bps_borrow3,10,0.03,1120,21.5384615385,-0.00155666585387,-7.23274675321e-05,0.00347753127662,-0.0190621248649,-0.0272653970338,-0.018693151657,1115,-0.00386919599537,-0.000659418336052,0.0151785714286,-0.00636425182656,0.0060900638875,0.34016816589,0.00391964285714,261,5.01923076923,-0.00200584798559,-0.00039995388381,0.00361733112432,-0.108787996491,-0.166690575381,-0.00845891468877,131,-0.0472819384667,-0.000619978516741,0.00766283524904,-0.00472245493036,0.0060900638875,0.243615553587,0.00295019157088,293,5.63461538462,0.0108839703808,0.00192303658632,0.00450326766659,0.428872150414,0.714672222941,-0.00636425182656,159,0.302162239762,-0.000489892773495,0.0204778156997,-0.00636425182656,0.00548466431133,0.361420416517,0.00361774744027
normalized_confirmed_asset_permuted,primary_50bps_borrow3,50,0.03,1120,21.5384615385,-0.0304113182691,-0.00143284171241,0.00363673034964,-0.39245000817,-0.476665815267,-0.0378702192425,1115,-0.0378355800698,-0.000997766116994,0.0107142857143,-0.00719052826851,0.00606093120368,0.34016816589,0.00391964285714,261,5.01923076923,-0.00687797893852,-0.00137411459939,0.00386102505254,-0.354212067938,-0.497151385123,-0.0118787160299,131,-0.115678714428,-0.000923238568677,0.00383141762452,-0.00475440916862,0.00606093120368,0.243615553587,0.00295019157088,293,5.63461538462,0.00267808253167,0.00047476846427,0.00423561520104,0.114176752689,0.154426724295,-0.00719052826851,161,0.0660269241065,-0.000652960381784,0.0204778156997,-0.00719052826851,0.00465397357841,0.361420416517,0.00361774744027
normalized_confirmed_asset_permuted,stress_100bps_borrow8,100,0.08,1120,21.5384615385,-0.0691908126991,-0.00332343905469,0.00429162298398,-0.773517158697,-0.83224739909,-0.0691908126991,1115,-0.0480329530041,-0.00155507497199,0.00625,-0.00838097762907,0.00582516362821,0.34016816589,0.00391964285714,261,5.01923076923,-0.0136451472026,-0.00273354855911,0.00441133301515,-0.618299379019,-0.76332516759,-0.0174040454451,131,-0.157063975025,-0.00139394559581,0.00383141762452,-0.0049525009501,0.00582516362821,0.243615553587,0.00295019157088,293,5.63461538462,-0.00851800680002,-0.00151705153394,0.00438239038392,-0.344236515045,-0.386900296728,-0.0124326182972,162,-0.122021886113,-0.00106120465205,0.0102389078498,-0.00838097762907,0.00345652147688,0.361420416517,0.00361774744027
normalized_unconfirmed,low_10bps_borrow3,10,0.03,1120,21.5384615385,-0.0435875831529,-0.00206699933552,0.00715605181569,-0.285565237911,-0.385103202428,-0.0538033370406,1115,-0.0384176790737,-0.00225492865328,0.0258928571429,-0.00930306708101,0.0117476220635,0.742990221789,0.00999107142857,261,5.01923076923,0.00458551589488,0.000911916659177,0.00778482109811,0.120950633464,0.232932973283,-0.0104667304432,105,0.0871252645826,-0.00163080776694,0.0268199233716,-0.00607194670603,0.0117476220635,0.652965039903,0.00919540229885,293,5.63461538462,-0.00982495354925,-0.0017507656804,0.00640414513008,-0.27042449044,-0.370260696619,-0.0204013371282,281,-0.0858162222113,-0.00182078099527,0.0273037542662,-0.00930306708101,0.00979257470892,0.796914178676,0.0103071672355
normalized_unconfirmed,primary_50bps_borrow3,50,0.03,1120,21.5384615385,-0.102933536141,-0.00503062243324,0.00769809190768,-0.651256440706,-0.785055969411,-0.111074162459,1115,-0.0452906627597,-0.00308092315459,0.0214285714286,-0.0109642407307,0.0116508441522,0.742990221789,0.00999107142857,261,5.01923076923,-0.00850986453427,-0.00170125837755,0.00803414220555,-0.207939298686,-0.329659392745,-0.0152639051862,105,-0.111456298817,-0.00232397055461,0.0268199233716,-0.00689566100363,0.0116508441522,0.652965039903,0.00919540229885,293,5.63461538462,-0.027464348888,-0.00493021029542,0.00691029292922,-0.711739716667,-0.853408878676,-0.0362898368935,281,-0.135856501915,-0.00259507787047,0.0170648464164,-0.0109642407307,0.00896174450436,0.796914178676,0.0103071672355
normalized_unconfirmed,stress_100bps_borrow8,100,0.08,1120,21.5384615385,-0.180762594439,-0.00921427788337,0.00889381370674,-1.03628565399,-1.13298498924,-0.187138430985,1115,-0.0492377639101,-0.00428318541959,0.0151785714286,-0.013354435388,0.0111294618643,0.742990221789,0.00999107142857,261,5.01923076923,-0.0268217732259,-0.0054021302107,0.00869606012345,-0.618538778905,-0.809078997663,-0.0296905529593,158,-0.181947780431,-0.00333301226683,0.0191570881226,-0.00804358665684,0.0111294618643,0.652965039903,0.00919540229885,293,5.63461538462,-0.0518469281737,-0.00940411887953,0.00821136216006,-1.14646297019,-1.23678333693,-0.0592260700024,281,-0.158783435726,-0.00376294315114,0.00682593856655,-0.013354435388,0.0078436929356,0.796914178676,0.0103071672355
normalized_unconfirmed_stale_1d,low_10bps_borrow3,10,0.03,1120,21.5384615385,-0.054833514806,-0.00261487701813,0.00642131995026,-0.40453486308,-0.537002511768,-0.0611183746456,1115,-0.042783811469,-0.00225686185001,0.0258928571429,-0.00703467399714,0.0117476220635,0.743960367036,0.01,261,5.01923076923,0.0100951677053,0.00200321716236,0.00838577915688,0.242811008353,0.452284262051,-0.010889136771,51,0.183964735176,-0.0016570895081,0.0306513409962,-0.00667388782421,0.0117476220635,0.654523373241,0.00927203065134,293,5.63461538462,-0.00946643428575,-0.0016866283962,0.00471588119624,-0.355592904211,-0.448826476549,-0.0148657074402,281,-0.113457661062,-0.00165444475959,0.0307167235495,-0.00593775214676,0.00483616361902,0.797798243293,0.0102730375427
normalized_unconfirmed_stale_1d,primary_50bps_borrow3,50,0.03,1120,21.5384615385,-0.113556601773,-0.00558077661761,0.00697029669268,-0.799365700676,-0.944741149831,-0.115185821987,1115,-0.0484502043857,-0.00304699723639,0.0178571428571,-0.00785871759411,0.0116508441522,0.743960367036,0.01,261,5.01923076923,-0.00309729664524,-0.000617852599042,0.00847161729921,-0.0687440101999,-0.107893186029,-0.0157433468008,52,-0.0392453146628,-0.002231945808,0.0268199233716,-0.007501130039,0.0116508441522,0.654523373241,0.00927203065134,293,5.63461538462,-0.0271216809078,-0.00486799540571,0.00494749817333,-0.983817217585,-1.0675968205,-0.0289097623879,281,-0.168385867044,-0.00237086358143,0.0170648464164,-0.00601345968604,0.00402833112851,0.797798243293,0.0102730375427
normalized_unconfirmed_stale_1d,stress_100bps_borrow8,100,0.08,1120,21.5384615385,-0.190549855571,-0.00976699449578,0.00822645959,-1.18886977764,-1.28141277566,-0.190549855571,1115,-0.0512568979205,-0.00419996532525,0.0107142857143,-0.00923919602909,0.0111294618643,0.743960367036,0.01,261,5.01923076923,-0.0215397876785,-0.00432894800929,0.00893545551805,-0.48105088206,-0.634663554531,-0.022598437292,157,-0.191559617745,-0.00311349020635,0.0191570881226,-0.00865341966864,0.0111294618643,0.654523373241,0.00927203065134,293,5.63461538462,-0.0515242716913,-0.00934430067035,0.00620939109634,-1.5087016006,-1.50801032497,-0.0515242716913,281,-0.181357258698,-0.00346049667784,0.00682593856655,-0.00650291178631,0.00289937161635,0.797798243293,0.0102730375427
normalized_unconfirmed_stale_5d,low_10bps_borrow3,10,0.03,1120,21.5384615385,-0.0303496577836,-0.00142989343168,0.00670635607957,-0.210015689751,-0.296467257622,-0.0374279913337,1114,-0.0382038517357,-0.00215610170105,0.0267857142857,-0.00798883079351,0.00892335950039,0.741468537074,0.0099375,261,5.01923076923,-0.00126000200684,-0.000251161621429,0.0078145657866,-0.0282531607691,-0.0412355664097,-0.0158805932061,156,-0.0158156322103,-0.00206669800179,0.0268199233716,-0.00724323462328,0.00828557691475,0.653715458748,0.00942528735632,293,5.63461538462,-0.0116183275464,-0.00207187826569,0.00660245835631,-0.310837449801,-0.456042555595,-0.0208380877082,125,-0.0994274664119,-0.00219789119919,0.0238907849829,-0.00548477718077,0.00785339124743,0.795289899081,0.0102730375427
normalized_unconfirmed_stale_5d,primary_50bps_borrow3,50,0.03,1120,21.5384615385,-0.0904013400181,-0.00438952889904,0.00705749370024,-0.619780462808,-0.754946909062,-0.0963175988973,1114,-0.0455734876003,-0.00292191578975,0.0196428571429,-0.00885111312527,0.00814673188358,0.741468537074,0.0099375,261,5.01923076923,-0.014295166481,-0.00286452154218,0.00778148870373,-0.364758897945,-0.47133633436,-0.0271105768383,156,-0.105660663706,-0.00265338997347,0.0191570881226,-0.00806921622894,0.00744798055869,0.653715458748,0.00942528735632,293,5.63461538462,-0.0291983331525,-0.00524530968795,0.00716829174784,-0.730052350802,-0.897160775978,-0.0355126718098,280,-0.147702479724,-0.00302711535181,0.0136518771331,-0.00638885882131,0.00701836662384,0.795289899081,0.0102730375427
normalized_unconfirmed_stale_5d,stress_100bps_borrow8,100,0.08,1120,21.5384615385,-0.16918528147,-0.00856854369888,0.00813102999906,-1.0541873333,-1.13784173183,-0.173696044246,1114,-0.0493306784048,-0.00410935504408,0.0151785714286,-0.0101256358271,0.00705642997643,0.741468537074,0.0099375,261,5.01923076923,-0.0325208652707,-0.00656530327556,0.00830111302024,-0.789306834589,-0.896210872806,-0.0428479153696,156,-0.153223399994,-0.00356863969664,0.0191570881226,-0.0092592593631,0.0062815971752,0.653715458748,0.00942528735632,293,5.63461538462,-0.0535038677402,-0.00971156767812,0.00849331936974,-1.14467273698,-1.23265127982,-0.0586427024599,280,-0.165605732184,-0.00431506814038,0.0136518771331,-0.00867550945026,0.00577530800132,0.795289899081,0.0102730375427
normalized_unconfirmed_inverted,low_10bps_borrow3,10,0.03,1120,21.5384615385,0.00525986583137,0.000243597714011,0.00701822483115,0.0382150466513,0.052070279912,-0.0248010748466,580,0.00982206277422,-0.00175303105921,0.0339285714286,-0.0119507477873,0.00880021180267,0.735951231066,0.00999107142857,261,5.01923076923,-0.012582685984,-0.0025196210047,0.00783112710468,-0.318224186114,-0.357488565826,-0.0204412231172,260,-0.12326175348,-0.00220318195782,0.0306513409962,-0.0119507477873,0.00561021157239,0.647384614909,0.00919540229885,293,5.63461538462,-0.00104181299251,-0.000184974408752,0.00627622037853,-0.0263430120056,-0.0349166498205,-0.0135628545513,150,-0.01363830955,-0.00149763172843,0.037542662116,-0.0102060905238,0.00833341521667,0.790499955444,0.0103071672355
normalized_unconfirmed_inverted,primary_50bps_borrow3,50,0.03,1120,21.5384615385,-0.0565380014096,-0.00269845794441,0.00704912958674,-0.379784529969,-0.4573012243,-0.0687632609481,954,-0.0392427279801,-0.0023989512246,0.0267857142857,-0.0119979645918,0.00796090313196,0.735951231066,0.00999107142857,261,5.01923076923,-0.0253409489997,-0.00510079001889,0.00804495229047,-0.631598897726,-0.67150158648,-0.0291396986829,260,-0.175046079727,-0.00267790764392,0.0229885057471,-0.0119979645918,0.00478652573352,0.647384614909,0.00919540229885,293,5.63461538462,-0.0186936501455,-0.00334344399126,0.00645816997683,-0.515329909611,-0.597210507359,-0.0229659194869,151,-0.145582849107,-0.0022212797206,0.0273037542662,-0.0110134319021,0.00668583296731,0.790499955444,0.0103071672355
normalized_unconfirmed_inverted,stress_100bps_borrow8,100,0.08,1120,21.5384615385,-0.128541581372,-0.00636761405141,0.00760451618277,-0.83615877869,-0.908188999835,-0.131043672506,954,-0.0485915415039,-0.00335684619135,0.0196428571429,-0.0120569831201,0.00691180723807,0.735951231066,0.00999107142857,261,5.01923076923,-0.041074488667,-0.00832142040468,0.00871106254078,-0.954825280503,-0.973461978655,-0.0427364367305,260,-0.194714885969,-0.00349030617671,0.0153256704981,-0.0120569831201,0.00375695221021,0.647384614909,0.00919540229885,293,5.63461538462,-0.0403430052456,-0.00728164097062,0.00725281936953,-1.00394570499,-1.05777248263,-0.0403430052456,281,-0.180493270799,-0.00327859162216,0.0170648464164,-0.012022551444,0.0046264737708,0.790499955444,0.0103071672355
