observable,fit_weeks,probability_pre_break_year,probability_max_near_break,probability_after_break,level_shift,detects_transition
curve_slope,834,0.9948097303191368,0.9948047242142252,0.9947134830114358,-9.624730770096956e-05,False
financial_conditions,834,0.9918788997175576,0.9926416605687334,0.9926380422219658,0.0007591425044082278,False
policy_stance,834,0.5233610221672872,0.9881111295942668,0.8319849618951245,0.3086239397278373,True
dollar,769,0.23411884069239983,0.9651692329442967,0.7521667859481025,0.5180479452557026,True
vix,834,0.7934669774293148,0.9733114419684936,0.6143517351307505,-0.17911524229856435,False
vix_term_slope,754,0.03799135879236604,0.824109808622482,0.08306689676180151,0.045075537969435475,False
credit_proxy,703,0.05552694665988501,0.8918708025305904,0.04702508156978314,-0.008501865090101868,False
