Date,source_return,exposure,exposure_turnover,turnover,financing_cost,exposure_cost,net_return,wealth,drawdown
2023-01-06,-0.005497500000000044,1.35,0.3500000000000001,0.3500000000000001,8.333333333333336e-05,0.0008750000000000001,-0.008379958333333394,0.9916200416666666,-0.008379958333333382
2023-01-09,0.006055525345331159,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.008091625882863732,0.9996438600617831,-0.00035613993821692613
2023-01-10,0.006266780561649865,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.008376820424893986,1.0080176971663684,0.0
2023-01-11,0.01142158538571092,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.01533580693737641,1.0234764619595704,0.0
2023-01-12,0.013476358013753353,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.018109749985233695,1.0420113648014298,0.0
2023-01-13,0.002466046673659017,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.0032458296761063397,1.0453935562121424,0.0
2023-01-17,0.00634201234814924,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.008478383336668142,1.0542568035193918,0.0
2023-01-18,-0.015954654217052555,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.021622116526354287,1.0314615400649938,-0.02162211652635415
2023-01-19,-0.005319613029030945,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.00726481092252511,1.023968167002565,-0.02872984686057045
2023-01-20,0.020575803272971926,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.02769400108517877,1.0523259425307225,-0.0018314901855255306
2023-01-23,0.016756120666718166,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.02253742956673619,1.076042664341758,0.0
2023-01-24,-0.005997264183565054,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.008179639981146156,1.067241022743089,-0.008179639981146236
2023-01-25,-0.0037525810118996805,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.005149317699397903,1.0617454596551545,-0.013286838115614485
2023-01-26,0.023028968657321736,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.03100577435405101,1.0946656997986606,0.0
2023-01-27,-0.006002135218358795,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.008186215878117707,1.085704530065738,-0.00818621587811763
2023-01-30,-0.01380407959519292,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.018718840786843778,1.0653813998258823,-0.026751820193292253
2023-01-31,0.011266462324514448,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.015126390804761173,1.0814967752357723,-0.012030087875513407
2023-02-01,0.02044897519925515,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.027522783185661117,1.111262576496578,0.0
2023-02-02,0.017553732519451692,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.02361420556792645,1.1375041594179118,0.0
2023-02-03,-0.012648202487027804,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.01715840669082087,1.1179864004381188,-0.017158406690821026
2023-02-06,-0.012696128824120745,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.017223107245896343,1.0987312007639194,-0.03408599285811276
2023-02-07,0.019677467043990315,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.026481247176053595,1.1278269732713908,-0.00850738528417605
2023-02-08,-0.00897282465057192,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.012196646611605426,1.114071266239363,-0.020600270323881675
2023-02-09,-0.003859003428981156,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.0052929879624578945,1.1081745004378378,-0.025784221303491894
2023-02-10,-0.0039244528618752605,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.005381344696864936,1.1022110314667057,-0.031026812217782473
2023-02-13,0.01392820356701363,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.01871974148213507,1.1228441370345201,-0.012887884639378844
2023-02-14,0.004004953206435902,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.005323353495355134,1.128821433296142,-0.007633137909766496
2023-02-15,0.0028271304559908117,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.0037332927822542627,1.1330356542055202,-0.003928341866176743
2023-02-16,-0.015953301853541046,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.02162029083561375,1.108539093834477,-0.025463700808142087
2023-02-17,-0.008209647616294391,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.011166357615330762,1.0961607498821464,-0.036345721634039374
2023-02-21,-0.019116098597958597,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.025890066440577442,1.0677810752381445,-0.06129479492668077
2023-02-22,-0.0020357128129466773,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.0028315456308113476,1.064757604399891,-0.06395278154872597
2023-02-23,0.012360871308000565,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.01660384293246743,1.0824366724244971,-0.04841080055618785
2023-02-24,-0.01557788651501757,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.021113480128607056,1.059582667250787,-0.06850216020924182
2023-02-27,0.008087554357518734,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.010834865049316958,1.0710631024590447,-0.05840950682137869
2023-02-28,-0.005699738471097726,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.007777980269315265,1.0627323947809266,-0.06573317909909682
2023-03-01,-0.0015883628203831046,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.0022276231408505246,1.060365027505781,-0.06781437348906472
2023-03-02,0.007463088635583093,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.009991836324703842,1.0709600213050587,-0.05850012728472598
2023-03-03,0.019210197187387257,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.025850432869639464,1.0986448014418728,-0.03416194802832573
2023-03-06,0.0020740678561841364,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.002716658272515251,1.1016294439302659,-0.031538096094526735
2023-03-07,-0.013814414728609226,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.01873279321695579,1.0809928473554102,-0.04968009267888729
2023-03-08,0.003489506542083687,1.35,0.0,0.0,8.333333333333336e-05,0.0,0.0046275004984796435,1.0859951422954004,-0.04528248683404357
2023-03-09,-0.012848427722733535,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.017428710759023608,1.0670676470746292,-0.06192198222758738
2023-03-10,-0.017981495797356195,1.35,0.0,0.0,8.333333333333336e-05,0.0,-0.024358352659764198,1.0410756370153607,-0.08477201740686025
