execution_delay_sessions,exposure,window,days,start,end,cagr,sharpe_zero_rf,max_drawdown,total_return,annual_turnover,ending_value_10000
0,1.0,full,901,2023-01-06,2026-08-11,0.41901688926688285,1.611157285142868,-0.23797659046696462,2.4947479243449755,3.76797954647007,34947.47924344976
0,1.0,trailing_2y,504,2024-08-07,2026-08-11,0.6532001106213696,1.9690531514880067,-0.23797659046696484,1.7330706057585088,3.8246189759982157,27330.70605758509
0,1.0,trailing_1y,252,2025-08-11,2026-08-11,1.1879404810238872,2.643136224529354,-0.17941471582306479,1.1879404810238872,2.039312880069512,21879.404810238873
0,1.0,ytd,152,2026-01-02,2026-08-11,1.4582508043413585,2.6373321374240635,-0.17941471582306467,0.7203459805603147,2.13709883157197,17203.459805603146
0,1.25,full,901,2023-01-06,2026-08-11,0.5121320282081809,1.5593642799502845,-0.29434947360284447,3.386362165667509,0.06992230854605994,43863.62165667509
0,1.25,trailing_2y,504,2024-08-07,2026-08-11,0.8244487936571019,1.9253950734556604,-0.2943494736028449,2.3286134006768546,0.0,33286.134006768545
0,1.25,trailing_1y,252,2025-08-11,2026-08-11,1.5792714748948673,2.605121893868994,-0.2258877429720546,1.5792714748948673,0.0,25792.714748948674
0,1.25,ytd,152,2026-01-02,2026-08-11,1.9663804308027175,2.604671624326946,-0.22588774297205472,0.926793805013101,0.0,19267.93805013101
0,1.35,full,901,2023-01-06,2026-08-11,0.5495292678277202,1.5440181944221751,-0.316025729478858,3.7867385026423914,0.09789123196448393,47867.385026423915
0,1.35,trailing_2y,504,2024-08-07,2026-08-11,0.8952093834062849,1.9124593466312618,-0.3160257294788579,2.59181860695123,0.0,35918.1860695123
0,1.35,trailing_1y,252,2025-08-11,2026-08-11,1.7496783269699088,2.5938583884881465,-0.24429899433416014,1.7496783269699088,0.0,27496.783269699088
0,1.35,ytd,152,2026-01-02,2026-08-11,2.189916257273949,2.5949944352611327,-0.24429899433416036,1.0131070440729655,0.0,20131.070440729654
1,1.0,full,901,2023-01-06,2026-08-11,0.41769495152523173,1.6082855295825151,-0.2413415772330958,2.483121598121807,3.7597461518740714,34831.21598121807
1,1.0,trailing_2y,504,2024-08-07,2026-08-11,0.6441575477911148,1.9480198391049834,-0.24134157723309613,1.703254041958492,3.8056277230436493,27032.540419584922
1,1.0,trailing_1y,252,2025-08-11,2026-08-11,1.1510973020825253,2.5833794350081236,-0.17941471582306479,1.1510973020825253,2.0088641112512584,21510.97302082525
1,1.0,ytd,152,2026-01-02,2026-08-11,1.380783925545988,2.5426800371527842,-0.17941471582306479,0.687438390558972,2.0884923577208307,16874.38390558972
1,1.25,full,901,2023-01-06,2026-08-11,0.510390042373198,1.556451157627056,-0.2982159962297307,3.3683220504230613,0.06992230854605994,43683.220504230616
1,1.25,trailing_2y,504,2024-08-07,2026-08-11,0.8119565958542985,1.9043892086423537,-0.2982159962297305,2.2831867052598978,0.0,32831.86705259898
1,1.25,trailing_1y,252,2025-08-11,2026-08-11,1.5249189989236012,2.5454622420069177,-0.2258877429720556,1.5249189989236012,0.0,25249.189989236012
1,1.25,ytd,152,2026-01-02,2026-08-11,1.849668049791854,2.5101274401123805,-0.22588774297205538,0.8807035972230455,0.0,18807.035972230457
1,1.35,full,901,2023-01-06,2026-08-11,0.5476095722383922,1.5410928160768396,-0.32006137539540613,3.76556934399939,0.09789123196448393,47655.6934399939
1,1.35,trailing_2y,504,2024-08-07,2026-08-11,0.8811860420530058,1.8914616144312049,-0.3200613753954069,2.5388609248150535,0.0,35388.60924815053
1,1.35,trailing_1y,252,2025-08-11,2026-08-11,1.687070447309,2.5342275181547094,-0.24429899433416058,1.687070447309,0.0,26870.704473089998
1,1.35,ytd,152,2026-01-02,2026-08-11,2.0544306895092146,2.5004822261744835,-0.2442989943341607,0.9610904554047419,0.0,19610.904554047418
2,1.0,full,901,2023-01-06,2026-08-11,0.4125825744382827,1.5936361196917754,-0.2464615908625324,2.4384207849169863,3.753550057178717,34384.20784916986
2,1.0,trailing_2y,504,2024-08-07,2026-08-11,0.6413689651824039,1.9439866192491866,-0.24646159086253128,1.6940920798639554,3.7957017191236324,26940.920798639552
2,1.0,trailing_1y,252,2025-08-11,2026-08-11,1.1507449785779382,2.5870972538954486,-0.17941471582306479,1.1507449785779382,1.9794523500868508,21507.449785779383
2,1.0,ytd,152,2026-01-02,2026-08-11,1.3684273102474722,2.534681732730975,-0.17941471582306512,0.682150303429399,2.0406175785571263,16821.50303429399
2,1.25,full,901,2023-01-06,2026-08-11,0.5036040979511673,1.541771612816928,-0.30414852091777445,3.2985556739237465,0.06992230854605994,42985.556739237465
2,1.25,trailing_2y,504,2024-08-07,2026-08-11,0.8081741058210319,1.9002995876474187,-0.30414852091777433,2.2694935969616883,0.0,32694.935969616883
2,1.25,trailing_1y,252,2025-08-11,2026-08-11,1.5245524761090414,2.5491091195011664,-0.22588774297205505,1.5245524761090414,0.0,25245.524761090415
2,1.25,ytd,152,2026-01-02,2026-08-11,1.8315551471640137,2.502036107816816,-0.22588774297205505,0.8734841130652087,0.0,18734.841130652087
2,1.35,full,901,2023-01-06,2026-08-11,0.5401101970482955,1.5264043454627578,-0.3262741577375404,3.683516959460312,0.09789123196448393,46835.16959460312
2,1.35,trailing_2y,504,2024-08-07,2026-08-11,0.8769714246978011,1.8873552819876356,-0.3262741577375402,2.5230217291320933,0.0,35230.217291320936
2,1.35,trailing_1y,252,2025-08-11,2026-08-11,1.6867185944853862,2.5378533759769355,-0.24429899433416025,1.6867185944853862,0.0,26867.185944853863
2,1.35,ytd,152,2026-01-02,2026-08-11,2.033636960583761,2.4923633300644723,-0.2442989943341607,0.9530268203551109,0.0,19530.26820355111
