execution_delay_sessions,weeks,maximum_return_difference,mean_return_difference
0,188,0.02770760321507066,-0.0001605933803345262
1,188,0.028281743339401096,-0.00017953146732314782
2,188,0.027800882409966428,-0.0002478628824889787
