Date,net_return,wealth,turnover,cost,cash_conversion_target,drawdown
2023-03-01,-0.0015883628203831046,1.0484124159507215,0.0,0.0,,-0.049255720408374115
2023-03-02,0.007463088635583093,1.0562368107376077,0.0,0.0,,-0.042160231580008145
2023-03-03,0.019210197187387257,1.0765273281484542,0.0,0.0,0.0,-0.02375994075473875
2023-03-06,0.0020740678561841364,1.0787601188760707,0.0,0.0,,-0.021735152627938792
2023-03-07,-0.013814414728609226,1.0638576792012329,0.0,0.0,,-0.03524930894395606
2023-03-08,0.003489506542083687,1.0675700175326515,0.0,0.0,,-0.03188280509603636
2023-03-09,-0.012848427722733535,1.0538534213234259,0.0,0.0,,-0.044321588901895415
2023-03-10,-0.017981495797356195,1.0349035604568693,0.0,0.0,0.0,-0.06150611623468005
2023-03-13,0.00026217052106747296,1.0351748816625688,0.0,0.0,,-0.06126007080415463
2023-03-14,0.018250158546845974,1.054066987376623,0.0,0.0,,-0.04412791826207563
2023-03-15,-0.012661514268863305,1.0407209031756162,0.0,0.0,,-0.05623070626420845
2023-03-16,0.02244833545602032,1.0640833551261948,0.0,0.0,,-0.03504465656533606
2023-03-17,-0.008036613025400263,1.055531728974276,0.0,0.0,0.0,-0.04279962924731262
2023-03-20,0.007789069659383641,1.0637533391389464,0.0,0.0,,-0.03534392888153204
2023-03-21,0.015016067196881533,1.079726730760364,0.0,0.0,,-0.020858588495737407
2023-03-22,-0.009779848690788406,1.069167166706128,0.0,0.0,,-0.030434443347134077
2023-03-23,0.010132642224395694,1.080000655084432,0.0,0.0,,-0.020610182448473346
2023-03-24,-0.003996953671548176,1.075683942500818,0.5,0.00249624823641216,0.5,-0.024524758175612837
2023-03-27,0.001206710963486124,1.0769819821074798,0.0,0.0,,-0.023347641506693995
2023-03-28,-0.005835429335450115,1.0706973298553386,0.0,0.0,,-0.029046827329982317
2023-03-29,0.01740500535770262,1.0893328226179486,0.0,0.0,,-0.012147382157582376
2023-03-30,0.009864843462918493,1.1000789203920938,0.0,0.0,,-0.0024023707181327625
2023-03-31,0.01846950776712286,1.1203968365567236,0.0015780187429732528,8.035883265888364e-06,0.5,0.0
2023-04-03,-0.0001948573270886822,1.1201785190238736,0.0,0.0,,-0.0001948573270886822
2023-04-04,-0.004460308544491087,1.115182177204116,0.0,0.0,,-0.004654296747778841
2023-04-05,-0.013990735780491037,1.0995799580157404,0.0,0.0,,-0.018579915492227705
2023-04-06,0.0024754120962870996,1.1023018715446473,0.0,0.0,,-0.01615049634349819
2023-04-10,0.0012009836514996763,1.10362571807139,0.4996868264486118,0.0025077000341489765,0.0,-0.014968909174070566
2023-04-11,-0.007332965574998518,1.0955328686730894,0.0,0.0,,-0.022192108253400455
2023-04-12,-0.0035048922219261813,1.0916931440428126,0.0,0.0,,-0.02561921952772117
2023-04-13,0.018361823510367303,1.1117386208812048,0.0,0.0,,-0.007727811604795187
2023-04-14,-0.005978738868308464,1.1050918259771427,0.0,0.0,0.0,-0.013660347905494974
2023-04-17,0.0057544432370242315,1.1114510141614276,0.0,0.0,,-0.007984512365091012
2023-04-18,0.0039001847503070675,1.1157858784575734,0.0,0.0,,-0.004115468688148827
2023-04-19,-0.005884729874080286,1.1092197799655372,0.0,0.0,,-0.009975980140694118
2023-04-20,-0.005325981763857235,1.103312095645331,0.0,0.0,,-0.01524883001624544
2023-04-21,-0.004399295670065473,1.0984582995202277,0.0,0.0,0.0,-0.019581041574446845
2023-04-24,-0.0038822793214882134,1.0941937775784831,0.0,0.0,,-0.02338730182313742
2023-04-25,-0.01945977723900938,1.0729010104104957,0.0,0.0,,-0.04239196737844708
2023-04-26,0.006274829199878651,1.0796332809991989,0.0,0.0,,-0.03638314053331493
2023-04-27,0.017581023808670215,1.0986143394170784,0.0,0.0,,-0.019441769584595203
2023-04-28,0.007150674313987304,1.1064701727549262,0.0,0.0,0.0,-0.012430117032995014
2023-05-01,-0.0007226403804220238,1.105670592728361,0.0,0.0,,-0.013143774908915606
2023-05-02,-0.007823893850452346,1.0970199433772876,0.0,0.0,,-0.020864833259686244
2023-05-03,-0.004035001622224255,1.0925934661261478,0.0,0.0,,-0.02481564524586033
2023-05-04,0.0026554786998798097,1.0954948248030736,0.0,0.0,,-0.022226063963354692
2023-05-05,0.012166188274311152,1.1088228210951614,0.0,0.0,0.0,-0.010330282167818505
2023-05-08,-0.0007543378887792107,1.1079863940292662,0.0,0.0,,-0.011076827533356814
2023-05-09,-0.005156488661829051,1.1022730747509935,0.0,0.0,,-0.01617619865960107
2023-05-10,0.009708550765726631,1.112974548854907,0.0,0.0,,-0.006624695339757736
2023-05-11,-0.007605525960027282,1.1045097920307414,0.0,0.0,,-0.014179837007401108
2023-05-12,0.0005680076747345275,1.1051371620694344,0.0,0.0,0.0,-0.013619883588913306
2023-05-15,0.0070473608391834475,1.1129254624273288,0.0,0.0,,-0.006668506983968592
2023-05-16,-0.003885603499457657,1.1086010753558857,0.0,0.0,,-0.010528199309353115
2023-05-17,0.011091592904695302,1.1208972271774407,0.0,0.0,,0.0
2023-05-18,0.014521188519043715,1.1371739871237576,0.0,0.0,,0.0
2023-05-19,0.000694991572534498,1.137964313461314,0.0,0.0,0.0,0.0
2023-05-22,0.002704395295781037,1.1410418187974054,0.0,0.0,,0.0
2023-05-23,-0.01113690161511105,1.1283341483227314,0.0,0.0,,-0.01113690161511105
2023-05-24,-0.00692419837678393,1.1205213388444453,0.0,0.0,,-0.017983985875809183
2023-05-25,0.02288687656354016,1.146166572413391,0.0,0.0,,0.0
2023-05-26,0.02056569158255872,1.1697382806438832,0.0,0.0,0.0,0.0
2023-05-30,0.004224906348406776,1.17468031533175,0.0,0.0,,0.0
2023-05-31,-0.005595773697459117,1.1681070701202936,0.0,0.0,,-0.005595773697459117
2023-06-01,0.009991452470163864,1.1797781563914629,0.0,0.0,,0.0
2023-06-02,0.00917026573934443,1.1905970355990465,0.0,0.0,0.0,0.0
2023-06-05,-0.006015202424362154,1.1834353534240727,0.0,0.0,,-0.006015202424362154
2023-06-06,0.0018979556127836084,1.1856814611954705,0.0,0.0,,-0.004128663398781929
2023-06-07,-0.012396815332350153,1.1709827870780392,0.0,0.0,,-0.01647429645340792
2023-06-08,0.00975005243410143,1.1823999306514803,0.0,0.0,,-0.006884869273542149
2023-06-09,0.003061234215535835,1.1860195337756378,0.0,0.0,0.0,-0.0038447112553958718
2023-06-12,0.018239983255525782,1.207652510212432,0.0,0.0,,0.0
2023-06-13,0.006067157848409499,1.2149795286179188,0.0,0.0,,0.0
2023-06-14,0.0066290101597310525,1.2230336402569921,0.0,0.0,,0.0
2023-06-15,0.01279415647339821,1.23868132402267,0.0,0.0,,0.0
2023-06-16,-0.006786011617265886,1.2302756181677619,0.0,0.0,0.0,-0.006786011617265886
2023-06-20,-0.008802924193178518,1.2194455951643153,0.0,0.0,,-0.015529199064603483
2023-06-21,-0.014261808306002322,1.202054095846483,0.0,0.0,,-0.029569532910400653
2023-06-22,0.005518163412233434,1.2086872267777082,0.0,0.0,,-0.02421453901279036
2023-06-23,-0.011534347782900634,1.1947458079433044,0.0,0.0,0.0,-0.035469587881314824
2023-06-26,-0.005139447729830882,1.1886054743129453,0.0,0.0,,-0.040426741518231
2023-06-27,0.017448543912158554,1.2093449091257267,0.0,0.0,,-0.02368358538067894
2023-06-28,0.0012593594476872916,1.2108679090625467,0.0,0.0,,-0.022454052079995845
2023-06-29,0.0017188813023782945,1.2129492472710843,0.0,0.0,,-0.020773766627900425
2023-06-30,0.013689582582412374,1.2295540161598768,0.0,0.0,0.0,-0.007368568239288442
2023-07-03,-0.000192910790269063,1.229316821922941,0.0,0.0,,-0.0075600575532353
2023-07-05,-0.002045921171180076,1.226801736610881,0.0,0.0,,-0.009590511442611804
2023-07-06,-0.005588830100257236,1.2199453501382622,0.0,0.0,,-0.015125741803841741
2023-07-07,-0.0021340428726924765,1.2173419344587253,0.0,0.0,0.0,-0.01722750569504361
2023-07-10,0.0035689493632418134,1.2216865661805594,0.0,0.0,,-0.013720040427282254
2023-07-11,0.004730783546244455,1.2274661008865142,0.0,0.0,,-0.009054163422545058
2023-07-12,0.012102629150360533,1.2423216679001827,0.0,0.0,,0.0
2023-07-13,0.014530688340742781,1.260373456875392,0.0,0.0,,0.0
2023-07-14,-0.005556290229700278,1.2533704561511816,0.5,0.002492340124737593,0.5,-0.005556290229700278
2023-07-17,0.014255190423594577,1.2712374906749242,0.0,0.0,,0.0
2023-07-18,0.00691031780277207,1.2800221457382865,0.0,0.0,,0.0
2023-07-19,-0.004059716725917428,1.2748256184236881,0.0,0.0,,-0.004059716725917428
2023-07-20,-0.022633754264831718,1.2459715286457742,0.0,0.0,,-0.026601584359989938
2023-07-21,-0.003085572279898252,1.2421269934354424,0.0012370677616752312,6.166291639010231e-06,0.5,-0.0296050755285856
2023-07-24,0.0021792211927318395,1.2448338629036013,0.0,0.0,,-0.02749037034385793
2023-07-25,0.008028717140014852,1.2548282818751664,0.0,0.0,,-0.019682365611408237
2023-07-26,-0.00383520341829513,1.2500157601591453,0.0,0.0,,-0.02344208315383034
2023-07-27,-0.0031095813793795557,1.2461287344274234,0.0,0.0,,-0.02647876946794092
2023-07-28,0.01897906454484599,1.2697790921093088,0.0034578316866278602,1.7617595080360477e-05,0.5,-0.008002247197894996
2023-07-31,0.010876755194447085,1.2835901684452091,0.0,0.0,,0.0
2023-08-01,-0.003579070158343356,1.278996109177784,0.0,0.0,,-0.003579070158343356
2023-08-02,-0.026895979633228317,1.24459625587436,0.0,0.0,,-0.030378787193486967
2023-08-03,-0.003741799868633988,1.239939225767627,0.0,0.0,,-0.0340069157201911
2023-08-04,-0.007002610216709559,1.2312564146771676,0.0012408189652330925,6.160688189844045e-06,0.5,-0.04077138876143971
2023-08-07,0.006352395724760207,1.2390778426618465,0.0,0.0,,-0.034677989032340206
2023-08-08,-0.008555894803377817,1.2284764229868355,0.0,0.0,,-0.042937182609564584
2023-08-09,-0.01089602612516083,1.2150909117878268,0.0,0.0,,-0.05336536407127079
2023-08-10,-0.00393399326142585,1.2103107523288337,0.0,0.0,,-0.05708941835004666
2023-08-11,-0.004452431624054842,1.204921926460231,0.0006972191001597683,3.4705859977408406e-06,0.5,-0.06128766324244095
2023-08-14,0.007723969448392376,1.214228706607908,0.0,0.0,,-0.05403707783249656
2023-08-15,-0.012274032704573501,1.1993252237521705,0.0,0.0,,-0.06564785767649439
2023-08-16,-0.01120465979391072,1.1858871926377716,0.0,0.0,,-0.07611695555894094
2023-08-17,-0.010347207361748323,1.173616571947907,0.0,0.0,,-0.08567656499777587
2023-08-18,-0.00012008295899990085,1.1734756405972162,0.498599328711249,0.0024989270940003446,0.0,-0.08578635966133397
2023-08-21,0.016036770337679584,1.1922943999423352,0.0,0.0,,-0.07112532547164874
2023-08-22,-0.000832149624350853,1.1913022326053075,0.0,0.0,,-0.07189828818312649
2023-08-23,0.016490120950657383,1.2109469505097572,0.0,0.0,,-0.056593778700754105
2023-08-24,-0.02231781521692633,1.18392126023078,0.0,0.0,,-0.07764854442220936
2023-08-25,0.007354852895370856,1.1926288269394796,0.0,0.0,0.0,-0.0708647851486035
2023-08-28,0.006170550476560788,1.1999880033159112,0.0,0.0,,-0.0651315094058128
2023-08-29,0.019289415491136053,1.2231350704962505,0.0,0.0,,-0.04709844266117036
2023-08-30,0.007171977945783725,1.2319073682465642,0.0,0.0,,-0.04026425370743325
2023-08-31,0.004173836875270842,1.2370491486470696,0.0,0.0,,-0.036258473259041746
2023-09-01,-0.000629948480052156,1.2362698714161295,0.5,0.002504686845914656,0.5,-0.03686558076897539
2023-09-05,-0.0007620429563887088,1.2353277806684213,0.0,0.0,,-0.03759953056920595
2023-09-06,-0.006959205589034845,1.2267308806729036,0.0,0.0,,-0.04429707329495847
2023-09-07,-0.01046394607023593,1.2138944348948493,0.0,0.0,,-0.054297497179166654
2023-09-08,-0.00028676873485733445,1.2135463279235041,0.0005754119355099174,2.8762429019082236e-06,0.5,-0.05456869508945206
2023-09-11,0.005153763147967894,1.219800658266708,0.0,0.0,,-0.04969616607126892
2023-09-12,-0.009055454438075872,1.2087548089822389,0.0,0.0,,-0.05830159914173938
2023-09-13,-0.0020675439865717182,1.206255655245688,0.0,0.0,,-0.06024860200759807
2023-09-14,0.00646186180238062,1.2140503125882256,0.0,0.0,,-0.05417605834517725
2023-09-15,-0.018080691787887293,1.1920994430713296,0.4996974343326466,0.0024594577187359093,0.0,-0.07127720951984284
2023-09-18,0.0025584793875974565,1.195149404924394,0.0,0.0,,-0.06890109140360734
2023-09-19,-0.0017027331207061236,1.193114384448437,0.0,0.0,,-0.07048650435392767
2023-09-20,-0.013220381027662653,1.1773409576764435,0.0,0.0,,-0.08277502693672345
2023-09-21,-0.014692289889338017,1.1600431230276704,0.0,0.0,,-0.0962511621347093
2023-09-22,0.0013990854042766898,1.16166612242943,0.0,0.0,0.0,-0.09498674032651999
2023-09-25,0.003118810241661496,1.1652891386294542,0.0,0.0,,-0.09216417570341084
2023-09-26,-0.016141320753876975,1.146479832871827,0.0,0.0,,-0.10681784493524238
2023-09-27,0.0012313479083421175,1.1478915484159902,0.0,0.0,,-0.10571802695683497
2023-09-28,0.008500598918092628,1.1576493140705428,0.0,0.0,,-0.09811609458431447
2023-09-29,-0.0005043841899489143,1.1570654140590204,0.0,0.0,0.0,-0.0985709905673755
2023-10-02,0.007268477627698111,1.1654755181348917,0.0,0.0,,-0.09201897397935643
2023-10-03,-0.015545267428940246,1.147357889523602,0.0,0.0,,-0.10613378184925093
2023-10-04,0.006595851194449054,1.1549256914296768,0.0,0.0,,-0.10023797328658368
2023-10-05,0.00015523539096817807,1.1551049767709252,0.0,0.0,,-0.10009829837658846
2023-10-06,0.015855640292829154,1.1734199057830617,0.0,0.0,0.0,-0.08582978069674285
2023-10-09,0.010996770338828066,1.1863237349979672,0.0,0.0,,-0.07577686074446888
2023-10-10,0.0016406257607088914,1.1882700482781452,0.0,0.0,,-0.074260556453563
2023-10-11,0.006522522392147012,1.196020566275957,0.0,0.0,,-0.0682224002037376
2023-10-12,-7.709216849738354e-05,1.1959283624569355,0.0,0.0,,-0.06829423295946313
2023-10-13,-0.006845591996484157,1.1877415248305319,0.0,0.0,0.0,-0.074672310501394
2023-10-16,0.008091703462449917,1.1973523770394987,0.0,0.0,,-0.06718483323237723
2023-10-17,-0.0029101793280149613,1.1938678669034888,0.0,0.0,,-0.06989949264756323
2023-10-18,-0.009081046688862338,1.1830262970638057,0.0,0.0,,-0.07834577878016524
2023-10-19,-0.0013868827174754461,1.1813855783380889,0.0,0.0,,-0.07962400509106338
2023-10-20,-0.016338285162187716,1.162083763872705,0.0,0.0,0.0,-0.09466137055231783
2023-10-23,-0.0012792307587737861,1.1605971905776875,0.0,0.0,,-0.09581950757421343
2023-10-24,0.004319773615786726,1.1656107077001012,0.0,0.0,,-0.09191365253912342
2023-10-25,-0.007751063229298749,1.15657598540397,0.0,0.0,,-0.09895228723595562
2023-10-26,-0.02005454066601875,1.1333813852713455,0.0,0.0,,-0.11702238523360531
2023-10-27,0.006298273627708406,1.1405197313603357,0.0,0.0,0.0,-0.11146115060866524
2023-10-30,0.009263962392384917,1.1510854632594307,0.0,0.0,,-0.10322976012373097
2023-10-31,0.0068867120495239575,1.1590126573892914,0.0,0.0,,-0.09705396170712055
2023-11-01,0.01804628077209003,1.1799285252229448,0.0,0.0,,-0.08075914397804085
2023-11-02,0.01654087368996837,1.1994455739218481,0.0,0.0,,-0.06555409708792326
2023-11-03,0.010150310556280573,1.211620318992511,0.0,0.0,0.0,-0.056069180975321764
2023-11-06,0.0046193424507667835,1.2172172081662447,0.0,0.0,,-0.05170884127241393
2023-11-07,0.0067455962221203425,1.2254280639671509,0.0,0.0,,-0.045312052014630955
2023-11-08,0.004783867165155886,1.231290349045624,0.0,0.0,,-0.04074495168729364
2023-11-09,-0.005473215268132048,1.2245512319077239,0.0,0.0,,-0.045995161063751455
2023-11-10,0.024886121655177673,1.2550255628379772,0.0,0.0,0.0,-0.022253680582355773
2023-11-13,-0.004767318662936004,1.249042456049798,0.0,0.0,,-0.026914908858532538
2023-11-14,0.020684661350002242,1.274878476264963,0.0,0.0,,-0.00678697328353528
2023-11-15,-0.0006428326603931112,1.2740589427423876,0.0,0.0,,-0.007425443055836478
2023-11-16,0.002661146131126557,1.2774493997686938,0.0,0.0,,-0.004784057113769835
2023-11-17,0.0009575497234148855,1.2786726210881187,0.0,0.0,0.0,-0.00383108836292112
2023-11-20,0.014188138878928225,1.2968146058168002,0.0,0.0,,0.0
2023-11-21,-0.008034601616164538,1.2863952170890387,0.0,0.0,,-0.008034601616164538
2023-11-22,0.0028320799790775286,1.2900383912285376,0.0,0.0,,-0.005225276271464074
2023-11-24,-0.0009530572805990234,1.288808910747525,0.0,0.0,0.0,-0.006173353564469575
2023-11-27,-0.0008520045162827561,1.2877108397349426,0.0,0.0,,-0.007020098355634663
2023-11-28,0.0016235906659085586,1.2898015550347255,0.0,0.0,,-0.005407905455890094
2023-11-29,0.0009259530884044853,1.2909958507680388,0.0,0.0,,-0.004486959834244297
2023-11-30,0.0007322828732900799,1.2919412249190447,0.0,0.0,,-0.003757962684794114
2023-12-01,0.0024815337834227513,1.295147220714878,0.0,0.0,0.0,-0.0012857544127303777
2023-12-04,-0.011136933871546462,1.2807232517638591,0.0,0.0,,-0.012408368922407265
2023-12-05,0.003598935888672772,1.2853324926380898,0.0,0.0,,-0.008854089957969213
2023-12-06,-0.010307377710091936,1.272084085153415,0.0,0.0,,-0.01907020521858538
2023-12-07,0.011041686547214491,1.2861300388833792,0.0,0.0,,-0.008239085899785392
2023-12-08,0.008287540446826336,1.2967888936005034,0.0,0.0,0.0,-1.9827210598566403e-05
2023-12-11,0.007644166843925104,1.3067017642645347,0.0,0.0,,0.0
2023-12-12,0.006175506312875445,1.3147713092587958,0.0,0.0,,0.0
2023-12-13,0.010903833792882622,1.3291073570906045,0.0,0.0,,0.0
2023-12-14,0.0009235987457270056,1.3303349189785498,0.0,0.0,,0.0
2023-12-15,0.004389539718329338,1.3361744769440866,0.0,0.0,0.0,0.0
2023-12-18,0.0028403653995705547,1.339969700696188,0.0,0.0,,0.0
2023-12-19,0.004603435680807566,1.3461381650275739,0.0,0.0,,0.0
2023-12-20,-0.015376822418083913,1.3254388375137396,0.0,0.0,,-0.015376822418083913
2023-12-21,0.01079605517797999,1.3397483483385755,0.0,0.0,,-0.004746776263391594
2023-12-22,0.0011012403582653096,1.3412237332896852,0.0,0.0,0.0,-0.003650763246719202
2023-12-26,0.005071917353705935,1.3480263092177596,0.0,0.0,,0.0
2023-12-27,-7.720293344581908e-05,1.3479222376323259,0.0,0.0,,-7.720293344581908e-05
2023-12-28,0.00022820857393601734,1.3482298450439525,0.0,0.0,,0.0
2023-12-29,-0.00485441778930551,1.3416849741000985,0.0,0.0,0.0,-0.00485441778930551
2024-01-02,-0.02106096604087415,1.313427792423025,0.0,0.0,,-0.02581314510197097
2024-01-03,-0.010026576762169559,1.3002586078407288,0.0,0.0,,-0.035580904383302525
2024-01-04,-0.006707629384692715,1.2915369549950766,0.0,0.0,,-0.042049870248219934
2024-01-05,0.000454296278188826,1.2921236954268742,0.0,0.0,0.0,-0.04161467706958322
2024-01-08,0.022131828470913772,1.320720755417265,0.0,0.0,,-0.020403857493445865
2024-01-09,-8.592498607129517e-05,1.3206072725047517,0.0,0.0,,-0.020488029278346254
2024-01-10,0.007917996928343607,1.3310638368319927,0.0,0.0,,-0.012732256502896333
2024-01-11,0.0017611259921055389,1.3334080079521893,0.0,0.0,,-0.010993553618656171
2024-01-12,0.0026716133452859836,1.3369703585809456,0.0,0.0,0.0,-0.008351310797929834
2024-01-16,0.0009924517884696282,1.3382972372044502,0.0,0.0,,-0.007367147282797748
2024-01-17,-0.003905010611233606,1.3330711722921822,0.0,0.0,,-0.011243389105717427
2024-01-18,0.01782967133495106,1.3568393931602498,0.0,0.0,,0.0
2024-01-19,0.02141813961988004,1.3859003687247093,0.0,0.0,0.0,0.0
2024-01-22,0.004187977847725843,1.3917044887680834,0.0,0.0,,0.0
2024-01-23,0.0026413532101707826,1.3953804718871001,0.0,0.0,,0.0
2024-01-24,0.005860565977761523,1.4035581912066746,0.0,0.0,,0.0
2024-01-25,0.002210043628196434,1.4066601160439538,0.0,0.0,,0.0
2024-01-26,-0.009983117073727787,1.3926172634225435,0.0,0.0,0.0,-0.009983117073727787
2024-01-29,0.01042333832800324,1.4071329843206146,0.0,0.0,,0.0
2024-01-30,-0.007411499184487802,1.3967040193548566,0.0,0.0,,-0.007411499184487802
2024-01-31,-0.021648478671369653,1.3664675021816366,0.0,0.0,,-0.028899530173839172
2024-02-01,0.013150347409353058,1.384437024558916,0.0,0.0,,-0.01612922162623931
2024-02-02,0.008983868912048498,1.3968746253045397,0.125,0.0006310092988818314,0.125,-0.007290255526934297
2024-02-05,-0.0010643411538932002,1.395387874153999,0.0,0.0,,-0.008346837361847825
2024-02-06,-0.0016485079639649847,1.393087566130636,0.0,0.0,,-0.00998158549794781
2024-02-07,0.011393746416167527,1.4089600525946444,0.0,0.0,,0.0
2024-02-08,0.00485427191090082,1.415799527801536,0.0,0.0,,0.0
2024-02-09,0.013908594311585087,1.4354913090602612,0.003123829060523109,1.5836633012795453e-05,0.125,0.0
2024-02-12,-0.005132943661994016,1.428123013043573,0.0,0.0,,-0.005132943661994016
2024-02-13,-0.021287154055698587,1.397722338454426,0.0,0.0,,-0.026310831955200453
2024-02-14,0.013450858873150118,1.4165229043728258,0.0,0.0,,-0.013213876369514876
2024-02-15,0.0006833631772154014,1.4174909039653565,0.0,0.0,,-0.012539543068838643
2024-02-16,-0.009885150592073289,1.403478792916765,0.19856252518076958,0.0009839754268143972,0.325,-0.022300738389320673
2024-02-20,-0.013318911710380132,1.3847859827865157,0.0,0.0,,-0.03532262853401713
2024-02-21,-0.008050312444395913,1.3736380229564644,0.0,0.0,,-0.04308858278235683
2024-02-22,0.0279593201877526,1.4120440082623755,0.0,0.0,,-0.016333990077052718
2024-02-23,-0.006030661659244485,1.4035284486005817,0.0058243011912675335,2.894672697918946e-05,0.325,-0.022266146968597078
2024-02-26,0.0008269630178459053,1.404689114722069,0.0,0.0,,-0.02145759723084406
2024-02-27,0.003525352158579409,1.4096411385247873,0.0,0.0,,-0.018007890658980452
2024-02-28,-0.006097578526095049,1.4010457409890185,0.0,0.0,,-0.023995664657692983
2024-02-29,0.004138920839303006,1.4068445584032148,0.0,0.0,,-0.01995605997489458
2024-03-01,0.011457706508782417,1.4229637704568765,0.0798657907634473,0.000404065702904948,0.4,-0.008727004144376105
2024-03-04,-0.00459460698074321,1.4164258111837906,0.0,0.0,,-0.01328151397095656
2024-03-05,-0.017967843553222784,1.3909756938036937,0.0,0.0,,-0.031010717358999185
2024-03-06,0.009753376882835063,1.4045424039802241,0.0,0.0,,-0.02155979968997357
2024-03-07,0.012942414925622758,1.422720574553168,0.0,0.0,,-0.008896420637651614
2024-03-08,-0.009901055907925671,1.408634138603161,0.20174724538831168,0.000999757164432167,0.6000000000000001,-0.018709392587463514
2024-03-11,-0.005602104546387876,1.400742822891095,0.0,0.0,,-0.024206685160577
2024-03-12,0.004973234480877942,1.4077090453967394,0.0,0.0,,-0.01935383620100728
2024-03-13,-0.002620452894075753,1.4040202101547128,0.0,0.0,,-0.021923573278998743
2024-03-14,-0.004176238639581942,1.3981566867023107,0.0,0.0,,-0.026008253844735152
2024-03-15,-0.007351149948242486,1.387878627247224,0.0009662037557902903,4.795528402792373e-06,0.6000000000000001,-0.03316821321907315
2024-03-18,0.0026071378162986214,1.391497018100753,0.0,0.0,,-0.030647549505756877
2024-03-19,0.0045451643274527775,1.3978216007091815,0.0,0.0,,-0.026241683327041576
2024-03-20,0.012465692586021815,1.415246415073723,0.0,0.0,,-0.014103111498314447
2024-03-21,0.00905382585228609,1.4280598096538726,0.0,0.0,,-0.005176972761509524
2024-03-22,-0.004860679545089952,1.421118468547923,0.0003937752461934396,1.9593100121834342e-06,0.6000000000000001,-0.01001248870099214
2024-03-25,-0.0026747899953840637,1.4173172750859955,0.0,0.0,,-0.012660497391769887
2024-03-26,-0.005545234575817459,1.4094579183272853,0.0,0.0,,-0.018135526539703406
2024-03-27,0.011820917616810922,1.4261190042641938,0.0,0.0,,-0.00652898748805586
2024-03-28,0.0002062736578407609,1.4264131750477196,0.0,0.0,,-0.006324060588346336
2024-04-01,-0.008153410610931777,1.4147830427307126,0.2019467437804609,0.001002513216682921,0.4,-0.014425908536572885
2024-04-02,-0.00595699755953194,1.4063551835978987,0.0,0.0,,-0.020296970994158392
