version,state,sleeve,bucket,n_weeks,avg_sleeve_weight,standalone_ann_return,standalone_sharpe,ann_contribution_mean,cumulative_contribution,avg_SPY_exposure,avg_QQQ_exposure,avg_IWM_exposure,avg_GLD_exposure,avg_TLT_exposure,avg_HYG_exposure,avg_LQD_exposure,avg_IEF_exposure,avg_SHY_exposure,avg_BIL_exposure,offense_quality_rank,is_weak_confirmed_sleeve,uplift_if_shift_1pp_to_comp_off_ann_pp,uplift_if_shift_1pp_to_cta_ann_pp,recovery_fragile_standalone_ann_return,recovery_fragile_standalone_sharpe,recovery_fragile_ann_contribution_mean,avg_offensive_total,avg_dual_momentum_topn,avg_cta_trend_long_only,avg_composite_selective_signals,avg_composite_regime_offense_component,recovery_confirmed_dual_share_of_offense,recovery_confirmed_css_share_of_offense
improved_phase2b_combo_abc,recovery_confirmed,cta_trend_long_only,offense,44,0.1081063120110589,0.09692670505615752,1.0170234710188066,0.018423896546772893,0.015616008809272719,0.011928225885561533,0.01175635491804448,0.0036398105071571733,0.011755556513137134,0.012357077767027906,0.0033410961113076705,0.012275485236415067,0.0,0.0,0.0,2,False,0.21927641193099334,0.0,0.16099892710709107,1.7959106034271137,0.021063620608730384,0.4267179649725545,0.08779848956334353,0.1081063120110589,0.23081316339815203,,0.20575297215103314,0.5409033186896581
improved_phase2b_combo_abc,recovery_confirmed,dual_momentum_topn,offense,44,0.08779848956334353,0.001042729812852805,0.010553314556758875,-0.003449700953131881,-0.0029636036606114358,0.016158241872622398,0.0,0.0,0.019929490462765712,0.017165170971340345,0.0023178652147010552,0.005599102952351446,0.0,0.0,0.0,3,True,0.31516038717429806,0.09588397524330472,0.10897262099505034,1.41000096095416,0.00887972254872432,0.4267179649725545,0.08779848956334353,0.1081063120110589,0.23081316339815203,,0.20575297215103314,0.5409033186896581
improved_phase2b_combo_abc,recovery_confirmed,composite_selective_signals,offense,44,0.23081316339815203,-0.014439163815455625,-0.21553027190631752,0.006098152653563129,0.005088437976167315,0.0016431254001086964,0.0,0.0,0.0417802607981487,0.039045885084992384,0.040172359606682265,0.05770329084953801,0.0,0.0,0.0,4,True,0.3306422808026065,0.11136586887161315,0.026438767406250507,0.4227327860389162,0.009307575124408272,0.4267179649725545,0.08779848956334353,0.1081063120110589,0.23081316339815203,,0.20575297215103314,0.5409033186896581
improved_phase2b_regime_confidence_boost,recovery_confirmed,cta_trend_long_only,offense,44,0.1083563731050289,0.09692670505615752,1.0170234710188066,0.018433628262954804,0.015624803243417418,0.011886760517218443,0.011688532137714546,0.0036342932856207586,0.011740118812722444,0.012468996516220325,0.0034072915339796255,0.01247818068041775,0.0,0.0,0.0,2,False,0.21927641193099334,0.0,0.16099892710709107,1.7959106034271137,0.021265350800303014,0.42720297040177857,0.08777399532253198,0.1083563731050289,0.23107260197421764,,0.2054620435807872,0.5408965245651195
improved_phase2b_regime_confidence_boost,recovery_confirmed,dual_momentum_topn,offense,44,0.08777399532253198,0.001042729812852805,0.010553314556758875,-0.0033710648007207415,-0.002897039622076658,0.016073014462125935,0.0,0.0,0.01990275716959032,0.017136967763399794,0.002317872522659187,0.0056176641906315215,0.0,0.0,0.0,3,True,0.31516038717429806,0.09588397524330472,0.10897262099505034,1.41000096095416,0.009171580581770823,0.42720297040177857,0.08777399532253198,0.1083563731050289,0.23107260197421764,,0.2054620435807872,0.5408965245651195
improved_phase2b_regime_confidence_boost,recovery_confirmed,composite_selective_signals,offense,44,0.23107260197421764,-0.014439163815455625,-0.21553027190631752,0.006270410155106559,0.0052350534541030225,0.0016431254001086964,0.0,0.0,0.041781697541036326,0.039111306956344086,0.04023722668254754,0.05776815049355441,0.0,0.0,0.0,4,True,0.3306422808026065,0.11136586887161315,0.026438767406250507,0.4227327860389162,0.009742965350417783,0.42720297040177857,0.08777399532253198,0.1083563731050289,0.23107260197421764,,0.2054620435807872,0.5408965245651195
improved_phaseaaa_confirmed_offense_mix_tilt,recovery_confirmed,composite_regime_offense_component,offense,44,0.17471365321490478,0.31620311698715087,2.8011599024011664,0.0515481887882466,0.044344468287135674,0.005689779915227353,0.024639114994497942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155174300207946,1,False,0.0,-0.21927641193099334,0.41285703796451556,3.816669977164329,0.049385625454392866,0.5936002869951612,0.10704957242768627,0.16701676508193236,0.14482029627063775,0.17471365321490478,0.1803394890012223,0.24396938384872827
improved_phaseaaa_confirmed_offense_mix_tilt,recovery_confirmed,cta_trend_long_only,offense,44,0.16701676508193236,0.09692670505615752,1.0170234710188066,0.01837036920442139,0.01552459954433294,0.016639788222512445,0.01975825456640855,0.00453205048620588,0.02159272413727585,0.01936426339292734,0.005278282234754012,0.022953485421427736,0.0,0.0,0.0,2,False,0.21927641193099334,0.0,0.16099892710709107,1.7959106034271137,0.0176059007490786,0.5936002869951612,0.10704957242768627,0.16701676508193236,0.14482029627063775,0.17471365321490478,0.1803394890012223,0.24396938384872827
improved_phaseaaa_confirmed_offense_mix_tilt,recovery_confirmed,dual_momentum_topn,offense,44,0.10704957242768627,0.001042729812852805,0.010553314556758875,-0.0032391986009695345,-0.002785484635784874,0.019155478457090338,0.0,0.0,0.02374189427325897,0.022159018214578174,0.0022623490099596437,0.008395625075644163,0.0,0.0,0.0,3,True,0.31516038717429806,0.09588397524330472,0.10897262099505034,1.41000096095416,0.011022030749563367,0.5936002869951612,0.10704957242768627,0.16701676508193236,0.14482029627063775,0.17471365321490478,0.1803394890012223,0.24396938384872827
improved_phaseaaa_confirmed_offense_mix_tilt,recovery_confirmed,composite_selective_signals,offense,44,0.14482029627063775,-0.014439163815455625,-0.21553027190631752,0.004053346389417058,0.0033950516625784743,0.00143254159271885,0.0,0.0,0.028006179059563065,0.02345383770672158,0.024045654488851965,0.03620507406765944,0.0,0.0,0.0,4,True,0.3306422808026065,0.11136586887161315,0.026438767406250507,0.4227327860389162,0.008031107029815174,0.5936002869951612,0.10704957242768627,0.16701676508193236,0.14482029627063775,0.17471365321490478,0.1803394890012223,0.24396938384872827
