candidate,first_hash,second_hash,hash_equal,maximum_difference
trend_reversal_4w_standalone,34b67a471d2237c2557f70c8efcf438a5a4bb0e3a68b2aac6a730471e7a14ebc,34b67a471d2237c2557f70c8efcf438a5a4bb0e3a68b2aac6a730471e7a14ebc,True,0.0
trend_reversal_8w_standalone,4a38ed293f5bef7703384ea14f40d185e9525238be785ce097e4000df7d42a6a,4a38ed293f5bef7703384ea14f40d185e9525238be785ce097e4000df7d42a6a,True,0.0
ggg_plus_reversal_4w_05,ba7d036965272067ef4fdc6b3501e1d8c297b3c393d7d5adba29db3d4d5624c3,ba7d036965272067ef4fdc6b3501e1d8c297b3c393d7d5adba29db3d4d5624c3,True,0.0
ggg_plus_reversal_4w_10,37a2108dbba87898496bfd521083281bf3033b934e1264991cbbd0d612680841,37a2108dbba87898496bfd521083281bf3033b934e1264991cbbd0d612680841,True,0.0
ggg_plus_reversal_4w_15,4683d241d9fe9570e69276bc0e29bd00a028e6001b64ac4345584f044ee8d305,4683d241d9fe9570e69276bc0e29bd00a028e6001b64ac4345584f044ee8d305,True,0.0
ggg_plus_reversal_8w_10,72ba4fbbde8a05899a60bd930fdd1629253f4347e2011eb851b4d2a7fa12a597,72ba4fbbde8a05899a60bd930fdd1629253f4347e2011eb851b4d2a7fa12a597,True,0.0
