candidate,source,blend_weight,recent_3y_50bps_cagr,recent_cagr_improvement,post_2024_cagr_improvement,full_cagr_improvement,recent_3y_50bps_sharpe,recent_3y_50bps_max_drawdown,parent_source_gate,recent_cagr_gate,post_2024_gate,full_cagr_gate,drawdown_gate,prefix_gate,determinism_gate,manifest_gate,blend_qualified
ggg_plus_reversal_4w_05,trend_reversal_4w,0.05,0.12506998855890905,-0.00380353478069706,-0.002627399808606823,-0.00023784808544080605,1.5092797216805018,-0.07293522595375268,False,False,False,True,True,True,True,True,False
ggg_plus_reversal_8w_10,trend_reversal_8w,0.1,0.12339166006831515,-0.005481863271290965,-0.0032410150075725674,-0.0012225345244520902,1.4920465930035502,-0.07125450810132405,False,False,False,True,True,True,True,True,False
ggg_plus_reversal_4w_10,trend_reversal_4w,0.1,0.12088230040226566,-0.007991222937340448,-0.005668211942234436,-0.0008359277602576487,1.4679329357521744,-0.07223614495787589,False,False,False,True,True,True,True,True,False
ggg_plus_reversal_4w_15,trend_reversal_4w,0.15,0.11642587486846656,-0.01244764847113955,-0.008941907314478525,-0.0016528292248869647,1.4211507939584695,-0.07153760504418671,False,False,False,True,True,True,True,True,False
