source,candidate,full_correlation_to_ggg_50bps,recent_3y_correlation_to_ggg_50bps
trend_reversal_4w,trend_reversal_4w_standalone,0.6940857554178456,0.7670555146348567
trend_reversal_8w,trend_reversal_8w_standalone,0.6748690009130863,0.7203343871834218
