,net_return_10bps,net_return_25bps,net_return_50bps
2022-12-02 00:00:00+00:00,0.0,0.0,0.0
2022-12-09 00:00:00+00:00,0.0,0.0,0.0
2022-12-16 00:00:00+00:00,0.0,0.0,0.0
2022-12-23 00:00:00+00:00,0.0,0.0,0.0
2022-12-30 00:00:00+00:00,0.0,0.0,0.0
2023-01-06 00:00:00+00:00,0.0,0.0,0.0
2023-01-13 00:00:00+00:00,0.030134881532927628,0.028634881532927627,0.026134881532927628
2023-01-20 00:00:00+00:00,0.0117796248239843,0.0117796248239843,0.0117796248239843
2023-01-27 00:00:00+00:00,0.016796013270749408,0.016796013270749408,0.016796013270749408
2023-02-03 00:00:00+00:00,-0.0368792333613472,-0.0368792333613472,-0.0368792333613472
2023-02-10 00:00:00+00:00,0.018419404138111384,0.018419404138111384,0.018419404138111384
2023-02-17 00:00:00+00:00,-0.031197064095317473,-0.031197064095317473,-0.031197064095317473
2023-02-24 00:00:00+00:00,0.005614835706026355,0.005614835706026355,0.005614835706026355
2023-03-03 00:00:00+00:00,0.037183232587050315,0.037183232587050315,0.037183232587050315
2023-03-10 00:00:00+00:00,-0.050355080947386444,-0.050355080947386444,-0.050355080947386444
2023-03-17 00:00:00+00:00,-0.02489798137896255,-0.02489798137896255,-0.02489798137896255
2023-03-24 00:00:00+00:00,0.029773831737985364,0.029773831737985364,0.029773831737985364
2023-03-31 00:00:00+00:00,0.04530857804602483,0.04530857804602483,0.04530857804602483
2023-04-07 00:00:00+00:00,0.006358367579322954,0.006358367579322954,0.006358367579322954
2023-04-14 00:00:00+00:00,0.012846587372459467,0.011346587372459468,0.008846587372459466
2023-04-21 00:00:00+00:00,0.011806696698614222,0.011806696698614222,0.011806696698614222
2023-04-28 00:00:00+00:00,0.0050127825399268406,0.0050127825399268406,0.0050127825399268406
2023-05-05 00:00:00+00:00,-0.004054146512910686,-0.004054146512910686,-0.004054146512910686
2023-05-12 00:00:00+00:00,-0.0034361001324781804,-0.0034361001324781804,-0.0034361001324781804
2023-05-19 00:00:00+00:00,0.0049057300400837806,0.0049057300400837806,0.0049057300400837806
2023-05-26 00:00:00+00:00,-0.023657538240268193,-0.023657538240268193,-0.023657538240268193
2023-06-02 00:00:00+00:00,0.021430564475358335,0.021430564475358335,0.021430564475358335
2023-06-09 00:00:00+00:00,0.0029481997706088804,0.0029481997706088804,0.0029481997706088804
2023-06-16 00:00:00+00:00,0.022427629309358415,0.022427629309358415,0.022427629309358415
2023-06-23 00:00:00+00:00,-0.017779924596067618,-0.017779924596067618,-0.017779924596067618
2023-06-30 00:00:00+00:00,0.02897812512867646,0.02897812512867646,0.02897812512867646
2023-07-07 00:00:00+00:00,-0.01427428225420954,-0.01427428225420954,-0.01427428225420954
2023-07-14 00:00:00+00:00,0.028770251599561678,0.027345251599561676,0.024970251599561677
2023-07-21 00:00:00+00:00,0.006668035978350721,0.006668035978350721,0.006668035978350721
2023-07-28 00:00:00+00:00,-0.003922354685247001,-0.003922354685247001,-0.003922354685247001
2023-08-04 00:00:00+00:00,-0.017707497814225183,-0.017707497814225183,-0.017707497814225183
2023-08-11 00:00:00+00:00,0.013034314966997015,0.013034314966997015,0.013034314966997015
2023-08-18 00:00:00+00:00,-0.025547345800489688,-0.025547345800489688,-0.025547345800489688
2023-08-25 00:00:00+00:00,0.0017229087633031156,0.0017229087633031156,0.0017229087633031156
2023-09-01 00:00:00+00:00,0.02318619094240248,0.02318619094240248,0.02318619094240248
2023-09-08 00:00:00+00:00,-0.0109559036560116,-0.0109559036560116,-0.0109559036560116
2023-09-15 00:00:00+00:00,-0.0035465467746762305,-0.0035465467746762305,-0.0035465467746762305
2023-09-22 00:00:00+00:00,-0.02327943944262892,-0.02327943944262892,-0.02327943944262892
2023-09-29 00:00:00+00:00,-0.00673238820678478,-0.00673238820678478,-0.00673238820678478
2023-10-06 00:00:00+00:00,-0.00414843288275587,-0.00414843288275587,-0.00414843288275587
2023-10-13 00:00:00+00:00,-0.00291104851624978,-0.004336048516249781,-0.006711048516249782
2023-10-20 00:00:00+00:00,-0.024660745806392326,-0.024660745806392326,-0.024660745806392326
2023-10-27 00:00:00+00:00,-0.012728226692051528,-0.012728226692051528,-0.012728226692051528
2023-11-03 00:00:00+00:00,0.05292914894160644,0.05292914894160644,0.05292914894160644
2023-11-10 00:00:00+00:00,0.0038780524557572057,0.0038780524557572057,0.0038780524557572057
2023-11-17 00:00:00+00:00,0.014989805154513817,0.014989805154513817,0.014989805154513817
2023-11-24 00:00:00+00:00,0.007250884197510731,0.007250884197510731,0.007250884197510731
2023-12-01 00:00:00+00:00,0.01799354475970419,0.01799354475970419,0.01799354475970419
2023-12-08 00:00:00+00:00,0.0061334613730974355,0.0061334613730974355,0.0061334613730974355
2023-12-15 00:00:00+00:00,0.028154478380785473,0.028154478380785473,0.028154478380785473
2023-12-22 00:00:00+00:00,0.00782258332728913,0.00782258332728913,0.00782258332728913
