decision_at,feature,family,rank_ic
2024-10-01 00:00:00+00:00,momentum_252_21,momentum,0.017601991837872515
2025-01-01 00:00:00+00:00,momentum_252_21,momentum,0.17990874901252749
2025-04-01 00:00:00+00:00,momentum_252_21,momentum,-0.10736730833238582
2025-07-01 00:00:00+00:00,momentum_252_21,momentum,0.0647865242903188
2025-10-01 00:00:00+00:00,momentum_252_21,momentum,0.011534167227948151
2026-01-01 00:00:00+00:00,momentum_252_21,momentum,0.15755006109489184
2026-04-01 00:00:00+00:00,momentum_252_21,momentum,-0.031157001088944418
2023-01-01 00:00:00+00:00,momentum_126_21,momentum,0.07283104633746793
2023-04-01 00:00:00+00:00,momentum_126_21,momentum,0.07299548306039003
2023-07-01 00:00:00+00:00,momentum_126_21,momentum,-0.010112652883597303
2023-10-01 00:00:00+00:00,momentum_126_21,momentum,-0.01141937827713432
2024-01-01 00:00:00+00:00,momentum_126_21,momentum,0.14973974166691562
2024-04-01 00:00:00+00:00,momentum_126_21,momentum,0.008210340208870539
2024-07-01 00:00:00+00:00,momentum_126_21,momentum,0.09619637991967452
2024-10-01 00:00:00+00:00,momentum_126_21,momentum,0.002797256236687921
2025-01-01 00:00:00+00:00,momentum_126_21,momentum,0.09725457562416669
2025-04-01 00:00:00+00:00,momentum_126_21,momentum,-0.08405764815866133
2025-07-01 00:00:00+00:00,momentum_126_21,momentum,0.0390622747488168
2025-10-01 00:00:00+00:00,momentum_126_21,momentum,0.07473256812432928
2026-01-01 00:00:00+00:00,momentum_126_21,momentum,0.12720080261156955
2026-04-01 00:00:00+00:00,momentum_126_21,momentum,-0.027050801313489425
2023-01-01 00:00:00+00:00,reversal_1,reversal,-0.18739212907946345
2023-04-01 00:00:00+00:00,reversal_1,reversal,-0.13054743393278306
2023-07-01 00:00:00+00:00,reversal_1,reversal,-0.0020823651521429134
2023-10-01 00:00:00+00:00,reversal_1,reversal,-0.05631114332361143
2024-01-01 00:00:00+00:00,reversal_1,reversal,-0.1482151482700084
2024-04-01 00:00:00+00:00,reversal_1,reversal,0.029162523470948817
2024-07-01 00:00:00+00:00,reversal_1,reversal,-0.000221855944566253
2024-10-01 00:00:00+00:00,reversal_1,reversal,0.004312948929726775
2025-01-01 00:00:00+00:00,reversal_1,reversal,-0.012410044858503617
2025-04-01 00:00:00+00:00,reversal_1,reversal,-0.005382670021167976
2025-07-01 00:00:00+00:00,reversal_1,reversal,0.2002242380552205
2025-10-01 00:00:00+00:00,reversal_1,reversal,-0.06446706419211336
2026-01-01 00:00:00+00:00,reversal_1,reversal,-0.014523884638435314
2026-04-01 00:00:00+00:00,reversal_1,reversal,-0.03465567264759533
2023-01-01 00:00:00+00:00,reversal_5,reversal,-0.2936140399273519
2023-04-01 00:00:00+00:00,reversal_5,reversal,-0.12026920510761328
2023-07-01 00:00:00+00:00,reversal_5,reversal,0.06486249517530863
2023-10-01 00:00:00+00:00,reversal_5,reversal,-0.013973019940136153
2024-01-01 00:00:00+00:00,reversal_5,reversal,0.0014362984719216768
2024-04-01 00:00:00+00:00,reversal_5,reversal,-0.03014859861710563
2024-07-01 00:00:00+00:00,reversal_5,reversal,-0.0068521479724308896
2024-10-01 00:00:00+00:00,reversal_5,reversal,0.024832729603125075
2025-01-01 00:00:00+00:00,reversal_5,reversal,0.0355884291348187
2025-04-01 00:00:00+00:00,reversal_5,reversal,0.35142264919441857
2025-07-01 00:00:00+00:00,reversal_5,reversal,0.07575355544205356
2025-10-01 00:00:00+00:00,reversal_5,reversal,-0.031905895635285016
2026-01-01 00:00:00+00:00,reversal_5,reversal,-0.032072945169412746
2026-04-01 00:00:00+00:00,reversal_5,reversal,0.02981044463309182
2023-01-01 00:00:00+00:00,reversal_21,reversal,0.04822365386305361
2023-04-01 00:00:00+00:00,reversal_21,reversal,0.05099009717631795
2023-07-01 00:00:00+00:00,reversal_21,reversal,0.004616994323108899
2023-10-01 00:00:00+00:00,reversal_21,reversal,0.11356075597686134
2024-01-01 00:00:00+00:00,reversal_21,reversal,0.077280269065685
2024-04-01 00:00:00+00:00,reversal_21,reversal,-0.00584617720006092
2024-07-01 00:00:00+00:00,reversal_21,reversal,-0.04485687062775123
2024-10-01 00:00:00+00:00,reversal_21,reversal,0.03427343571161075
2025-01-01 00:00:00+00:00,reversal_21,reversal,-0.04134860432084304
2025-04-01 00:00:00+00:00,reversal_21,reversal,0.2218752615673238
2025-07-01 00:00:00+00:00,reversal_21,reversal,-0.03395130242768945
2025-10-01 00:00:00+00:00,reversal_21,reversal,-0.02171116035621745
2026-01-01 00:00:00+00:00,reversal_21,reversal,-0.019056424229398034
2026-04-01 00:00:00+00:00,reversal_21,reversal,0.010192202617503815
2023-01-01 00:00:00+00:00,ma_distance_20,trend,0.1668859686841182
2023-04-01 00:00:00+00:00,ma_distance_20,trend,0.009019023512038201
2023-07-01 00:00:00+00:00,ma_distance_20,trend,0.022491679332588107
2023-10-01 00:00:00+00:00,ma_distance_20,trend,-0.10026421814856694
2024-01-01 00:00:00+00:00,ma_distance_20,trend,-0.03919031626508563
2024-04-01 00:00:00+00:00,ma_distance_20,trend,-0.011243238726430193
2024-07-01 00:00:00+00:00,ma_distance_20,trend,0.04122492743203575
2024-10-01 00:00:00+00:00,ma_distance_20,trend,-0.011534675965390125
2025-01-01 00:00:00+00:00,ma_distance_20,trend,0.05555148436115505
2025-04-01 00:00:00+00:00,ma_distance_20,trend,-0.2557506513092674
2025-07-01 00:00:00+00:00,ma_distance_20,trend,-0.052096956574040315
2025-10-01 00:00:00+00:00,ma_distance_20,trend,0.001847388836525591
2026-01-01 00:00:00+00:00,ma_distance_20,trend,0.05830526959397728
2026-04-01 00:00:00+00:00,ma_distance_20,trend,0.008102298614019288
2023-01-01 00:00:00+00:00,ma_distance_60,trend,-0.06261214307378749
2023-04-01 00:00:00+00:00,ma_distance_60,trend,-0.010919107274232379
2023-07-01 00:00:00+00:00,ma_distance_60,trend,0.007064928909255906
2023-10-01 00:00:00+00:00,ma_distance_60,trend,-0.11745831029465707
2024-01-01 00:00:00+00:00,ma_distance_60,trend,-0.059882097150955
2024-04-01 00:00:00+00:00,ma_distance_60,trend,-0.027116029574861276
2024-07-01 00:00:00+00:00,ma_distance_60,trend,0.08376599754575195
2024-10-01 00:00:00+00:00,ma_distance_60,trend,-0.041159301854021516
2025-01-01 00:00:00+00:00,ma_distance_60,trend,0.04045887705918739
2025-04-01 00:00:00+00:00,ma_distance_60,trend,-0.3112844597548388
2025-07-01 00:00:00+00:00,ma_distance_60,trend,0.052398752355052425
2025-10-01 00:00:00+00:00,ma_distance_60,trend,0.0759016100141592
2026-01-01 00:00:00+00:00,ma_distance_60,trend,0.11630442073022187
2026-04-01 00:00:00+00:00,ma_distance_60,trend,-0.049311382604213014
2023-01-01 00:00:00+00:00,ma_distance_200,trend,-0.0035202242012009337
2023-04-01 00:00:00+00:00,ma_distance_200,trend,0.030265490104412363
2023-07-01 00:00:00+00:00,ma_distance_200,trend,0.05047233490811896
2023-10-01 00:00:00+00:00,ma_distance_200,trend,-0.08213198694527399
2024-01-01 00:00:00+00:00,ma_distance_200,trend,0.10393692087036371
2024-04-01 00:00:00+00:00,ma_distance_200,trend,-0.00579507844979555
2024-07-01 00:00:00+00:00,ma_distance_200,trend,0.11041189158546723
2024-10-01 00:00:00+00:00,ma_distance_200,trend,-0.013594750133255635
2025-01-01 00:00:00+00:00,ma_distance_200,trend,0.11035455282164038
2025-04-01 00:00:00+00:00,ma_distance_200,trend,-0.23344490229686066
2025-07-01 00:00:00+00:00,ma_distance_200,trend,0.08056070914232116
2025-10-01 00:00:00+00:00,ma_distance_200,trend,0.06523005373910241
2026-01-01 00:00:00+00:00,ma_distance_200,trend,0.16610102693370374
2026-04-01 00:00:00+00:00,ma_distance_200,trend,-0.04208450599346202
2023-01-01 00:00:00+00:00,trend_consistency_63,trend,-0.06101603969429581
2023-04-01 00:00:00+00:00,trend_consistency_63,trend,0.10327071169219992
2023-07-01 00:00:00+00:00,trend_consistency_63,trend,0.05585160637939188
2023-10-01 00:00:00+00:00,trend_consistency_63,trend,-0.07075118849541455
2024-01-01 00:00:00+00:00,trend_consistency_63,trend,0.10955751756264583
2024-04-01 00:00:00+00:00,trend_consistency_63,trend,-0.037252631141464085
2024-07-01 00:00:00+00:00,trend_consistency_63,trend,0.0878655545419298
2024-10-01 00:00:00+00:00,trend_consistency_63,trend,-0.041926106043024824
2025-01-01 00:00:00+00:00,trend_consistency_63,trend,0.053179425060943336
2025-04-01 00:00:00+00:00,trend_consistency_63,trend,-0.20440901863588107
2025-07-01 00:00:00+00:00,trend_consistency_63,trend,0.08746239558652072
2025-10-01 00:00:00+00:00,trend_consistency_63,trend,0.050943992626701295
2026-01-01 00:00:00+00:00,trend_consistency_63,trend,0.14281179438195846
2026-04-01 00:00:00+00:00,trend_consistency_63,trend,-0.026285981357642325
2023-01-01 00:00:00+00:00,near_252_high,trend,-0.021975768557011652
2023-04-01 00:00:00+00:00,near_252_high,trend,-0.03881601451148717
2023-07-01 00:00:00+00:00,near_252_high,trend,0.1560967678567107
2023-10-01 00:00:00+00:00,near_252_high,trend,-0.13803181967008255
2024-01-01 00:00:00+00:00,near_252_high,trend,0.19230218356608633
2024-04-01 00:00:00+00:00,near_252_high,trend,0.02094198672826529
2024-07-01 00:00:00+00:00,near_252_high,trend,0.16349539825454745
2024-10-01 00:00:00+00:00,near_252_high,trend,-0.012728123043052871
2025-01-01 00:00:00+00:00,near_252_high,trend,0.28993456087976616
2025-04-01 00:00:00+00:00,near_252_high,trend,-0.30962542916810004
2025-07-01 00:00:00+00:00,near_252_high,trend,0.017209845968596215
2025-10-01 00:00:00+00:00,near_252_high,trend,0.06132768916489314
2026-01-01 00:00:00+00:00,near_252_high,trend,0.24250360495080145
2026-04-01 00:00:00+00:00,near_252_high,trend,-0.06144896099603293
2023-01-01 00:00:00+00:00,drawdown_252,trend,-0.021975768557011652
2023-04-01 00:00:00+00:00,drawdown_252,trend,-0.03881601451148717
2023-07-01 00:00:00+00:00,drawdown_252,trend,0.1560967678567107
2023-10-01 00:00:00+00:00,drawdown_252,trend,-0.13803181967008255
2024-01-01 00:00:00+00:00,drawdown_252,trend,0.19230218356608633
2024-04-01 00:00:00+00:00,drawdown_252,trend,0.02094198672826529
2024-07-01 00:00:00+00:00,drawdown_252,trend,0.16349539825454745
2024-10-01 00:00:00+00:00,drawdown_252,trend,-0.012728123043052871
2025-01-01 00:00:00+00:00,drawdown_252,trend,0.28993456087976616
2025-04-01 00:00:00+00:00,drawdown_252,trend,-0.30962542916810004
2025-07-01 00:00:00+00:00,drawdown_252,trend,0.017209845968596215
2025-10-01 00:00:00+00:00,drawdown_252,trend,0.06132768916489314
2026-01-01 00:00:00+00:00,drawdown_252,trend,0.24250360495080145
2026-04-01 00:00:00+00:00,drawdown_252,trend,-0.06144896099603293
2023-01-01 00:00:00+00:00,vol_21,volatility,0.08499803483870612
2023-04-01 00:00:00+00:00,vol_21,volatility,0.13885728279559525
2023-07-01 00:00:00+00:00,vol_21,volatility,-0.2304253325770723
2023-10-01 00:00:00+00:00,vol_21,volatility,0.0940131248671227
2024-01-01 00:00:00+00:00,vol_21,volatility,-0.1752985079848295
2024-04-01 00:00:00+00:00,vol_21,volatility,0.01770640788907982
2024-07-01 00:00:00+00:00,vol_21,volatility,-0.12238918119540429
2024-10-01 00:00:00+00:00,vol_21,volatility,0.018751540291567368
2025-01-01 00:00:00+00:00,vol_21,volatility,-0.396460254137656
2025-04-01 00:00:00+00:00,vol_21,volatility,0.3145725299189417
2025-07-01 00:00:00+00:00,vol_21,volatility,0.08280785428982831
2025-10-01 00:00:00+00:00,vol_21,volatility,0.002401074314971988
2026-01-01 00:00:00+00:00,vol_21,volatility,-0.13904326659082866
2026-04-01 00:00:00+00:00,vol_21,volatility,0.054127584104369235
2023-01-01 00:00:00+00:00,vol_63,volatility,0.01862642902577198
2023-04-01 00:00:00+00:00,vol_63,volatility,0.13521641858127745
2023-07-01 00:00:00+00:00,vol_63,volatility,-0.2617250589106933
2023-10-01 00:00:00+00:00,vol_63,volatility,0.1120975509677281
2024-01-01 00:00:00+00:00,vol_63,volatility,-0.16833045984359382
2024-04-01 00:00:00+00:00,vol_63,volatility,0.003005251395709511
2024-07-01 00:00:00+00:00,vol_63,volatility,-0.1420578054123269
2024-10-01 00:00:00+00:00,vol_63,volatility,0.03860036949895815
2025-01-01 00:00:00+00:00,vol_63,volatility,-0.39786460557772474
2025-04-01 00:00:00+00:00,vol_63,volatility,0.2964769870210639
2025-07-01 00:00:00+00:00,vol_63,volatility,0.09562064646288303
2025-10-01 00:00:00+00:00,vol_63,volatility,-0.020229718486038845
2026-01-01 00:00:00+00:00,vol_63,volatility,-0.1578032730835415
2026-04-01 00:00:00+00:00,vol_63,volatility,0.07851967807379814
2023-01-01 00:00:00+00:00,downside_vol_63,volatility,0.07023359935405754
2023-04-01 00:00:00+00:00,downside_vol_63,volatility,0.12395464607063279
2023-07-01 00:00:00+00:00,downside_vol_63,volatility,-0.2451140880968726
2023-10-01 00:00:00+00:00,downside_vol_63,volatility,0.13263102601327312
2024-01-01 00:00:00+00:00,downside_vol_63,volatility,-0.13648128435786078
2024-04-01 00:00:00+00:00,downside_vol_63,volatility,0.0030591694167128782
2024-07-01 00:00:00+00:00,downside_vol_63,volatility,-0.1556230117583456
2024-10-01 00:00:00+00:00,downside_vol_63,volatility,0.07284631238362176
2025-01-01 00:00:00+00:00,downside_vol_63,volatility,-0.3629551798010438
2025-04-01 00:00:00+00:00,downside_vol_63,volatility,0.303926703993442
2025-07-01 00:00:00+00:00,downside_vol_63,volatility,0.07347053948156357
2025-10-01 00:00:00+00:00,downside_vol_63,volatility,-0.036325076455764084
2026-01-01 00:00:00+00:00,downside_vol_63,volatility,-0.1614389638682655
2026-04-01 00:00:00+00:00,downside_vol_63,volatility,0.07985131101937212
2023-01-01 00:00:00+00:00,max_return_63,volatility,-0.0267947162499178
2023-04-01 00:00:00+00:00,max_return_63,volatility,0.09433028975677439
2023-07-01 00:00:00+00:00,max_return_63,volatility,-0.18814627399766212
2023-10-01 00:00:00+00:00,max_return_63,volatility,0.05797397712903636
2024-01-01 00:00:00+00:00,max_return_63,volatility,-0.13675144855117113
2024-04-01 00:00:00+00:00,max_return_63,volatility,-0.0013158493853325133
2024-07-01 00:00:00+00:00,max_return_63,volatility,-0.08662746259977051
2024-10-01 00:00:00+00:00,max_return_63,volatility,-0.001882406477690919
2025-01-01 00:00:00+00:00,max_return_63,volatility,-0.3029919375531916
2025-04-01 00:00:00+00:00,max_return_63,volatility,0.2275942884371168
2025-07-01 00:00:00+00:00,max_return_63,volatility,0.07318627673622512
2025-10-01 00:00:00+00:00,max_return_63,volatility,-0.017493496148593062
2026-01-01 00:00:00+00:00,max_return_63,volatility,-0.13384536117741383
2026-04-01 00:00:00+00:00,max_return_63,volatility,0.055099172931542734
2023-01-01 00:00:00+00:00,return_skew_63,volatility,-0.1292913412926519
2023-04-01 00:00:00+00:00,return_skew_63,volatility,-0.0035402660000262345
2023-07-01 00:00:00+00:00,return_skew_63,volatility,-0.007886238423284809
2023-10-01 00:00:00+00:00,return_skew_63,volatility,-0.022455039725166194
2024-01-01 00:00:00+00:00,return_skew_63,volatility,-0.027376067579044944
2024-04-01 00:00:00+00:00,return_skew_63,volatility,-0.005493130882813816
2024-07-01 00:00:00+00:00,return_skew_63,volatility,-0.0003285691730469509
2024-10-01 00:00:00+00:00,return_skew_63,volatility,-0.08628931038982744
2025-01-01 00:00:00+00:00,return_skew_63,volatility,-0.07340004971264004
2025-04-01 00:00:00+00:00,return_skew_63,volatility,0.018576649193465175
2025-07-01 00:00:00+00:00,return_skew_63,volatility,0.005002531106100427
2025-10-01 00:00:00+00:00,return_skew_63,volatility,0.013653516256048772
2026-01-01 00:00:00+00:00,return_skew_63,volatility,-0.025149742795114397
2026-04-01 00:00:00+00:00,return_skew_63,volatility,0.008082726845766906
2023-01-01 00:00:00+00:00,range_10,range,0.13554572021323216
2023-04-01 00:00:00+00:00,range_10,range,0.11315036116514951
2023-07-01 00:00:00+00:00,range_10,range,-0.2714811959094681
2023-10-01 00:00:00+00:00,range_10,range,0.10775176866375939
2024-01-01 00:00:00+00:00,range_10,range,-0.19305436470304907
2024-04-01 00:00:00+00:00,range_10,range,0.017003382290916278
2024-07-01 00:00:00+00:00,range_10,range,-0.12405062708482018
2024-10-01 00:00:00+00:00,range_10,range,0.023446231729572078
2025-01-01 00:00:00+00:00,range_10,range,-0.4435706920465104
2025-04-01 00:00:00+00:00,range_10,range,0.3209897571161398
2025-07-01 00:00:00+00:00,range_10,range,0.08330226466038917
2025-10-01 00:00:00+00:00,range_10,range,0.009157054410623477
2026-01-01 00:00:00+00:00,range_10,range,-0.14323680704436859
2026-04-01 00:00:00+00:00,range_10,range,0.09461333459953021
2023-01-01 00:00:00+00:00,range_21,range,0.17826688770353485
2023-04-01 00:00:00+00:00,range_21,range,0.11746685049949007
2023-07-01 00:00:00+00:00,range_21,range,-0.2647145000525547
2023-10-01 00:00:00+00:00,range_21,range,0.10557388792421722
2024-01-01 00:00:00+00:00,range_21,range,-0.19801277493844172
2024-04-01 00:00:00+00:00,range_21,range,0.01665360355094531
2024-07-01 00:00:00+00:00,range_21,range,-0.13794708864762445
2024-10-01 00:00:00+00:00,range_21,range,0.030116881550922923
2025-01-01 00:00:00+00:00,range_21,range,-0.431624239162012
2025-04-01 00:00:00+00:00,range_21,range,0.3124563954991873
2025-07-01 00:00:00+00:00,range_21,range,0.10267934767279406
2025-10-01 00:00:00+00:00,range_21,range,0.002752977275961746
2026-01-01 00:00:00+00:00,range_21,range,-0.15594746616291483
2026-04-01 00:00:00+00:00,range_21,range,0.10406911922704666
2023-01-01 00:00:00+00:00,close_location_21,range,0.263538338014179
2023-04-01 00:00:00+00:00,close_location_21,range,-0.029891541876559076
2023-07-01 00:00:00+00:00,close_location_21,range,0.021472231694210364
2023-10-01 00:00:00+00:00,close_location_21,range,-0.020111426660837945
2024-01-01 00:00:00+00:00,close_location_21,range,0.05068956992130732
2024-04-01 00:00:00+00:00,close_location_21,range,-0.005751426559957089
2024-07-01 00:00:00+00:00,close_location_21,range,0.07599832795475284
2024-10-01 00:00:00+00:00,close_location_21,range,-0.014898533982521693
2025-01-01 00:00:00+00:00,close_location_21,range,0.002742648021388223
2025-04-01 00:00:00+00:00,close_location_21,range,-0.032624767091957385
2025-07-01 00:00:00+00:00,close_location_21,range,0.030037475590221328
2025-10-01 00:00:00+00:00,close_location_21,range,0.02251777100454489
2026-01-01 00:00:00+00:00,close_location_21,range,0.018002853076426854
2026-04-01 00:00:00+00:00,close_location_21,range,0.012333814992928883
2023-01-01 00:00:00+00:00,gap_1,gap,-0.3080708830060704
2023-04-01 00:00:00+00:00,gap_1,gap,0.09265196060869164
2023-07-01 00:00:00+00:00,gap_1,gap,-0.17147070381438784
2023-10-01 00:00:00+00:00,gap_1,gap,0.16492953885550465
2024-01-01 00:00:00+00:00,gap_1,gap,0.053481560916088265
2024-04-01 00:00:00+00:00,gap_1,gap,-0.0004987025154253473
2024-07-01 00:00:00+00:00,gap_1,gap,0.02839084167394441
2024-10-01 00:00:00+00:00,gap_1,gap,-0.04150763867390686
2025-01-01 00:00:00+00:00,gap_1,gap,-0.1593705576053649
2025-04-01 00:00:00+00:00,gap_1,gap,-0.10901146556021281
2025-07-01 00:00:00+00:00,gap_1,gap,-0.0278034186207134
2025-10-01 00:00:00+00:00,gap_1,gap,-0.04320782234033787
2026-01-01 00:00:00+00:00,gap_1,gap,0.1627928085075967
2026-04-01 00:00:00+00:00,gap_1,gap,0.09725627688521626
2023-01-01 00:00:00+00:00,gap_5,gap,-0.33855670812715033
2023-04-01 00:00:00+00:00,gap_5,gap,0.16033369323303312
2023-07-01 00:00:00+00:00,gap_5,gap,-0.03610548058764461
2023-10-01 00:00:00+00:00,gap_5,gap,0.05167100425740689
2024-01-01 00:00:00+00:00,gap_5,gap,-0.007394463772278208
2024-04-01 00:00:00+00:00,gap_5,gap,-0.008983280098011501
2024-07-01 00:00:00+00:00,gap_5,gap,0.004137769177854456
2024-10-01 00:00:00+00:00,gap_5,gap,-0.030389776253164257
2025-01-01 00:00:00+00:00,gap_5,gap,0.08294677850787345
2025-04-01 00:00:00+00:00,gap_5,gap,-0.33776781623214963
2025-07-01 00:00:00+00:00,gap_5,gap,0.005896170910687623
2025-10-01 00:00:00+00:00,gap_5,gap,-0.04027596753139696
2026-01-01 00:00:00+00:00,gap_5,gap,0.2230448608001176
2026-04-01 00:00:00+00:00,gap_5,gap,0.018016361613340404
2023-01-01 00:00:00+00:00,intraday_5,gap,0.4276559750449255
2023-04-01 00:00:00+00:00,intraday_5,gap,0.036966028260830584
2023-07-01 00:00:00+00:00,intraday_5,gap,-0.05352182233783523
2023-10-01 00:00:00+00:00,intraday_5,gap,0.0006397887422889375
2024-01-01 00:00:00+00:00,intraday_5,gap,-0.017553928337718818
2024-04-01 00:00:00+00:00,intraday_5,gap,0.03318369518690067
2024-07-01 00:00:00+00:00,intraday_5,gap,0.007496936603219111
2024-10-01 00:00:00+00:00,intraday_5,gap,-0.007253038510120289
2025-01-01 00:00:00+00:00,intraday_5,gap,-0.08365209652903163
