name,ann_imp_pp_vs_prod,sharpe_imp_vs_prod,sharpe_vs_ddd1,mdd_imp_pp_vs_prod,cvar_imp_pp_vs_prod,turnover_ratio_vs_prod,spy_inc_pp_vs_prod,stressed_panic_ann_delta_pp,recovery_confirmed_ann_delta_pp_vs_prod,recovery_fragile_ann_delta_pp_vs_prod,recovery_confirmed_ann_delta_pp_vs_ddd1,recovery_fragile_ann_delta_pp_vs_ddd1,decomposition_intact,passes_strict_gates,passes_challenger_track,passes_shadow_track,fail_reasons_strict
improved_phaseeee_smoothed_near_exclude_dual,0.23489663796776306,0.05047170578900606,-0.002622261026259065,2.2015495428849174,0.08041172617810136,1.0950562557273917,-1.063338166139751,0.21713497826418848,-0.35540830201981066,-0.30459354768219704,0.1575314991775656,-0.17253787239848162,True,True,False,True,none
improved_phaseeee_turnover_aware_dual_cap,0.24715437111204608,0.05228326712060449,-0.0008106996946606326,2.2227415019939523,0.08244714749097125,1.0983822513888006,-1.0649124013772284,0.21374551018340515,-0.3895021415385891,-0.19677379211993085,0.12343765965878717,-0.06471811683621542,True,True,False,True,none
improved_phaseeee_selective_dual_escalation,0.24766684289465601,0.052704555979635415,-0.000389410835629711,2.2255257360729197,0.08537723784459057,1.0961612263140297,-1.0465884387449012,0.21049231652059408,-0.48708088952715833,-0.181186189071747,0.02585891167021792,-0.04913051378803157,True,True,False,True,none
