variant,cost_bps,observations,years,total_return,annual_return,annual_volatility,sharpe_zero_rf,sortino_zero_target,max_drawdown,max_drawdown_duration_weeks,calmar,cvar_5_weekly,positive_week_share,worst_week,best_week,average_annual_turnover,total_cost,risk_off_decisions,fully_invested_pass,unpriced_exposure_events
baseline,10.0,866,16.653846153846153,2.383489578813117,0.07593575895391491,0.09093340224006194,0.8512981534001357,1.18658170982712,-0.23390268432554395,97,0.32464680417360287,-0.030077697875340346,0.6027713625866051,-0.11096301469862586,0.10397996466937298,3.02325822486086,0.05034887736018278,0,True,0
baseline,25.0,866,16.653846153846153,2.1377162123996976,0.0710746927836885,0.09092316178319701,0.8015179921463433,1.1123736394204913,-0.2343157990395982,99,0.3033286405569145,-0.03016462969352216,0.6016166281755196,-0.11096301469862586,0.10397996466937298,3.02325822486086,0.12587219340045697,0,True,0
baseline,50.0,866,16.653846153846153,1.7668768095216505,0.06301600801225349,0.09095523547464449,0.7181379298184744,0.9895940228091863,-0.23500432356302148,103,0.26814829215409897,-0.030314814460179404,0.5969976905311778,-0.11096301469862586,0.10397996466937298,3.02325822486086,0.25174438680091393,0,True,0
baseline,100.0,866,16.653846153846153,1.1507862490552219,0.04705910464395879,0.09120327237160299,0.5504420190216734,0.7479986155432161,-0.23638137260986858,113,0.19908127330162623,-0.030672123382606428,0.5889145496535797,-0.11096301469862586,0.10397996466937298,3.02325822486086,0.5034887736018279,0,True,0
nested_ridge,10.0,866,16.653846153846153,1.9091666008916834,0.06622174815493875,0.08696507213206055,0.7816147447560273,1.0936642738939717,-0.23390268432554406,92,0.2831166660010272,-0.028625710767851368,0.5958429561200924,-0.11096301469862586,0.10397996466937298,7.498151257527153,0.12487305748112529,190,True,0
nested_ridge,25.0,866,16.653846153846153,1.4123823678753027,0.05430055146670365,0.08706491800889798,0.6515363141455197,0.904015783718635,-0.23431579903959832,103,0.23174088853277497,-0.028816335767851368,0.5808314087759815,-0.11096301469862586,0.10397996466937298,7.498151257527153,0.3121826437028132,190,True,0
nested_ridge,50.0,866,16.653846153846153,0.7651641554001323,0.0347096628085688,0.08736497165373094,0.43473461855646844,0.5947480951896517,-0.2350043235630217,116,0.14769797543431418,-0.029145614987227474,0.558891454965358,-0.11096301469862586,0.10397996466937298,7.498151257527153,0.6243652874056264,190,True,0
nested_ridge,100.0,866,16.653846153846153,-0.055943509535981706,-0.0034508475628866053,0.08845893131828589,0.005537273988572162,0.007355584448459187,-0.3000324756599332,445,-0.011501580138271135,-0.029918829642976583,0.5150115473441108,-0.11096301469862586,0.10397996466937298,7.498151257527153,1.2487305748112527,190,True,0
label_shuffle,10.0,866,16.653846153846153,1.8644661048623954,0.06523084099880672,0.08594294041544144,0.7790049461429382,1.0885486610484991,-0.21007407606730577,105,0.3105135208492235,-0.028410909837176604,0.5993071593533488,-0.11096301469862586,0.10397996466937298,6.545750729075766,0.1090119256034541,149,True,0
label_shuffle,25.0,866,16.653846153846153,1.4322931998210549,0.0548210436529315,0.08608313713409484,0.6636764351081615,0.9199377216030631,-0.21154691657418223,110,0.2591436667605961,-0.028602392351103147,0.5866050808314087,-0.11096301469862586,0.10397996466937298,6.545750729075766,0.27252981400863524,149,True,0
label_shuffle,50.0,866,16.653846153846153,0.8515317520787198,0.03768186518466843,0.08643675834669501,0.47163930639183227,0.6449716855214528,-0.2139979025879447,129,0.17608520798087104,-0.02893320609129012,0.5704387990762124,-0.11096301469862586,0.10397996466937298,6.545750729075766,0.5450596280172705,149,True,0
label_shuffle,100.0,866,16.653846153846153,0.0719292272705161,0.004179520720162699,0.0875863423438872,0.09177480064705353,0.12207868712288766,-0.24035850708974216,416,0.017388694790828437,-0.029656912651360348,0.5404157043879908,-0.11096301469862586,0.10397996466937298,6.545750729075766,1.090119256034541,149,True,0
