formation_date,variant,rank,x,y,cointegration_p_value,cointegration_test_statistic,hedge_alpha,hedge_beta,spread_mean,spread_std,half_life_days,daily_return_correlation
2001-01-02,real,1,XLK,XLV,0.00201110089906,-4.36666366957,2.45825239733,0.177924753975,3.17647143157e-16,0.03397377272,9.62714625723,0.555878260455
2001-01-02,random_pairs,1,SPY,XLF,0.749031573335,-1.53120815063,0.393544846729,0.469622359186,-2.01249951448e-15,0.0842096386666,54.6315321477,0.68390187641
2001-04-02,real,1,XLK,XLV,0.00238936354783,-4.31921190435,2.62201830292,0.122013802775,3.89018623311e-16,0.036724939261,9.66257351739,0.534002357749
2001-04-02,real,2,XLF,XLI,0.0044074710034,-4.14535101125,1.82115559832,0.430905260016,1.18423789293e-15,0.034439132692,11.1133132629,0.583876102519
2001-04-02,random_pairs,1,SPY,XLV,0.00636497869358,-4.03654367492,0.438775706634,0.565794569343,-8.67031314469e-16,0.0301413441108,8.88428426425,0.645973977233
2001-04-02,random_pairs,2,XLF,XLI,0.0044074710034,-4.14535101125,1.82115559832,0.430905260016,1.18423789293e-15,0.034439132692,11.1133132629,0.583876102519
2001-07-02,real,1,QQQ,SPY,0.0064720753975,-4.03151563558,3.61470272245,0.205199497034,1.22432927993e-15,0.027627966559,11.6893137659,0.812932633923
2001-07-02,real,2,XLF,XLI,0.0075635264847,-3.98416418113,1.82073461669,0.431582967101,-3.31304648618e-16,0.0331160085029,11.0466435282,0.611489497288
2001-07-02,random_pairs,1,SPY,XLY,0.114279008187,-2.983093666,1.58378977773,0.161013337946,-4.10606293234e-16,0.064077705084,18.72430135,0.622780204803
2001-07-02,random_pairs,2,XLF,XLI,0.0075635264847,-3.98416418113,1.82073461669,0.431582967101,-3.31304648618e-16,0.0331160085029,11.0466435282,0.611489497288
2001-10-01,real,1,XLB,XLY,0.00400750611727,-4.17294343613,1.19700124318,0.609279747871,-8.86416160931e-16,0.0437712316381,9.99291097256,0.507602827974
2001-10-01,random_pairs,1,XLF,XLI,0.51998021854,-2.01652086049,1.73278322693,0.461817744577,-1.73494375832e-15,0.0438840687734,26.4088559303,0.627550676822
2002-01-02,random_pairs,1,XLB,XLY,0.0055285228788,-4.07868671914,1.11689427798,0.654014647045,-7.88610799238e-16,0.0447246931297,10.5942264795,0.537090727922
2002-04-01,random_pairs,1,XLB,XLY,0.00786350332973,-3.97223325783,0.983265474471,0.73265246598,7.97422093084e-16,0.045387575067,11.4258142143,0.530047141604
