variant,decision_date,realization_date,gross_return,turnover,short_exposure,gross_exposure,active_pairs,selected_pairs
random_pairs,2007-09-17,2007-09-18,-0.0110771763286,0,0.5,1,1,1
stale_5d,2007-09-17,2007-09-18,0,0,0,0,0,1
real,2007-09-18,2007-09-19,0,0,0,0,0,1
inverted,2007-09-18,2007-09-19,0,0,0,0,0,1
random_pairs,2007-09-18,2007-09-19,0.000977502656181,0,0.5,1,1,1
stale_5d,2007-09-18,2007-09-19,0,0,0,0,0,1
real,2007-09-19,2007-09-20,0,0,0,0,0,1
inverted,2007-09-19,2007-09-20,0,0,0,0,0,1
random_pairs,2007-09-19,2007-09-20,-0.00137626554922,0,0.5,1,1,1
stale_5d,2007-09-19,2007-09-20,0,0,0,0,0,1
real,2007-09-20,2007-09-21,0,0,0,0,0,1
inverted,2007-09-20,2007-09-21,0,0,0,0,0,1
random_pairs,2007-09-20,2007-09-21,-0.00108719373856,0,0.5,1,1,1
stale_5d,2007-09-20,2007-09-21,0,0,0,0,0,1
real,2007-09-21,2007-09-24,0,0,0,0,0,1
inverted,2007-09-21,2007-09-24,0,0,0,0,0,1
random_pairs,2007-09-21,2007-09-24,0.000698944237224,0,0.5,1,1,1
stale_5d,2007-09-21,2007-09-24,0,0,0,0,0,1
real,2007-09-24,2007-09-25,0,0,0,0,0,1
inverted,2007-09-24,2007-09-25,0,0,0,0,0,1
random_pairs,2007-09-24,2007-09-25,0.0022739656634,0,0.5,1,1,1
stale_5d,2007-09-24,2007-09-25,0,0,0,0,0,1
real,2007-09-25,2007-09-26,0,0,0,0,0,1
inverted,2007-09-25,2007-09-26,0,0,0,0,0,1
random_pairs,2007-09-25,2007-09-26,0.00184389873091,0,0.5,1,1,1
stale_5d,2007-09-25,2007-09-26,0,0,0,0,0,1
real,2007-09-26,2007-09-27,0,0,0,0,0,1
inverted,2007-09-26,2007-09-27,0,0,0,0,0,1
random_pairs,2007-09-26,2007-09-27,0.00476850957849,0,0.5,1,1,1
stale_5d,2007-09-26,2007-09-27,0,0,0,0,0,1
real,2007-09-27,2007-09-28,0,0,0,0,0,1
inverted,2007-09-27,2007-09-28,0,0,0,0,0,1
random_pairs,2007-09-27,2007-09-28,-0.00113672405541,0,0.5,1,1,1
stale_5d,2007-09-27,2007-09-28,0,0,0,0,0,1
real,2007-09-28,2007-10-01,0,0,0,0,0,1
inverted,2007-09-28,2007-10-01,0,0,0,0,0,1
random_pairs,2007-09-28,2007-10-01,-0.000838539542439,0,0.5,1,1,1
stale_5d,2007-09-28,2007-10-01,0,0,0,0,0,1
real,2007-10-01,2007-10-02,0,0,0,0,0,0
inverted,2007-10-01,2007-10-02,0,0,0,0,0,0
random_pairs,2007-10-01,2007-10-02,0,1,0,0,0,1
stale_5d,2007-10-01,2007-10-02,0,0,0,0,0,0
real,2007-10-02,2007-10-03,0,0,0,0,0,0
inverted,2007-10-02,2007-10-03,0,0,0,0,0,0
random_pairs,2007-10-02,2007-10-03,0,0,0,0,0,1
stale_5d,2007-10-02,2007-10-03,0,0,0,0,0,0
real,2007-10-03,2007-10-04,0,0,0,0,0,0
inverted,2007-10-03,2007-10-04,0,0,0,0,0,0
random_pairs,2007-10-03,2007-10-04,0,0,0,0,0,1
stale_5d,2007-10-03,2007-10-04,0,0,0,0,0,0
real,2007-10-04,2007-10-05,0,0,0,0,0,0
inverted,2007-10-04,2007-10-05,0,0,0,0,0,0
random_pairs,2007-10-04,2007-10-05,0,0,0,0,0,1
stale_5d,2007-10-04,2007-10-05,0,0,0,0,0,0
real,2007-10-05,2007-10-08,0,0,0,0,0,0
inverted,2007-10-05,2007-10-08,0,0,0,0,0,0
random_pairs,2007-10-05,2007-10-08,0,0,0,0,0,1
stale_5d,2007-10-05,2007-10-08,0,0,0,0,0,0
real,2007-10-08,2007-10-09,0,0,0,0,0,0
inverted,2007-10-08,2007-10-09,0,0,0,0,0,0
random_pairs,2007-10-08,2007-10-09,0,0,0,0,0,1
stale_5d,2007-10-08,2007-10-09,0,0,0,0,0,0
real,2007-10-09,2007-10-10,0,0,0,0,0,0
inverted,2007-10-09,2007-10-10,0,0,0,0,0,0
random_pairs,2007-10-09,2007-10-10,0,0,0,0,0,1
stale_5d,2007-10-09,2007-10-10,0,0,0,0,0,0
real,2007-10-10,2007-10-11,0,0,0,0,0,0
inverted,2007-10-10,2007-10-11,0,0,0,0,0,0
random_pairs,2007-10-10,2007-10-11,0,0,0,0,0,1
stale_5d,2007-10-10,2007-10-11,0,0,0,0,0,0
real,2007-10-11,2007-10-12,0,0,0,0,0,0
inverted,2007-10-11,2007-10-12,0,0,0,0,0,0
random_pairs,2007-10-11,2007-10-12,0,0,0,0,0,1
stale_5d,2007-10-11,2007-10-12,0,0,0,0,0,0
real,2007-10-12,2007-10-15,0,0,0,0,0,0
inverted,2007-10-12,2007-10-15,0,0,0,0,0,0
random_pairs,2007-10-12,2007-10-15,0,0,0,0,0,1
stale_5d,2007-10-12,2007-10-15,0,0,0,0,0,0
real,2007-10-15,2007-10-16,0,0,0,0,0,0
inverted,2007-10-15,2007-10-16,0,0,0,0,0,0
random_pairs,2007-10-15,2007-10-16,0,0,0,0,0,1
stale_5d,2007-10-15,2007-10-16,0,0,0,0,0,0
real,2007-10-16,2007-10-17,0,0,0,0,0,0
inverted,2007-10-16,2007-10-17,0,0,0,0,0,0
random_pairs,2007-10-16,2007-10-17,0,0,0,0,0,1
stale_5d,2007-10-16,2007-10-17,0,0,0,0,0,0
real,2007-10-17,2007-10-18,0,0,0,0,0,0
inverted,2007-10-17,2007-10-18,0,0,0,0,0,0
random_pairs,2007-10-17,2007-10-18,0,0,0,0,0,1
stale_5d,2007-10-17,2007-10-18,0,0,0,0,0,0
real,2007-10-18,2007-10-19,0,0,0,0,0,0
inverted,2007-10-18,2007-10-19,0,0,0,0,0,0
random_pairs,2007-10-18,2007-10-19,0,0,0,0,0,1
stale_5d,2007-10-18,2007-10-19,0,0,0,0,0,0
real,2007-10-19,2007-10-22,0,0,0,0,0,0
inverted,2007-10-19,2007-10-22,0,0,0,0,0,0
random_pairs,2007-10-19,2007-10-22,0,0,0,0,0,1
stale_5d,2007-10-19,2007-10-22,0,0,0,0,0,0
real,2007-10-22,2007-10-23,0,0,0,0,0,0
inverted,2007-10-22,2007-10-23,0,0,0,0,0,0
random_pairs,2007-10-22,2007-10-23,0,0,0,0,0,1
stale_5d,2007-10-22,2007-10-23,0,0,0,0,0,0
real,2007-10-23,2007-10-24,0,0,0,0,0,0
inverted,2007-10-23,2007-10-24,0,0,0,0,0,0
random_pairs,2007-10-23,2007-10-24,0,0,0,0,0,1
stale_5d,2007-10-23,2007-10-24,0,0,0,0,0,0
real,2007-10-24,2007-10-25,0,0,0,0,0,0
inverted,2007-10-24,2007-10-25,0,0,0,0,0,0
random_pairs,2007-10-24,2007-10-25,0,0,0,0,0,1
stale_5d,2007-10-24,2007-10-25,0,0,0,0,0,0
real,2007-10-25,2007-10-26,0,0,0,0,0,0
inverted,2007-10-25,2007-10-26,0,0,0,0,0,0
random_pairs,2007-10-25,2007-10-26,0,0,0,0,0,1
stale_5d,2007-10-25,2007-10-26,0,0,0,0,0,0
real,2007-10-26,2007-10-29,0,0,0,0,0,0
inverted,2007-10-26,2007-10-29,0,0,0,0,0,0
random_pairs,2007-10-26,2007-10-29,0,0,0,0,0,1
stale_5d,2007-10-26,2007-10-29,0,0,0,0,0,0
real,2007-10-29,2007-10-30,0,0,0,0,0,0
inverted,2007-10-29,2007-10-30,0,0,0,0,0,0
random_pairs,2007-10-29,2007-10-30,0,0,0,0,0,1
stale_5d,2007-10-29,2007-10-30,0,0,0,0,0,0
real,2007-10-30,2007-10-31,0,0,0,0,0,0
inverted,2007-10-30,2007-10-31,0,0,0,0,0,0
random_pairs,2007-10-30,2007-10-31,0,0,0,0,0,1
stale_5d,2007-10-30,2007-10-31,0,0,0,0,0,0
real,2007-10-31,2007-11-01,0,0,0,0,0,0
inverted,2007-10-31,2007-11-01,0,0,0,0,0,0
random_pairs,2007-10-31,2007-11-01,0,0,0,0,0,1
stale_5d,2007-10-31,2007-11-01,0,0,0,0,0,0
real,2007-11-01,2007-11-02,0,0,0,0,0,0
inverted,2007-11-01,2007-11-02,0,0,0,0,0,0
random_pairs,2007-11-01,2007-11-02,0,0,0,0,0,1
stale_5d,2007-11-01,2007-11-02,0,0,0,0,0,0
real,2007-11-02,2007-11-05,0,0,0,0,0,0
inverted,2007-11-02,2007-11-05,0,0,0,0,0,0
random_pairs,2007-11-02,2007-11-05,0,0,0,0,0,1
stale_5d,2007-11-02,2007-11-05,0,0,0,0,0,0
real,2007-11-05,2007-11-06,0,0,0,0,0,0
inverted,2007-11-05,2007-11-06,0,0,0,0,0,0
random_pairs,2007-11-05,2007-11-06,0,0,0,0,0,1
stale_5d,2007-11-05,2007-11-06,0,0,0,0,0,0
real,2007-11-06,2007-11-07,0,0,0,0,0,0
inverted,2007-11-06,2007-11-07,0,0,0,0,0,0
random_pairs,2007-11-06,2007-11-07,0,0,0,0,0,1
stale_5d,2007-11-06,2007-11-07,0,0,0,0,0,0
real,2007-11-07,2007-11-08,0,0,0,0,0,0
inverted,2007-11-07,2007-11-08,0,0,0,0,0,0
random_pairs,2007-11-07,2007-11-08,0,0,0,0,0,1
stale_5d,2007-11-07,2007-11-08,0,0,0,0,0,0
real,2007-11-08,2007-11-09,0,0,0,0,0,0
inverted,2007-11-08,2007-11-09,0,0,0,0,0,0
random_pairs,2007-11-08,2007-11-09,0,0,0,0,0,1
stale_5d,2007-11-08,2007-11-09,0,0,0,0,0,0
real,2007-11-09,2007-11-12,0,0,0,0,0,0
inverted,2007-11-09,2007-11-12,0,0,0,0,0,0
random_pairs,2007-11-09,2007-11-12,0,0,0,0,0,1
stale_5d,2007-11-09,2007-11-12,0,0,0,0,0,0
real,2007-11-12,2007-11-13,0,0,0,0,0,0
inverted,2007-11-12,2007-11-13,0,0,0,0,0,0
random_pairs,2007-11-12,2007-11-13,0,0,0,0,0,1
stale_5d,2007-11-12,2007-11-13,0,0,0,0,0,0
real,2007-11-13,2007-11-14,0,0,0,0,0,0
inverted,2007-11-13,2007-11-14,0,0,0,0,0,0
random_pairs,2007-11-13,2007-11-14,0,0,0,0,0,1
stale_5d,2007-11-13,2007-11-14,0,0,0,0,0,0
real,2007-11-14,2007-11-15,0,0,0,0,0,0
inverted,2007-11-14,2007-11-15,0,0,0,0,0,0
random_pairs,2007-11-14,2007-11-15,0,0,0,0,0,1
stale_5d,2007-11-14,2007-11-15,0,0,0,0,0,0
real,2007-11-15,2007-11-16,0,0,0,0,0,0
inverted,2007-11-15,2007-11-16,0,0,0,0,0,0
random_pairs,2007-11-15,2007-11-16,0,0,0,0,0,1
stale_5d,2007-11-15,2007-11-16,0,0,0,0,0,0
real,2007-11-16,2007-11-19,0,0,0,0,0,0
inverted,2007-11-16,2007-11-19,0,0,0,0,0,0
random_pairs,2007-11-16,2007-11-19,0,0,0,0,0,1
stale_5d,2007-11-16,2007-11-19,0,0,0,0,0,0
real,2007-11-19,2007-11-20,0,0,0,0,0,0
inverted,2007-11-19,2007-11-20,0,0,0,0,0,0
random_pairs,2007-11-19,2007-11-20,0,0,0,0,0,1
stale_5d,2007-11-19,2007-11-20,0,0,0,0,0,0
real,2007-11-20,2007-11-21,0,0,0,0,0,0
inverted,2007-11-20,2007-11-21,0,0,0,0,0,0
random_pairs,2007-11-20,2007-11-21,0,0,0,0,0,1
stale_5d,2007-11-20,2007-11-21,0,0,0,0,0,0
real,2007-11-21,2007-11-23,0,0,0,0,0,0
inverted,2007-11-21,2007-11-23,0,0,0,0,0,0
random_pairs,2007-11-21,2007-11-23,0,0,0,0,0,1
stale_5d,2007-11-21,2007-11-23,0,0,0,0,0,0
real,2007-11-23,2007-11-26,0,0,0,0,0,0
inverted,2007-11-23,2007-11-26,0,0,0,0,0,0
random_pairs,2007-11-23,2007-11-26,0,0,0,0,0,1
stale_5d,2007-11-23,2007-11-26,0,0,0,0,0,0
real,2007-11-26,2007-11-27,0,0,0,0,0,0
inverted,2007-11-26,2007-11-27,0,0,0,0,0,0
random_pairs,2007-11-26,2007-11-27,0,0,0,0,0,1
stale_5d,2007-11-26,2007-11-27,0,0,0,0,0,0
real,2007-11-27,2007-11-28,0,0,0,0,0,0
inverted,2007-11-27,2007-11-28,0,0,0,0,0,0
random_pairs,2007-11-27,2007-11-28,0,0,0,0,0,1
stale_5d,2007-11-27,2007-11-28,0,0,0,0,0,0
real,2007-11-28,2007-11-29,0,0,0,0,0,0
inverted,2007-11-28,2007-11-29,0,0,0,0,0,0
random_pairs,2007-11-28,2007-11-29,0,0,0,0,0,1
stale_5d,2007-11-28,2007-11-29,0,0,0,0,0,0
real,2007-11-29,2007-11-30,0,0,0,0,0,0
inverted,2007-11-29,2007-11-30,0,0,0,0,0,0
random_pairs,2007-11-29,2007-11-30,0,0,0,0,0,1
stale_5d,2007-11-29,2007-11-30,0,0,0,0,0,0
real,2007-11-30,2007-12-03,0,0,0,0,0,0
inverted,2007-11-30,2007-12-03,0,0,0,0,0,0
random_pairs,2007-11-30,2007-12-03,0,0,0,0,0,1
stale_5d,2007-11-30,2007-12-03,0,0,0,0,0,0
real,2007-12-03,2007-12-04,0,0,0,0,0,0
inverted,2007-12-03,2007-12-04,0,0,0,0,0,0
random_pairs,2007-12-03,2007-12-04,0,0,0,0,0,1
stale_5d,2007-12-03,2007-12-04,0,0,0,0,0,0
real,2007-12-04,2007-12-05,0,0,0,0,0,0
inverted,2007-12-04,2007-12-05,0,0,0,0,0,0
random_pairs,2007-12-04,2007-12-05,0,0,0,0,0,1
stale_5d,2007-12-04,2007-12-05,0,0,0,0,0,0
real,2007-12-05,2007-12-06,0,0,0,0,0,0
inverted,2007-12-05,2007-12-06,0,0,0,0,0,0
random_pairs,2007-12-05,2007-12-06,0,0,0,0,0,1
stale_5d,2007-12-05,2007-12-06,0,0,0,0,0,0
real,2007-12-06,2007-12-07,0,0,0,0,0,0
inverted,2007-12-06,2007-12-07,0,0,0,0,0,0
random_pairs,2007-12-06,2007-12-07,0,0,0,0,0,1
stale_5d,2007-12-06,2007-12-07,0,0,0,0,0,0
real,2007-12-07,2007-12-10,0,0,0,0,0,0
inverted,2007-12-07,2007-12-10,0,0,0,0,0,0
random_pairs,2007-12-07,2007-12-10,0,0,0,0,0,1
stale_5d,2007-12-07,2007-12-10,0,0,0,0,0,0
real,2007-12-10,2007-12-11,0,0,0,0,0,0
inverted,2007-12-10,2007-12-11,0,0,0,0,0,0
random_pairs,2007-12-10,2007-12-11,0,0,0,0,0,1
stale_5d,2007-12-10,2007-12-11,0,0,0,0,0,0
real,2007-12-11,2007-12-12,0,0,0,0,0,0
inverted,2007-12-11,2007-12-12,0,0,0,0,0,0
random_pairs,2007-12-11,2007-12-12,0,0,0,0,0,1
stale_5d,2007-12-11,2007-12-12,0,0,0,0,0,0
real,2007-12-12,2007-12-13,0,0,0,0,0,0
inverted,2007-12-12,2007-12-13,0,0,0,0,0,0
random_pairs,2007-12-12,2007-12-13,0,0,0,0,0,1
stale_5d,2007-12-12,2007-12-13,0,0,0,0,0,0
real,2007-12-13,2007-12-14,0,0,0,0,0,0
inverted,2007-12-13,2007-12-14,0,0,0,0,0,0
random_pairs,2007-12-13,2007-12-14,0,0,0,0,0,1
stale_5d,2007-12-13,2007-12-14,0,0,0,0,0,0
real,2007-12-14,2007-12-17,0,0,0,0,0,0
inverted,2007-12-14,2007-12-17,0,0,0,0,0,0
random_pairs,2007-12-14,2007-12-17,0,0,0,0,0,1
stale_5d,2007-12-14,2007-12-17,0,0,0,0,0,0
real,2007-12-17,2007-12-18,0,0,0,0,0,0
inverted,2007-12-17,2007-12-18,0,0,0,0,0,0
random_pairs,2007-12-17,2007-12-18,0,0,0,0,0,1
stale_5d,2007-12-17,2007-12-18,0,0,0,0,0,0
real,2007-12-18,2007-12-19,0,0,0,0,0,0
inverted,2007-12-18,2007-12-19,0,0,0,0,0,0
random_pairs,2007-12-18,2007-12-19,0,0,0,0,0,1
stale_5d,2007-12-18,2007-12-19,0,0,0,0,0,0
real,2007-12-19,2007-12-20,0,0,0,0,0,0
inverted,2007-12-19,2007-12-20,0,0,0,0,0,0
random_pairs,2007-12-19,2007-12-20,0,0,0,0,0,1
stale_5d,2007-12-19,2007-12-20,0,0,0,0,0,0
real,2007-12-20,2007-12-21,0,0,0,0,0,0
inverted,2007-12-20,2007-12-21,0,0,0,0,0,0
random_pairs,2007-12-20,2007-12-21,0,0,0,0,0,1
stale_5d,2007-12-20,2007-12-21,0,0,0,0,0,0
real,2007-12-21,2007-12-24,0,0,0,0,0,0
inverted,2007-12-21,2007-12-24,0,0,0,0,0,0
random_pairs,2007-12-21,2007-12-24,0,0,0,0,0,1
stale_5d,2007-12-21,2007-12-24,0,0,0,0,0,0
real,2007-12-24,2007-12-26,0,0,0,0,0,0
inverted,2007-12-24,2007-12-26,0,0,0,0,0,0
random_pairs,2007-12-24,2007-12-26,0,0,0,0,0,1
stale_5d,2007-12-24,2007-12-26,0,0,0,0,0,0
real,2007-12-26,2007-12-27,0,0,0,0,0,0
inverted,2007-12-26,2007-12-27,0,0,0,0,0,0
random_pairs,2007-12-26,2007-12-27,0,0,0,0,0,1
stale_5d,2007-12-26,2007-12-27,0,0,0,0,0,0
real,2007-12-27,2007-12-28,0,0,0,0,0,0
inverted,2007-12-27,2007-12-28,0,0,0,0,0,0
random_pairs,2007-12-27,2007-12-28,0,0,0,0,0,1
stale_5d,2007-12-27,2007-12-28,0,0,0,0,0,0
real,2007-12-28,2007-12-31,0,0,0,0,0,0
inverted,2007-12-28,2007-12-31,0,0,0,0,0,0
random_pairs,2007-12-28,2007-12-31,0,0,0,0,0,1
stale_5d,2007-12-28,2007-12-31,0,0,0,0,0,0
real,2007-12-31,2008-01-02,0,0,0,0,0,0
inverted,2007-12-31,2008-01-02,0,0,0,0,0,0
random_pairs,2007-12-31,2008-01-02,0,0,0,0,0,1
stale_5d,2007-12-31,2008-01-02,0,0,0,0,0,0
real,2008-01-02,2008-01-03,0,0,0,0,0,0
inverted,2008-01-02,2008-01-03,0,0,0,0,0,0
random_pairs,2008-01-02,2008-01-03,-0.00508098615608,1,0.5,1,1,1
stale_5d,2008-01-02,2008-01-03,0,0,0,0,0,0
real,2008-01-03,2008-01-04,0,0,0,0,0,0
inverted,2008-01-03,2008-01-04,0,0,0,0,0,0
random_pairs,2008-01-03,2008-01-04,0.00691511931463,0,0.5,1,1,1
stale_5d,2008-01-03,2008-01-04,0,0,0,0,0,0
real,2008-01-04,2008-01-07,0,0,0,0,0,0
inverted,2008-01-04,2008-01-07,0,0,0,0,0,0
random_pairs,2008-01-04,2008-01-07,0.00245765794062,0,0.5,1,1,1
stale_5d,2008-01-04,2008-01-07,0,0,0,0,0,0
real,2008-01-07,2008-01-08,0,0,0,0,0,0
inverted,2008-01-07,2008-01-08,0,0,0,0,0,0
random_pairs,2008-01-07,2008-01-08,0.00593858821397,0,0.5,1,1,1
stale_5d,2008-01-07,2008-01-08,0,0,0,0,0,0
real,2008-01-08,2008-01-09,0,0,0,0,0,0
inverted,2008-01-08,2008-01-09,0,0,0,0,0,0
random_pairs,2008-01-08,2008-01-09,-0.00298389585798,0,0.5,1,1,1
stale_5d,2008-01-08,2008-01-09,0,0,0,0,0,0
real,2008-01-09,2008-01-10,0,0,0,0,0,0
inverted,2008-01-09,2008-01-10,0,0,0,0,0,0
random_pairs,2008-01-09,2008-01-10,0.00156099068642,0,0.5,1,1,1
stale_5d,2008-01-09,2008-01-10,0,0,0,0,0,0
real,2008-01-10,2008-01-11,0,0,0,0,0,0
inverted,2008-01-10,2008-01-11,0,0,0,0,0,0
random_pairs,2008-01-10,2008-01-11,-0.00389926655152,0,0.5,1,1,1
stale_5d,2008-01-10,2008-01-11,0,0,0,0,0,0
real,2008-01-11,2008-01-14,0,0,0,0,0,0
inverted,2008-01-11,2008-01-14,0,0,0,0,0,0
random_pairs,2008-01-11,2008-01-14,-0.00193748868414,0,0.5,1,1,1
stale_5d,2008-01-11,2008-01-14,0,0,0,0,0,0
real,2008-01-14,2008-01-15,0,0,0,0,0,0
inverted,2008-01-14,2008-01-15,0,0,0,0,0,0
random_pairs,2008-01-14,2008-01-15,0.00444833317577,0,0.5,1,1,1
stale_5d,2008-01-14,2008-01-15,0,0,0,0,0,0
real,2008-01-15,2008-01-16,0,0,0,0,0,0
inverted,2008-01-15,2008-01-16,0,0,0,0,0,0
random_pairs,2008-01-15,2008-01-16,0.00655789073855,0,0.5,1,1,1
stale_5d,2008-01-15,2008-01-16,0,0,0,0,0,0
real,2008-01-16,2008-01-17,0,0,0,0,0,0
inverted,2008-01-16,2008-01-17,0,0,0,0,0,0
random_pairs,2008-01-16,2008-01-17,0.0113658483048,0,0.5,1,1,1
stale_5d,2008-01-16,2008-01-17,0,0,0,0,0,0
real,2008-01-17,2008-01-18,0,0,0,0,0,0
inverted,2008-01-17,2008-01-18,0,0,0,0,0,0
random_pairs,2008-01-17,2008-01-18,0.00178418032218,0,0.5,1,1,1
stale_5d,2008-01-17,2008-01-18,0,0,0,0,0,0
real,2008-01-18,2008-01-22,0,0,0,0,0,0
inverted,2008-01-18,2008-01-22,0,0,0,0,0,0
random_pairs,2008-01-18,2008-01-22,0.00020607854025,0,0.5,1,1,1
stale_5d,2008-01-18,2008-01-22,0,0,0,0,0,0
real,2008-01-22,2008-01-23,0,0,0,0,0,0
inverted,2008-01-22,2008-01-23,0,0,0,0,0,0
random_pairs,2008-01-22,2008-01-23,-0.00757117768659,0,0.5,1,1,1
stale_5d,2008-01-22,2008-01-23,0,0,0,0,0,0
real,2008-01-23,2008-01-24,0,0,0,0,0,0
inverted,2008-01-23,2008-01-24,0,0,0,0,0,0
random_pairs,2008-01-23,2008-01-24,-7.89583766261e-05,0,0.5,1,1,1
stale_5d,2008-01-23,2008-01-24,0,0,0,0,0,0
real,2008-01-24,2008-01-25,0,0,0,0,0,0
inverted,2008-01-24,2008-01-25,0,0,0,0,0,0
random_pairs,2008-01-24,2008-01-25,0.00168559264599,0,0.5,1,1,1
stale_5d,2008-01-24,2008-01-25,0,0,0,0,0,0
real,2008-01-25,2008-01-28,0,0,0,0,0,0
inverted,2008-01-25,2008-01-28,0,0,0,0,0,0
random_pairs,2008-01-25,2008-01-28,-0.00576607147997,0,0.5,1,1,1
stale_5d,2008-01-25,2008-01-28,0,0,0,0,0,0
real,2008-01-28,2008-01-29,0,0,0,0,0,0
inverted,2008-01-28,2008-01-29,0,0,0,0,0,0
random_pairs,2008-01-28,2008-01-29,-0.00261407013027,0,0.5,1,1,1
stale_5d,2008-01-28,2008-01-29,0,0,0,0,0,0
real,2008-01-29,2008-01-30,0,0,0,0,0,0
inverted,2008-01-29,2008-01-30,0,0,0,0,0,0
random_pairs,2008-01-29,2008-01-30,0.00396885529336,0,0.5,1,1,1
stale_5d,2008-01-29,2008-01-30,0,0,0,0,0,0
real,2008-01-30,2008-01-31,0,0,0,0,0,0
inverted,2008-01-30,2008-01-31,0,0,0,0,0,0
random_pairs,2008-01-30,2008-01-31,0.00929933548064,0,0.5,1,1,1
stale_5d,2008-01-30,2008-01-31,0,0,0,0,0,0
real,2008-01-31,2008-02-01,0,0,0,0,0,0
inverted,2008-01-31,2008-02-01,0,0,0,0,0,0
random_pairs,2008-01-31,2008-02-01,-0.00420826830932,0,0.5,1,1,1
stale_5d,2008-01-31,2008-02-01,0,0,0,0,0,0
real,2008-02-01,2008-02-04,0,0,0,0,0,0
inverted,2008-02-01,2008-02-04,0,0,0,0,0,0
random_pairs,2008-02-01,2008-02-04,0,1,0,0,0,1
stale_5d,2008-02-01,2008-02-04,0,0,0,0,0,0
real,2008-02-04,2008-02-05,0,0,0,0,0,0
inverted,2008-02-04,2008-02-05,0,0,0,0,0,0
random_pairs,2008-02-04,2008-02-05,0,0,0,0,0,1
stale_5d,2008-02-04,2008-02-05,0,0,0,0,0,0
real,2008-02-05,2008-02-06,0,0,0,0,0,0
inverted,2008-02-05,2008-02-06,0,0,0,0,0,0
random_pairs,2008-02-05,2008-02-06,0,0,0,0,0,1
stale_5d,2008-02-05,2008-02-06,0,0,0,0,0,0
real,2008-02-06,2008-02-07,0,0,0,0,0,0
inverted,2008-02-06,2008-02-07,0,0,0,0,0,0
random_pairs,2008-02-06,2008-02-07,0,0,0,0,0,1
stale_5d,2008-02-06,2008-02-07,0,0,0,0,0,0
real,2008-02-07,2008-02-08,0,0,0,0,0,0
inverted,2008-02-07,2008-02-08,0,0,0,0,0,0
random_pairs,2008-02-07,2008-02-08,0,0,0,0,0,1
stale_5d,2008-02-07,2008-02-08,0,0,0,0,0,0
real,2008-02-08,2008-02-11,0,0,0,0,0,0
inverted,2008-02-08,2008-02-11,0,0,0,0,0,0
random_pairs,2008-02-08,2008-02-11,0,0,0,0,0,1
stale_5d,2008-02-08,2008-02-11,0,0,0,0,0,0
real,2008-02-11,2008-02-12,0,0,0,0,0,0
inverted,2008-02-11,2008-02-12,0,0,0,0,0,0
random_pairs,2008-02-11,2008-02-12,0,0,0,0,0,1
stale_5d,2008-02-11,2008-02-12,0,0,0,0,0,0
real,2008-02-12,2008-02-13,0,0,0,0,0,0
inverted,2008-02-12,2008-02-13,0,0,0,0,0,0
random_pairs,2008-02-12,2008-02-13,0,0,0,0,0,1
stale_5d,2008-02-12,2008-02-13,0,0,0,0,0,0
real,2008-02-13,2008-02-14,0,0,0,0,0,0
inverted,2008-02-13,2008-02-14,0,0,0,0,0,0
random_pairs,2008-02-13,2008-02-14,0,0,0,0,0,1
stale_5d,2008-02-13,2008-02-14,0,0,0,0,0,0
real,2008-02-14,2008-02-15,0,0,0,0,0,0
inverted,2008-02-14,2008-02-15,0,0,0,0,0,0
random_pairs,2008-02-14,2008-02-15,0,0,0,0,0,1
stale_5d,2008-02-14,2008-02-15,0,0,0,0,0,0
real,2008-02-15,2008-02-19,0,0,0,0,0,0
inverted,2008-02-15,2008-02-19,0,0,0,0,0,0
random_pairs,2008-02-15,2008-02-19,0,0,0,0,0,1
stale_5d,2008-02-15,2008-02-19,0,0,0,0,0,0
real,2008-02-19,2008-02-20,0,0,0,0,0,0
inverted,2008-02-19,2008-02-20,0,0,0,0,0,0
random_pairs,2008-02-19,2008-02-20,0,0,0,0,0,1
stale_5d,2008-02-19,2008-02-20,0,0,0,0,0,0
real,2008-02-20,2008-02-21,0,0,0,0,0,0
inverted,2008-02-20,2008-02-21,0,0,0,0,0,0
random_pairs,2008-02-20,2008-02-21,0,0,0,0,0,1
stale_5d,2008-02-20,2008-02-21,0,0,0,0,0,0
real,2008-02-21,2008-02-22,0,0,0,0,0,0
inverted,2008-02-21,2008-02-22,0,0,0,0,0,0
random_pairs,2008-02-21,2008-02-22,0,0,0,0,0,1
stale_5d,2008-02-21,2008-02-22,0,0,0,0,0,0
real,2008-02-22,2008-02-25,0,0,0,0,0,0
inverted,2008-02-22,2008-02-25,0,0,0,0,0,0
random_pairs,2008-02-22,2008-02-25,0,0,0,0,0,1
stale_5d,2008-02-22,2008-02-25,0,0,0,0,0,0
real,2008-02-25,2008-02-26,0,0,0,0,0,0
inverted,2008-02-25,2008-02-26,0,0,0,0,0,0
random_pairs,2008-02-25,2008-02-26,0,0,0,0,0,1
stale_5d,2008-02-25,2008-02-26,0,0,0,0,0,0
real,2008-02-26,2008-02-27,0,0,0,0,0,0
inverted,2008-02-26,2008-02-27,0,0,0,0,0,0
random_pairs,2008-02-26,2008-02-27,0,0,0,0,0,1
stale_5d,2008-02-26,2008-02-27,0,0,0,0,0,0
real,2008-02-27,2008-02-28,0,0,0,0,0,0
inverted,2008-02-27,2008-02-28,0,0,0,0,0,0
