Date,ACWX,AGG,ASHR,BIL,BKLN,BND,DBA,DBC,DIA,DVY,EEM,EFA,EMB,EWA,EWC,EWG,EWJ,EWT,EWU,EWW,EWY,EWZ,FXE,FXI,GLD,HYG,IAU,IBB,IEF,IEFA,IEMG,IJH,IJR,INDA,ITOT,IVE,IVV,IVW,IWD,IWF,IWM,IYR,JNK,KRE,LQD,MBB,MDY,MTUM,MUB,PDBC,QQQ,QUAL,REET,RSP,SCHB,SCHD,SCHH,SHV,SHY,SJNK,SLV,SMH,SPLV,SPY,STIP,TIP,TLT,UNG,USMV,USO,UUP,VCIT,VCSH,VEA,VGIT,VGSH,VIXY,VLUE,VNQ,VNQI,VOO,VT,VTI,VTV,VUG,VWO,XBI,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2000-01-07,,,,,,,,,65.81824493408203,,,,,3.5692338943481445,7.804855346679688,14.21472454071045,39.02555847167969,,15.673035621643066,9.90818691253662,,,,,,,,,,,,,,,,,,,,,,,,,,,59.684844970703125,,,,75.9205093383789,,,,,,,,,,,,,91.56382751464844,,,,,,,,,,,,,,,,,,,,,,,,7.641424179077148,7.0356974601745605,11.16666316986084,18.407779693603516,18.975351333618164,13.005888938903809,,5.519330024719238,20.10339736938477,11.312973976135254
2000-01-14,,,,,,,,,66.95795440673828,,,,,3.7791879177093506,8.045002937316895,14.576668739318848,40.001197814941406,,15.956290245056152,10.54514217376709,,,,,,,,,,,,,,,,,,,,,,,,,,,60.836181640625,,,,78.76754760742188,,,,,,,,,,,,,92.32949829101562,,,,,,,,,,,,,,,,,,,,,,,,7.393526077270508,7.031777858734131,11.598481178283691,18.172786712646484,19.67296981811523,12.889158248901367,,5.415783882141113,21.65306282043457,11.156815528869627
2000-01-21,,,,,,,,,64.3292007446289,,,,,3.674211025238037,8.07502269744873,13.984400749206545,38.86294937133789,,15.34258270263672,9.90818691253662,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1585693359375,,,,81.19274139404297,,,,,,,,,,,,,90.73934173583984,,,,,,,,,,,,,,,,,,,,,,,,6.919466495513916,7.290186405181885,10.833329200744627,17.75176239013672,19.9520206451416,12.447294235229492,,5.59777307510376,21.54764747619629,10.69411277770996
2000-01-28,,,,,,,,,61.24632263183594,,,,,3.4852514266967773,8.045002937316895,13.359210968017578,39.02555847167969,,14.681671142578123,9.377389907836914,,,,,,,,,,,,,,,,,,,,,,,,,,,57.980899810791016,,,,72.5462417602539,,,,,,,,,,,,,85.3600845336914,,,,,,,,,,,,,,,,,,,,,,,,6.532397270202637,6.687239170074463,10.878785133361816,16.919492721557617,18.20796012878418,12.172171592712402,,5.3059611320495605,20.40911865234375,9.994290351867676
2000-02-04,,,,,,,,,62.582881927490234,,,,,3.52724289894104,8.675395011901855,14.576668739318848,41.62727355957031,,14.304007530212402,10.262048721313477,,,,,,,,,,,,,,,,,,,,,,,,,,,60.03023910522461,,,,81.95726013183594,,,,,,,,,,,,,89.58101654052734,,,,,,,,,,,,,,,,,,,,,,,,6.519350528717041,6.5932722091674805,10.946961402893066,16.9880313873291,20.138042449951172,12.122149467468262,,5.44402551651001,21.34734535217285,10.387580871582031
2000-02-11,,,,,,,,,59.58916091918945,,,,,3.506246566772461,8.435248374938965,14.675387382507324,40.001197814941406,,14.25680160522461,10.580526351928713,,,,,,,,,,,,,,,,,,,,,,,,,,,60.09932327270508,,,,84.25067138671875,,,,,,,,,,,,,87.12702178955078,,,,,,,,,,,,,,,,,,,,,,,,6.045292854309082,6.444491863250732,10.42423152923584,15.959932327270508,20.23107147216797,11.51353645324707,,5.268309116363525,20.68320655822754,9.98849868774414
2000-02-18,,,,,,,,,58.37799453735352,,,,,3.401270866394043,8.735432624816895,14.609578132629396,38.86294937133789,,14.162381172180176,10.191278457641602,,,,,,,,,,,,,,,,,,,,,,,,,,,59.270389556884766,,,,83.03801727294922,,,,,,,,,,,,,85.00674438476562,,,,,,,,,,,,,,,,,,,,,,,,6.058341026306152,6.644172668457031,9.8181791305542,16.165557861328125,19.9520206451416,11.355133056640623,,5.017288684844971,19.028133392333984,9.253965377807615
2000-02-25,,,,,,,,,56.27264022827149,,,,,3.401270866394043,8.345192909240723,14.87281608581543,38.537742614746094,,14.162381172180176,10.085115432739258,,,,,,,,,,,,,,,,,,,,,,,,,,,60.42168045043945,,,,87.78306579589844,,,,,,,,,,,,,83.76009368896484,,,,,,,,,,,,,,,,,,,,,,,,5.862629413604736,6.217407703399658,9.606054306030272,15.87181568145752,20.568254470825195,10.779870986938477,,4.706648826599121,18.448326110839844,8.987918853759766
2000-03-03,,,,,,,,,59.30575942993164,,,,,3.5902297496795654,8.585339546203613,15.300570487976074,39.83858871459961,,15.012125015258787,11.28825569152832,,,,,,,,,,,,,,,,,,,,,,,,,,,64.91184997558594,,,,93.68798065185548,,,,,,,,,,,,,88.6583251953125,,,,,,,,,,,,,,,,,,,,,,,,5.8365349769592285,6.7342209815979,10.151509284973145,16.508258819580078,21.794912338256836,10.813220977783203,,5.268309116363525,19.32330894470215,9.560503959655762
2000-03-10,,,,,,,,,56.84360122680664,,,,,3.443260669708252,8.345192909240723,14.87281608581543,38.86294937133789,,15.10654640197754,11.39441204071045,,,,,,,,,,,,,,,,,,,,,,,,,,,65.85595703125,,,,96.58775329589844,,,,,,,,,,,,,88.03003692626953,,,,,,,,,,,,,,,,,,,,,,,,5.671267032623291,6.9534735679626465,9.71969509124756,16.155765533447266,22.23092269897461,10.446386337280272,,5.136525630950928,18.77511978149414,9.24240016937256
