block_weeks,annualized_mean_difference,lower_5pct,median,upper_95pct,probability_positive
4,0.03863624643574475,0.0,0.0350511891538845,0.09082976774530226,0.884
13,0.03863624643574475,0.0,0.03863624643574475,0.09387691845827906,0.7966
