candidate,signal_horizon_weeks,calibration_weeks,state_quantile,state_mode,low_active_weight,high_active_weight,high_state_share_when_active,state_transitions,controller_annual_one_way_turnover,peak_total_stock_weight,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,severe_recent_cagr,surface_gates
h13__cal52__q60__breadth_high_dispersion_low__w50_65,13,52,0.6,breadth_high_dispersion_low,0.5,0.65,0.0392156862745098,6,3.2638297872340427,0.059952664713668204,1.051008201310946,2.691874564271999,-0.10076752452473337,0.41030116404156125,0.9320198735415852,False
h26__cal26__q40__breadth_or_dispersion_high__w00_50,26,26,0.4,breadth_or_dispersion_high,0.0,0.5,0.5294117647058824,15,1.797872340425532,0.046117434395129386,1.051008201310946,2.6918745642719997,-0.10076752452473337,0.39947403339694665,0.9320198735415848,False
h13__cal52__q40__breadth_high_dispersion_low__w50_80,13,52,0.4,breadth_high_dispersion_low,0.5,0.8,0.058823529411764705,8,3.6787234042553196,0.07378789503220702,1.0510082013109456,2.6918745642719997,-0.10076752452473337,0.40674628269267643,0.9320198735415863,False
h26__cal26__q40__breadth_high__w00_50,26,26,0.4,breadth_high,0.0,0.5,0.49019607843137253,13,1.521276595744681,0.046117434395129386,1.0510082013109456,2.6918745642719997,-0.10076752452473337,0.4044833864484467,0.9320198735415854,False
h13__cal52__q40__breadth_high_dispersion_low__w50_65,13,52,0.4,breadth_high_dispersion_low,0.5,0.65,0.058823529411764705,8,3.429787234042553,0.059952664713668204,1.0510082013109447,2.691874564271997,-0.1007675245247337,0.40806930038387357,0.9320198735415857,False
h13__cal26__q40__breadth_high_dispersion_low__w25_65,13,26,0.4,breadth_high_dispersion_low,0.25,0.65,0.0784313725490196,18,2.254255319148936,0.059952664713668204,1.0452875177608325,2.671919656043077,-0.09983823483226117,0.40045934778974024,0.9119194595538207,False
h26__cal52__q40__breadth_high_dispersion_low__w25_65,26,52,0.4,breadth_high_dispersion_low,0.25,0.65,0.058823529411764705,5,2.1436170212765955,0.059952664713668204,1.041503868929984,2.6831059450338417,-0.09983823483226129,0.4083818854537071,0.8951751865159323,False
h13__cal52__q40__breadth_or_dispersion_high__w25_65,13,52,0.4,breadth_or_dispersion_high,0.25,0.65,0.5686274509803921,14,3.13936170212766,0.059952664713668204,1.0414872969083349,2.696302295171084,-0.09346477954472154,0.4085888638252475,0.905918656735242,False
h13__cal26__q60__breadth_or_dispersion_high__w25_65,13,26,0.6,breadth_or_dispersion_high,0.25,0.65,0.5294117647058824,26,3.360638297872341,0.059952664713668204,1.0414872969083349,2.6963022951710838,-0.09346477954472154,0.4013056254934284,0.9059186567352433,False
h13__cal26__q60__breadth_high__w25_65,13,26,0.6,breadth_high,0.25,0.65,0.45098039215686275,18,3.36063829787234,0.059952664713668204,1.041487296908334,2.6963022951710833,-0.09346477954472143,0.4021868166747631,0.9059186567352417,False
h13__cal52__q40__dispersion_high__w25_65,13,52,0.4,dispersion_high,0.25,0.65,0.5098039215686274,14,3.139361702127659,0.059952664713668204,1.0414872969083335,2.6963022951710824,-0.09346477954472143,0.40742042063380013,0.9059186567352424,False
h13__cal52__q40__breadth_and_dispersion_high__w25_65,13,52,0.4,breadth_and_dispersion_high,0.25,0.65,0.45098039215686275,28,3.139361702127659,0.059952664713668204,1.041487296908333,2.6963022951710816,-0.09346477954472143,0.4119011112461748,0.905918656735244,False
h13__cal52__q40__breadth_high__w25_65,13,52,0.4,breadth_high,0.25,0.65,0.5098039215686274,28,3.13936170212766,0.059952664713668204,1.0414872969083322,2.6963022951710816,-0.09346477954472177,0.4130732743157497,0.9059186567352437,False
h13__cal26__q60__breadth_high_dispersion_low__w25_80,13,26,0.6,breadth_high_dispersion_low,0.25,0.8,0.0784313725490196,16,2.807446808510638,0.07378789503220702,1.0372058533295427,2.6826723097729577,-0.09983823483226117,0.4016081187749767,0.8934295682863413,False
h26__cal26__q60__dispersion_high__w25_65,26,26,0.6,dispersion_high,0.25,0.65,0.37254901960784315,18,2.918085106382979,0.059952664713668204,1.0336663752588295,2.6837424203089384,-0.09619738799552047,0.40076857279471345,0.8985149262907723,False
h26__cal52__q60__breadth_and_dispersion_high__w25_65,26,52,0.6,breadth_and_dispersion_high,0.25,0.65,0.1568627450980392,18,2.4755319148936175,0.059952664713668204,1.0336663752588278,2.683742420308935,-0.09619738799552091,0.40518648955403447,0.8985149262907728,False
h26__cal26__q60__breadth_and_dispersion_high__w25_65,26,26,0.6,breadth_and_dispersion_high,0.25,0.65,0.27450980392156865,20,2.6968085106382977,0.059952664713668204,1.0336663752588269,2.683742420308935,-0.09619738799552091,0.4026238604206962,0.8985149262907717,False
h26__cal26__q40__breadth_high_dispersion_low__w00_50,26,26,0.4,breadth_high_dispersion_low,0.0,0.5,0.09803921568627451,9,0.6914893617021277,0.046117434395129386,1.0271888492770982,2.6206762940958255,-0.11141038503558609,0.40240271784103876,0.9099577530817131,False
h26__cal52__q60__breadth_or_dispersion_high__w25_80,26,52,0.6,breadth_or_dispersion_high,0.25,0.8,0.3137254901960784,13,3.2638297872340427,0.07378789503220702,1.0243464017803867,2.6347834459250725,-0.11150461534731348,0.3981400493786853,0.8676595070111992,False
h13__cal26__q60__breadth_high_dispersion_low__w25_65,13,26,0.6,breadth_high_dispersion_low,0.25,0.65,0.0784313725490196,16,2.475531914893617,0.059952664713668204,1.0234462849778643,2.654927382198577,-0.09983823483226117,0.40060363091113005,0.888919846652731,False
h13__cal26__q40__breadth_high__w00_50,13,26,0.4,breadth_high,0.0,0.5,0.5490196078431373,22,2.765957446808511,0.046117434395129386,1.0183958289033876,2.638146802125578,-0.10076752452473325,0.3935018458277426,0.8868908893542671,False
h13__cal26__q40__breadth_or_dispersion_high__w00_50,13,26,0.4,breadth_or_dispersion_high,0.0,0.5,0.6666666666666666,20,2.765957446808511,0.046117434395129386,1.0183958289033854,2.6381468021255747,-0.10076752452473337,0.38985314323498366,0.8868908893542675,False
h26__cal52__q60__breadth_or_dispersion_high__w25_65,26,52,0.6,breadth_or_dispersion_high,0.25,0.65,0.3137254901960784,13,2.8074468085106385,0.059952664713668204,1.0145176240296134,2.6243447556688424,-0.11293955663787258,0.39817961510632927,0.8708335010445409,False
h26__cal26__q60__breadth_high__w00_50,26,26,0.6,breadth_high,0.0,0.5,0.3333333333333333,19,1.521276595744681,0.046117434395129386,1.0136570527330382,2.651397299492894,-0.10076752452473348,0.3986063026051292,0.8658997968892128,False
h26__cal52__q40__breadth_high__w00_50,26,52,0.4,breadth_high,0.0,0.5,0.29411764705882354,15,1.521276595744681,0.046117434395129386,1.0136570527330377,2.6513972994928947,-0.10076752452473325,0.40132913563368056,0.8658997968892135,False
h26__cal26__q60__breadth_or_dispersion_high__w00_50,26,26,0.6,breadth_or_dispersion_high,0.0,0.5,0.43137254901960786,17,1.797872340425532,0.046117434395129386,1.0136570527330377,2.651397299492893,-0.10076752452473348,0.39631439242622335,0.8658997968892135,False
h26__cal52__q40__breadth_or_dispersion_high__w00_50,26,52,0.4,breadth_or_dispersion_high,0.0,0.5,0.47058823529411764,9,1.521276595744681,0.046117434395129386,1.0136570527330369,2.651397299492892,-0.10076752452473348,0.409139069233055,0.8658997968892139,False
h26__cal52__q60__breadth_high_dispersion_low__w25_80,26,52,0.6,breadth_high_dispersion_low,0.25,0.8,0.0196078431372549,1,1.7425531914893617,0.07378789503220702,1.0109497913996517,2.6097055764795463,-0.1174971437744099,0.4025893338015263,0.8848913859842422,False
h26__cal26__q60__breadth_high_dispersion_low__w25_80,26,26,0.6,breadth_high_dispersion_low,0.25,0.8,0.058823529411764705,5,2.0468085106382974,0.07378789503220702,1.0106012160473852,2.594739484032512,-0.12518088766526048,0.40252078955128723,0.8551920921183014,False
h26__cal26__q60__breadth_high_dispersion_low__w25_65,26,26,0.6,breadth_high_dispersion_low,0.25,0.65,0.058823529411764705,5,1.9223404255319148,0.059952664713668204,1.0044419664339377,2.594627956251527,-0.11824930432801506,0.4013082178102598,0.8615634410656046,False
h26__cal52__q60__breadth_high_dispersion_low__w25_65,26,52,0.6,breadth_high_dispersion_low,0.25,0.65,0.0196078431372549,1,1.701063829787234,0.059952664713668204,1.004362121950932,2.6000093897415364,-0.1174971437744099,0.40129248126747297,0.8828073149941378,False
h26__cal52__q60__breadth_high__w00_50,26,52,0.6,breadth_high,0.0,0.5,0.17647058823529413,19,1.2446808510638299,0.046117434395129386,1.0031511026436664,2.619896391659333,-0.10784858990052337,0.3996776024504287,0.8566093078275845,False
h13__cal52__q60__breadth_and_dispersion_high__w25_80,13,52,0.6,breadth_and_dispersion_high,0.25,0.8,0.29411764705882354,22,3.4159574468085108,0.07378789503220702,0.9998676819538139,2.597048400208475,-0.11150461534731348,0.396501093211832,0.8594367849544304,False
h13__cal26__q60__breadth_and_dispersion_high__w25_80,13,26,0.6,breadth_and_dispersion_high,0.25,0.8,0.37254901960784315,20,4.024468085106383,0.07378789503220702,0.9998676819538128,2.5970484002084717,-0.11150461534731371,0.3913602216647467,0.8594367849544298,False
h26__cal26__q40__breadth_and_dispersion_high__w25_80,26,26,0.4,breadth_and_dispersion_high,0.25,0.8,0.39215686274509803,10,2.807446808510638,0.07378789503220702,0.9998676819538124,2.5970484002084704,-0.11150461534731371,0.3974823102316545,0.8594367849544311,False
h13__cal26__q60__dispersion_high__w25_80,13,26,0.6,dispersion_high,0.25,0.8,0.45098039215686275,28,4.024468085106383,0.07378789503220702,0.9998676819538124,2.5970484002084704,-0.11150461534731348,0.39016588473084424,0.859436784954432,False
h13__cal52__q60__breadth_high__w25_80,13,52,0.6,breadth_high,0.25,0.8,0.3333333333333333,26,3.4159574468085108,0.07378789503220702,0.9998676819538119,2.597048400208471,-0.1115046153473136,0.402090133424045,0.8594367849544313,False
h26__cal52__q40__breadth_and_dispersion_high__w25_80,26,52,0.4,breadth_and_dispersion_high,0.25,0.8,0.23529411764705882,12,2.807446808510638,0.07378789503220702,0.9998676819538119,2.5970484002084726,-0.11150461534731348,0.397602290257131,0.8594367849544302,False
h13__cal26__q40__dispersion_high__w25_80,13,26,0.4,dispersion_high,0.25,0.8,0.5882352941176471,26,4.32872340425532,0.07378789503220702,0.9998676819538119,2.5970484002084717,-0.11150461534731371,0.39348119616027577,0.8594367849544304,False
h26__cal52__q60__dispersion_high__w25_80,26,52,0.6,dispersion_high,0.25,0.8,0.29411764705882354,12,3.1117021276595747,0.07378789503220702,0.9998676819538119,2.597048400208472,-0.11150461534731348,0.39335300858660904,0.8594367849544304,False
h13__cal52__q60__breadth_or_dispersion_high__w25_80,13,52,0.6,breadth_or_dispersion_high,0.25,0.8,0.43137254901960786,22,3.1117021276595747,0.07378789503220702,0.9998676819538115,2.5970484002084704,-0.1115046153473136,0.40231190187398536,0.8594367849544327,False
h26__cal26__q40__dispersion_high__w25_80,26,26,0.4,dispersion_high,0.25,0.8,0.43137254901960786,14,3.1117021276595747,0.07378789503220702,0.9998676819538115,2.5970484002084717,-0.1115046153473136,0.3920024048472779,0.8594367849544311,False
h26__cal52__q40__dispersion_high__w25_80,26,52,0.4,dispersion_high,0.25,0.8,0.4117647058823529,8,3.1117021276595747,0.07378789503220702,0.999867681953811,2.5970484002084704,-0.1115046153473136,0.40396099865487445,0.8594367849544313,False
h13__cal26__q40__breadth_and_dispersion_high__w25_80,13,26,0.4,breadth_and_dispersion_high,0.25,0.8,0.47058823529411764,24,4.024468085106383,0.07378789503220702,0.999867681953811,2.59704840020847,-0.11150461534731371,0.399630988739877,0.8594367849544315,False
h13__cal52__q60__dispersion_high__w25_80,13,52,0.6,dispersion_high,0.25,0.8,0.39215686274509803,20,3.1117021276595747,0.07378789503220702,0.9998676819538106,2.597048400208469,-0.11150461534731393,0.3967219776438664,0.8594367849544313,False
h13__cal26__q60__breadth_and_dispersion_high__w25_65,13,26,0.6,breadth_and_dispersion_high,0.25,0.65,0.37254901960784315,20,3.360638297872341,0.059952664713668204,0.9966987397881621,2.5962616163829293,-0.11293955663787203,0.39325307132407916,0.8646585049493216,False
h13__cal52__q60__breadth_or_dispersion_high__w25_65,13,52,0.6,breadth_or_dispersion_high,0.25,0.65,0.43137254901960786,22,2.6968085106382977,0.059952664713668204,0.9966987397881608,2.5962616163829306,-0.11293955663787214,0.40120745932501367,0.8646585049493207,False
h13__cal52__q60__breadth_high__w25_65,13,52,0.6,breadth_high,0.25,0.65,0.3333333333333333,26,2.918085106382979,0.059952664713668204,0.9966987397881608,2.5962616163829293,-0.11293955663787225,0.40105285085854625,0.8646585049493201,False
h13__cal52__q60__dispersion_high__w25_65,13,52,0.6,dispersion_high,0.25,0.65,0.39215686274509803,20,2.6968085106382977,0.059952664713668204,0.9966987397881608,2.5962616163829306,-0.11293955663787236,0.3971444849186172,0.8646585049493214,False
h13__cal52__q60__breadth_and_dispersion_high__w25_65,13,52,0.6,breadth_and_dispersion_high,0.25,0.65,0.29411764705882354,22,2.918085106382979,0.059952664713668204,0.9966987397881608,2.5962616163829297,-0.11293955663787214,0.39699032475852825,0.864658504949321,False
h26__cal52__q40__breadth_and_dispersion_high__w25_65,26,52,0.4,breadth_and_dispersion_high,0.25,0.65,0.23529411764705882,12,2.475531914893617,0.059952664713668204,0.9966987397881606,2.5962616163829293,-0.11293955663787236,0.39777754494528184,0.8646585049493201,False
h13__cal26__q40__dispersion_high__w25_65,13,26,0.4,dispersion_high,0.25,0.65,0.5882352941176471,26,3.5819148936170215,0.059952664713668204,0.9966987397881606,2.5962616163829297,-0.11293955663787203,0.39479819822019646,0.8646585049493194,False
h26__cal26__q40__dispersion_high__w25_65,26,26,0.4,dispersion_high,0.25,0.65,0.43137254901960786,14,2.6968085106382977,0.059952664713668204,0.9966987397881606,2.596261616382929,-0.11293955663787225,0.3936974930572008,0.864658504949321,False
h26__cal52__q40__dispersion_high__w25_65,26,52,0.4,dispersion_high,0.25,0.65,0.4117647058823529,8,2.6968085106382977,0.059952664713668204,0.9966987397881601,2.5962616163829253,-0.11293955663787236,0.40240610426004,0.864658504949321,False
h26__cal26__q40__breadth_and_dispersion_high__w25_65,26,26,0.4,breadth_and_dispersion_high,0.25,0.65,0.39215686274509803,10,2.475531914893617,0.059952664713668204,0.9966987397881601,2.5962616163829284,-0.11293955663787236,0.39768158220867833,0.8646585049493218,False
h26__cal52__q60__dispersion_high__w25_65,26,52,0.6,dispersion_high,0.25,0.65,0.29411764705882354,12,2.6968085106382977,0.059952664713668204,0.9966987397881601,2.5962616163829275,-0.11293955663787258,0.3946819801375183,0.8646585049493203,False
h13__cal26__q60__dispersion_high__w25_65,13,26,0.6,dispersion_high,0.25,0.65,0.45098039215686275,28,3.36063829787234,0.059952664713668204,0.9966987397881601,2.5962616163829275,-0.11293955663787225,0.39237749447139625,0.8646585049493214,False
h13__cal26__q40__breadth_and_dispersion_high__w25_65,13,26,0.4,breadth_and_dispersion_high,0.25,0.65,0.47058823529411764,24,3.36063829787234,0.059952664713668204,0.9966987397881597,2.5962616163829266,-0.11293955663787236,0.39927372038595266,0.8646585049493214,False
h13__cal26__q40__breadth_high_dispersion_low__w00_50,13,26,0.4,breadth_high_dispersion_low,0.0,0.5,0.0784313725490196,18,0.8297872340425532,0.046117434395129386,0.9949552201522494,2.5675674525753114,-0.1114103850355862,0.3894164366361874,0.8653441057700695,False
h13__cal52__q40__breadth_or_dispersion_high__w00_50,13,52,0.4,breadth_or_dispersion_high,0.0,0.5,0.5686274509803921,14,1.9361702127659575,0.046117434395129386,0.99139611658223,2.613869217662264,-0.10076752452473348,0.39980155142662843,0.8586134712988449,False
h13__cal52__q40__dispersion_high__w00_50,13,52,0.4,dispersion_high,0.0,0.5,0.5098039215686274,14,1.9361702127659575,0.046117434395129386,0.99139611658223,2.6138692176622635,-0.10076752452473325,0.39836011203132604,0.8586134712988451,False
h13__cal52__q40__breadth_and_dispersion_high__w00_50,13,52,0.4,breadth_and_dispersion_high,0.0,0.5,0.45098039215686275,28,1.9361702127659575,0.046117434395129386,0.9913961165822296,2.613869217662265,-0.10076752452473314,0.403918025760553,0.8586134712988451,False
h13__cal26__q60__breadth_or_dispersion_high__w00_50,13,26,0.6,breadth_or_dispersion_high,0.0,0.5,0.5294117647058824,26,2.2127659574468086,0.046117434395129386,0.9913961165822296,2.6138692176622635,-0.10076752452473337,0.39072288982862124,0.858613471298846,False
h13__cal52__q40__breadth_high__w00_50,13,52,0.4,breadth_high,0.0,0.5,0.5098039215686274,28,1.9361702127659575,0.046117434395129386,0.9913961165822287,2.6138692176622618,-0.10076752452473337,0.40536519429224604,0.8586134712988449,False
h13__cal26__q60__breadth_high__w00_50,13,26,0.6,breadth_high,0.0,0.5,0.45098039215686275,18,2.2127659574468086,0.046117434395129386,0.9913961165822287,2.6138692176622627,-0.10076752452473337,0.3918034067272911,0.8586134712988458,False
h26__cal52__q40__breadth_high_dispersion_low__w00_50,26,52,0.4,breadth_high_dispersion_low,0.0,0.5,0.058823529411764705,5,0.6914893617021277,0.046117434395129386,0.9902714776856849,2.579741930609676,-0.1114103850355862,0.3991618641641248,0.8445927147785308,False
h13__cal52__q40__breadth_high_dispersion_low__w25_65,13,52,0.4,breadth_high_dispersion_low,0.25,0.65,0.058823529411764705,8,2.2542553191489363,0.059952664713668204,0.9866330655242368,2.5719804338576453,-0.11749714377440978,0.39432684855137423,0.8765927973410963,False
h13__cal52__q60__breadth_high_dispersion_low__w25_65,13,52,0.6,breadth_high_dispersion_low,0.25,0.65,0.0392156862745098,6,1.8117021276595746,0.059952664713668204,0.9866330655242364,2.571980433857644,-0.11749714377440956,0.4003095594081818,0.876592797341097,False
h13__cal52__q60__breadth_high_dispersion_low__w25_80,13,52,0.6,breadth_high_dispersion_low,0.25,0.8,0.0392156862745098,6,1.8946808510638296,0.07378789503220702,0.9866330655242355,2.571980433857644,-0.11749714377440956,0.4012543477755173,0.8765927973410972,False
h13__cal52__q40__breadth_high_dispersion_low__w25_80,13,52,0.4,breadth_high_dispersion_low,0.25,0.8,0.058823529411764705,8,2.5031914893617024,0.07378789503220702,0.9866330655242341,2.5719804338576417,-0.1174971437744099,0.3930149290290279,0.8765927973410956,False
h26__cal26__q60__dispersion_high__w00_50,26,26,0.6,dispersion_high,0.0,0.5,0.37254901960784315,18,1.6595744680851063,0.046117434395129386,0.9810063095490098,2.58255188229465,-0.10784858990052304,0.3898941204994899,0.8493592615316927,False
h26__cal26__q60__breadth_and_dispersion_high__w00_50,26,26,0.6,breadth_and_dispersion_high,0.0,0.5,0.27450980392156865,20,1.3829787234042554,0.046117434395129386,0.9810063095490094,2.582551882294649,-0.10784858990052315,0.3921754924452727,0.8493592615316934,False
h26__cal52__q60__breadth_and_dispersion_high__w00_50,26,52,0.6,breadth_and_dispersion_high,0.0,0.5,0.1568627450980392,18,1.1063829787234043,0.046117434395129386,0.9810063095490087,2.582551882294647,-0.10784858990052337,0.39529799389367404,0.8493592615316934,False
h13__cal26__q60__breadth_high_dispersion_low__w00_50,13,26,0.6,breadth_high_dispersion_low,0.0,0.5,0.0784313725490196,16,1.1063829787234043,0.046117434395129386,0.9682690685726723,2.5426467745968213,-0.11141038503558609,0.3895388800444366,0.8373895931940241,False
h26__cal52__q60__breadth_or_dispersion_high__w00_50,26,52,0.6,breadth_or_dispersion_high,0.0,0.5,0.3137254901960784,13,1.521276595744681,0.046117434395129386,0.9580371202135496,2.5169190963636,-0.12832311274924046,0.38672096361514874,0.8152547125269729,False
h26__cal26__q60__breadth_high_dispersion_low__w00_50,26,26,0.6,breadth_high_dispersion_low,0.0,0.5,0.058823529411764705,5,0.4148936170212766,0.046117434395129386,0.9452221326142125,2.4781460718017336,-0.13190570407027857,0.3904191870651261,0.8026649179949872,False
h26__cal52__q60__breadth_high_dispersion_low__w00_50,26,52,0.6,breadth_high_dispersion_low,0.0,0.5,0.0196078431372549,1,0.13829787234042554,0.046117434395129386,0.9446017250939658,2.469792693869368,-0.13441888678479008,0.3902941550121535,0.8294208113058421,False
h26__cal52__q60__dispersion_high__w00_50,26,52,0.6,dispersion_high,0.0,0.5,0.29411764705882354,12,1.3829787234042554,0.046117434395129386,0.9363910612409823,2.479929871677456,-0.12832311274924046,0.38238189654181154,0.8081661556350259,False
h26__cal52__q40__dispersion_high__w00_50,26,52,0.4,dispersion_high,0.0,0.5,0.4117647058823529,8,1.3829787234042554,0.046117434395129386,0.936391061240982,2.4799298716774563,-0.12832311274924058,0.3920119199832073,0.8081661556350257,False
h13__cal26__q40__dispersion_high__w00_50,13,26,0.4,dispersion_high,0.0,0.5,0.5882352941176471,26,2.4893617021276597,0.046117434395129386,0.9363910612409818,2.479929871677455,-0.1283231127492407,0.382594340373968,0.8081661556350266,False
h13__cal52__q60__breadth_high__w00_50,13,52,0.6,breadth_high,0.0,0.5,0.3333333333333333,26,1.6595744680851063,0.046117434395129386,0.9363910612409814,2.479929871677455,-0.12832311274924046,0.3902589505255345,0.8081661556350248,False
h13__cal52__q60__breadth_and_dispersion_high__w00_50,13,52,0.6,breadth_and_dispersion_high,0.0,0.5,0.29411764705882354,22,1.6595744680851063,0.046117434395129386,0.9363910612409814,2.479929871677455,-0.12832311274924046,0.3852076579878505,0.8081661556350257,False
h13__cal26__q60__dispersion_high__w00_50,13,26,0.6,dispersion_high,0.0,0.5,0.45098039215686275,28,2.2127659574468086,0.046117434395129386,0.9363910612409814,2.479929871677454,-0.12832311274924046,0.3795197123773857,0.8081661556350273,False
h26__cal26__q40__breadth_and_dispersion_high__w00_50,26,26,0.4,breadth_and_dispersion_high,0.0,0.5,0.39215686274509803,10,1.1063829787234043,0.046117434395129386,0.9363910612409811,2.4799298716774536,-0.12832311274924058,0.3861247082348138,0.8081661556350248,False
h13__cal26__q60__breadth_and_dispersion_high__w00_50,13,26,0.6,breadth_and_dispersion_high,0.0,0.5,0.37254901960784315,20,2.2127659574468086,0.046117434395129386,0.9363910612409811,2.4799298716774536,-0.12832311274924035,0.38059152500963167,0.8081661556350259,False
h13__cal26__q40__breadth_and_dispersion_high__w00_50,13,26,0.4,breadth_and_dispersion_high,0.0,0.5,0.47058823529411764,24,2.2127659574468086,0.046117434395129386,0.9363910612409809,2.4799298716774545,-0.1283231127492407,0.38814092933359534,0.8081661556350257,False
h26__cal52__q40__breadth_and_dispersion_high__w00_50,26,52,0.4,breadth_and_dispersion_high,0.0,0.5,0.23529411764705882,12,1.1063829787234043,0.046117434395129386,0.9363910612409809,2.4799298716774545,-0.1283231127492407,0.386215133462539,0.8081661556350255,False
h13__cal52__q60__dispersion_high__w00_50,13,52,0.6,dispersion_high,0.0,0.5,0.39215686274509803,20,1.3829787234042554,0.046117434395129386,0.9363910612409805,2.479929871677455,-0.12832311274924058,0.38541104761693323,0.8081661556350253,False
h26__cal26__q40__dispersion_high__w00_50,26,26,0.4,dispersion_high,0.0,0.5,0.43137254901960786,14,1.3829787234042554,0.046117434395129386,0.9363910612409805,2.4799298716774536,-0.1283231127492408,0.3811808348476651,0.8081661556350257,False
h13__cal52__q60__breadth_or_dispersion_high__w00_50,13,52,0.6,breadth_or_dispersion_high,0.0,0.5,0.43137254901960786,22,1.3829787234042554,0.046117434395129386,0.9363910612409803,2.479929871677453,-0.1283231127492407,0.39046308183440015,0.8081661556350253,False
h13__cal52__q40__breadth_high_dispersion_low__w00_50,13,52,0.4,breadth_high_dispersion_low,0.0,0.5,0.058823529411764705,8,0.8297872340425532,0.046117434395129386,0.9231041941304339,2.433138458415457,-0.13441888678479008,0.38162114265568814,0.8222769358977455,False
h13__cal52__q60__breadth_high_dispersion_low__w00_50,13,52,0.6,breadth_high_dispersion_low,0.0,0.5,0.0392156862745098,6,0.2765957446808511,0.046117434395129386,0.9231041941304314,2.433138458415452,-0.1344188867847902,0.38907307309826633,0.8222769358977453,False
