Date,breadth,dispersion,issuer_coverage,high_state
2023-01-06,,,0,False
2023-01-13,,,0,False
2023-01-20,,,0,False
2023-01-27,,,0,False
2023-02-03,,,0,False
2023-02-10,,,0,False
2023-02-17,,,0,False
2023-02-24,,,0,False
2023-03-03,,,0,False
2023-03-10,,,0,False
2023-03-17,,,0,False
2023-03-24,,,0,False
2023-03-31,,,0,False
2023-04-07,,,0,False
2023-04-14,,,0,False
2023-04-21,,,0,False
2023-04-28,,,0,False
2023-05-05,,,0,False
2023-05-12,,,0,False
2023-05-19,,,0,False
2023-05-26,,,0,False
2023-06-02,,,0,False
2023-06-09,,,0,False
2023-06-16,,,0,False
2023-06-23,,,0,False
2023-06-30,,,0,False
2023-07-07,,,0,False
2023-07-14,0.6458333333333334,0.2874105606881447,528,False
2023-07-21,0.6086956521739131,0.28258925941075763,529,False
2023-07-28,0.6219281663516069,0.2640732105476525,529,False
2023-08-04,0.5849056603773585,0.2543588582329521,530,False
2023-08-11,0.5245283018867924,0.2423918865116494,530,False
2023-08-18,0.5480225988700564,0.24338770226253925,531,False
2023-08-25,0.512241054613936,0.24264172296142117,531,False
2023-09-01,0.5743879472693032,0.25079887732442635,531,False
2023-09-08,0.5988700564971752,0.25137125606551053,531,False
2023-09-15,0.6296992481203008,0.27588159612580965,532,False
2023-09-22,0.6240601503759399,0.2628821173973267,532,False
2023-09-29,0.5695488721804511,0.25616160029803925,532,False
2023-10-06,0.5225563909774437,0.24914306759782315,532,False
2023-10-13,0.5298372513562387,0.2528015268027899,553,False
2023-10-20,0.4918625678119349,0.256457224632786,553,False
2023-10-27,0.5063291139240507,0.2617049983358815,553,False
2023-11-03,0.4755877034358047,0.2573936355834136,553,False
2023-11-10,0.5623869801084991,0.2718717902679872,553,False
2023-11-17,0.5641952983725136,0.2660511064612196,553,False
2023-11-24,0.5615942028985508,0.258345574237482,552,False
2023-12-01,0.5507246376811594,0.24597605056129412,552,False
2023-12-08,0.5443037974683544,0.25150060038045535,553,False
2023-12-15,0.5316455696202531,0.24799652243160664,553,False
2023-12-22,0.5497287522603979,0.2430893456480333,553,False
2023-12-29,0.650994575045208,0.2545032896196716,553,False
2024-01-05,0.5804701627486437,0.23838305304228877,553,False
2024-01-12,0.5207956600361664,0.23926671487493037,553,False
2024-01-19,0.49005424954792043,0.24470491654594068,553,False
2024-01-26,0.46112115732368897,0.26093888423364286,553,False
2024-02-02,0.47377938517179025,0.25401949043954203,553,False
2024-02-09,0.4755877034358047,0.26741991571605483,553,False
2024-02-16,0.5370705244122965,0.2802194116084735,553,True
2024-02-23,0.5866425992779783,0.27817621366993894,554,True
2024-03-01,0.5631768953068592,0.26767709985440974,554,True
2024-03-08,0.5469314079422383,0.2685783319661925,554,True
2024-03-15,0.5740072202166066,0.26738371623494217,554,True
2024-03-22,0.5523465703971119,0.2615948778907697,554,True
2024-03-29,0.6324324324324324,0.28536574166946865,555,True
2024-04-05,0.6570397111913358,0.2765533061904491,554,True
2024-04-12,0.6756272401433692,0.2794615404994794,558,True
2024-04-19,0.631484794275492,0.27590753947226626,559,True
2024-04-26,0.6129032258064516,0.2657396839972599,558,True
2024-05-03,0.7119856887298748,0.2907934943360056,559,True
2024-05-10,0.6332737030411449,0.2695429977405503,559,True
2024-05-17,0.6457960644007156,0.27322593480802715,559,True
2024-05-24,0.6529516994633273,0.26772654449723343,559,True
2024-05-31,0.6160714285714286,0.276052940169821,560,True
2024-06-07,0.5757575757575758,0.26596800528091397,561,True
2024-06-14,0.5454545454545454,0.26181206530238676,561,False
2024-06-21,0.45989304812834225,0.25821875973966935,561,False
2024-06-28,0.4117647058823529,0.24871476244757112,561,False
2024-07-05,0.4563279857397504,0.25243819021627245,561,False
2024-07-12,0.49910873440285203,0.26625000201845606,561,False
2024-07-19,0.5464285714285714,0.26490929266622026,560,False
2024-07-26,0.5509838998211091,0.2510632174295253,559,True
2024-08-02,0.5428571428571428,0.247229313985622,560,False
2024-08-09,0.43112701252236135,0.23529896441237474,559,False
2024-08-16,0.4107142857142857,0.2522337707558069,560,False
2024-08-23,0.46345811051693403,0.2573391740270844,561,False
2024-08-30,0.5151515151515151,0.25818962099333126,561,False
2024-09-06,0.4660714285714286,0.24775618585111744,560,False
2024-09-13,0.36541889483065954,0.23099430406922375,561,False
2024-09-20,0.45098039215686275,0.2513415725790839,561,False
2024-09-27,0.46536412078152756,0.2513632439379189,563,False
2024-10-04,0.44661921708185054,0.2482366964042627,562,False
2024-10-11,0.4547069271758437,0.25622990384212657,563,False
2024-10-18,0.5079928952042628,0.2748081982631413,563,True
2024-10-25,0.5765124555160143,0.28485435195975906,562,True
2024-11-01,0.48134991119005327,0.26979521099598525,563,True
2024-11-08,0.4849023090586146,0.2642516082941642,563,True
2024-11-15,0.5683836589698046,0.2829133957181184,563,True
2024-11-22,0.4937833037300178,0.2588313852549563,563,True
2024-11-29,0.5851063829787234,0.28489368918546454,564,True
2024-12-06,0.5975177304964538,0.3016980040957048,564,True
2024-12-13,0.6159292035398231,0.3301860303955495,565,True
2024-12-20,0.6307420494699647,0.3255023124004573,566,True
2024-12-27,0.568904593639576,0.3311646362459763,566,True
2025-01-03,0.549469964664311,0.3149343271047735,566,True
2025-01-10,0.5636042402826855,0.3159050192397666,566,True
2025-01-17,0.5106007067137809,0.29126523172112895,566,True
2025-01-24,0.5557522123893806,0.2986236326337273,565,True
2025-01-31,0.5512367491166078,0.31876423309477414,566,True
2025-02-07,0.6407079646017699,0.3599368368166045,565,True
2025-02-14,0.6607773851590106,0.35923090490867643,566,True
2025-02-21,0.5943562610229277,0.3387992022188533,567,True
2025-02-28,0.527336860670194,0.2974123980682042,567,True
2025-03-07,0.49646643109540634,0.29096892783481243,566,False
2025-03-14,0.5220458553791887,0.26401281738429266,567,True
2025-03-21,0.43738977072310403,0.24171923196995282,567,False
2025-03-28,0.4126984126984127,0.24125052471556221,567,False
2025-04-04,0.3591549295774648,0.229653522030947,568,False
2025-04-11,0.21654929577464788,0.22091473975419687,568,False
2025-04-18,0.24956063268892795,0.22856918884649913,569,False
2025-04-25,0.24295774647887325,0.22756781697666098,568,False
2025-05-02,0.3204225352112676,0.23803011630174958,568,False
2025-05-09,0.3274647887323944,0.23554964748557422,568,False
2025-05-16,0.272887323943662,0.2229121736614778,568,False
2025-05-23,0.3767605633802817,0.2294536124784074,568,False
2025-05-30,0.26936619718309857,0.22146679032614408,568,False
2025-06-06,0.2640845070422535,0.2225980127784482,568,False
2025-06-13,0.29401408450704225,0.21795163678845358,568,False
2025-06-20,0.30404217926186294,0.21716090242320393,569,False
2025-06-27,0.36731107205623903,0.22727463649145152,569,True
2025-07-04,0.38137082601054484,0.23624659849776555,569,True
2025-07-11,0.3884007029876977,0.23394395501183257,569,True
2025-07-18,0.40597539543058,0.22922223320986362,569,True
2025-07-25,0.37258347978910367,0.22377134434843896,569,True
2025-08-01,0.3503521126760563,0.21124344178278118,568,False
2025-08-08,0.30985915492957744,0.23340543592977636,568,False
2025-08-15,0.3262786596119929,0.2571211141694223,567,False
2025-08-22,0.31922398589065254,0.25306863826387777,567,False
2025-08-29,0.4109347442680776,0.2524206623868715,567,True
2025-09-05,0.5079365079365079,0.2724677640618936,567,True
2025-09-12,0.5573192239858906,0.308143515371354,567,True
2025-09-19,0.5837742504409171,0.3313383157813034,567,True
2025-09-26,0.5749559082892416,0.3632654583826607,567,True
2025-10-03,0.6172839506172839,0.3898926215319209,567,True
2025-10-10,0.7548500881834215,0.5051876868622716,567,True
2025-10-17,0.691358024691358,0.45964400379785236,567,True
2025-10-24,0.673721340388007,0.5128518318269933,567,True
2025-10-31,0.6754850088183422,0.48180752039745656,567,True
2025-11-07,0.6296296296296297,0.4613715354422023,567,True
2025-11-14,0.5978835978835979,0.4198357603272584,567,True
2025-11-21,0.5132275132275133,0.35878063560509443,567,True
2025-11-28,0.5326278659611993,0.3623215017846152,567,True
2025-12-05,0.5731922398589065,0.38326773576487866,567,True
2025-12-12,0.5590828924162258,0.38266680126566643,567,True
2025-12-19,0.5590828924162258,0.379180197231204,567,True
2025-12-26,0.5361552028218695,0.37379105180602495,567,True
2026-01-02,0.5114638447971781,0.3512427762576248,567,False
2026-01-09,0.4567901234567901,0.3427046430332904,567,False
2026-01-16,0.5044091710758377,0.3520135148680656,567,False
2026-01-23,0.4691358024691358,0.40736932672589515,567,False
2026-01-30,0.48500881834215165,0.37837723658762207,567,False
2026-02-06,0.5035335689045937,0.42272089532452356,566,False
2026-02-13,0.48500881834215165,0.41587840357019545,567,False
2026-02-20,0.47266313932980597,0.43174874601188523,567,False
2026-02-27,0.4444444444444444,0.4164806140244721,567,False
2026-03-06,0.4426807760141093,0.40807596560759135,567,False
2026-03-13,0.4426807760141093,0.3667512282776093,567,False
2026-03-20,0.41798941798941797,0.38127551027256207,567,False
2026-03-27,0.3968253968253968,0.383229261310913,567,False
2026-04-03,0.3950617283950617,0.38049457370619105,567,False
2026-04-10,0.3961267605633803,0.36733227274071006,568,False
2026-04-17,0.43485915492957744,0.4375359200971263,568,False
2026-04-24,0.4612676056338028,0.410760876930255,568,False
2026-05-01,0.43838028169014087,0.4410843042262529,568,False
2026-05-08,0.46830985915492956,0.4300702889946201,568,True
2026-05-15,0.5017605633802817,0.4695417756964567,568,True
2026-05-22,0.4982394366197183,0.5240155280711298,568,True
2026-05-29,0.528169014084507,0.5710891079274383,568,True
2026-06-05,0.5307557117750439,0.5164978040583957,569,True
2026-06-12,0.492091388400703,0.4552005756685465,569,True
2026-06-19,0.4903339191564148,0.5048177602960325,569,True
2026-06-26,0.4938488576449912,0.5382115040579016,569,True
2026-07-03,0.47719298245614034,0.5056722023825426,570,True
2026-07-10,0.5052631578947369,0.4425086672334226,570,True
2026-07-17,0.5035087719298246,0.4235943294650927,570,True
2026-07-24,0.49473684210526314,0.37720215417550834,570,True
2026-07-31,0.48063380281690143,0.3762589645046727,568,True
2026-08-07,0.5361552028218695,0.34566597540983024,567,True
2026-08-14,0.6090750436300174,0.3584942859397693,573,
