variant,net_cagr,log_growth,ann_vol,sharpe,max_dd,cvar5,avg_oneway_turnover,beta_spy,residual_alpha_ann,expectancy_calm_trend,expectancy_neutral_mixed,expectancy_recovery_confirmed,expectancy_recovery_fragile,expectancy_stressed_panic,expectancy_stressed_panic_improving
ggg_base_1x,0.07362100272158201,0.07103704993661007,0.0754599958343491,0.9797998337502929,-0.11720357986997576,-0.02499860005291695,0.0615512458730534,0.24061527166981792,0.04553256445083801,0.0464025614268834,0.10944054810893984,0.033083347893747894,0.07128330467515333,0.047623370485647715,0.02597962886126393
ggg_base_2x,0.07343649761854909,0.07086518206305957,0.07545963388249396,0.977523660853205,-0.11723183430473416,-0.025003462083753,0.0615512458730534,0.2406205919876375,0.04535982260678177,,,,,,
production_pin_ref_1x,0.07391398045470443,0.07130990019258732,0.07442561287605601,0.9960357518892597,-0.11600149085223066,-0.024542933875693437,0.06703200465477048,0.23762760512529124,0.0460801196955437,0.0459935147731458,0.10999456291400057,0.03331241117274949,0.07248278789512569,0.04761990105058555,0.025978270410749554
