candidate,doubled_cost_ann_return,doubled_cost_sharpe,one_week_delay_ann_return,one_week_delay_sharpe
improved_phasennn_ml_risk_dial_overlay,0.06794129525898773,0.9013496520125038,0.0638428361039296,0.8475047236803602
improved_phasennn_ml_opportunity_dial_overlay,0.06794327306149928,0.9011428177799591,0.06384385248370217,0.8473041724726571
