target,model,bucket,n,mean_pred,mean_actual
target_ggg1_underperformance_4w,baseline_state_rate,0,174,0.24651556498799126,0.39655172413793105
target_ggg1_underperformance_4w,baseline_state_rate,1,166,0.3239460115790284,0.43373493975903615
target_ggg1_underperformance_4w,baseline_state_rate,2,175,0.3561681478690935,0.37714285714285717
target_ggg1_underperformance_4w,baseline_state_rate,3,165,0.42512204659358366,0.44242424242424244
target_ggg1_underperformance_4w,baseline_state_rate,4,170,0.5102616445392714,0.4235294117647059
target_ggg1_underperformance_4w,logistic_simple,0,170,0.012539327293098266,0.31176470588235294
target_ggg1_underperformance_4w,logistic_simple,1,170,0.13076388657059904,0.3941176470588235
target_ggg1_underperformance_4w,logistic_simple,2,170,0.3995872672927879,0.4470588235294118
target_ggg1_underperformance_4w,logistic_simple,3,170,0.7173094125741075,0.4823529411764706
target_ggg1_underperformance_4w,logistic_simple,4,170,0.961599534015276,0.43529411764705883
target_ggg1_underperformance_4w,logistic_l2_balanced,0,170,0.048487445844468624,0.28823529411764703
target_ggg1_underperformance_4w,logistic_l2_balanced,1,170,0.25864520352676096,0.38235294117647056
target_ggg1_underperformance_4w,logistic_l2_balanced,2,170,0.5248778276536507,0.4588235294117647
target_ggg1_underperformance_4w,logistic_l2_balanced,3,170,0.7648045519217038,0.4823529411764706
target_ggg1_underperformance_4w,logistic_l2_balanced,4,170,0.9508078247037545,0.4588235294117647
target_ggg1_underperformance_4w,decision_tree_depth2,0,177,0.19154428735530804,0.3333333333333333
target_ggg1_underperformance_4w,decision_tree_depth2,1,170,0.36417016009236286,0.3058823529411765
target_ggg1_underperformance_4w,decision_tree_depth2,2,176,0.41898101683865935,0.42045454545454547
target_ggg1_underperformance_4w,decision_tree_depth2,3,157,0.545265561932712,0.4394904458598726
target_ggg1_underperformance_4w,decision_tree_depth2,4,170,0.69994850986285,0.5764705882352941
target_ggg1_underperformance_4w,random_forest_small,0,170,0.2937009232557525,0.2411764705882353
target_ggg1_underperformance_4w,random_forest_small,1,170,0.38900041901039767,0.4
target_ggg1_underperformance_4w,random_forest_small,2,170,0.4381605517994484,0.40588235294117647
target_ggg1_underperformance_4w,random_forest_small,3,170,0.4792879748019623,0.47058823529411764
target_ggg1_underperformance_4w,random_forest_small,4,170,0.5394427885967245,0.5529411764705883
target_ggg1_underperformance_4w,hist_gradient_shallow,0,170,0.17274778808954117,0.29411764705882354
target_ggg1_underperformance_4w,hist_gradient_shallow,1,170,0.29668315525128475,0.34705882352941175
target_ggg1_underperformance_4w,hist_gradient_shallow,2,170,0.41108240339298885,0.4294117647058823
target_ggg1_underperformance_4w,hist_gradient_shallow,3,170,0.517726084993795,0.4411764705882353
target_ggg1_underperformance_4w,hist_gradient_shallow,4,170,0.6603904969211297,0.5588235294117647
target_ggg1_adverse_tail_4w,baseline_state_rate,0,173,0.1823262456270149,0.26011560693641617
target_ggg1_adverse_tail_4w,baseline_state_rate,1,168,0.23595499238327386,0.42857142857142855
target_ggg1_adverse_tail_4w,baseline_state_rate,2,183,0.25473516505064064,0.24043715846994534
target_ggg1_adverse_tail_4w,baseline_state_rate,3,159,0.26439932210659306,0.3270440251572327
target_ggg1_adverse_tail_4w,baseline_state_rate,4,167,0.27877762260123673,0.11377245508982035
target_ggg1_adverse_tail_4w,logistic_simple,0,170,0.005707340473281299,0.27058823529411763
target_ggg1_adverse_tail_4w,logistic_simple,1,170,0.055107878782538984,0.2529411764705882
target_ggg1_adverse_tail_4w,logistic_simple,2,170,0.18364404216155727,0.3058823529411765
target_ggg1_adverse_tail_4w,logistic_simple,3,170,0.43562715679496283,0.28823529411764703
target_ggg1_adverse_tail_4w,logistic_simple,4,170,0.8317798154775066,0.24705882352941178
target_ggg1_adverse_tail_4w,logistic_l2_balanced,0,170,0.03154273867444846,0.2823529411764706
target_ggg1_adverse_tail_4w,logistic_l2_balanced,1,170,0.16453689924210205,0.2529411764705882
target_ggg1_adverse_tail_4w,logistic_l2_balanced,2,170,0.37940076376689996,0.27058823529411763
target_ggg1_adverse_tail_4w,logistic_l2_balanced,3,170,0.622996599639678,0.31176470588235294
target_ggg1_adverse_tail_4w,logistic_l2_balanced,4,170,0.879691638256941,0.24705882352941178
target_ggg1_adverse_tail_4w,decision_tree_depth2,0,182,0.1072037055913776,0.27472527472527475
target_ggg1_adverse_tail_4w,decision_tree_depth2,1,161,0.23628204773967526,0.2360248447204969
target_ggg1_adverse_tail_4w,decision_tree_depth2,2,172,0.27198742512375884,0.3546511627906977
target_ggg1_adverse_tail_4w,decision_tree_depth2,3,170,0.28975249914351814,0.20588235294117646
target_ggg1_adverse_tail_4w,decision_tree_depth2,4,165,0.47743375659356424,0.2909090909090909
target_ggg1_adverse_tail_4w,random_forest_small,0,170,0.20471000649545992,0.27058823529411763
target_ggg1_adverse_tail_4w,random_forest_small,1,170,0.2489671749040479,0.2411764705882353
target_ggg1_adverse_tail_4w,random_forest_small,2,170,0.27949295425117476,0.27058823529411763
target_ggg1_adverse_tail_4w,random_forest_small,3,170,0.3075676201060658,0.2823529411764706
target_ggg1_adverse_tail_4w,random_forest_small,4,170,0.3501537807497079,0.3
target_ggg1_adverse_tail_4w,hist_gradient_shallow,0,170,0.12139895950311846,0.2647058823529412
target_ggg1_adverse_tail_4w,hist_gradient_shallow,1,170,0.19217614614690406,0.25882352941176473
target_ggg1_adverse_tail_4w,hist_gradient_shallow,2,170,0.24984558926702083,0.27647058823529413
target_ggg1_adverse_tail_4w,hist_gradient_shallow,3,170,0.3206459820191279,0.2647058823529412
target_ggg1_adverse_tail_4w,hist_gradient_shallow,4,170,0.4643558543577661,0.3
target_state_quality_good_4w,baseline_state_rate,0,174,0.3178462986338797,0.5114942528735632
target_state_quality_good_4w,baseline_state_rate,1,168,0.37918412061458107,0.44642857142857145
target_state_quality_good_4w,baseline_state_rate,2,182,0.40669671035922217,0.4175824175824176
target_state_quality_good_4w,baseline_state_rate,3,168,0.5232672042489596,0.6190476190476191
target_state_quality_good_4w,baseline_state_rate,4,158,0.6182419361718291,0.4810126582278481
target_state_quality_good_4w,logistic_simple,0,170,0.03679750823830508,0.49411764705882355
target_state_quality_good_4w,logistic_simple,1,170,0.21911006269693115,0.45294117647058824
target_state_quality_good_4w,logistic_simple,2,170,0.5123319562990917,0.4588235294117647
target_state_quality_good_4w,logistic_simple,3,170,0.8054399669240421,0.5352941176470588
target_state_quality_good_4w,logistic_simple,4,170,0.9624951502638425,0.5294117647058824
target_state_quality_good_4w,logistic_l2_balanced,0,170,0.08322581171913968,0.4647058823529412
target_state_quality_good_4w,logistic_l2_balanced,1,170,0.31952477716064526,0.47058823529411764
target_state_quality_good_4w,logistic_l2_balanced,2,170,0.5521980547294408,0.47058823529411764
target_state_quality_good_4w,logistic_l2_balanced,3,170,0.7760939999502968,0.5
target_state_quality_good_4w,logistic_l2_balanced,4,170,0.9343818424512312,0.5647058823529412
target_state_quality_good_4w,decision_tree_depth2,0,185,0.2576534052034571,0.518918918918919
target_state_quality_good_4w,decision_tree_depth2,1,180,0.44362675446970684,0.5388888888888889
target_state_quality_good_4w,decision_tree_depth2,2,148,0.4755198978287442,0.49324324324324326
target_state_quality_good_4w,decision_tree_depth2,3,184,0.504207637168531,0.5054347826086957
target_state_quality_good_4w,decision_tree_depth2,4,153,0.7236457926884013,0.39869281045751637
target_state_quality_good_4w,random_forest_small,0,170,0.3874085113091033,0.4647058823529412
target_state_quality_good_4w,random_forest_small,1,170,0.4594765555273443,0.5058823529411764
target_state_quality_good_4w,random_forest_small,2,170,0.48934600882502494,0.5117647058823529
target_state_quality_good_4w,random_forest_small,3,170,0.5192943630013823,0.5117647058823529
target_state_quality_good_4w,random_forest_small,4,170,0.5804445856974751,0.4764705882352941
target_state_quality_good_4w,hist_gradient_shallow,0,170,0.25951973358481023,0.4823529411764706
target_state_quality_good_4w,hist_gradient_shallow,1,170,0.39217726746390674,0.4823529411764706
target_state_quality_good_4w,hist_gradient_shallow,2,170,0.4675999106459701,0.5176470588235295
target_state_quality_good_4w,hist_gradient_shallow,3,170,0.5460272656240444,0.4588235294117647
target_state_quality_good_4w,hist_gradient_shallow,4,170,0.6755375557692189,0.5294117647058824
target_stress_transition_4w,baseline_state_rate,0,177,0.021633684582012227,0.05649717514124294
target_stress_transition_4w,baseline_state_rate,1,177,0.07220232459101576,0.05084745762711865
target_stress_transition_4w,baseline_state_rate,2,156,0.15867979658890266,0.2692307692307692
target_stress_transition_4w,baseline_state_rate,3,167,0.18971262353060367,0.08982035928143713
target_stress_transition_4w,baseline_state_rate,4,169,0.8128424112948442,0.757396449704142
target_stress_transition_4w,logistic_simple,0,170,6.463226410460606e-05,0.03529411764705882
target_stress_transition_4w,logistic_simple,1,169,0.0010326937172586124,0.10650887573964497
target_stress_transition_4w,logistic_simple,2,169,0.007632999919880139,0.1952662721893491
target_stress_transition_4w,logistic_simple,3,169,0.145549961634448,0.21893491124260356
target_stress_transition_4w,logistic_simple,4,169,0.8959846468152449,0.650887573964497
target_stress_transition_4w,logistic_l2_balanced,0,170,0.0006969321716806427,0.029411764705882353
target_stress_transition_4w,logistic_l2_balanced,1,169,0.006001764836269072,0.11834319526627218
target_stress_transition_4w,logistic_l2_balanced,2,169,0.033436594006356395,0.14201183431952663
target_stress_transition_4w,logistic_l2_balanced,3,169,0.2675995130039972,0.23076923076923078
target_stress_transition_4w,logistic_l2_balanced,4,169,0.9219204195365833,0.6863905325443787
target_stress_transition_4w,decision_tree_depth2,0,190,0.05269135756386831,0.12105263157894737
target_stress_transition_4w,decision_tree_depth2,1,169,0.07348414364828382,0.0650887573964497
target_stress_transition_4w,decision_tree_depth2,2,170,0.08362851600799216,0.17058823529411765
target_stress_transition_4w,decision_tree_depth2,3,151,0.1876584088092251,0.13245033112582782
target_stress_transition_4w,decision_tree_depth2,4,166,0.9230181494516391,0.7289156626506024
target_stress_transition_4w,random_forest_small,0,170,0.06308215695483477,0.08235294117647059
target_stress_transition_4w,random_forest_small,1,169,0.10448303330036768,0.05325443786982249
target_stress_transition_4w,random_forest_small,2,169,0.15233576495793327,0.05917159763313609
target_stress_transition_4w,random_forest_small,3,169,0.2951825891610155,0.20710059171597633
target_stress_transition_4w,random_forest_small,4,169,0.7168579919890109,0.8047337278106509
target_stress_transition_4w,hist_gradient_shallow,0,170,0.03106480461503151,0.07058823529411765
target_stress_transition_4w,hist_gradient_shallow,1,169,0.05257015457150159,0.07100591715976332
target_stress_transition_4w,hist_gradient_shallow,2,171,0.09091917954800142,0.08187134502923976
