security_id,ticker,universe,effective_from,effective_to,knowledge_at_utc,source_revision,point_in_time_membership
yahoo-ticker:BIL,BIL,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:13.923864+00:00,yfinance-1.5.2:2026-08-14T22:06:13.923864+00:00,false
yahoo-ticker:DBA,DBA,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:14.317193+00:00,yfinance-1.5.2:2026-08-14T22:06:14.317193+00:00,false
yahoo-ticker:EEM,EEM,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:14.778672+00:00,yfinance-1.5.2:2026-08-14T22:06:14.778672+00:00,false
yahoo-ticker:EFA,EFA,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:15.302398+00:00,yfinance-1.5.2:2026-08-14T22:06:15.302398+00:00,false
yahoo-ticker:EWJ,EWJ,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:15.842138+00:00,yfinance-1.5.2:2026-08-14T22:06:15.842138+00:00,false
yahoo-ticker:GLD,GLD,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:16.253167+00:00,yfinance-1.5.2:2026-08-14T22:06:16.253167+00:00,false
yahoo-ticker:HYG,HYG,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:16.690684+00:00,yfinance-1.5.2:2026-08-14T22:06:16.690684+00:00,false
yahoo-ticker:IAU,IAU,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:17.137303+00:00,yfinance-1.5.2:2026-08-14T22:06:17.137303+00:00,false
yahoo-ticker:IEF,IEF,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:17.661480+00:00,yfinance-1.5.2:2026-08-14T22:06:17.661480+00:00,false
yahoo-ticker:IWM,IWM,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:18.231677+00:00,yfinance-1.5.2:2026-08-14T22:06:18.231677+00:00,false
yahoo-ticker:LQD,LQD,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:18.762297+00:00,yfinance-1.5.2:2026-08-14T22:06:18.762297+00:00,false
yahoo-ticker:MBB,MBB,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:19.222344+00:00,yfinance-1.5.2:2026-08-14T22:06:19.222344+00:00,false
yahoo-ticker:PDBC,PDBC,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:19.546256+00:00,yfinance-1.5.2:2026-08-14T22:06:19.546256+00:00,false
yahoo-ticker:QQQ,QQQ,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:19.960555+00:00,yfinance-1.5.2:2026-08-14T22:06:19.960555+00:00,false
yahoo-ticker:SHY,SHY,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:20.473110+00:00,yfinance-1.5.2:2026-08-14T22:06:20.473110+00:00,false
yahoo-ticker:SLV,SLV,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:20.846325+00:00,yfinance-1.5.2:2026-08-14T22:06:20.846325+00:00,false
yahoo-ticker:SPY,SPY,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:21.409180+00:00,yfinance-1.5.2:2026-08-14T22:06:21.409180+00:00,false
yahoo-ticker:TIP,TIP,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:21.989021+00:00,yfinance-1.5.2:2026-08-14T22:06:21.989021+00:00,false
yahoo-ticker:TLT,TLT,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:22.485303+00:00,yfinance-1.5.2:2026-08-14T22:06:22.485303+00:00,false
yahoo-ticker:USO,USO,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:22.862847+00:00,yfinance-1.5.2:2026-08-14T22:06:22.862847+00:00,false
yahoo-ticker:UUP,UUP,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:23.315196+00:00,yfinance-1.5.2:2026-08-14T22:06:23.315196+00:00,false
yahoo-ticker:VEA,VEA,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:23.727192+00:00,yfinance-1.5.2:2026-08-14T22:06:23.727192+00:00,false
yahoo-ticker:VNQ,VNQ,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:24.312855+00:00,yfinance-1.5.2:2026-08-14T22:06:24.312855+00:00,false
yahoo-ticker:VTV,VTV,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:24.863391+00:00,yfinance-1.5.2:2026-08-14T22:06:24.863391+00:00,false
yahoo-ticker:VUG,VUG,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:25.310955+00:00,yfinance-1.5.2:2026-08-14T22:06:25.310955+00:00,false
yahoo-ticker:VWO,VWO,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:25.843751+00:00,yfinance-1.5.2:2026-08-14T22:06:25.843751+00:00,false
yahoo-ticker:XLB,XLB,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:26.369947+00:00,yfinance-1.5.2:2026-08-14T22:06:26.369947+00:00,false
yahoo-ticker:XLE,XLE,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:26.856559+00:00,yfinance-1.5.2:2026-08-14T22:06:26.856559+00:00,false
yahoo-ticker:XLF,XLF,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:27.467420+00:00,yfinance-1.5.2:2026-08-14T22:06:27.467420+00:00,false
yahoo-ticker:XLI,XLI,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:28.053059+00:00,yfinance-1.5.2:2026-08-14T22:06:28.053059+00:00,false
yahoo-ticker:XLK,XLK,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:28.600722+00:00,yfinance-1.5.2:2026-08-14T22:06:28.600722+00:00,false
yahoo-ticker:XLP,XLP,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:29.145357+00:00,yfinance-1.5.2:2026-08-14T22:06:29.145357+00:00,false
yahoo-ticker:XLU,XLU,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:29.751653+00:00,yfinance-1.5.2:2026-08-14T22:06:29.751653+00:00,false
yahoo-ticker:XLV,XLV,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:30.302079+00:00,yfinance-1.5.2:2026-08-14T22:06:30.302079+00:00,false
yahoo-ticker:XLY,XLY,portfolio_optimizer_free_current_etfs,,,2026-08-14T22:06:30.846717+00:00,yfinance-1.5.2:2026-08-14T22:06:30.846717+00:00,false
