variant,state,sharpe,capture,max_dd
production_pin,calm_trend,0.3842746110852873,0.4124402918472938,-0.16468334175541066
production_pin,neutral_mixed,1.4621928615518431,0.9314925251155207,-0.08966981616920866
production_pin,recovery_confirmed,0.38467659129659704,0.40046308454975105,-0.04965947265532489
production_pin,recovery_fragile,1.3168400445604982,0.25902365627915463,-0.030884521733533066
production_pin,stressed_panic,0.49672693574981674,0.4366772860019897,-0.12080985474854278
shadow_pin,calm_trend,0.38544251709346306,0.4133108297090822,-0.16253511824370914
shadow_pin,neutral_mixed,1.4549150298063813,0.9239302708065386,-0.0914439238430027
shadow_pin,recovery_confirmed,0.3747303290940125,0.39218261734698223,-0.05006877726721659
shadow_pin,recovery_fragile,1.284596602945017,0.25144946150719505,-0.03133027805303579
shadow_pin,stressed_panic,0.5139795414389289,0.4449493433313597,-0.11744619380381993
ggg_baseline,calm_trend,0.5136249379525288,0.47348866999573624,-0.13932214620799088
ggg_baseline,neutral_mixed,1.4615605918081227,0.9456616483785811,-0.09121696089228437
ggg_baseline,recovery_confirmed,0.3442672689903927,0.3954557240128317,-0.05379827566557094
ggg_baseline,recovery_fragile,1.1421213151968135,0.24764069057396362,-0.03219421138249978
ggg_baseline,stressed_panic,0.48068706208748657,0.46401861979458403,-0.1216216745899299
phase1_r2a_reference,calm_trend,0.5286347338003082,0.4699158541672875,-0.1413685562872692
phase1_r2a_reference,neutral_mixed,1.468748189747995,0.9463847319078682,-0.08627439530269354
phase1_r2a_reference,recovery_confirmed,0.323528592510104,0.38205495653903593,-0.056449239289761866
phase1_r2a_reference,recovery_fragile,1.1607105643344504,0.2517123118540234,-0.031297262286556715
phase1_r2a_reference,stressed_panic,0.47912759717759495,0.4624950522404386,-0.12163728042218047
phase1_plus_p2_reference,calm_trend,0.5269351938081094,0.4683977254924839,-0.1415676840780815
phase1_plus_p2_reference,neutral_mixed,1.4679577623812863,0.9518301241069872,-0.08833668786734739
phase1_plus_p2_reference,recovery_confirmed,0.3020674168345528,0.3625630163282204,-0.05754026463434547
phase1_plus_p2_reference,recovery_fragile,1.157951027676715,0.25111152645268114,-0.031345432179531896
phase1_plus_p2_reference,stressed_panic,0.47790801901858104,0.46130036685710823,-0.12167279121012997
phase5_fragility_guard,calm_trend,0.527713709589674,0.4691559305360502,-0.14151674403915215
phase5_fragility_guard,neutral_mixed,1.473903788135384,0.9471949539775486,-0.08626100182449725
phase5_fragility_guard,recovery_confirmed,0.338704239271853,0.38871610489471403,-0.05397174559702467
phase5_fragility_guard,recovery_fragile,1.156953626079116,0.24971597429682288,-0.03129726228655694
phase5_fragility_guard,stressed_panic,0.47928296592096675,0.4626419404694146,-0.12163728042218092
