origin,cand_sharpe,base_sharpe,delta,beats,comparison
2010-01-01,0.7193271657196578,0.7213346003408073,-0.0020074346211494953,False,FG_vs_GGG
2010-12-31,0.6715914797793144,0.6987770003941997,-0.027185520614885217,False,FG_vs_GGG
2011-12-30,1.2923581852004216,1.2585911724398269,0.033767012760594683,True,FG_vs_GGG
2012-12-28,1.460060662926917,1.4403239328309432,0.019736730095973876,True,FG_vs_GGG
2013-12-27,0.35484008494519137,0.3674623603403144,-0.012622275395123006,False,FG_vs_GGG
2014-12-26,-0.22787592494699518,-0.26272266961978286,0.03484674467278767,True,FG_vs_GGG
2015-12-25,1.0465102592397886,1.0272932158189787,0.019217043420809876,True,FG_vs_GGG
2016-12-23,0.7867204048382138,0.7735833987402438,0.013137006097969972,True,FG_vs_GGG
2017-12-22,0.7118539812969494,0.6899222691880746,0.02193171210887479,True,FG_vs_GGG
2018-12-21,0.9382999025958452,0.9360959130582654,0.0022039895375797203,True,FG_vs_GGG
2019-12-20,0.7430622816347706,0.7198964139281847,0.023165867706585908,True,FG_vs_GGG
2020-12-18,0.5212339385016939,0.4978654496840062,0.02336848881768766,True,FG_vs_GGG
2021-12-17,0.5464706928850939,0.5542778742001313,-0.007807181315037437,False,FG_vs_GGG
2022-12-16,1.641428632888522,1.6089190653430285,0.03250956754549339,True,FG_vs_GGG
2023-12-15,2.288175329409135,2.224350286908655,0.06382504250048004,True,FG_vs_GGG
