variant,ann_return,ann_vol,sharpe,calmar,max_drawdown,cvar_5,avg_turnover,extra_cost_annual,avg_BIL,avg_SPY,avg_offense,hidden_beta,sharpe_calm_trend,capture_calm_trend,max_dd_calm_trend,sharpe_neutral_mixed,capture_neutral_mixed,max_dd_neutral_mixed,sharpe_recovery_confirmed,capture_recovery_confirmed,max_dd_recovery_confirmed,sharpe_recovery_fragile,capture_recovery_fragile,max_dd_recovery_fragile,sharpe_stressed_panic,capture_stressed_panic,max_dd_stressed_panic
production_pin,0.06892339744592846,0.07793094556927416,0.884416286013895,0.4931764241687547,-0.139754039463866,-0.02618104184700399,0.056229222831965395,0.0029239195872622008,0.2839178772422698,0.07081167142134887,0.4282601994194929,0.2513803780450696,0.3842746110852873,0.4124402918472938,-0.16468334175541066,1.4621928615518431,0.9314925251155207,-0.08966981616920866,0.38467659129659704,0.40046308454975105,-0.04965947265532489,1.3168400445604982,0.25902365627915463,-0.030884521733533066,0.49672693574981674,0.4366772860019897,-0.12080985474854278
shadow_pin,0.06858383853128247,0.07761648257042651,0.883624666565531,0.501559374933287,-0.13674121541523354,-0.026085048036177116,0.05657147975333695,0.0029417169471735215,0.28555249754723755,0.07075650850396528,0.4275040394076858,0.2500521479865628,0.38544251709346306,0.4133108297090822,-0.16253511824370914,1.4549150298063813,0.9239302708065386,-0.0914439238430027,0.3747303290940125,0.39218261734698223,-0.05006877726721659,1.284596602945017,0.25144946150719505,-0.03133027805303579,0.5139795414389289,0.4449493433313597,-0.11744619380381993
ggg_baseline,0.07138099253495311,0.07624804196475425,0.9361682043972889,0.6062669886059027,-0.11773854403501682,-0.02537714571816087,0.06183881682725351,0.0032156184750171827,0.2665801265614856,0.06025656512327496,0.4162378001730258,0.24314482514415692,0.5136249379525288,0.47348866999573624,-0.13932214620799088,1.4615605918081227,0.9456616483785811,-0.09121696089228437,0.3442672689903927,0.3954557240128317,-0.05379827566557094,1.1421213151968135,0.24764069057396362,-0.03219421138249978,0.48068706208748657,0.46401861979458403,-0.1216216745899299
phase1_r2a_reference,0.07132173101562667,0.07541549350405646,0.945717222042582,0.614659282756981,-0.1160345788576096,-0.025024731417981092,0.06802723205238285,0.0035374160667239088,0.27440306738452347,0.059310612449689944,0.40895284808596016,0.24117520766602168,0.5286347338003082,0.4699158541672875,-0.1413685562872692,1.468748189747995,0.9463847319078682,-0.08627439530269354,0.323528592510104,0.38205495653903593,-0.056449239289761866,1.1607105643344504,0.2517123118540234,-0.031297262286556715,0.47912759717759495,0.4624950522404386,-0.12163728042218047
phase1_plus_p2_reference,0.07148196304828791,0.07568266936086757,0.9444957960910445,0.6160499600759783,-0.1160327370842974,-0.025181047432342056,0.07075550524107149,0.003679286272535718,0.27440306738452347,0.06123579433051792,0.4089528480859602,0.2421042719257737,0.5269351938081094,0.4683977254924839,-0.1415676840780815,1.4679577623812863,0.9518301241069872,-0.08833668786734739,0.3020674168345528,0.3625630163282204,-0.05754026463434547,1.157951027676715,0.25111152645268114,-0.031345432179531896,0.47790801901858104,0.46130036685710823,-0.12167279121012997
phase5_fragility_guard,0.07134169431933568,0.0752346635453412,0.9482556438408293,0.6148313289168892,-0.1160345788576096,-0.024947928857399968,0.06738780265652743,0.003504165738139426,0.276060319177734,0.059120457132841545,0.4071589121100216,0.24023074048953272,0.527713709589674,0.4691559305360502,-0.14151674403915215,1.473903788135384,0.9471949539775486,-0.08626100182449725,0.338704239271853,0.38871610489471403,-0.05397174559702467,1.156953626079116,0.24971597429682288,-0.03129726228655694,0.47928296592096675,0.4626419404694146,-0.12163728042218092
