version,role,stage,market_state,sleeve,cap_binding_rate_proxy,avg_cap_delta_proxy,constraint_boundary_proxy,limitation
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,calm_trend,dual_momentum_topn,0.0,0.0,False,Proxy only; explicit pre/post cap diagnostics are not persisted.
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,calm_trend,cta_trend_long_only,0.0,0.0,False,Proxy only; explicit pre/post cap diagnostics are not persisted.
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,calm_trend,composite_selective_signals,0.0,0.0,False,Proxy only; explicit pre/post cap diagnostics are not persisted.
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,calm_trend,composite_regime_offense_component,0.0,0.0,False,Proxy only; explicit pre/post cap diagnostics are not persisted.
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,calm_trend,composite_regime_defense_component,0.0,0.0,False,Proxy only; explicit pre/post cap diagnostics are not persisted.
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,calm_trend,taa_10m_sma,0.0,0.0,False,Proxy only; explicit pre/post cap diagnostics are not persisted.
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,calm_trend,cash::BIL,0.02711864406779661,0.013559322033898305,True,Proxy only; explicit pre/post cap diagnostics are not persisted.
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,neutral_mixed,dual_momentum_topn,0.0,0.0,False,Proxy only; explicit pre/post cap diagnostics are not persisted.
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,neutral_mixed,cta_trend_long_only,0.0,0.0,False,Proxy only; explicit pre/post cap diagnostics are not persisted.
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,neutral_mixed,composite_selective_signals,0.0,0.0,False,Proxy only; explicit pre/post cap diagnostics are not persisted.
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,neutral_mixed,composite_regime_offense_component,0.0,0.0,False,Proxy only; explicit pre/post cap diagnostics are not persisted.
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,neutral_mixed,composite_regime_defense_component,0.0,0.0,False,Proxy only; explicit pre/post cap diagnostics are not persisted.
