version,role,market_state,n_obs,target_vol_binding_rate,regime_binding_rate,avg_target_vol_multiplier,avg_regime_multiplier,avg_predicted_ann_vol,binding_in_favorable_state
improved_phase2b_combo_abc,official_shadow,calm_trend,295,0.003389830508474576,0.01694915254237288,0.9994313007185145,0.9988588551789506,0.09079872209129977,False
improved_phase2b_combo_abc,official_shadow,neutral_mixed,493,0.002028397565922921,0.1845841784989858,0.9999510486220743,0.8951928419725177,0.08669457378823821,False
improved_phase2b_combo_abc,official_shadow,recovery_confirmed,44,0.0,0.2727272727272727,1.0,0.9238966069850999,0.08679273716258601,False
improved_phase2b_combo_abc,official_shadow,recovery_fragile,49,0.0,0.22448979591836735,1.0,0.9541251757719943,0.08724027749326738,False
improved_phase2b_combo_abc,official_shadow,stressed_panic,229,0.0,0.2183406113537118,0.9984641011136347,0.43200000000000005,0.09177049139407943,False
improved_phase2b_regime_confidence_boost,production,calm_trend,295,0.003389830508474576,0.0,0.9994313007185145,1.0,0.09079872209129977,False
improved_phase2b_regime_confidence_boost,production,neutral_mixed,493,0.002028397565922921,0.18864097363083165,0.9999510486220743,0.8972215259776708,0.08669435586660101,False
improved_phase2b_regime_confidence_boost,production,recovery_confirmed,44,0.0,0.2727272727272727,1.0,0.9238966069850999,0.08679273716258601,False
improved_phase2b_regime_confidence_boost,production,recovery_fragile,49,0.0,0.2653061224489796,1.0,0.969426430242468,0.08723635376645426,False
improved_phase2b_regime_confidence_boost,production,stressed_panic,229,0.0,0.2183406113537118,0.9984641011136347,0.43200000000000005,0.09177506062465486,False
improved_phaseggg_confirmed_only_robust_offense,production_candidate,calm_trend,295,0.02711864406779661,0.0,0.9985560369513693,1.0,0.09065067992854443,False
improved_phaseggg_confirmed_only_robust_offense,production_candidate,neutral_mixed,493,0.008113590263691683,0.18052738336713997,0.9935017723725443,0.8972215259776708,0.09079367844348314,False
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_confirmed,44,0.06818181818181818,0.20454545454545456,0.9603312361178977,0.9238966069850999,0.10449434311858695,True
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_fragile,49,0.02040816326530612,0.24489795918367346,0.9893058801877855,0.969426430242468,0.09240679047103066,False
improved_phaseggg_confirmed_only_robust_offense,production_candidate,stressed_panic,229,0.0,0.2183406113537118,0.9897144064530758,0.43200000000000005,0.09735945964844923,False
