metric,lower_2_5,median,upper_97_5
annual_return,0.03089159162401142,0.06627840720738742,0.09963895071620822
sharpe,0.3611790239167853,0.7839208230471381,1.2313685955742009
max_drawdown,-0.3531162512189206,-0.23500432356302148,-0.10044111245928103
annual_volatility_difference_vs_equal,-0.018227616248050745,-0.014492093543735284,-0.011151364748485625
