variant,base,floor,net_cagr,log_growth,ann_vol,sharpe,max_dd,cvar5,avg_oneway_turnover,beta_spy,residual_alpha_ann,cagr_2005-2009,cagr_2010-2019,cagr_2020-2025,delta_cagr,delta_logg,delta_beta,delta_resid_alpha,net_cagr_2x,ret_gfc_2008,ret_whipsaw_2011
P_floor_none,P,0.0,0.07391398045470443,0.07130990019258732,0.07442561287605601,0.9960357518892597,-0.11600149085223066,-0.024542933875693437,0.06703200465477048,0.23762760512529124,0.0460801196955437,0.0673412870500727,0.0632057248965634,0.09767270947168494,0.0,0.0,0.0,0.0,0.07371918851645254,-0.003939778540282046,0.005025855556765935
P_floor_20,P,0.2,0.07584772501056158,0.07310893221784918,0.07576766816527525,1.003501191666839,-0.11600149085223055,-0.02482824946476827,0.06833394427486025,0.2616454170263434,0.045147341329697735,0.06833614104982311,0.06473743760516504,0.10110629303803909,0.001933744555857153,0.001799032025261868,0.024017811901052177,-0.0009327783658459668,0.07564937937860483,-0.012868717563944032,0.012176167093818524
P_floor_30,P,0.3,0.07748746866237122,0.07463191291641628,0.07808016357249388,0.9955997540822835,-0.1284680790267514,-0.025343410615103666,0.07044225473886961,0.28681032414968627,0.04388042789694962,0.06818856140822382,0.06714443468972098,0.10295478288187065,0.003573488207666786,0.003322012723828968,0.04918271902439503,-0.0021996917985940834,0.07728341703165076,-0.028505406561725843,0.024814714354949086
P_floor_40,P,0.4,0.07847924267164053,0.0755519401821553,0.08199717383153883,0.9631367994377259,-0.15653707181741516,-0.026504086145580703,0.0728289894247578,0.31611281470506547,0.04165935619300407,0.06782908509879548,0.0695699375794332,0.10263284945874895,0.004565262216936095,0.004242039989567986,0.07848520957977423,-0.004420763502539629,0.07826893681914182,-0.04478334299734099,0.03739082985379594
O_floor_20_none,O,0.2,0.10939126336357785,0.10381145350755364,0.12876022308869411,0.8716347813500708,-0.26000262579268996,-0.041767315502354505,0.04757548032936871,0.5765277979776843,0.04417639056440286,0.04887287784729355,0.11283863615223622,0.1564634702361587,0.0,0.0,0.0,0.0,0.10923701707844757,-0.2073698036598507,-0.14071404944777666
O_floor_35,O,0.35,0.11267478884702853,0.1067668362875766,0.13300797404015496,0.8702610753556501,-0.30391285273890223,-0.042753837467126174,0.04510521500457456,0.6438244741726146,0.03975221273849531,0.04544233626754468,0.11866817239428773,0.16150666447075746,0.0032835254834506777,0.0029553827800229693,0.0672966761949303,-0.004424177825907552,0.11252811712946675,-0.2303313503001071,-0.11838332181477529
O_floor_50,O,0.5,0.11561614503285655,0.10940684872891619,0.1393892252746359,0.855671849130554,-0.34713784850471685,-0.0446231329864969,0.042634949679780425,0.711121150367545,0.03532803491258768,0.041333226371182974,0.12445346209064545,0.1660554951408384,0.0062248816692787035,0.005595395221362556,0.1345933523898607,-0.00884835565181518,0.11547715250251134,-0.2550653164310883,-0.09593028904474177
