arm,alpha,net_cagr,log_growth,ann_vol,sharpe,max_dd,cvar5,avg_oneway_turnover,beta_spy,residual_alpha_ann,ann_cost_drag,gross_log_growth,cagr_2005-2009,cagr_2010-2019,cagr_2020-2025,net_cagr_2x,log_growth_2x
A_baseP,0.08,0.07391398045470443,0.07130990019258732,0.07442561287605601,0.9960357518892597,-0.11600149085223066,-0.024542933875693437,0.06703200465477048,0.23762760512529124,0.0460801196955437,0.00018168668536457815,0.07149129948329375,0.0673412870500727,0.0632057248965634,0.09767270947168494,0.07371918851645254,0.07112849869292677
A_baseP,0.16,0.07397796071478902,0.07136947512638853,0.0734444123873089,1.009158625361643,-0.11600208977799109,-0.02411489833333628,0.07311466605235269,0.23445698323312267,0.046440882730927245,0.0001933395552533719,0.07156248575475908,0.06672988380929978,0.06310032932447363,0.09860859772877162,0.07377068911257223,0.07117646222157144
A_baseP,0.24,0.07383455660026006,0.07123594008682067,0.07253445129357923,1.019053635465339,-0.11600281702067983,-0.023708455113091772,0.07927228247624088,0.23117320045397152,0.046627946778284544,0.00020567936172730925,0.0714412530558512,0.06601188839721828,0.06270305934634002,0.09939789070184402,0.07361410451040595,0.07103062473319113
A_baseP,0.32,0.07376403395065578,0.07117026426645108,0.0716936351607443,1.0292360605629909,-0.11600373391249275,-0.023289749564578098,0.0855097891494716,0.22767752606908603,0.04691376759471257,0.00021855713908340872,0.07138841606129755,0.06527407569718813,0.06248737755576883,0.10015264305426053,0.07352981322717622,0.07095210993725544
A_baseP,0.4,0.07371046347511134,0.07112037266064164,0.07095324529789006,1.0385220642503366,-0.11600465080430589,-0.02297572879701278,0.09172498745465309,0.22407033749296032,0.04723640978216274,0.0002313779943255251,0.07135130791934564,0.06451558798599533,0.06234543974722717,0.10085931701724116,0.07346253158721172,0.0708894346881805
A_baseP,0.48,0.07357382638675314,0.07099310764111183,0.0702811151359183,1.0459613009346975,-0.11600556769611903,-0.022717334620859078,0.0978107514626274,0.22025106490087168,0.04751206685530347,0.00024403990810142006,0.07123666981227501,0.06372779479393298,0.062052382068081835,0.10155559862589958,0.07331237311765704,0.07074954254627917
A_baseP,0.64,0.07323105341472913,0.07067377449801909,0.06914563713944423,1.0573643272329643,-0.11600740147974509,-0.022303483384060387,0.10955888796737213,0.21217907695120208,0.048065717990310924,0.00026866061918230975,0.07094189317262233,0.061989263579449894,0.06149509085148419,0.10279171495016715,0.07294333502029038,0.07040565239413744
A_baseP,0.8,0.07278950942093054,0.07026227424711236,0.06833653245332147,1.0630386515432944,-0.11600923526337104,-0.022136169734948193,0.12116533093293651,0.20364146548839046,0.04860577480586909,0.0002932694350144613,0.070554951881063,0.06006669708799817,0.060989171317965996,0.10374570563581198,0.0724755695178585,0.06996959255626192
B_baseO,0.0,0.10939126336357785,0.10381145350755364,0.12876022308869411,0.8716347813500708,-0.26000262579268996,-0.041767315502354505,0.04757548032936871,0.5765277979776843,0.04417639056440286,0.00013890749542961608,0.10395049460401735,0.04887287784729355,0.11283863615223622,0.1564634702361587,0.10923701707844757,0.10367240697439768
B_baseO,0.08,0.10800206227336218,0.10255844958090703,0.125510449436383,0.8808552182054205,-0.257470338970023,-0.04068856429178245,0.054688741200060384,0.5638495260703392,0.04399762664255083,0.0001596762873586661,0.10271813590539024,0.047786372407843336,0.11116091498790692,0.15530108810662324,0.10782513781156355,0.10239875801094359
B_baseO,0.16,0.10657535583646105,0.10126998106983756,0.12243763667051544,0.8892612640623074,-0.2549460382974498,-0.03968895251783207,0.06253227463521226,0.5511715430888967,0.04381669641703762,0.00018257727705446174,0.10145245438782109,0.046658809387483124,0.1094578646088562,0.15408360210099725,0.10637344796475823,0.10108750249471983
B_baseO,0.24,0.10511069451035837,0.09994550597990669,0.11955530733117609,0.8966456950180381,-0.25242976104812276,-0.038705231634165185,0.07133793460053965,0.5384934889489953,0.04363296544288991,0.00020828741519537703,0.10015356922290537,0.0454924566334054,0.10772801430112389,0.15280981543450212,0.10488077946866925,0.099737437265411
B_baseO,0.32,0.10356980402877825,0.09855020164992996,0.11683432481648477,0.9027790014511238,-0.25134999157622484,-0.03776190789277591,0.0799843147159358,0.5256453197572797,0.04342643486329006,0.0002335324993867961,0.09878339847077575,0.044726507582320885,0.10588912646698989,0.15107952167961636,0.10331247860808146,0.09831699897855273
B_baseO,0.4,0.10189477349522758,0.09703121932512758,0.11429267373676104,0.906945866789994,-0.25292116516785745,-0.036996392097504854,0.08867492063788456,0.5126926180072134,0.04313711319688862,0.0002589067109349764,0.09728969076064793,0.04378737513097364,0.10393051104703432,0.14922667522214494,0.10160999494565615,0.09677274150811936
B_baseO,0.48,0.10007102556362457,0.09537474641406057,0.1119409031164662,0.9087809431476774,-0.25449187901253634,-0.03635215258405907,0.09738926371725254,0.49963640046214913,0.042750809426391756,0.00028435022854297773,0.09565856593089436,0.0428144232432941,0.10183044461650459,0.14710794460522414,0.09975884046486772,0.0950909198275834
B_baseO,0.64,0.09753291910130879,0.09306486014269792,0.11018777478648843,0.9004743846918614,-0.25763618196686344,-0.036051896510148604,0.09902138959151514,0.49050345977154186,0.04132040510656802,0.00028911559330335696,0.09335343305232534,0.0403590907792033,0.10101505040831982,0.14150497844482324,0.09721623819819025,0.09277627964203956
B_baseO,0.8,0.09609379993858957,0.09175276874930643,0.10935886635560244,0.8944553343452099,-0.2596353517680382,-0.03593948952418307,0.09867437853265867,0.48658379767441096,0.04037844935409206,0.0002881024151548985,0.09204033071141617,0.038342563208493496,0.10019349483851547,0.13952614924805573,0.09577864173543471,0.09146519890780032
