regime,start,end,weeks,engine_total,engine_cagr,engine_sharpe,engine_drawdown,spy_total,spy_cagr,spy_drawdown,excess_total,average_sector_weight
dotcom_crash,2000-03-01,2002-10-31,139,-0.41023996034064814,-0.17925266593191813,-1.1742244862774822,-0.4955866646523226,-0.30007850857631146,-0.1249500537177406,-0.4570142268589631,-0.11016145176433667,0.7301670541003665
recovery_2003_2007,2002-11-01,2007-09-30,257,0.25357084297078725,0.04678843965942492,0.42029548683390827,-0.15804914929818248,0.8487397117915325,0.1323956967125084,-0.1090716437531567,-0.5951688688207453,0.9441419492641743
global_financial_crisis,2007-10-01,2009-03-31,78,-0.20023592203368712,-0.138395558520214,-1.145644725478194,-0.22874945790093149,-0.44541057974257825,-0.3249835028730905,-0.5461304445876864,0.24517465770889113,0.514560372578559
post_gfc_bull,2009-04-01,2020-01-31,566,0.41669451474037644,0.032519275326253094,0.3191339824817551,-0.22161834730872876,3.8914861835861574,0.15701996698675358,-0.17084325156200364,-3.474791668845781,0.9381445260882123
covid_crash,2020-02-01,2020-04-30,12,-0.1208195998620516,-0.4276373007214477,-1.6744168408326534,-0.16242943730829462,-0.11530165786561342,-0.41190711537233127,-0.31828962533650984,-0.00551794199643818,0.5776699105006134
covid_recovery,2020-05-01,2021-12-31,88,0.27984462914343333,0.15696492615107793,1.0904667470130172,-0.09690713302584186,0.7224900333900395,0.37894565700081584,-0.06484380841310311,-0.44264540424660614,0.77733799041139
bear_2022,2022-01-01,2022-12-31,52,-0.09051245428900856,-0.09051245428900856,-0.3957235277082904,-0.20190204376882948,-0.181753600539743,-0.181753600539743,-0.224794567037771,0.09124114625073443,0.703019776745275
strategy_window_2023_2026,2023-01-01,2026-08-11,188,0.34254296337205115,0.08488672160774358,0.6898652531626573,-0.14282653792417555,1.1146188889894058,0.23014928039324256,-0.16877150389255402,-0.7720759256173546,0.9080360832392061
