execution_delay_sessions,weeks,max_weekly_return_difference,mean_weekly_return_difference,daily_total_return,weekly_total_return
0,188,0.018115151560516206,-0.0001541112254248353,2.3407915041135965,2.4574658988683233
1,188,0.019166609826919832,-0.0007049144572151839,2.0292552367735506,2.4574658988683233
2,188,0.020023456831208448,-0.0006364671026928305,2.0673704153073795,2.4574658988683233
