decision_date,realization_date,gross_return,net_return,turnover,cost,invested_weight
2005-01-07,2005-01-14,0.0,0.0,0.0,0.0,0.0
2005-01-14,2005-01-21,-0.00573750385323506,-0.010737503853235061,1.0,0.005,1.0
2005-01-21,2005-01-28,-0.002652264987621086,-0.002652264987621086,0.0,0.0,1.0
2005-01-28,2005-02-04,0.0119505100677356,0.010916128497958425,0.20687631395543482,0.0010343815697771742,1.0
2005-02-04,2005-02-11,0.0059229916653737655,0.0059229916653737655,0.0,0.0,1.0
2005-02-11,2005-02-18,0.0006584263140481457,0.0006584263140481457,0.0,0.0,1.0
2005-02-18,2005-02-25,0.0026760889168480516,0.0016396422091913586,0.2072893415313386,0.001036446707656693,1.0
2005-02-25,2005-03-04,0.0060612941086303,0.005039912393327198,0.20427634306062048,0.0010213817153031024,1.0
2005-03-04,2005-03-11,-0.014093841268911774,-0.014093841268911774,0.0,0.0,1.0
2005-03-11,2005-03-18,-0.006030841130930239,-0.006030841130930239,0.0,0.0,1.0
2005-03-18,2005-03-25,-0.011285049697222728,-0.012321039774177084,0.20719801539087124,0.0010359900769543562,1.0
2005-03-25,2005-04-01,0.003798845154818434,0.003798845154818434,0.0,0.0,1.0
2005-04-01,2005-04-08,0.003749648554560925,0.0027311402137137697,0.20370166816943097,0.001018508340847155,1.0
2005-04-08,2005-04-15,-0.026054299671766805,-0.0270572525951651,0.20059058467965923,0.001002952923398296,1.0
2005-04-15,2005-04-22,0.012072123804694891,0.011038883207766992,0.2066481193855797,0.0010332405969278985,1.0
2005-04-22,2005-04-29,-0.0017599273629939297,-0.002767942272970639,0.2016029819953418,0.001008014909976709,1.0
2005-04-29,2005-05-06,0.019091880298077023,0.018074086986914324,0.20355866223253982,0.0010177933111626992,1.0
2005-05-06,2005-05-13,-0.01882691873665751,-0.01882691873665751,0.0,0.0,1.0
2005-05-13,2005-05-20,0.027839555243187354,0.026822086910705253,0.2034936664964206,0.001017468332482103,1.0
2005-05-20,2005-05-27,0.0059429148646765306,0.0059429148646765306,0.0,0.0,1.0
2005-05-27,2005-06-03,0.0068178148321117685,0.005774549076271038,0.20865315116814626,0.0010432657558407312,1.0
2005-06-03,2005-06-10,0.009836784110765462,0.009836784110765462,0.0,0.0,1.0
2005-06-10,2005-06-17,0.024382007567119147,0.023374371974226708,0.20152711857848804,0.0010076355928924402,1.0
2005-06-17,2005-06-24,-0.006693421935345612,-0.007708662629519764,0.20304813883483047,0.0010152406941741523,1.0
2005-06-24,2005-07-01,-0.006983120112157382,-0.008010036489968664,0.2053832755622565,0.0010269163778112824,1.0
2005-07-01,2005-07-08,0.011795004362360095,0.010792180613960001,0.2005647496800188,0.001002823748400094,1.0
2005-07-08,2005-07-15,0.0052836796833767965,0.003263219119967121,0.40409211268193507,0.0020204605634096756,1.0
2005-07-15,2005-07-22,0.006043501546048153,0.006043501546048153,0.0,0.0,1.0
2005-07-22,2005-07-29,0.0055845790852130815,0.00456946132216798,0.2030235526090202,0.001015117763045101,1.0
2005-07-29,2005-08-05,-0.001547431778891974,-0.001547431778891974,0.0,0.0,1.0
2005-08-05,2005-08-12,0.005790300411829441,0.004763818954141335,0.20529629153762116,0.0010264814576881058,1.0
2005-08-12,2005-08-19,-0.013419483075157525,-0.014460290071796982,0.2081613993278915,0.0010408069966394574,1.0
2005-08-19,2005-08-26,-0.0008831647086882995,-0.0019044706952061937,0.20426119730357883,0.0010213059865178942,1.0
2005-08-26,2005-09-02,0.02201415064693304,0.02100743770757984,0.20134258787064063,0.0010067129393532032,1.0
2005-09-02,2005-09-09,0.02032150693417517,0.02032150693417517,0.0,0.0,1.0
2005-09-09,2005-09-16,-0.0008573761783020606,-0.0018694800168591755,0.20242076771142298,0.001012103838557115,1.0
2005-09-16,2005-09-23,-0.014024235255687635,-0.014024235255687635,0.0,0.0,1.0
2005-09-23,2005-09-30,0.02782552639334631,0.02782552639334631,0.0,0.0,1.0
2005-09-30,2005-10-07,-0.03157680554717272,-0.032623700643535244,0.20937901927250488,0.0010468950963625242,1.0
2005-10-07,2005-10-14,-0.007285247491953206,-0.008307299759686124,0.20441045354658355,0.0010220522677329177,1.0
2005-10-14,2005-10-21,-0.008798775248962575,-0.009818735203318978,0.20399199087128056,0.001019959954356403,1.0
2005-10-21,2005-10-28,0.01055639427959749,0.01055639427959749,0.0,0.0,1.0
2005-10-28,2005-11-04,0.0008976383380729629,0.0008976383380729629,0.0,0.0,1.0
2005-11-04,2005-11-11,0.02188157085361193,0.020851519909342503,0.20601018885388578,0.0010300509442694287,1.0
2005-11-11,2005-11-18,0.015086206712319949,0.014060747276508022,0.20509188716238544,0.0010254594358119272,1.0
2005-11-18,2005-11-25,0.009461356580550057,0.009461356580550057,0.0,0.0,1.0
2005-11-25,2005-12-02,0.009633299869507892,0.009633299869507892,0.0,0.0,1.0
2005-12-02,2005-12-09,0.012614826846215111,0.011604806133428888,0.20200414255724441,0.0010100207127862221,1.0
2005-12-09,2005-12-16,0.0017436531747490945,0.0007346236339458834,0.2018059081606422,0.001009029540803211,1.0
2005-12-16,2005-12-23,0.011327164529703415,0.010281416650573574,0.2091495758259682,0.001045747879129841,1.0
2005-12-23,2005-12-30,0.0009328940149577335,0.0009328940149577335,0.0,0.0,1.0
2005-12-30,2006-01-06,0.038118423521980076,0.037095990304141194,0.20448664356777707,0.0010224332178388855,1.0
2006-01-06,2006-01-13,0.0069563804783448775,0.0069563804783448775,0.0,0.0,1.0
2006-01-13,2006-01-20,-0.026330784558954594,-0.02737726253383251,0.20929559497558306,0.0010464779748779152,1.0
2006-01-20,2006-01-27,0.04119545244741461,0.040141907664766,0.21070895652972355,0.0010535447826486176,1.0
2006-01-27,2006-02-03,-0.013716151451502963,-0.013716151451502963,0.0,0.0,1.0
2006-02-03,2006-02-10,-0.012645491433127966,-0.013648766825804853,0.2006550785353775,0.0010032753926768874,1.0
2006-02-10,2006-02-17,0.004171703187437091,0.004171703187437091,0.0,0.0,1.0
2006-02-17,2006-02-24,0.013336065369034112,0.012282932751733705,0.21062652346008154,0.0010531326173004076,1.0
2006-02-24,2006-03-03,-0.0013202853463627929,-0.0023457075859967935,0.20508444792680014,0.0010254222396340006,1.0
2006-03-03,2006-03-10,-0.02377149169893914,-0.02377149169893914,0.0,0.0,1.0
2006-03-10,2006-03-17,0.022180261054022727,0.022180261054022727,0.0,0.0,1.0
2006-03-17,2006-03-24,0.0008038227989042527,-0.00021946317064297895,0.2046571939094463,0.0010232859695472316,1.0
2006-03-24,2006-03-31,0.014133260018114116,0.014133260018114116,0.0,0.0,1.0
2006-03-31,2006-04-07,0.005991069621598278,0.004974342594459046,0.2033454054278464,0.001016727027139232,1.0
2006-04-07,2006-04-14,-0.006614272972607931,-0.006614272972607931,0.0,0.0,1.0
2006-04-14,2006-04-21,0.028453603585958654,0.027392830265997915,0.2121546639921476,0.0010607733199607381,1.0
2006-04-21,2006-04-28,-0.0007737115340733739,-0.0017812331105411248,0.20150431529355017,0.0010075215764677509,1.0
2006-04-28,2006-05-05,0.027936643309044214,0.027936643309044214,0.0,0.0,1.0
2006-05-05,2006-05-12,-0.021822995199902696,-0.022838754677419124,0.20315189550328566,0.0010157594775164283,1.0
2006-05-12,2006-05-19,-0.04550547786332279,-0.04550547786332279,0.0,0.0,1.0
2006-05-19,2006-05-26,-0.0016684025377048826,-0.0026750021912151714,0.20131993070205773,0.0010065996535102886,1.0
2006-05-26,2006-06-02,-0.0012193561052478378,-0.0022371806804337047,0.2035649150371734,0.0010178245751858669,1.0
2006-06-02,2006-06-09,-0.04629124665626865,-0.047317619627646176,0.20527459427550532,0.0010263729713775266,1.0
2006-06-09,2006-06-16,-0.009451694443848902,-0.010457679934953605,0.2011970982209405,0.0010059854911047025,1.0
2006-06-16,2006-06-23,-0.002062229775577773,-0.0030627048458766433,0.20009501405977403,0.00100047507029887,1.0
2006-06-23,2006-06-30,0.03772516015884912,0.03772516015884912,0.0,0.0,1.0
2006-06-30,2006-07-07,-0.0017385721094218323,-0.002773214486773281,0.2069284754702897,0.0010346423773514484,1.0
2006-07-07,2006-07-14,-0.025618600109870427,-0.026646183210706165,0.20551662016714764,0.0010275831008357383,1.0
2006-07-14,2006-07-21,-0.01781982864844725,-0.01781982864844725,0.0,0.0,1.0
2006-07-21,2006-07-28,0.04424295335729593,0.04322216692908174,0.20415728564283775,0.0010207864282141888,1.0
2006-07-28,2006-08-04,0.0032473420253208204,0.0022151306816284968,0.20644226873846477,0.0010322113436923238,1.0
2006-08-04,2006-08-11,-0.01668399273547183,-0.01668399273547183,0.0,0.0,1.0
2006-08-11,2006-08-18,0.02659198946667429,0.02659198946667429,0.0,0.0,1.0
2006-08-18,2006-08-25,-0.008838715171071487,-0.00989226572899686,0.21071011158507458,0.0010535505579253729,1.0
2006-08-25,2006-09-01,0.016255208695643567,0.015217019997356435,0.2076377396574265,0.0010381886982871325,1.0
2006-09-01,2006-09-08,-0.013011173772726427,-0.014034206223351267,0.2046064901249679,0.0010230324506248396,1.0
2006-09-08,2006-09-15,0.0032087366175653767,0.002193010167687662,0.20314528997554293,0.0010157264498777147,1.0
2006-09-15,2006-09-22,-0.005265471527231314,-0.006321929150670589,0.21129152468785506,0.0010564576234392753,1.0
2006-09-22,2006-09-29,0.016848674596430295,0.01582411607674339,0.204911703937381,0.0010245585196869051,1.0
2006-09-29,2006-10-06,0.017049099178363395,0.017049099178363395,0.0,0.0,1.0
2006-10-06,2006-10-13,0.020247066958232068,0.020247066958232068,0.0,0.0,1.0
2006-10-13,2006-10-20,-0.0014120339310048375,-0.0014120339310048375,0.0,0.0,1.0
2006-10-20,2006-10-27,0.006883388827102356,0.005874706324111944,0.2017365005980823,0.0010086825029904114,1.0
2006-10-27,2006-11-03,0.007811068527176169,0.00680651600875933,0.20091050368336774,0.0010045525184168387,1.0
2006-11-03,2006-11-10,0.008667028678046907,0.008667028678046907,0.0,0.0,1.0
2006-11-10,2006-11-17,0.0023780360334092476,0.0023780360334092476,0.0,0.0,1.0
2006-11-17,2006-11-24,0.010096917415793306,0.010096917415793306,0.0,0.0,1.0
2006-11-24,2006-12-01,0.003106729928365071,0.0021012629899052424,0.20109338769196566,0.0010054669384598283,1.0
2006-12-01,2006-12-08,-0.004356799413509238,-0.005375010114517582,0.20364214020166901,0.001018210701008345,1.0
2006-12-08,2006-12-15,-0.0024743474526638387,-0.0035026743030807054,0.20566537008337332,0.0010283268504168665,1.0
2006-12-15,2006-12-22,-0.004709514367168508,-0.004709514367168508,0.0,0.0,1.0
