candidate,sleeve,ensemble,breadth,market_cap_floor,sector_cap,cohorts,allocation,cost_bps,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,full_sharpe,full_drawdown
all_valuation__top10__floor50m__sector80__cohort4__w0.30__50bps,all_valuation__top10__floor50m__sector80,all_valuation,10,50000000,0.8,4,0.3,50,0.8567763122885501,2.8494939321071233,-0.07183801656910849,0.34242876155151425,1.560368089933904,-0.21143600027648868
all_valuation__top10__floor50m__sector80__cohort4__w0.40__50bps,all_valuation__top10__floor50m__sector80,all_valuation,10,50000000,0.8,4,0.4,50,0.7928183525242614,2.8403382967930426,-0.06959455408880322,0.31970946259250055,1.5062471501293808,-0.21295749593849533
all_valuation__top10__floor50m__sector80__cohort4__w0.10__100bps,all_valuation__top10__floor50m__sector80,all_valuation,10,50000000,0.8,4,0.1,100,0.9843155916617314,2.759083262987497,-0.08230538207014626,0.3858200826046896,1.6125741533840654,-0.20966665494769055
all_valuation__top10__floor50m__sector80__cohort4__w0.20__100bps,all_valuation__top10__floor50m__sector80,all_valuation,10,50000000,0.8,4,0.2,100,0.9179785696227034,2.8123256258277607,-0.07457268974180553,0.36210258048656274,1.5870278771331454,-0.20991987789593392
all_valuation__top10__floor50m__sector80__cohort4__w0.30__100bps,all_valuation__top10__floor50m__sector80,all_valuation,10,50000000,0.8,4,0.3,100,0.8521015972289727,2.8396978187973874,-0.07206188416196735,0.33821714724313146,1.545323163126984,-0.21143600027648868
all_valuation__top10__floor50m__sector80__cohort4__w0.40__100bps,all_valuation__top10__floor50m__sector80,all_valuation,10,50000000,0.8,4,0.4,100,0.7867845630493513,2.8261200373895417,-0.06989350453544418,0.31418554989089875,1.4855553765571483,-0.21295749593849567
all_valuation__top10__floor50m__sector80__cohort4__w0.10__200bps,all_valuation__top10__floor50m__sector80,all_valuation,10,50000000,0.8,4,0.1,200,0.9810030075413827,2.7535993814757993,-0.08230538207014648,0.38292594662572643,1.603338889573469,-0.21002154596984035
all_valuation__top10__floor50m__sector80__cohort4__w0.20__200bps,all_valuation__top10__floor50m__sector80,all_valuation,10,50000000,0.8,4,0.2,200,0.9115606154925329,2.800328968515141,-0.07487060857607453,0.35641159536413536,1.5676573691175164,-0.2099198778959338
all_valuation__top10__floor50m__sector80__cohort4__w0.30__200bps,all_valuation__top10__floor50m__sector80,all_valuation,10,50000000,0.8,4,0.3,200,0.8427844416238497,2.820002343314037,-0.07250961934768507,0.329827633676705,1.5150457556995498,-0.2114360002764888
all_valuation__top10__floor50m__sector80__cohort4__w0.40__200bps,all_valuation__top10__floor50m__sector80,all_valuation,10,50000000,0.8,4,0.4,200,0.7747726626044644,2.797486615620788,-0.07049140542872567,0.30319668905007346,1.443844175318423,-0.21295749593849556
all_valuation__top15__floor100m__sector60__cohort1__w0.10__50bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,1,0.1,50,1.0187257261025695,2.8460292163930294,-0.0802171260662562,0.39410905007493224,1.640508125115548,-0.21436141817006749
all_valuation__top15__floor100m__sector60__cohort1__w0.20__50bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,1,0.2,50,0.984874928425056,3.0007897893625413,-0.07254761875446791,0.3783759411487273,1.6432941683627715,-0.21496261218179447
all_valuation__top15__floor100m__sector60__cohort1__w0.30__50bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,1,0.3,50,0.9495490975306602,3.142096320607196,-0.06907240939375736,0.3621680314456226,1.6294473510033252,-0.2189785503022309
all_valuation__top15__floor100m__sector60__cohort1__w0.40__50bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,1,0.4,50,0.9128441413691619,3.2482527573712874,-0.06560197513102028,0.34550535652237535,1.5962388605898667,-0.22298552505724822
all_valuation__top15__floor100m__sector60__cohort1__w0.10__100bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,1,0.1,100,1.0172485687319162,2.8432855869603495,-0.08021712606625608,0.3925517045414164,1.6357300007075306,-0.214519991336655
all_valuation__top15__floor100m__sector60__cohort1__w0.20__100bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,1,0.2,100,0.9819571043004023,2.994509482049925,-0.07254761875446802,0.37529429096977385,1.6333061401357687,-0.2151216621232086
all_valuation__top15__floor100m__sector60__cohort1__w0.30__100bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,1,0.3,100,0.9452308334502542,3.131258823759873,-0.06907240939375736,0.35759671771926427,1.6138918115207597,-0.21897855030223123
all_valuation__top15__floor100m__sector60__cohort1__w0.40__100bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,1,0.4,100,0.9071691845087755,3.2316989403963032,-0.06560197513102028,0.33948053750744744,1.574889293042181,-0.2229855250572481
all_valuation__top15__floor100m__sector60__cohort1__w0.10__200bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,1,0.1,200,1.014296384409454,2.8377745168259856,-0.08021712606625642,0.38944022104258313,1.6261160393334126,-0.21483713766983004
all_valuation__top15__floor100m__sector60__cohort1__w0.20__200bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,1,0.2,200,0.9761299132346366,2.9818347616070158,-0.07254761875446802,0.36914370714443545,1.6130832079259483,-0.21575351334852388
all_valuation__top15__floor100m__sector60__cohort1__w0.30__200bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,1,0.3,200,0.9366131711552497,3.1092859412635634,-0.06907240939375725,0.348482436034268,1.5822037718059814,-0.21897855030223123
all_valuation__top15__floor100m__sector60__cohort1__w0.40__200bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,1,0.4,200,0.8958524900387934,3.1980101662173044,-0.06560197513102028,0.32748080017938386,1.5311618030687724,-0.22298552505724822
all_valuation__top15__floor100m__sector60__cohort2__w0.10__50bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,2,0.1,50,1.0205391181225139,2.8488309990225718,-0.0802144199899234,0.3940328438996814,1.640700849123769,-0.21488072994790153
all_valuation__top15__floor100m__sector60__cohort2__w0.20__50bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,2,0.2,50,0.9884500981631341,3.0068618839536954,-0.07255869392965053,0.37822647593505243,1.643779215299684,-0.21583961872979784
all_valuation__top15__floor100m__sector60__cohort2__w0.30__50bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,2,0.3,50,0.9548306645338811,3.151990636997376,-0.06908880662626571,0.3619483966048833,1.630300128744046,-0.21864026407520298
all_valuation__top15__floor100m__sector60__cohort2__w0.40__50bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,2,0.4,50,0.9197732196789723,3.262590982731379,-0.06562354926349678,0.3452187723682738,1.5974832058453217,-0.22253609495431648
all_valuation__top15__floor100m__sector60__cohort2__w0.10__100bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,2,0.1,100,1.0190413120080941,2.8465982578376754,-0.0802144199899234,0.3924695853168285,1.635810441730968,-0.2150370270305456
all_valuation__top15__floor100m__sector60__cohort2__w0.20__100bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,2,0.2,100,0.9854916986820601,3.0019447925710514,-0.07255869392965053,0.375132872712578,1.6335280152014078,-0.21615133462487923
all_valuation__top15__floor100m__sector60__cohort2__w0.30__100bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,2,0.3,100,0.9504526763779879,3.143805442841461,-0.06908880662626549,0.3573589809126103,1.6142959383942284,-0.2186402640752031
all_valuation__top15__floor100m__sector60__cohort2__w0.40__100bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,2,0.4,100,0.9140202177310424,3.2504227827912118,-0.0656235492634969,0.33916961149411406,1.5754775653757422,-0.22253609495431637
all_valuation__top15__floor100m__sector60__cohort2__w0.10__200bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,2,0.1,200,1.0160484603248845,2.84211839014584,-0.08021441998992318,0.38934718236546195,1.6259963410102884,-0.21534957452907866
all_valuation__top15__floor100m__sector60__cohort2__w0.20__200bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,2,0.2,200,0.9795858428039184,2.992040635132603,-0.07255869392965042,0.36896195988678016,1.6128847221899,-0.21677458054485732
all_valuation__top15__floor100m__sector60__cohort2__w0.30__200bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,2,0.3,200,0.9417210764878254,3.127247274484616,-0.06908880662626549,0.34821643007732694,1.5819623105581286,-0.21864026407520287
all_valuation__top15__floor100m__sector60__cohort2__w0.40__200bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,2,0.4,200,0.902557074362667,3.225703557923683,-0.06562354926349678,0.3271350908208215,1.5308949968677374,-0.2225360949543167
all_valuation__top15__floor100m__sector60__cohort4__w0.10__50bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,4,0.1,50,1.016730167097191,2.847240248408413,-0.08010093563138265,0.3926870693135385,1.6375478952954168,-0.2142932110264908
all_valuation__top15__floor100m__sector60__cohort4__w0.20__50bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,4,0.2,50,0.9809440926950193,3.00493781876365,-0.07242135352969137,0.37556289252136876,1.637233020572144,-0.21466553142097078
all_valuation__top15__floor100m__sector60__cohort4__w0.30__50bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,4,0.3,50,0.943748258677668,3.1512800398987504,-0.06888072419942637,0.3579963326557618,1.6200966750482717,-0.21814126328427308
all_valuation__top15__floor100m__sector60__cohort4__w0.40__50bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,4,0.4,50,0.9052431875159979,3.2643007213916797,-0.06534333625455702,0.3400088490375528,1.5833423532266087,-0.22187333396347675
all_valuation__top15__floor100m__sector60__cohort4__w0.10__100bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,4,0.1,100,1.0152185132841418,2.8447544608119975,-0.08010093563138243,0.3911204662823229,1.6325328094725398,-0.21444865907315502
all_valuation__top15__floor100m__sector60__cohort4__w0.20__100bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,4,0.2,100,0.9779685152978361,2.99950753936524,-0.07242135352969137,0.3724667416191958,1.6267333278551828,-0.21497593171673712
all_valuation__top15__floor100m__sector60__cohort4__w0.30__100bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,4,0.3,100,0.939359888791637,3.1423667206187615,-0.06888072419942659,0.3534091774151953,1.6037334500477245,-0.21814126328427286
all_valuation__top15__floor100m__sector60__cohort4__w0.40__100bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,4,0.4,100,0.8994962857720115,3.2513152194548134,-0.0653433362545569,0.3339706304541348,1.5608939624510862,-0.22187333396347697
all_valuation__top15__floor100m__sector60__cohort4__w0.10__200bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,4,0.1,200,1.0121983126505256,2.839775489415587,-0.08010093563138243,0.38799183784095126,1.62248264721805,-0.2147594859711104
all_valuation__top15__floor100m__sector60__cohort4__w0.20__200bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,4,0.2,200,0.97202961509367,2.988611195477411,-0.07242135352969137,0.3662925322501527,1.605649721214106,-0.2155964562721464
all_valuation__top15__floor100m__sector60__cohort4__w0.30__200bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,4,0.3,200,0.9306103096077236,3.124444462081646,-0.06888072419942648,0.3442750717727041,1.570813647515365,-0.21814126328427286
all_valuation__top15__floor100m__sector60__cohort4__w0.40__200bps,all_valuation__top15__floor100m__sector60,all_valuation,15,100000000,0.6,4,0.4,200,0.8880499975439156,3.225149734314043,-0.0653433362545569,0.32196475284611314,1.5156598348529,-0.22187333396347675
all_valuation__top15__floor100m__sector70__cohort1__w0.10__50bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,1,0.1,50,1.0115384891922856,2.8171703858521044,-0.08105529691533753,0.3958431003154259,1.6402972448347777,-0.21331362320130154
all_valuation__top15__floor100m__sector70__cohort1__w0.20__50bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,1,0.2,50,0.9709017848075403,2.9372743018924146,-0.07364632312562847,0.3818344839480532,1.6430540668458018,-0.2170636604535363
all_valuation__top15__floor100m__sector70__cohort1__w0.30__50bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,1,0.3,50,0.9291976919619815,3.0393547074204648,-0.07071520540194876,0.367339097148218,1.629832407827542,-0.22211670108593973
all_valuation__top15__floor100m__sector70__cohort1__w0.40__50bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,1,0.4,50,0.8865265846120096,3.1053913776623303,-0.06778529831910773,0.3523746063533644,1.5984370837058646,-0.22715184988247938
all_valuation__top15__floor100m__sector70__cohort1__w0.10__100bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,1,0.1,100,1.0100684625887206,2.814521099127287,-0.0810552969153373,0.3943215333144572,1.635672587295415,-0.2134969789735005
all_valuation__top15__floor100m__sector70__cohort1__w0.20__100bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,1,0.2,100,0.9680084176791381,2.9312782314579615,-0.07364632312562835,0.37882051741231293,1.6334449325902924,-0.2170636604535361
all_valuation__top15__floor100m__sector70__cohort1__w0.30__100bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,1,0.3,100,0.9249306212965236,3.02914525632445,-0.07071520540194853,0.3628634639577215,1.6149564647046373,-0.22211670108593984
all_valuation__top15__floor100m__sector70__cohort1__w0.40__100bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,1,0.4,100,0.8809381551507374,3.090016128199342,-0.0677852983191074,0.346469532760612,1.5781333314744315,-0.22715184988247927
all_valuation__top15__floor100m__sector70__cohort1__w0.10__200bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,1,0.1,200,1.0071305231673988,2.8091985574296716,-0.08105529691533742,0.39128142226132856,1.626367434899809,-0.21386369051789822
all_valuation__top15__floor100m__sector70__cohort1__w0.20__200bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,1,0.2,200,0.9622300432902966,2.919173308617105,-0.07364632312562835,0.3728045815965122,1.613989253654802,-0.2170636604535362
all_valuation__top15__floor100m__sector70__cohort1__w0.30__200bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,1,0.3,200,0.9164150604793055,3.0084369014211627,-0.07071520540194864,0.3539389688194019,1.5846524447989014,-0.22211670108593984
all_valuation__top15__floor100m__sector70__cohort1__w0.40__200bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,1,0.4,200,0.8697938955011224,3.058707733387313,-0.06778529831910751,0.3347065661189774,1.5365442233520987,-0.22715184988247938
all_valuation__top15__floor100m__sector70__cohort2__w0.10__50bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,2,0.1,50,1.0120959139537256,2.818661168327191,-0.0811205089579452,0.3952688655913046,1.638838507331625,-0.21407758602526428
all_valuation__top15__floor100m__sector70__cohort2__w0.20__50bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,2,0.2,50,0.9719873833001178,2.9404535982277173,-0.07362913759044765,0.38069922462620265,1.640120344200501,-0.2168659416068055
all_valuation__top15__floor100m__sector70__cohort2__w0.30__50bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,2,0.3,50,0.9307821760060377,3.0443450839885644,-0.0706892269278977,0.36565663031074847,1.625422653576564,-0.2218216241120612
all_valuation__top15__floor100m__sector70__cohort2__w0.40__50bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,2,0.4,50,0.8885807215150483,3.112162976764025,-0.06775039317051068,0.35015932044676057,1.592556078084835,-0.22676040989748225
all_valuation__top15__floor100m__sector70__cohort2__w0.10__100bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,2,0.1,100,1.0106059319028837,2.816507402748571,-0.08112050895794509,0.3937442082671563,1.6341265282282567,-0.2142564423824581
all_valuation__top15__floor100m__sector70__cohort2__w0.20__100bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,2,0.2,100,0.9690563997340975,2.935736340506274,-0.07362913759044754,0.3776793044611695,1.6302861909941702,-0.2168659416068055
all_valuation__top15__floor100m__sector70__cohort2__w0.30__100bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,2,0.3,100,0.9264621216220916,3.036542663894021,-0.0706892269278977,0.36117241984732273,1.6101346877255904,-0.2218216241120612
all_valuation__top15__floor100m__sector70__cohort2__w0.40__100bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,2,0.4,100,0.8829262206910771,3.1006467864608003,-0.06775039317051068,0.344243297244464,1.5716152579965155,-0.22676040989748236
all_valuation__top15__floor100m__sector70__cohort2__w0.10__200bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,2,0.1,200,1.007628708833781,2.8121854875245447,-0.08112050895794487,0.3906987790263763,1.624669936916513,-0.2146140940737441
all_valuation__top15__floor100m__sector70__cohort2__w0.20__200bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,2,0.2,200,0.9632052544518641,2.926233190523271,-0.07362913759044742,0.37165486584939056,1.6104808076540613,-0.2168659416068055
all_valuation__top15__floor100m__sector70__cohort2__w0.30__200bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,2,0.3,200,0.9178460233630139,3.020757303129164,-0.07068922692789747,0.3522383258979438,1.5792443966073144,-0.22182162411206097
all_valuation__top15__floor100m__sector70__cohort2__w0.40__200bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,2,0.4,200,0.8716592709629316,3.0772530998423493,-0.06775039317051068,0.33247167464071614,1.5291838640749786,-0.22676040989748214
all_valuation__top15__floor100m__sector70__cohort4__w0.10__50bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,4,0.1,50,1.0107389330471293,2.8205744567084476,-0.08096099228817621,0.3939860614968087,1.6352450143234716,-0.21356735107734037
all_valuation__top15__floor100m__sector70__cohort4__w0.20__50bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,4,0.2,50,0.9693207085284159,2.945719014122555,-0.07345749201878726,0.3781596278346484,1.6326734165926948,-0.21653205918509133
all_valuation__top15__floor100m__sector70__cohort4__w0.30__50bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,4,0.3,50,0.9268557257851324,3.0545523495166362,-0.0704307134817006,0.36188753393007644,1.6139009879111963,-0.22132324527773006
all_valuation__top15__floor100m__sector70__cohort4__w0.40__50bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,4,0.4,50,0.8834467965112598,3.1285168299656925,-0.06740431424062188,0.34518923639595434,1.576802106416773,-0.22609915812167414
all_valuation__top15__floor100m__sector70__cohort4__w0.10__100bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,4,0.1,100,1.009231957519892,2.818142152900577,-0.08096099228817621,0.39245791510951555,1.630410325204492,-0.2137448242613038
all_valuation__top15__floor100m__sector70__cohort4__w0.20__100bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,4,0.2,100,0.9663627380129436,2.940435651700104,-0.07345749201878726,0.3751364602720231,1.6225963360925113,-0.21653205918509144
all_valuation__top15__floor100m__sector70__cohort4__w0.30__100bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,4,0.3,100,0.9225053830393257,3.0459343140688033,-0.07043071348170049,0.3574039358928216,1.5982644895913831,-0.22132324527772984
all_valuation__top15__floor100m__sector70__cohort4__w0.40__100bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,4,0.4,100,0.8777650637805714,3.1160434775897974,-0.06740431424062177,0.3392811841295058,1.555434414908238,-0.22609915812167403
all_valuation__top15__floor100m__sector70__cohort4__w0.10__200bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,4,0.1,200,1.0062211025646683,2.813270074799889,-0.0809609922881761,0.3894059548047484,1.620721046166039,-0.21409968052884143
all_valuation__top15__floor100m__sector70__cohort4__w0.20__200bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,4,0.2,200,0.9604589748499557,2.9298334828836086,-0.07345749201878715,0.36910726671140104,1.6023591570551337,-0.21653205918509155
all_valuation__top15__floor100m__sector70__cohort4__w0.30__200bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,4,0.3,200,0.9138316152904047,3.028605495074621,-0.07043071348170038,0.3484748725852065,1.5668026138624531,-0.22132324527772984
all_valuation__top15__floor100m__sector70__cohort4__w0.40__200bps,all_valuation__top15__floor100m__sector70,all_valuation,15,100000000,0.7,4,0.4,200,0.8664485649035008,3.090911847424839,-0.06740431424062199,0.32753207597992673,1.5123717583815532,-0.22609915812167392
all_valuation__top15__floor100m__sector80__cohort1__w0.10__50bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,1,0.1,50,1.0049117030180166,2.774019223853589,-0.08248079084251825,0.3927460722714402,1.621622945775068,-0.21308639637393278
all_valuation__top15__floor100m__sector80__cohort1__w0.20__50bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,1,0.2,50,0.9581380003006386,2.842292490911018,-0.07748850981529909,0.37578945832593535,1.6061384231754852,-0.2138283850307976
all_valuation__top15__floor100m__sector80__cohort1__w0.30__50bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,1,0.3,50,0.9107798736929311,2.8860761777580706,-0.07649200558513347,0.35849476318962203,1.5762648568105768,-0.21728193081929403
all_valuation__top15__floor100m__sector80__cohort1__w0.40__50bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,1,0.4,50,0.8629293558572895,2.8930285531678304,-0.07550570995662842,0.3408790570788722,1.530915675612913,-0.2207296340785756
all_valuation__top15__floor100m__sector80__cohort1__w0.10__100bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,1,0.1,100,1.0035814045545455,2.771604956954119,-0.08248079084251825,0.39126271123123635,1.617142256711981,-0.21326671619197646
all_valuation__top15__floor100m__sector80__cohort1__w0.20__100bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,1,0.2,100,0.9555281269936398,2.8369086135276533,-0.07748850981529887,0.37285812579369515,1.5968853448014637,-0.21382838503079749
all_valuation__top15__floor100m__sector80__cohort1__w0.30__100bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,1,0.3,100,0.9069429682829782,2.877089734068104,-0.07649200558513347,0.3541518902574794,1.5620168947157735,-0.21728193081929414
all_valuation__top15__floor100m__sector80__cohort1__w0.40__100bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,1,0.4,100,0.8579195660750605,2.8798152669410197,-0.0755057099566282,0.3351620473750434,1.51154960109869,-0.2207296340785757
all_valuation__top15__floor100m__sector80__cohort1__w0.10__200bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,1,0.1,200,1.0009225304673555,2.7667573630132543,-0.08248079084251825,0.38829883642831553,1.608127526189143,-0.21362735582806314
all_valuation__top15__floor100m__sector80__cohort1__w0.20__200bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,1,0.2,200,0.9503151727059469,2.8260551757574883,-0.07748850981529909,0.36700673466186196,1.5781563361987847,-0.2138283850307977
all_valuation__top15__floor100m__sector80__cohort1__w0.30__200bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,1,0.3,200,0.8992842081374701,2.858907558511718,-0.0764920055851337,0.3454912448031544,1.5330102664320366,-0.21728193081929392
all_valuation__top15__floor100m__sector80__cohort1__w0.40__200bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,1,0.4,200,0.8479263151793797,2.8530044359486277,-0.0755057099566282,0.32377216652560237,1.4719188305436428,-0.2207296340785756
all_valuation__top15__floor100m__sector80__cohort2__w0.10__50bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,2,0.1,50,1.007961803333365,2.778608568280569,-0.08256563218904045,0.3919374560876092,1.6191313943255587,-0.21382262673545227
all_valuation__top15__floor100m__sector80__cohort2__w0.20__50bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,2,0.2,50,0.9641144904417818,2.8521274531137104,-0.07750066293135849,0.3741977632726394,1.6011759982444904,-0.21399393245298914
all_valuation__top15__floor100m__sector80__cohort2__w0.30__50bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,2,0.3,50,0.9195557852612242,2.9018922456629603,-0.07651014989027272,0.35614600208614955,1.5689074494651165,-0.21752912909560007
all_valuation__top15__floor100m__sector80__cohort2__w0.40__50bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,2,0.4,50,0.8743749313069729,2.9155933977672714,-0.07552978850706316,0.3377996664098315,1.521280763086235,-0.2210577372552185
all_valuation__top15__floor100m__sector80__cohort2__w0.10__100bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,2,0.1,100,1.0066080854367105,2.77662085522871,-0.08256563218904045,0.39045256110796833,1.6145493494338008,-0.21399886405461133
all_valuation__top15__floor100m__sector80__cohort2__w0.20__100bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,2,0.2,100,0.9614577375534334,2.8478217108402997,-0.07750066293135838,0.37126354418678975,1.5916634936604583,-0.2140847725377406
all_valuation__top15__floor100m__sector80__cohort2__w0.30__100bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,2,0.3,100,0.9156485781283459,2.8948794955870647,-0.0765101498902726,0.3517990743716204,1.5541884214469244,-0.2175291290956004
all_valuation__top15__floor100m__sector80__cohort2__w0.40__100bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,2,0.4,100,0.8692715323845959,2.9054504279558513,-0.07552978850706304,0.33207762035715827,1.501191418068991,-0.2210577372552187
all_valuation__top15__floor100m__sector80__cohort2__w0.10__200bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,2,0.1,200,1.003902911875282,2.772633921188485,-0.08256563218904023,0.387486443239222,1.6053543432094297,-0.21435127945691235
all_valuation__top15__floor100m__sector80__cohort2__w0.20__200bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,2,0.2,200,0.9561531391196119,2.839157503391276,-0.07750066293135838,0.36540962786695297,1.5725111244891612,-0.21478851503916907
all_valuation__top15__floor100m__sector80__cohort2__w0.30__200bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,2,0.3,200,0.9078538753902285,2.8807213912626843,-0.07651014989027272,0.34313751054744124,1.524463107194155,-0.2175291290956003
all_valuation__top15__floor100m__sector80__cohort2__w0.40__200bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,2,0.4,200,0.8590991715381677,2.8849106121118764,-0.07552978850706304,0.3206902420161528,1.460516571249568,-0.2210577372552185
all_valuation__top15__floor100m__sector80__cohort4__w0.10__50bps,all_valuation__top15__floor100m__sector80,all_valuation,15,100000000,0.8,4,0.1,50,1.0086487686628822,2.782139341655377,-0.08252862097285729,0.39160109115777697,1.618196587534355,-0.2130565560694594
