candidate,sleeve,ensemble,breadth,market_cap_floor,sector_cap,cohorts,allocation,cost_bps,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,full_sharpe,full_drawdown,beats_control_both
sales_only__top20__floor100m__sector50__cohort2__w0.10__50bps,sales_only__top20__floor100m__sector50,sales_only,20,100000000,0.5,2,0.1,50,1.0371688666072378,2.7799702317620802,-0.09220066356839618,0.4066519396906898,1.6487923784894971,-0.22031026097872886,False
sales_only__top10__floor25m__sector50__cohort2__w0.30__50bps,sales_only__top10__floor25m__sector50,sales_only,10,25000000,0.5,2,0.3,50,1.0370271555701125,2.4448547752946155,-0.1310922775751482,0.4119615759968063,1.522951846098659,-0.2676982633513618,False
sales_fcf__top10__floor100m__sector50__cohort4__w0.10__50bps,sales_fcf__top10__floor100m__sector50,sales_fcf,10,100000000,0.5,4,0.1,50,1.036801002747664,2.8462320973890387,-0.09054715009409675,0.3975708883321374,1.6266229516259667,-0.21339118098252863,False
sales_only__top15__floor50m__sector60__cohort2__w0.10__50bps,sales_only__top15__floor50m__sector60,sales_only,15,50000000,0.6,2,0.1,50,1.0367544411747271,2.728715504012284,-0.09778782108570327,0.41247224900127955,1.6445262372269827,-0.22547798559342402,False
sales_fcf__top10__floor250m__sector50__cohort4__w0.10__50bps,sales_fcf__top10__floor250m__sector50,sales_fcf,10,250000000,0.5,4,0.1,50,1.0366105176953386,2.8818871187802952,-0.08966394568748137,0.40043928204608714,1.6359628085112088,-0.2222482366417713,False
sales_fcf__top10__floor25m__sector50__cohort1__w0.10__50bps,sales_fcf__top10__floor25m__sector50,sales_fcf,10,25000000,0.5,1,0.1,50,1.0366062470223176,2.8211663091656596,-0.0902424799387026,0.4007295857274933,1.6405006066458754,-0.21100265095063675,False
sales_earnings__top10__floor25m__sector50__cohort4__w0.10__50bps,sales_earnings__top10__floor25m__sector50,sales_earnings,10,25000000,0.5,4,0.1,50,1.0365905004074727,2.940473152960959,-0.07751240813446714,0.38572262472954777,1.633543473152667,-0.22909033178192773,False
sales_only__top30__floor100m__sector50__cohort2__w0.10__50bps,sales_only__top30__floor100m__sector50,sales_only,30,100000000,0.5,2,0.1,50,1.03619934123286,2.80979370875004,-0.08915376620545334,0.4010166133286601,1.6418010737458886,-0.22073451792343446,False
sales_earnings__top20__floor50m__sector50__cohort2__w0.10__50bps,sales_earnings__top20__floor50m__sector50,sales_earnings,20,50000000,0.5,2,0.1,50,1.0359269322960913,2.909187117735194,-0.07772096041057297,0.3987323485727621,1.6694881195152396,-0.21823569383625818,False
sales_earnings__top10__floor250m__sector50__cohort1__w0.10__50bps,sales_earnings__top10__floor250m__sector50,sales_earnings,10,250000000,0.5,1,0.1,50,1.035860931565678,2.913105408271493,-0.07745051233223188,0.3918505240754322,1.6321838743979045,-0.22742442849680888,False
sales_only__top20__floor25m__sector50__cohort4__w0.10__50bps,sales_only__top20__floor25m__sector50,sales_only,20,25000000,0.5,4,0.1,50,1.0358426666828522,2.778344469604941,-0.09323643515345326,0.4087084814683031,1.654226001555635,-0.22355829529093163,False
sales_only__top30__floor250m__sector50__cohort1__w0.10__50bps,sales_only__top30__floor250m__sector50,sales_only,30,250000000,0.5,1,0.1,50,1.0357247497266466,2.8794786046726424,-0.08430406504437093,0.4019849240338662,1.6522809570058736,-0.22179252071201905,False
sales_only__top10__floor50m__sector50__cohort4__w0.40__50bps,sales_only__top10__floor50m__sector50,sales_only,10,50000000,0.5,4,0.4,50,1.0356221535675205,2.5146798239968007,-0.11514869649767467,0.4115283486916399,1.482372659421684,-0.2847843673380376,False
sales_only__top10__floor250m__sector50__cohort4__w0.10__50bps,sales_only__top10__floor250m__sector50,sales_only,10,250000000,0.5,4,0.1,50,1.0352797674511045,2.9249678696571397,-0.0812273586160216,0.3978565969112047,1.6451310087603115,-0.22388838390799115,False
sales_earnings__top10__floor25m__sector50__cohort1__w0.10__50bps,sales_earnings__top10__floor25m__sector50,sales_earnings,10,25000000,0.5,1,0.1,50,1.0352464392482483,2.930317096793991,-0.07857443200752867,0.3872091850232706,1.6363497643339526,-0.22893851546270738,False
sales_fcf__top10__floor25m__sector50__cohort2__w0.10__50bps,sales_fcf__top10__floor25m__sector50,sales_fcf,10,25000000,0.5,2,0.1,50,1.0351396875078982,2.8241387645868707,-0.09068483285544504,0.3991137867883485,1.6374585986570593,-0.2109660904625601,False
sales_only__top20__floor25m__sector50__cohort2__w0.10__50bps,sales_only__top20__floor25m__sector50,sales_only,20,25000000,0.5,2,0.1,50,1.0349889440595086,2.762347792205046,-0.09517910841918753,0.4083768619902315,1.6501119633262822,-0.22359895339988234,False
sales_only__top10__floor100m__sector50__cohort2__w0.10__50bps,sales_only__top10__floor100m__sector50,sales_only,10,100000000,0.5,2,0.1,50,1.0348383149217115,2.6815069962022666,-0.09691559163202623,0.40145648535902656,1.6007920934571447,-0.2297785324557785,False
sales_only__top15__floor100m__sector60__cohort4__w0.10__50bps,sales_only__top15__floor100m__sector60,sales_only,15,100000000,0.6,4,0.1,50,1.0348095777858766,2.7509916746329814,-0.09297264958051199,0.3998202294676372,1.6128959820115567,-0.22704097647437949,False
sales_earnings__top20__floor25m__sector50__cohort4__w0.10__50bps,sales_earnings__top20__floor25m__sector50,sales_earnings,20,25000000,0.5,4,0.1,50,1.0347442589529279,2.9094056389010063,-0.07926753235537631,0.3991478152218568,1.673078181007335,-0.21834968654579345,False
sales_only__top15__floor100m__sector60__cohort1__w0.20__50bps,sales_only__top15__floor100m__sector60,sales_only,15,100000000,0.6,1,0.2,50,1.0346720707176038,2.740708027834493,-0.09532610446422884,0.39905620817632736,1.594202878343985,-0.24119477726327299,False
sales_only__top15__floor50m__sector60__cohort1__w0.20__50bps,sales_only__top15__floor50m__sector60,sales_only,15,50000000,0.6,1,0.2,50,1.034622719939064,2.7278003918495486,-0.10192131492373668,0.42193990838784656,1.6538907256304238,-0.23806667569350626,False
sales_only__top10__floor100m__sector50__cohort4__w0.10__50bps,sales_only__top10__floor100m__sector50,sales_only,10,100000000,0.5,4,0.1,50,1.0344456960434227,2.7042497237362704,-0.09414776304729966,0.40096564199263485,1.6039258553569073,-0.22931605614072104,False
sales_earnings__top10__floor50m__sector50__cohort1__w0.10__50bps,sales_earnings__top10__floor50m__sector50,sales_earnings,10,50000000,0.5,1,0.1,50,1.0344336251652133,2.9285520279404222,-0.07672629939820319,0.38633145611593345,1.6314756724754498,-0.2289385154627076,False
sales_only__top30__floor250m__sector60__cohort4__w0.10__50bps,sales_only__top30__floor250m__sector60,sales_only,30,250000000,0.6,4,0.1,50,1.0344040978131543,2.8708061610762092,-0.08183352097963292,0.40407060335416745,1.657349749145965,-0.2201295357601042,False
sales_earnings__top20__floor25m__sector50__cohort1__w0.10__50bps,sales_earnings__top20__floor25m__sector50,sales_earnings,20,25000000,0.5,1,0.1,50,1.0342921568633257,2.904076162640448,-0.07981934033057558,0.40016376331467596,1.675776003400064,-0.21756105853466012,False
sales_only__top10__floor50m__sector80__cohort1__w0.10__50bps,sales_only__top10__floor50m__sector80,sales_only,10,50000000,0.8,1,0.1,50,1.0342412191853718,2.6011882036198686,-0.10962722314761086,0.41520727456234163,1.6136252624224912,-0.22840966604481416,False
sales_only__top10__floor250m__sector50__cohort2__w0.10__50bps,sales_only__top10__floor250m__sector50,sales_only,10,250000000,0.5,2,0.1,50,1.0340049096264838,2.916222534415161,-0.08112721823915015,0.3992159514018001,1.6483934886593485,-0.22405629802853066,False
sales_fcf__top10__floor50m__sector50__cohort1__w0.20__50bps,sales_fcf__top10__floor50m__sector50,sales_fcf,10,50000000,0.5,1,0.2,50,1.0339134778255947,2.978912886399346,-0.08627530478187428,0.3956671102515992,1.6545743992614104,-0.21210321898019469,False
sales_quality__top30__floor250m__sector60__cohort4__w0.10__50bps,sales_quality__top30__floor250m__sector60,sales_quality,30,250000000,0.6,4,0.1,50,1.033887263047645,2.900371454384872,-0.07771802351446055,0.39533525534879965,1.6409616880372195,-0.22162089823304443,False
sales_quality__top20__floor250m__sector50__cohort1__w0.10__50bps,sales_quality__top20__floor250m__sector50,sales_quality,20,250000000,0.5,1,0.1,50,1.0338772779743262,2.928894079872165,-0.07922877354171765,0.4012356554800214,1.6684232766147349,-0.22083628810667177,False
sales_fcf__top10__floor25m__sector60__cohort2__w0.30__50bps,sales_fcf__top10__floor25m__sector60,sales_fcf,10,25000000,0.6,2,0.3,50,1.0337519243290152,3.0372898269577107,-0.08512046346568924,0.4049428301414302,1.6720354266187747,-0.21395389771725437,False
sales_only__top15__floor50m__sector60__cohort4__w0.10__50bps,sales_only__top15__floor50m__sector60,sales_only,15,50000000,0.6,4,0.1,50,1.0336568876602228,2.7425357507591115,-0.09567379320983072,0.4111714755320246,1.645262833244076,-0.22542100827426048,False
sales_only__top30__floor50m__sector50__cohort2__w0.10__50bps,sales_only__top30__floor50m__sector50,sales_only,30,50000000,0.5,2,0.1,50,1.0330380093255926,2.807195857647591,-0.09278121763709768,0.4046637383719076,1.655050742701698,-0.22099492147044153,False
sales_only__top30__floor100m__sector50__cohort4__w0.10__50bps,sales_only__top30__floor100m__sector50,sales_only,30,100000000,0.5,4,0.1,50,1.0330094361384887,2.816078825719319,-0.0878526588934525,0.3997970009586733,1.6407500310824483,-0.2207447373637783,False
sales_quality__top20__floor250m__sector50__cohort4__w0.10__50bps,sales_quality__top20__floor250m__sector50,sales_quality,20,250000000,0.5,4,0.1,50,1.0327103257978472,2.930569498644585,-0.07887142697657601,0.3981608020220393,1.6584458006432699,-0.22202568082967822,False
sales_only__top30__floor25m__sector50__cohort2__w0.10__50bps,sales_only__top30__floor25m__sector50,sales_only,30,25000000,0.5,2,0.1,50,1.0325978933394633,2.7914156831458,-0.0934873148064862,0.4060279659942321,1.6583179288660346,-0.21961699010862012,False
sales_only__top30__floor250m__sector60__cohort2__w0.10__50bps,sales_only__top30__floor250m__sector60,sales_only,30,250000000,0.6,2,0.1,50,1.0324995586203212,2.865111817204484,-0.08231835823276146,0.4042557088383769,1.6572953650747841,-0.2203446048798654,False
sales_only__top15__floor25m__sector60__cohort1__w0.10__50bps,sales_only__top15__floor25m__sector60,sales_only,15,25000000,0.6,1,0.1,50,1.032491320686311,2.6797469475127667,-0.1036157797651519,0.4129750427141041,1.6381393001688103,-0.22603826752721423,False
sales_only__top20__floor100m__sector50__cohort4__w0.10__50bps,sales_only__top20__floor100m__sector50,sales_only,20,100000000,0.5,4,0.1,50,1.0324901336890697,2.786744120407484,-0.0903819900455507,0.4041217658250109,1.6435811056885987,-0.22078956229196778,False
sales_earnings__top20__floor100m__sector50__cohort1__w0.10__50bps,sales_earnings__top20__floor100m__sector50,sales_earnings,20,100000000,0.5,1,0.1,50,1.03226961036572,2.8965926168882707,-0.07861800988739065,0.3967671358820304,1.660646590998222,-0.21797707604756278,False
sales_only__top30__floor250m__sector60__cohort1__w0.10__50bps,sales_only__top30__floor250m__sector60,sales_only,30,250000000,0.6,1,0.1,50,1.0321842148633165,2.8616869936457077,-0.08262995878310275,0.40520106648385545,1.6591808443607416,-0.22039335662327897,False
sales_quality__top30__floor250m__sector60__cohort2__w0.10__50bps,sales_quality__top30__floor250m__sector60,sales_quality,30,250000000,0.6,2,0.1,50,1.0321825183118007,2.894583043922735,-0.07802206564125513,0.39631019329760586,1.6439101803192633,-0.22170109167543983,False
sales_only__top10__floor250m__sector50__cohort1__w0.10__50bps,sales_only__top10__floor250m__sector50,sales_only,10,250000000,0.5,1,0.1,50,1.0321800076602172,2.9127468199889197,-0.08103232470819066,0.40068892943990475,1.652980229088424,-0.22437414932874888,False
sales_earnings__top20__floor25m__sector50__cohort2__w0.10__50bps,sales_earnings__top20__floor25m__sector50,sales_earnings,20,25000000,0.5,2,0.1,50,1.032069206477884,2.9018215077340175,-0.0796604538663439,0.39833095597720103,1.6697678748140274,-0.21823569383625807,False
sales_earnings__top10__floor250m__sector50__cohort2__w0.10__50bps,sales_earnings__top10__floor250m__sector50,sales_earnings,10,250000000,0.5,2,0.1,50,1.0318926510690587,2.9092861240825685,-0.07705132257118896,0.3903297713802054,1.6284058739282248,-0.2270264201764831,False
sales_only__top15__floor50m__sector70__cohort2__w0.10__50bps,sales_only__top15__floor50m__sector70,sales_only,15,50000000,0.7,2,0.1,50,1.0318708025700496,2.7013250465429715,-0.09996928525407489,0.41331539116881966,1.6425102835581487,-0.22536513650791234,False
sales_quality__top20__floor250m__sector50__cohort2__w0.10__50bps,sales_quality__top20__floor250m__sector50,sales_quality,20,250000000,0.5,2,0.1,50,1.0315072776085938,2.9257468234222443,-0.07913629119195187,0.40006643774607986,1.6648949697274913,-0.22143778366363343,False
sales_earnings__top15__floor50m__sector60__cohort1__w0.20__50bps,sales_earnings__top15__floor50m__sector60,sales_earnings,15,50000000,0.6,1,0.2,50,1.0314118468380382,3.1265901832904985,-0.06900572062844146,0.393549804933623,1.7116780270231506,-0.2283106771666823,False
sales_earnings__top20__floor100m__sector50__cohort4__w0.10__50bps,sales_earnings__top20__floor100m__sector50,sales_earnings,20,100000000,0.5,4,0.1,50,1.0312608558604661,2.900657615123091,-0.07795027606787053,0.3958990313052624,1.6585262941317716,-0.21812313218683976,False
sales_earnings__top15__floor100m__sector60__cohort4__w0.10__50bps,sales_earnings__top15__floor100m__sector60,sales_earnings,15,100000000,0.6,4,0.1,50,1.0312364907734035,2.8835690996887147,-0.07782382105891661,0.39488036108751134,1.6495962681152343,-0.22151556343964318,False
sales_only__top20__floor50m__sector50__cohort4__w0.30__50bps,sales_only__top20__floor50m__sector50,sales_only,20,50000000,0.5,4,0.3,50,1.0312186562812724,3.012885029513727,-0.07941118322894825,0.40624651140457324,1.6723445534101118,-0.24304726017734757,False
sales_fcf__top10__floor25m__sector60__cohort1__w0.30__50bps,sales_fcf__top10__floor25m__sector60,sales_fcf,10,25000000,0.6,1,0.3,50,1.0311636326297835,3.0094757073349037,-0.08555442614223951,0.41062255514798585,1.6799988468814349,-0.21363565169336673,False
sales_earnings__top10__floor25m__sector50__cohort2__w0.10__50bps,sales_earnings__top10__floor25m__sector50,sales_earnings,10,25000000,0.5,2,0.1,50,1.0311326701280974,2.9270041049398268,-0.0783655196685239,0.3842976159031415,1.6281690662200756,-0.2291943563783806,False
sales_earnings__top10__floor250m__sector50__cohort4__w0.10__50bps,sales_earnings__top10__floor250m__sector50,sales_earnings,10,250000000,0.5,4,0.1,50,1.0311290331454375,2.9154625055041175,-0.07604604784468816,0.39022494235027216,1.6296891746196758,-0.22680849992450447,False
sales_only__top30__floor50m__sector50__cohort4__w0.10__50bps,sales_only__top30__floor50m__sector50,sales_only,30,50000000,0.5,4,0.1,50,1.0310906935993098,2.8130346325171045,-0.09147509554931232,0.403702245346238,1.6543877122054238,-0.22101126852668918,False
sales_only__top20__floor25m__sector60__cohort2__w0.10__50bps,sales_only__top20__floor25m__sector60,sales_only,20,25000000,0.6,2,0.1,50,1.0308446022039308,2.734672706903532,-0.09679002954630267,0.40446908078487676,1.6342196075520583,-0.22312074193426212,False
sales_quality__top30__floor250m__sector60__cohort1__w0.10__50bps,sales_quality__top30__floor250m__sector60,sales_quality,30,250000000,0.6,1,0.1,50,1.0307301830215483,2.8911034955998827,-0.0782118692853766,0.39694561579611753,1.6458030122650178,-0.22098247889262002,False
sales_earnings__top15__floor50m__sector60__cohort4__w0.20__50bps,sales_earnings__top15__floor50m__sector60,sales_earnings,15,50000000,0.6,4,0.2,50,1.0307095807937756,3.14211094367856,-0.06889951014331663,0.39232396278315007,1.7118450355350876,-0.22852653187600225,False
sales_only__top30__floor25m__sector50__cohort4__w0.10__50bps,sales_only__top30__floor25m__sector50,sales_only,30,25000000,0.5,4,0.1,50,1.0305377768420936,2.798423255616502,-0.09222974068779355,0.4053839503910648,1.6588228307112016,-0.21956092895411794,False
sales_earnings__top15__floor100m__sector60__cohort1__w0.10__50bps,sales_earnings__top15__floor100m__sector60,sales_earnings,15,100000000,0.6,1,0.1,50,1.030514073096422,2.876011324666383,-0.07864732388372908,0.39575331652893286,1.6513392170214976,-0.22167423301678502,False
sales_only__top20__floor100m__sector50__cohort1__w0.20__50bps,sales_only__top20__floor100m__sector50,sales_only,20,100000000,0.5,1,0.2,50,1.030430595187716,2.838107290749299,-0.0896648229196102,0.4080412429989271,1.6651616974558694,-0.22692536413022135,False
sales_fcf__top10__floor25m__sector60__cohort4__w0.20__50bps,sales_fcf__top10__floor25m__sector60,sales_fcf,10,25000000,0.6,4,0.2,50,1.030197599008977,2.949182314586041,-0.08304122409599113,0.4036582381757863,1.6729920411873866,-0.21139039105386714,False
sales_earnings__top15__floor50m__sector70__cohort1__w0.10__50bps,sales_earnings__top15__floor50m__sector70,sales_earnings,15,50000000,0.7,1,0.1,50,1.0301802080628617,2.870584787170511,-0.07881949664242693,0.40082302333551634,1.6681931178782405,-0.22085067510840828,False
sales_earnings__top15__floor250m__sector60__cohort4__w0.10__50bps,sales_earnings__top15__floor250m__sector60,sales_earnings,15,250000000,0.6,4,0.1,50,1.0301746018197955,2.880701776521057,-0.07782382105891683,0.3958577038194149,1.6450198095189055,-0.22116916501303674,False
sales_fcf__top10__floor250m__sector50__cohort1__w0.10__50bps,sales_fcf__top10__floor250m__sector50,sales_fcf,10,250000000,0.5,1,0.1,50,1.0301437948002659,2.8647365856619227,-0.0896338647579007,0.40022665724873185,1.631457340191024,-0.22305688214909103,False
sales_fcf__top10__floor50m__sector50__cohort4__w0.30__50bps,sales_fcf__top10__floor50m__sector50,sales_fcf,10,50000000,0.5,4,0.3,50,1.030103763529389,3.1301877213545097,-0.08908194719982987,0.390650991409472,1.6503170999667924,-0.21472675219317106,False
sales_earnings__top15__floor100m__sector60__cohort2__w0.10__50bps,sales_earnings__top15__floor100m__sector60,sales_earnings,15,100000000,0.6,2,0.1,50,1.030058411051773,2.8765346503956364,-0.07840851684707884,0.39488309187122406,1.6487123689924905,-0.22188209933132153,False
sales_quality__top30__floor250m__sector50__cohort4__w0.10__50bps,sales_quality__top30__floor250m__sector50,sales_quality,30,250000000,0.5,4,0.1,50,1.0300454720830183,2.9090750787397734,-0.08028978748540194,0.3944042438988906,1.6414698787792328,-0.2206068267063086,False
sales_only__top20__floor25m__sector60__cohort4__w0.10__50bps,sales_only__top20__floor25m__sector60,sales_only,20,25000000,0.6,4,0.1,50,1.02987987145751,2.748755972230172,-0.09513122246511374,0.40502016576108724,1.640003397947264,-0.2230111839987916,False
sales_only__top15__floor25m__sector70__cohort1__w0.10__50bps,sales_only__top15__floor25m__sector70,sales_only,15,25000000,0.7,1,0.1,50,1.0298658083180197,2.6675973671458992,-0.10619341037767915,0.4150291018515593,1.6413760231593892,-0.22546980352456936,False
sales_fcf__top10__floor100m__sector60__cohort2__w0.20__50bps,sales_fcf__top10__floor100m__sector60,sales_fcf,10,100000000,0.6,2,0.2,50,1.0298588337224843,2.9599136880325543,-0.0811816439391081,0.411120041980104,1.6646131647106477,-0.2219254208055511,False
sales_earnings__top20__floor100m__sector50__cohort2__w0.10__50bps,sales_earnings__top20__floor100m__sector50,sales_earnings,20,100000000,0.5,2,0.1,50,1.0297353947453982,2.89411409316587,-0.07841004656151995,0.3957752710808975,1.6577393217123984,-0.21844646521251576,False
sales_fcf__top20__floor250m__sector80__cohort4__w0.10__50bps,sales_fcf__top20__floor250m__sector80,sales_fcf,20,250000000,0.8,4,0.1,50,1.0296812661580712,2.794268600251136,-0.08819670385795209,0.3945314043724608,1.6002157831532398,-0.22375047856375274,False
sales_only__top15__floor25m__sector80__cohort1__w0.10__50bps,sales_only__top15__floor25m__sector80,sales_only,15,25000000,0.8,1,0.1,50,1.0294236530519427,2.6393422733724607,-0.1049664583510278,0.41437610801420854,1.633723266997468,-0.22173745075339557,False
sales_only__top15__floor50m__sector70__cohort1__w0.20__50bps,sales_only__top15__floor50m__sector70,sales_only,15,50000000,0.7,1,0.2,50,1.0290766153983082,2.687237812099683,-0.10239906938639864,0.4254760376248501,1.6568503720505947,-0.23693440674424515,False
sales_fcf__top10__floor25m__sector50__cohort4__w0.10__50bps,sales_fcf__top10__floor25m__sector50,sales_fcf,10,25000000,0.5,4,0.1,50,1.0290251167348656,2.824331994868453,-0.09043163778545149,0.3981828842760393,1.6373517529470862,-0.21018329341273567,False
sales_earnings__top15__floor25m__sector60__cohort1__w0.20__50bps,sales_earnings__top15__floor25m__sector60,sales_earnings,15,25000000,0.6,1,0.2,50,1.0287398317302872,3.1075758794891963,-0.06900572062844146,0.39398060142083646,1.716357002686146,-0.2283106771666823,False
sales_only__top20__floor25m__sector50__cohort1__w0.20__50bps,sales_only__top20__floor25m__sector50,sales_only,20,25000000,0.5,1,0.2,50,1.0287082268480319,2.80522760442092,-0.0970280769008307,0.4118482202576921,1.6669072950393,-0.23322372992668394,False
sales_earnings__top15__floor50m__sector70__cohort4__w0.10__50bps,sales_earnings__top15__floor50m__sector70,sales_earnings,15,50000000,0.7,4,0.1,50,1.0285874603111873,2.8733917751363727,-0.07829235518519995,0.39906074418946047,1.663574751825237,-0.2218455564533196,False
sales_earnings__top15__floor50m__sector60__cohort2__w0.20__50bps,sales_earnings__top15__floor50m__sector60,sales_earnings,15,50000000,0.6,2,0.2,50,1.0285028351008454,3.1253648547283417,-0.06904426072889025,0.39076861140578667,1.7031857883319794,-0.2287547219260616,False
sales_fcf__top20__floor250m__sector80__cohort2__w0.10__50bps,sales_fcf__top20__floor250m__sector80,sales_fcf,20,250000000,0.8,2,0.1,50,1.0284921141436691,2.7883805106229125,-0.08839248852328763,0.3949396764064157,1.600992608349358,-0.22401928968576934,False
sales_fcf__top10__floor250m__sector60__cohort2__w0.10__50bps,sales_fcf__top10__floor250m__sector60,sales_fcf,10,250000000,0.6,2,0.1,50,1.0283941686827913,2.848680429719495,-0.08893646502137298,0.4015870112643003,1.6336433770482184,-0.22269052301481274,False
sales_earnings__top10__floor50m__sector50__cohort4__w0.10__50bps,sales_earnings__top10__floor50m__sector50,sales_earnings,10,50000000,0.5,4,0.1,50,1.0283884030065114,2.9298336789374817,-0.07581308261466968,0.3834739980581918,1.6255722603312963,-0.2290903317819275,False
sales_only__top30__floor100m__sector50__cohort1__w0.20__50bps,sales_only__top30__floor100m__sector50,sales_only,30,100000000,0.5,1,0.2,50,1.028308322558829,2.913447576402952,-0.08205958332622787,0.3969027980792681,1.6538452936789663,-0.22722833420644095,False
sales_only__top30__floor50m__sector60__cohort1__w0.10__50bps,sales_only__top30__floor50m__sector60,sales_only,30,50000000,0.6,1,0.1,50,1.0282346016867323,2.7762117921991347,-0.09152560737528437,0.4058279455423961,1.6473669876632535,-0.22400132956255991,False
sales_quality__top30__floor250m__sector50__cohort2__w0.10__50bps,sales_quality__top30__floor250m__sector50,sales_quality,30,250000000,0.5,2,0.1,50,1.0282052829711033,2.902106273462445,-0.08054065457285364,0.3952004441642567,1.6437291993100802,-0.22060241857522866,False
sales_fcf__top10__floor50m__sector50__cohort2__w0.30__50bps,sales_fcf__top10__floor50m__sector50,sales_fcf,10,50000000,0.5,2,0.3,50,1.0281929143125068,3.1125371839700327,-0.08932191782041277,0.38643443267176636,1.6332974382147596,-0.21498704652832668,False
sales_fcf__top15__floor100m__sector60__cohort2__w0.10__50bps,sales_fcf__top15__floor100m__sector60,sales_fcf,15,100000000,0.6,2,0.1,50,1.0281534366831142,2.8027240900759023,-0.09495726593852283,0.4061343939732591,1.6437873729005446,-0.21664285639420122,False
sales_only__top20__floor50m__sector60__cohort1__w0.10__50bps,sales_only__top20__floor50m__sector60,sales_only,20,50000000,0.6,1,0.1,50,1.0279452196837902,2.7277880045723313,-0.09707537013792278,0.40472879258742567,1.6330324484419658,-0.2232847651255726,False
sales_fcf__top10__floor100m__sector50__cohort2__w0.20__50bps,sales_fcf__top10__floor100m__sector50,sales_fcf,10,100000000,0.5,2,0.2,50,1.0278165522503415,2.981636034309063,-0.08217231149487281,0.3848613143141746,1.6004096690040728,-0.21840983182756613,False
sales_fcf__top20__floor250m__sector70__cohort4__w0.10__50bps,sales_fcf__top20__floor250m__sector70,sales_fcf,20,250000000,0.7,4,0.1,50,1.0278027096611604,2.8143279218537276,-0.08933988682596494,0.39147544164246173,1.5988164824703923,-0.22376764579570418,False
sales_fcf__top30__floor250m__sector50__cohort4__w0.10__50bps,sales_fcf__top30__floor250m__sector50,sales_fcf,30,250000000,0.5,4,0.1,50,1.027763715774109,2.858066303058799,-0.0882287287100807,0.39178064235097465,1.6163811190589195,-0.22404729068722584,False
sales_fcf__top10__floor50m__sector60__cohort4__w0.10__50bps,sales_fcf__top10__floor50m__sector60,sales_fcf,10,50000000,0.6,4,0.1,50,1.027707438349292,2.821388398913115,-0.08821749560782943,0.4056026113840221,1.659821451795352,-0.21002404000138608,False
